year,mon_DET or_NOUN,mon_DET mort_NOUN
1879,9.713827386903517e-08,2.1382637882538802e-08
1880,6.417846365458502e-08,2.5671385017744797e-09
1881,8.227558789819511e-08,9.761510710859511e-09
1882,8.119569905318258e-08,2.6621540527571597e-09
1883,7.835980098125361e-08,1.0110942583185789e-08
1884,7.790002776175697e-08,7.2618666635548834e-09
1885,5.47879024370701e-08,1.9336907075562237e-09
1886,7.227879655902214e-08,3.872078380151578e-09
1887,7.051238926081282e-08,2.6115699047757346e-09
1888,4.818867194167353e-08,3.804368819970705e-09
1889,7.392861539612383e-08,3.759081934617825e-09
1890,6.554386544621593e-08,3.9326319978272295e-09
1891,4.84440720871504e-08,2.4859458491732767e-08
1892,6.080456849133498e-08,2.5074049503359674e-09
1893,5.419406545748018e-08,1.847525021858587e-09
1894,5.6713854723611234e-08,2.520615716150587e-09
1895,6.680662156810513e-08,2.4074457982692365e-09
1896,5.66114787270422e-08,1.1794057674929803e-08
1897,6.059781965106481e-08,6.4093846896540185e-09
1898,4.470100434250668e-08,5.092519517191363e-09
1899,6.356714976618605e-08,3.8693048765026106e-09
1900,6.281174180777782e-08,1.5573159428683425e-09
1901,3.409130805431815e-08,2.794369458047896e-09
1902,2.700656170917526e-08,1.9641135384773634e-09
1903,3.6181477369723325e-08,1.0800440541913758e-09
1904,2.6335664315979557e-08,4.837162670412454e-09
1905,3.6641388589941926e-08,5.676835002077496e-09
1906,3.755254707193956e-08,2.572092316910357e-09
1907,3.291419647943883e-08,5.142843373384665e-10
1908,4.7149335324903063e-08,1.4734167219643268e-09
1909,5.500983568662576e-08,5.500983391026892e-09
1910,7.214603336969105e-08,1.0688301577133075e-08
1911,2.7133907565257687e-08,4.788336838146279e-09
1912,5.730363239475622e-08,3.125652625612929e-09
1913,3.234823792164221e-08,3.71209285532359e-09
1914,3.482306887292452e-08,2.0090231700464756e-09
1915,3.416420912838447e-08,2.3561523843085297e-09
1916,3.955486338469427e-08,3.2962386153911893e-09
1917,3.289927352767563e-08,2.1932848870420685e-09
1918,3.44591288836682e-08,8.040463406189247e-09
1919,3.775217927159957e-08,1.3811772170413406e-08
1920,4.24044972469062e-08,1.741613209205184e-08
1921,6.891199966219119e-08,3.0290989716519334e-09
1922,4.5743199228454046e-08,2.951174138399182e-09
1923,4.0340602414090654e-08,2.1231896241147297e-09
1924,4.125319807979366e-08,5.156649773851996e-09
1925,6.1589795707917e-08,4.399271169575059e-09
1926,4.792839447542718e-08,3.3438415369957397e-09
1927,3.4562597228671166e-08,1.1149224876660924e-09
1928,6.17006229441941e-08,9.14083297942625e-09
1929,6.68424400274148e-08,2.2280812750352652e-09
1930,5.7769819150621515e-08,7.352522590764465e-09
1931,3.421607086551148e-08,4.5621426636444085e-09
1932,6.794912910113027e-08,7.6716757391182e-09
1933,2.867665616079762e-08,1.605892707701173e-08
1934,3.5944742293736454e-08,1.1981580172459871e-08
1935,6.462873614054843e-08,0.0
1936,5.577368789033699e-08,3.6374143697059935e-09
1937,3.7773354000236736e-08,6.295559074054324e-09
1938,4.019216381934143e-08,5.186085783037697e-09
1939,2.5999885799876665e-08,7.647025235257843e-09
1940,2.02862628917444e-08,1.0143131667916805e-08
1941,3.246652724442356e-08,5.9030051957620344e-09
1942,4.551317678291866e-08,6.068423541449874e-09
1943,2.9032351855917682e-08,5.806470415592457e-09
1944,8.996921074810871e-08,1.927911696952833e-08
1945,6.099811189486104e-08,1.3071024262956144e-08
1946,7.378185351569755e-08,1.2528993842408909e-08
1947,5.602809283189458e-08,4.7683483828109274e-09
1948,6.196976110039998e-08,1.0871887834440486e-08
1949,4.810333908977782e-08,1.3743811422273211e-08
1950,8.61464248824717e-08,3.190608444114673e-09
1951,5.970385164033587e-08,2.1322803522849654e-09
1952,8.857635369619032e-08,2.1089607837865287e-09
1953,3.87857791439572e-08,1.0773827385790469e-09
1954,5.179444317882087e-08,2.9317608341017376e-09
1955,3.848099261460902e-08,1.8771215692936494e-09
1956,1.0552581453104892e-07,1.3081712157969605e-08
1957,4.329168429295649e-08,1.1485548734313511e-08
1958,6.617794856556003e-08,7.445019101215422e-09
1959,4.417926346977907e-08,1.6276570313777938e-08
1960,5.6750832033714005e-08,1.1765416696452036e-08
1961,5.141637993144599e-08,6.253343343143314e-09
1962,5.327243290942363e-08,5.7077609305622445e-09
1963,5.1728425987107585e-08,1.487192291538264e-08
1964,5.962289084671113e-08,6.083968218106861e-09
1965,4.4870755666615025e-08,4.924839203113152e-09
1966,9.693380720321443e-08,4.431259692516676e-09
1967,7.395503398566206e-08,7.88853687927471e-09
1968,8.758261038632753e-08,4.49141579483836e-09
1969,7.130559692702931e-08,6.812636621500445e-09
1970,4.4607632171400624e-08,1.2876429700270364e-08
1971,6.011925224314041e-08,2.0553589941130213e-09
1972,3.950213234293898e-08,7.69522046084603e-09
1973,4.5759593003680266e-08,9.923766697284009e-09
1974,3.431598788461443e-08,6.750686010192908e-09
1975,4.283610000044291e-08,3.4268881066168433e-09
1976,3.942333526296693e-08,6.2848797277581525e-09
1977,3.819908062085986e-08,6.464459911814657e-09
1978,5.7029677313913396e-08,1.3663359998972169e-08
1979,3.9793420336664553e-08,4.0963813452421505e-09
1980,3.8090508192034633e-08,6.253665696398514e-09
1981,3.479052185229037e-08,5.6929946312678226e-09
1982,5.46260205958049e-08,9.311253101884631e-09
1983,4.8627932125455686e-08,9.47297440490047e-09
1984,4.2912663311689414e-08,6.378909400694965e-09
1985,3.2484012701949894e-08,6.015557940663996e-09
1986,5.155257531974655e-08,3.596691222629289e-09
1987,5.133086067310444e-08,3.6664902225425067e-09
1988,2.9383114108494368e-08,1.439172936379407e-08
1989,3.4026357731420376e-08,1.3171492896368875e-08
1990,4.19546128949122e-08,7.083246489347772e-09
1991,3.868566977871524e-08,7.033758464558559e-09
1992,4.0222590869110064e-08,1.2672871640972971e-08
1993,4.6529340824719156e-08,1.1078415185217239e-08
1994,5.116678947203468e-08,7.912389854425328e-09
1995,3.958388994362849e-08,7.0491861237087505e-09
1996,3.8968072990641645e-08,8.540947282753564e-09
1997,4.3154051110327885e-08,7.1923419442398995e-09
1998,4.29131632451174e-08,6.1985677701770214e-09
1999,3.976074980371891e-08,1.0054442445284195e-08
2000,3.71114652342186e-08,3.97622823555821e-09
2001,3.811654292196209e-08,7.448060113102173e-09
2002,3.417352778534166e-08,1.1391175447350577e-08
2003,3.791899783056607e-08,8.333846002184231e-09
2004,5.638132671847984e-08,6.607186797680242e-09
2005,3.602999687490893e-08,1.4862373776125537e-08
2006,4.3649631242814735e-08,9.47114670024618e-09
2007,3.7548105791263e-08,1.0385646842525631e-08
2008,5.15150195279368e-08,7.237647259294988e-09
2009,4.243691442695763e-08,1.1920481268745675e-08
2010,6.613310210568102e-08,4.251413776579227e-09
2011,7.30378623692296e-08,1.1089518581197666e-08
2012,8.102121512587601e-08,1.2595734927289826e-08
2013,1.1240173802828934e-07,1.6176925687894084e-08
2014,1.0459100341364547e-07,1.494157142456487e-08
2015,1.2634479436279822e-07,1.5959342472560145e-08
2016,1.3173722290815704e-07,1.3256576225639805e-08
2017,1.343336428760722e-07,7.72292688688836e-08
2018,1.1306824038159746e-07,1.13584538441458e-08
2019,9.642733844739126e-08,1.581612363299456e-08
