year,son_DET air_NOUN,son_DET maire_NOUN
1842,2.563898988228175e-06,2.669889429540717e-07
1843,2.5187068644072497e-06,1.9610945201087304e-07
1844,2.2870834754940006e-06,2.2009131250833036e-07
1845,2.1913555343644475e-06,2.399498024718838e-07
1846,2.2832555970353496e-06,2.3066735299615004e-07
1847,1.7231349573876287e-06,1.5047094148457063e-07
1848,1.861664259195095e-06,5.382253342456345e-07
1849,1.814981274605998e-06,1.474777033827479e-07
1850,2.033983264482231e-06,2.220001693586937e-07
1851,1.946440590927523e-06,1.8187417571979836e-07
1852,2.186241260915267e-06,2.526091675836284e-07
1853,2.1325768670976686e-06,2.323081438326824e-07
1854,1.806012946303781e-06,3.0082896640415413e-07
1855,2.283574971784219e-06,2.7808350822056127e-07
1856,2.1438741697465957e-06,1.2684113426253418e-07
1857,2.5906168019673714e-06,1.4498082290259617e-07
1858,2.563307546665783e-06,1.658956153560709e-07
1859,2.6056650312966667e-06,1.4869146691687263e-07
1860,2.5115007389331367e-06,1.4555444960429043e-07
1861,2.4782389971278462e-06,1.6505873512429048e-07
1862,2.169085220771194e-06,1.7620146852692642e-07
1863,2.2745503827081848e-06,1.853004283347559e-07
1864,2.256878445905386e-06,2.0473488726580058e-07
1865,2.1660896720732126e-06,1.9580472798708115e-07
1866,2.137950218639162e-06,1.834336032513484e-07
1867,2.274512837630027e-06,1.863479575092697e-07
1868,2.023866386480222e-06,1.4918419766196678e-07
1869,2.680563682133652e-06,1.811785532712662e-07
1870,2.18409924457319e-06,1.9209063228942114e-07
1871,1.8183455026132833e-06,3.759896700650245e-07
1872,2.324597190295208e-06,2.231468267943626e-07
1873,1.9173172347564105e-06,2.101087572814464e-07
1874,2.140702434871855e-06,2.1747576689490344e-07
1875,2.025420656082133e-06,2.025420637319364e-07
1876,2.0943396350503463e-06,1.4208134380133686e-07
1877,2.3663106958338176e-06,1.7812269526018554e-07
1878,1.957268594310335e-06,1.992899318348229e-07
1879,2.1663667695293043e-06,1.490675329840485e-07
1880,2.0954267370143498e-06,1.8483396990731649e-07
1881,2.084779836764028e-06,2.1823948115340386e-07
1882,2.3786346616816445e-06,2.2961078083305608e-07
1883,2.396925211201051e-06,2.154894565009613e-07
1884,2.157434650484902e-06,2.7265008473165153e-07
1885,1.948515688354746e-06,1.70809347999068e-07
1886,2.0980211843379948e-06,1.5165639632996886e-07
1887,1.9488839910764e-06,1.6975204275571087e-07
1888,2.1298123726865015e-06,2.3270056215274337e-07
1889,1.9992051534245547e-06,1.8168896742665197e-07
1890,1.9145362699646284e-06,2.0974036046839117e-07
1891,2.028276767873649e-06,2.3202161081314898e-07
1892,2.09305632381529e-06,2.5826270588780176e-07
1893,2.0390516652923907e-06,1.718198210931554e-07
1894,2.2338957421652594e-06,2.1677295736211022e-07
1895,2.025263782456932e-06,2.2329059312653499e-07
1896,2.1264687148914163e-06,2.1642096370566577e-07
1897,1.76607687762953e-06,2.0917902332495686e-07
1898,2.0652996397529932e-06,2.4896761141590673e-07
1899,1.971687261459465e-06,2.0065109929134906e-07
1900,1.78520316040931e-06,1.6663281154905007e-07
1901,1.8141046993491727e-06,1.8219288216991814e-07
1902,1.4102335725851844e-06,1.6891376919403456e-07
1903,1.7631719160249304e-06,1.8522755906857924e-07
1904,1.7343915459377968e-06,1.7736262680756454e-07
1905,1.5234560208909897e-06,1.666925209531378e-07
1906,2.2264030548058145e-06,2.042241300515002e-07
1907,1.7902237487987804e-06,2.339993743216695e-07
1908,1.8741860472459848e-06,2.0480491969010473e-07
1909,2.0535172211566532e-06,2.0188609362037369e-07
1910,2.053757199860229e-06,1.8704528104152018e-07
1911,1.769024429165711e-06,2.3622460676442358e-07
1912,1.8456979020697872e-06,2.318192438011124e-07
1913,2.1302108592635705e-06,1.7022596898730313e-07
1914,1.8221840178966886e-06,2.497885442931391e-07
1915,1.4737732669800607e-06,2.78025967581641e-07
1916,1.5470346852453076e-06,2.84575272013754e-07
1917,1.4530512828514475e-06,2.2152176715195537e-07
1918,1.8320770394097963e-06,1.6770110100594593e-07
1919,1.949301491777078e-06,1.9428559738798867e-07
1920,2.0384448760069063e-06,1.529590818449833e-07
1921,2.056000909078648e-06,1.7871684443448999e-07
1922,2.298226874586362e-06,1.6747913544890025e-07
1923,2.239965013473011e-06,1.9533345030353644e-07
1924,2.1206722067290684e-06,1.753260994163952e-07
1925,2.283221647303435e-06,2.0786556809149204e-07
1926,2.3562936775078924e-06,1.3709749868695553e-07
1927,4.604630063909099e-06,1.7169806376671204e-07
1928,2.616563548940576e-06,1.748184290661925e-07
1929,2.3773627617629245e-06,1.8827286418776623e-07
1930,1.8517853561661468e-06,1.4915117052538562e-07
1931,1.9411916838407706e-06,1.2659946069248917e-07
1932,1.8894240767508563e-06,1.1069132022090145e-07
1933,1.8020409910946e-06,1.3764795170345678e-07
1934,1.7145641493243602e-06,1.653458010508757e-07
1935,1.8550840223952036e-06,1.2925747139291843e-07
1936,1.5992498845207592e-06,1.7580835587338584e-07
1937,1.7589791880823213e-06,1.850894402188885e-07
1938,1.799571819560697e-06,1.5298952860121062e-07
1939,1.6777573108583965e-06,1.3305823465259436e-07
1940,1.272963032761254e-06,2.8147190889171725e-07
1941,1.9509432434006158e-06,1.62332645103902e-07
1942,1.7507402105820802e-06,1.7598427848319886e-07
1943,1.8929093386077511e-06,1.683876436064935e-07
1944,2.2170985118918907e-06,1.4138019110987443e-07
1945,2.3484274151996942e-06,1.6120930279583945e-07
1946,2.1675160155609774e-06,1.2389782177990583e-07
1947,2.2852309768950363e-06,1.0371157599387004e-07
1948,2.0482636529095544e-06,1.369857909327976e-07
1949,1.985980752294836e-06,1.3547471811037326e-07
1950,1.879268346272056e-06,1.1273483413454244e-07
1951,2.217571534401941e-06,1.6418558335118405e-07
1952,1.9212633191045825e-06,1.4657278002427887e-07
1953,1.8444792431182577e-06,1.8638721521746504e-07
1954,2.0600505052925655e-06,1.4658803570988255e-07
1955,1.846149096706995e-06,1.1168873559341819e-07
1956,2.1384238095834007e-06,1.3430557999072334e-07
1957,1.81560027812111e-06,1.3075855953559312e-07
1958,1.756197264057846e-06,1.5386372487213862e-07
1959,1.8268512178565288e-06,1.526897313031128e-07
1960,2.234045098248316e-06,1.2595916465407697e-07
1961,1.9413157303915796e-06,1.4382689172975915e-07
1962,1.8271176571715841e-06,1.705986214517452e-07
1963,1.724496435429046e-06,1.9398159345485055e-07
1964,1.8915057111712485e-06,1.4236485568197565e-07
1965,1.5693820358819721e-06,1.3734829384937086e-07
1966,3.171120255274218e-06,1.3459951464511732e-07
1967,2.1688545217557476e-06,1.439657961732621e-07
1968,1.9735281000521354e-06,1.715720854278402e-07
1969,1.926613606428873e-06,1.639574558343071e-07
1970,1.566785577722385e-06,1.352025149614633e-07
1971,1.7157108942456034e-06,1.8446847693809332e-07
1972,1.6924354042657797e-06,1.462091856474501e-07
1973,1.2316497617348432e-06,1.6429347171609265e-07
1974,1.1988093007175848e-06,1.7833062271321865e-07
1975,1.0549104061396974e-06,1.684886705710653e-07
1976,1.1484188533472661e-06,1.9083180013979018e-07
1977,1.109536434285019e-06,2.2390538845229457e-07
1978,1.4637616772006368e-06,1.9306921394957044e-07
1979,1.5917367832685159e-06,1.6619604270573518e-07
1980,1.3991156038173358e-06,1.7510264616049653e-07
1981,1.3543002026494833e-06,1.6130151436755114e-07
1982,1.3414412549650478e-06,1.7443080979617775e-07
1983,1.4335767630768714e-06,2.267198473404619e-07
1984,1.5013632719274028e-06,1.6991095108664922e-07
1985,1.3727503898053328e-06,2.123491973371472e-07
1986,1.5094114829139471e-06,2.0081526264092986e-07
1987,1.4201538078850717e-06,2.1632291069551002e-07
1988,1.5171280907111395e-06,2.5245492096814814e-07
1989,1.5191122599844675e-06,2.793454170202381e-07
1990,1.3567141223802537e-06,2.4246497076774176e-07
1991,1.3358278820874148e-06,2.4618153648958696e-07
1992,1.3901588644671392e-06,3.1461781890840257e-07
1993,1.532144729310403e-06,3.002250492656344e-07
1994,1.3952181134868624e-06,2.6585629875341965e-07
1995,1.3897741766299987e-06,2.879321279181113e-07
1996,1.2960888327029352e-06,3.0106839510324335e-07
1997,1.3085267411838686e-06,2.8241927907401987e-07
1998,1.3531950173728546e-06,2.92286324921065e-07
1999,1.4048798817611896e-06,2.3490834077932732e-07
2000,1.448230683820384e-06,2.624310795340534e-07
2001,1.293771802579613e-06,2.4315725433154967e-07
2002,1.5890690079345404e-06,2.1117488335775647e-07
2003,1.6551017978372329e-06,2.462651380596981e-07
2004,1.5623794809016545e-06,1.8676315249877007e-07
2005,1.6136935201416236e-06,2.11225853696817e-07
2006,1.724984059592316e-06,2.1865996036041224e-07
2007,2.3148008665430098e-06,1.861427492144685e-07
2008,2.666434511411353e-06,2.1031751629152495e-07
2009,2.8656837400831137e-06,1.8119131794946952e-07
2010,3.7332135320866655e-06,1.4596520947485203e-07
2011,4.077119001522078e-06,1.34221418202074e-07
2012,5.375315225819577e-06,1.2970202822870647e-07
2013,5.893978880067152e-06,1.1491195084367689e-07
2014,6.95454383503602e-06,1.418366650796088e-07
2015,6.460873919422738e-06,1.374276770160776e-07
2016,6.559519647453271e-06,1.1993058901538234e-07
2017,6.481220907517127e-06,1.1546655942495931e-07
2018,7.994285965651216e-06,1.0842160103052834e-07
2019,7.478730879029172e-06,1.4106962420434854e-07
