year,en_ADP oie_NOUN
1924,9.024137215263295e-09
1925,1.2097995494286806e-08
1926,2.229227691330493e-09
1927,1.0034302277972529e-08
1928,2.2852082337543322e-08
1929,6.684243603061191e-09
1930,1.3654684494213143e-08
1931,1.1405356659111021e-08
1932,5.4797681947604815e-09
1933,1.1470662641954732e-08
1934,1.3179738189705859e-08
1935,2.393656828303392e-09
1936,2.424942913137329e-09
1937,5.0364472592434595e-09
1938,9.075650453382877e-09
1939,1.3764645423464117e-08
1940,1.2678914806940611e-08
1941,2.9515025978810172e-09
1942,0.0
1943,5.806470415592457e-09
1944,3.2131861615880553e-09
1945,8.714016175304096e-09
1946,2.7842208538686464e-09
1947,2.3841741914054637e-09
1948,3.2615663503321457e-09
1949,9.817008539414473e-09
1950,8.508289184305795e-09
1951,5.330700769690111e-09
1952,3.1634410646574906e-09
1953,3.232148326759443e-09
1954,4.886268278880834e-09
1955,3.754243138587299e-09
1956,9.593255967388359e-09
1957,1.5903067307476704e-08
1958,9.099467679352102e-09
1959,3.100299128533379e-09
1960,8.997083078554624e-09
1961,8.33779090214648e-09
1962,8.24454354786397e-09
1963,1.0345685197421517e-08
1964,4.867174663303331e-09
1965,2.73602163147757e-09
1966,3.323444985880997e-08
1967,1.7256174267288316e-08
1968,1.4372530721118437e-08
1969,9.083515217778171e-09
1970,1.3796175091229657e-08
1971,1.6956711590410123e-08
1972,1.1799337673590315e-08
1973,1.047508757512361e-08
1974,1.4626486743996026e-08
1975,1.4849848462006321e-08
1976,9.141642998145016e-09
1977,1.1753563455840776e-08
1978,2.1386129422928946e-08
1979,1.2289143924704149e-08
1980,8.527726080842513e-09
1981,9.48832401537203e-09
1982,1.1173504455008754e-08
1983,8.209910973278056e-09
1984,8.69851302098823e-09
1985,4.812446441349039e-09
1986,1.1988970816112499e-08
1987,9.777306964053878e-09
1988,5.99655392008458e-09
1989,6.585746614717891e-09
1990,1.0897301727652575e-08
1991,4.68917216167597e-09
1992,8.264916362410446e-09
1993,4.4313659408601325e-09
1994,9.494867947434926e-09
1995,7.591431483433553e-09
1996,8.007138063703678e-09
1997,1.054876808126437e-08
1998,7.629006759657386e-09
1999,6.8553016596695215e-09
2000,1.060327570190367e-08
2001,5.695575122643959e-09
2002,1.3581786362237835e-08
2003,1.1250691767106247e-08
2004,9.690541008522402e-09
2005,8.557123898356167e-09
2006,1.1530091548195287e-08
2007,1.0385647009059085e-08
2008,1.1920831433087642e-08
2009,8.105927484791664e-09
2010,4.251413721068076e-09
2011,7.647943611743813e-09
2012,1.1234033758800166e-08
2013,9.483025031897796e-09
2014,9.094869662940042e-09
2015,1.2634479421014255e-08
2016,1.0356700386182638e-08
2017,1.1068689659277098e-08
2018,1.290733386838383e-08
2019,8.163161147045628e-09
