year,aucun_DET arrêt_NOUN,aucun_DET marais_NOUN
1857,8.737901291411276e-08,4.881509085841174e-10
1858,9.249047439041647e-08,9.787352039936081e-10
1859,9.522364230463154e-08,5.092173349652285e-10
1860,6.682688447057217e-08,7.781213007262977e-09
1861,8.488734515310625e-08,1.4147891747029462e-09
1862,9.758850483265746e-08,4.066187830886747e-09
1863,9.090209857065545e-08,2.9967726078439227e-09
1864,9.925087018913814e-08,9.589455896019672e-10
1865,7.295608472901449e-08,7.0602665935837194e-09
1866,6.909170063851278e-08,9.731225825149181e-10
1867,1.01909042982129e-07,3.396968040192405e-09
1868,9.18816582817783e-08,4.939874287401835e-09
1869,8.155476838300757e-08,3.906815315701806e-09
1870,4.3578770370089615e-08,6.307453670473251e-09
1871,1.1683294887099294e-07,8.496941816815706e-09
1872,8.950062380108648e-08,9.675742873582749e-09
1873,6.584604966830554e-08,2.095101514498765e-08
1874,1.0037343328717085e-07,6.572069999322139e-09
1875,1.0012672690962177e-07,2.2886108563824337e-09
1876,7.134297752564578e-08,6.650616057868319e-09
1877,9.710161075204837e-08,2.4739263970730008e-09
1878,9.300196757155987e-08,6.039088784604019e-09
1879,1.710611119420946e-07,6.10932526790009e-10
1880,8.984984400939311e-08,1.2835692508872398e-09
1881,1.1853262948946508e-07,4.8807553554297556e-09
1882,1.0848278009234491e-07,3.3276925659464496e-09
1883,1.0363715530203876e-07,5.0554711528150165e-09
1884,1.1288901635708726e-07,1.9805090900604227e-09
1885,1.4051485930366425e-07,2.5782542767416317e-09
1886,9.938334044612418e-08,1.936039106809062e-09
1887,1.0511568548920991e-07,6.528924623161458e-10
1888,1.490044496677001e-07,2.53624587998047e-09
1889,1.0963989494072734e-07,2.5060546970934183e-09
1890,1.5468352698722043e-07,0.0
1891,1.7082910064303292e-07,1.9122659011827636e-09
1892,1.2787765713007104e-07,3.761107425503951e-09
1893,1.5149704868377967e-07,6.158416554491453e-10
1894,1.1279755574022943e-07,7.561847148451761e-09
1895,1.275946299728048e-07,2.4074457982692365e-09
1896,1.1558176926662611e-07,5.89702897624278e-10
1897,1.316837278109162e-07,2.330685422435863e-09
1898,1.3919552621644016e-07,5.6583548957434e-10
1899,1.4813910453881363e-07,5.527578395003729e-10
1900,1.8687790626081835e-07,0.0
1901,1.6654442180907836e-07,5.029864968975062e-09
1902,2.253820292619224e-07,0.0
1903,1.8792766898201307e-07,3.2401321625741275e-09
1904,1.628511441253977e-07,2.1498500757388683e-09
1905,1.5688707222238918e-07,3.096455536422127e-09
1906,1.5946971898550544e-07,2.0576738091193647e-09
1907,1.5891386284661024e-07,2.057137349353866e-09
1908,1.7631886706226396e-07,2.4556945366072114e-09
1909,1.7933205737064029e-07,3.300590023513905e-09
1910,1.9132058781679007e-07,6.947395991829808e-09
1911,1.5748307857776922e-07,5.320374141248863e-10
1912,1.8024596992738395e-07,5.209421227725386e-10
1913,1.712865609904135e-07,0.0
1914,1.5000706010681597e-07,1.3393487430235496e-09
1915,1.4254721469875165e-07,1.1780761921542648e-09
1916,1.7030566112907763e-07,0.0
1917,1.315970932225241e-07,0.0
1918,1.3324196856956405e-07,0.0
1919,1.2522673986659072e-07,0.0
1920,1.4538684656173473e-07,0.0
1921,1.5069767750341967e-07,0.0
1922,1.7928382600729265e-07,0.0
1923,1.6667038060802497e-07,0.0
1924,1.5856697466176684e-07,3.867487219366694e-09
1925,1.0448268872309541e-07,0.0
1926,1.4601441300499118e-07,0.0
1927,1.5162945299351804e-07,0.0
1928,1.5196635372305423e-07,2.2852082448565625e-09
1929,1.5930781138706607e-07,0.0
1930,1.428490019605988e-07,3.1510811737689437e-09
1931,1.5853445489710793e-07,0.0
1932,1.2384276382171322e-07,1.0959536611565568e-09
1933,1.0782422288357907e-07,1.1470662197865522e-09
1934,1.2341027399997984e-07,5.990790086229936e-09
1935,1.4002892800846212e-07,3.590485242455088e-09
1936,1.224596117843646e-07,0.0
1937,1.2339295762942015e-07,0.0
1938,1.1927997345395625e-07,1.2965214457594243e-09
1939,9.941132717017354e-08,1.3764645423464117e-08
1940,8.114505645195891e-08,0.0
1941,9.149658097840074e-08,2.9515025978810172e-09
1942,6.068423408223111e-08,0.0
1943,8.419382169222445e-08,0.0
1944,9.960877278558655e-08,0.0
1945,9.367567344042982e-08,0.0
1946,6.542918740137793e-08,4.1763312808029696e-09
1947,8.106192006529511e-08,0.0
1948,8.806228946056649e-08,0.0
1949,9.522497990133161e-08,9.817008317369869e-10
1950,6.91298502886184e-08,0.0
1951,1.0021717544717035e-07,0.0
1952,1.1177492176273063e-07,2.1089607837865287e-09
1953,9.804182754535873e-08,0.0
1954,9.283909463420059e-08,0.0
1955,7.977766980360457e-08,9.385607846468247e-10
1956,7.500182075403927e-08,0.0
1957,7.86318334888847e-08,2.6505113659425206e-09
1958,6.286905085417516e-08,0.0
1959,6.665642970915542e-08,0.0
1960,7.889750008871488e-08,1.3841666701708277e-09
1961,8.129346618090949e-08,2.779263708063695e-09
1962,7.48350892365579e-08,3.170978146727066e-09
1963,6.724695289506144e-08,6.466053248388448e-10
1964,8.152517505521928e-08,2.4335873316516654e-09
1965,8.536387952062796e-08,1.6416130677043839e-09
1966,7.090015541333372e-08,0.0
1967,7.987143835208599e-08,2.9582012395223956e-09
1968,7.186265402192582e-08,4.4914158503495116e-10
1969,8.992680688990617e-08,1.8167031212712459e-09
1970,7.311972699541869e-08,0.0
1971,7.090988196623016e-08,3.083038491169532e-09
1972,5.745764386499985e-08,1.5390440033513642e-09
1973,7.222296855013965e-08,5.513203782392395e-10
1974,6.019361820097657e-08,5.625571675160757e-10
1975,7.59626850310724e-08,0.0
1976,5.656391510733272e-08,1.142705374768127e-09
1977,6.346924319444724e-08,1.7630346071939584e-09
1978,5.584155804427837e-08,5.940591352171509e-10
1979,5.266775870982343e-08,0.0
1980,6.026259630198538e-08,5.685150683554241e-10
1981,6.76833775692387e-08,0.0
1982,5.2143020567996246e-08,0.0
1983,4.673333753313358e-08,6.315316047889041e-10
1984,5.741018460625469e-08,5.799008495621649e-10
1985,5.0530687190075696e-08,1.2031116103372597e-09
1986,6.174319866492084e-08,0.0
1987,5.6219513488997563e-08,6.110816852533674e-10
1988,4.677312004375267e-08,2.398621523624911e-09
1989,8.835876741386528e-08,5.488122178931576e-10
1990,4.2499476382573675e-08,2.179460389939436e-09
1991,5.1580893334346456e-08,0.0
1992,5.0691487007981095e-08,2.7549720282848966e-09
1993,5.317639217850001e-08,1.661762283333701e-09
1994,3.745197885152152e-08,0.0
1995,3.633042178208257e-08,5.422450821690461e-10
1996,5.3380922793166974e-08,0.0
1997,4.794894636894753e-08,4.79489448146353e-10
1998,5.3403047317601704e-08,2.3840645013706308e-09
1999,5.8955594101073316e-08,1.3710603763428253e-09
2000,6.185244083578567e-08,1.3254094488601709e-09
2001,4.68789673746528e-08,3.5049694258049158e-09
2002,5.126029289925782e-08,0.0
2003,4.5419460636964004e-08,4.1669229178253886e-10
2004,3.96431230065275e-08,2.2023955992267474e-09
2005,4.593824698417848e-08,1.8014998381943315e-09
2006,3.706100848432925e-08,1.6471559671771274e-09
2007,4.553706478560571e-08,3.994479469415779e-10
2008,4.257439720212197e-08,0.0
2009,4.052963786804753e-08,0.0
2010,5.0544587182344e-08,0.0
2011,4.435807410274606e-08,3.82397197240536e-10
2012,4.3234009261539086e-08,1.7021263287730903e-09
2013,4.044231394217945e-08,0.0
2014,4.2226181620752534e-08,6.496335691608124e-10
2015,5.1867866002197616e-08,2.2165753954528356e-10
2016,5.447624307208798e-08,4.1426800878596737e-10
2017,5.282783632765131e-08,0.0
2018,4.001273401499361e-08,5.162933414126769e-10
2019,5.790742169109464e-08,5.1019755087367e-10
