year,son_DET arrêt_NOUN,son_DET marais_NOUN
1877,1.5282680632111578e-06,1.3606595072879202e-08
1878,1.678262750104409e-06,1.9928992622819663e-08
1879,1.5468811218610767e-06,3.421222216637432e-08
1880,1.7013710680302552e-06,1.6044615858135103e-08
1881,1.5137313500446226e-06,1.464226617731157e-08
1882,1.6505354754059454e-06,1.9300615994310988e-08
1883,1.382039481079289e-06,3.6020232130340446e-08
1884,1.5170699754207817e-06,1.5844072720483382e-08
1885,1.8170246818272062e-06,1.353583467533781e-08
1886,1.7166214005825964e-06,1.7424352349859618e-08
1887,1.8156939551872142e-06,2.6768590233317013e-08
1888,1.9243765052578965e-06,2.0289967705977574e-08
1889,1.576308426454176e-06,1.5036327905004754e-08
1890,1.7021741716138905e-06,1.9007721618891082e-08
1891,1.7815944914900683e-06,1.6572971772710332e-08
1892,1.8410621294151497e-06,1.191017373614045e-08
1893,1.7637704595729886e-06,1.8475249996541265e-08
1894,1.7329233250595877e-06,1.4493540145821271e-08
1895,1.7273424004482507e-06,1.3240951446391591e-08
1896,1.4418235907420751e-06,1.946019634324614e-08
1897,1.6378891620760783e-06,2.097616802476665e-08
1898,1.9425131903005877e-06,2.1501748825869527e-08
1899,1.9346523902896706e-06,2.5426860617017155e-08
1900,1.6658089303511758e-06,3.2703634467168285e-08
1901,1.756540684461072e-06,1.1177477665658131e-08
1902,1.6169564688306437e-06,1.7185994183321895e-08
1903,1.6859488001230716e-06,1.0800440763958363e-08
1904,1.4833965993332754e-06,2.5260739278110123e-08
1905,1.6927289299140114e-06,1.2901897328276846e-08
1906,1.5437698017706225e-06,1.388929860013377e-08
1907,1.6307955794658824e-06,2.3142795013697537e-08
1908,1.6634874924204013e-06,2.603036164394723e-08
1909,1.6365426085407364e-06,1.7603147828282317e-08
1910,1.685545169660685e-06,1.6566866989364826e-08
1911,1.5817472333035099e-06,1.702519725199636e-08
1912,1.6857687525906329e-06,1.7712032285288615e-08
1913,1.5898362719646286e-06,1.962106155328769e-08
1914,1.5442690566302986e-06,2.2099253815799358e-08
1915,1.5868685778741565e-06,9.424609426211816e-09
1916,1.5459359055114419e-06,5.493730803607377e-09
1917,1.3390003852364885e-06,2.0836205649743533e-08
1918,1.2761364640567763e-06,1.033773866510046e-08
1919,1.2458219220690125e-06,4.603924352863942e-09
1920,1.2054993483445742e-06,2.5745587883818644e-08
1921,1.414589252457521e-06,9.0872969149558e-09
1922,1.3973810295553335e-06,8.853522970309058e-09
1923,1.6507799642795362e-06,4.352538596208433e-08
1924,1.3510422234297437e-06,3.2229060309418855e-08
1925,1.3472767559363774e-06,2.0896538721615343e-08
1926,1.3431096999028114e-06,1.6719207018844884e-08
1927,1.732589556269204e-06,2.0068604555945058e-08
1928,1.6419221502417258e-06,1.942426952616927e-08
1929,1.5206655223920507e-06,1.1140405931087116e-08
1930,1.2751375209063553e-06,1.4705045403573536e-08
1931,1.5853445951563572e-06,1.2545892325022123e-08
1932,1.7031119678989626e-06,2.0823119450952277e-08
1933,1.6127750708250232e-06,2.0647192178202545e-08
1934,1.4066375175758594e-06,2.2765002327673756e-08
1935,1.5103974817520793e-06,1.4361940969820353e-08
1936,1.309469135790664e-06,9.699771208460106e-09
1937,1.6872098314024697e-06,2.5182236296217297e-09
1938,1.5298953535136661e-06,2.852347158466273e-08
1939,1.491169901335354e-06,9.176430282309411e-09
1940,1.1132087527343515e-06,5.0715658339584024e-09
1941,1.0861530022054922e-06,4.427254118866131e-08
1942,1.5110374924631742e-06,2.4273693721710288e-08
1943,1.3383914048148426e-06,5.806470415592457e-09
1944,1.1953052680979681e-06,0.0
1945,1.0478604597352614e-06,1.3071024262956144e-08
1946,1.091414535636659e-06,2.645009811175214e-08
1947,9.775114317989164e-07,1.9073394197377525e-08
1948,1.0317421939021187e-06,1.7395020535104777e-08
1949,1.0504198684202493e-06,1.668891380646187e-08
1950,1.1815886189481262e-06,1.3825969924496917e-08
1951,1.4190325394736192e-06,1.9190522948520083e-08
1952,1.4878718097577348e-06,3.1634410646574906e-09
1953,1.440460709822844e-06,1.2928592640903958e-08
1954,1.1824768364476768e-06,1.3681550781186047e-08
1955,1.3871928938868905e-06,1.783265490828967e-08
1956,1.1790983833748214e-06,2.0058626093444332e-08
1957,1.5576170966369318e-06,1.4136060766389846e-08
1958,1.3583023186214405e-06,1.8198935525237658e-08
1959,1.1440103939719393e-06,1.4726420971555854e-08
1960,1.4658325113714454e-06,1.1073333583411227e-08
1961,1.3660081172872651e-06,2.0149661827950638e-08
1962,1.5252404814702913e-06,1.3952304034337004e-08
1963,1.154837130812325e-06,2.4571002121831498e-08
1964,1.4485928048202368e-06,1.46015243229769e-08
1965,1.144751473169947e-06,1.6963334070752012e-08
1966,1.5165987194976083e-06,1.7171132071780448e-08
1967,1.3144274735310546e-06,2.2186510628685596e-08
1968,1.1529464805093426e-06,2.38045034517409e-08
1969,1.0382458457414145e-06,1.544197653080559e-08
1970,1.1860112341111062e-06,1.4256047897731605e-08
1971,1.1170876463850732e-06,1.2845993935250988e-08
1972,1.1850639216604009e-06,1.590345538593496e-08
1973,1.1456437558621246e-06,1.3231689299786353e-08
1974,1.2173736623211084e-06,1.462648602235106e-08
1975,1.125732707052407e-06,1.4278700888326057e-08
1976,1.161560023277275e-06,1.7140580510499603e-08
1977,1.084266269657519e-06,2.7620874476497193e-08
1978,1.2380192799810175e-06,1.3069300641710413e-08
1979,1.2482259155177644e-06,2.048190705927766e-08
1980,1.2092315295753053e-06,1.8192481354706302e-08
1981,1.2379100047255065e-06,1.6446428940941615e-08
1982,1.4339330018930951e-06,1.3656504593839713e-08
1983,1.4803100318871998e-06,9.472973627744352e-09
1984,1.5958870864807295e-06,1.9716629773292027e-08
1985,1.6055523976987729e-06,2.947623389815135e-08
1986,1.489030197143748e-06,1.4386764779494854e-08
1987,1.527093120401446e-06,1.9554613928107756e-08
1988,1.6550488854960577e-06,1.6190695673046207e-08
1989,1.6996714045092176e-06,2.4696550138259e-08
1990,1.727767190762286e-06,1.743568273093743e-08
1991,1.7191677592620636e-06,8.792197858653594e-09
1992,1.5527023204953139e-06,1.9835798559242335e-08
1993,1.9514628810668455e-06,2.1048988330107932e-08
1994,1.6315348547735198e-06,1.5824780152939866e-08
1995,1.7454868928012957e-06,1.518286268931135e-08
1996,1.9911083812829133e-06,1.601427679354117e-08
1997,2.015294066737283e-06,1.0548767526152858e-08
1998,1.8619545008036198e-06,1.573482644179336e-08
1999,1.9697567079646205e-06,1.1882523243134102e-08
2000,1.635555271661815e-06,1.4137701231931032e-08
2001,1.7941062768755955e-06,1.4896120337226648e-08
2002,1.763441665580956e-06,1.2267420024247855e-08
2003,1.6630189669797346e-06,1.7084384795751362e-08
2004,1.665892013669179e-06,1.0571499065026302e-08
2005,1.4673216526261967e-06,1.846537389660341e-08
2006,1.4243780732670075e-06,1.5647981743693862e-08
2007,1.1807681210562748e-06,1.5977918210730024e-08
2008,1.1618552910874769e-06,1.5752526616452656e-08
2009,1.1982467729154678e-06,1.9072769363859265e-08
2010,1.112925647639429e-06,1.5116138118997924e-08
2011,9.91173541353696e-07,1.950225658742255e-08
2012,9.98126945095379e-07,1.7702114191164853e-08
2013,1.7560331144750307e-06,1.9802787409872735e-08
2014,1.3259020423816992e-06,2.3170263874217056e-08
2015,1.5451747183981013e-06,1.9505863993463102e-08
2016,1.508556990437171e-06,2.2163338386782527e-08
2017,1.5252151588374119e-06,1.9118646776838943e-08
2018,1.3632725481826924e-06,2.142617450129336e-08
2019,1.414522661669082e-06,2.142829746976105e-08
