year,son_DET or_NOUN,son_DET mort_NOUN
1853,8.181546871099954e-07,4.4192296710932055e-08
1854,6.785537687292731e-07,3.0654420168918506e-08
1855,8.761753029773445e-07,3.980202833986368e-08
1856,6.947788167011026e-07,2.1226475688251867e-08
1857,8.630508023799166e-07,5.8089957122309244e-08
1858,8.015841483910435e-07,3.768130579784312e-08
1859,9.57837786197402e-07,4.939408082549335e-08
1860,9.07655541837471e-07,2.3801356052732814e-08
1861,8.328392091527803e-07,4.715963619617014e-08
1862,8.588691873256948e-07,3.388489855371546e-08
1863,8.161210391932627e-07,3.496234501909612e-08
1864,7.091402398629043e-07,5.513937251233614e-08
1865,8.458199216576645e-07,2.4475590165717875e-08
1866,8.037992778042735e-07,2.5301186312720603e-08
1867,8.201251535666643e-07,2.620518202434141e-08
1868,6.871364561789051e-07,5.8784501932862554e-08
1869,7.676892104235833e-07,3.613804200330861e-08
1870,7.012741516376764e-07,3.268407899881254e-08
1871,6.691341827291808e-07,1.1683294776076991e-08
1872,6.839540471759165e-07,4.8983447853423456e-08
1873,5.596914229855088e-07,2.0951016366232977e-08
1874,6.10007602652729e-07,3.345780957841882e-08
1875,6.60264239726871e-07,2.8607635371713513e-08
1876,6.511557675281665e-07,2.2974856017654588e-08
1877,6.957918161631937e-07,2.6594709656713178e-08
1878,5.284202395650084e-07,3.8046259254187476e-08
1879,6.763023017164471e-07,5.131833080707082e-08
1880,6.052028771463824e-07,2.8880307700873686e-08
1881,6.066081423838909e-07,3.486253774553916e-08
1882,6.442412558982369e-07,4.5922156965971794e-08
1883,5.207135540530317e-07,4.676310949580653e-08
1884,6.03395125864381e-07,5.8755104781482714e-08
1885,5.240301841347161e-07,4.254119556623692e-08
1886,6.434103374530764e-07,3.291266537086557e-08
1887,4.642065440929599e-07,2.676859101047313e-08
1888,5.788981156662487e-07,3.3605258797919646e-08
1889,4.836685678633046e-07,3.508476487112944e-08
1890,4.771593222763215e-07,2.621754602305515e-08
1891,5.341596658325898e-07,2.8046568956163753e-08
1892,5.353309795452788e-07,3.635737000351469e-08
1893,5.129961102579017e-07,3.8182182970913914e-08
1894,4.801772890417055e-07,2.7096618282484997e-08
1895,6.157042493626363e-07,3.1296795821589285e-08
1896,4.876842885082056e-07,3.243365909177953e-08
1897,4.876959378563583e-07,3.146425275879494e-08
1898,4.6002423870206144e-07,2.716010383263523e-08
1899,5.162758043297799e-07,3.371822820952275e-08
1900,5.684203263633947e-07,2.8031686860607863e-08
1901,4.4989349268220735e-07,2.2913829278436992e-08
1902,4.104997359810625e-07,1.669496507705759e-08
1903,3.866557785059399e-07,3.294134276465854e-08
1904,3.568751072435816e-07,2.2573425795258117e-08
1905,4.2576262693216904e-07,2.6319870560786995e-08
1906,4.0381847998816056e-07,3.137952564458146e-08
1907,3.908560906040748e-07,3.394276687496145e-08
1908,4.543034899384679e-07,2.6030362310081046e-08
1909,4.2357574336904236e-07,2.6954819709601452e-08
1910,4.6440669576597315e-07,2.565192425141305e-08
1911,4.080726885291597e-07,2.9262057443801837e-08
1912,4.3550760508992425e-07,2.8130874241139026e-08
1913,4.5923891800470074e-07,4.6666310926646304e-08
1914,5.156492521862788e-07,3.281404303834279e-08
1915,7.056676145644758e-07,4.712304746412599e-08
1916,8.735032057671788e-07,6.482602543655958e-08
1917,7.204940737359777e-07,9.211796481167767e-08
1918,6.133725038992566e-07,4.594550340186743e-08
1919,5.312928510470272e-07,3.038589962978122e-08
1920,6.125935283485262e-07,4.467616587788825e-08
1921,4.369475385956889e-07,3.1805538425189184e-08
1922,5.179310766934009e-07,4.795658092859867e-08
1923,5.509677052373263e-07,4.140219678205881e-08
1924,5.053516742847819e-07,3.2229061641686485e-08
1925,5.279125154800113e-07,2.6395627239494956e-08
1926,5.305561736612674e-07,3.12091874565823e-08
1927,4.86106193520186e-07,6.243566019747959e-08
1928,4.821789429954038e-07,3.1992914983902665e-08
1929,3.7654574125411955e-07,3.787738167559951e-08
1930,4.190937912262882e-07,5.461874030832092e-08
1931,4.5621427080533294e-07,3.193499953368928e-08
1932,5.446889931315368e-07,5.1509821408224354e-08
1933,3.590317374513319e-07,3.785318680726846e-08
1934,4.52903742953481e-07,3.5944740517379614e-08
1935,4.1769310410444405e-07,2.154291145473053e-08
1936,4.38914678824176e-07,1.091224355320719e-08
1937,4.0669312006968994e-07,1.8886677000118368e-08
1938,4.200729367687117e-07,3.7599123259290934e-08
1939,3.8235127419739e-07,4.7411558234955464e-08
1940,4.057252613876017e-07,4.3108308034334186e-08
1941,4.899494241428215e-07,3.5418032950929046e-08
1942,3.9444752530926053e-07,3.6410540360520827e-08
1943,4.412917617990786e-07,4.0645293575281016e-08
1944,4.3378013181438746e-07,3.213186161588055e-08
1945,4.5530733450149796e-07,5.66411042512982e-08
1946,4.329463472174666e-07,4.733175362758857e-08
1947,3.7073909719964604e-07,3.5762611982903536e-08
1948,4.533577246945697e-07,4.240036233227329e-08
1949,3.7402802854913375e-07,4.613993853652687e-08
1950,3.935083658923588e-07,4.679559006959266e-08
1951,4.2219152396327786e-07,7.782823274737893e-08
1952,3.4481507549255497e-07,4.956057964022875e-08
1953,3.436851003790764e-07,4.201792691560513e-08
1954,3.3617524453077863e-07,6.449873990455046e-08
1955,3.2286490858624006e-07,4.035811507208109e-08
1956,3.505898824585074e-07,5.407107761534746e-08
1957,2.9155624492460674e-07,4.770920514207688e-08
1958,3.069002305622348e-07,3.8052320405768114e-08
1959,2.666257157279972e-07,5.658045876266726e-08
1960,3.4604165533025366e-07,5.3290415857887297e-08
1961,3.119723412936537e-07,5.628009169811321e-08
1962,3.7227282811969076e-07,5.3272432243289813e-08
1963,3.4464063247696686e-07,4.914200357752918e-08
1964,3.473945788812216e-07,4.015419236003126e-08
1965,3.5130519604464894e-07,4.760677629889187e-08
1966,4.1266106931558966e-07,4.2650874609861944e-08
1967,3.860452744142151e-07,6.261526269701889e-08
1968,4.275827796274001e-07,4.8058150681207223e-08
1969,3.9422457165372293e-07,4.314669949101457e-08
1970,3.453642425377268e-07,3.816941865353307e-08
1971,3.653400506564708e-07,2.6719666923469276e-08
1972,3.4474587895516606e-07,2.667676390899487e-08
1973,3.5946089393945613e-07,2.480941752036614e-08
1974,2.700274317479767e-07,4.669224307196629e-08
1975,2.7357990672882693e-07,3.369773393657738e-08
1976,3.4452568264953243e-07,2.513951885552146e-08
1977,3.2145996753385475e-07,3.584836899550581e-08
1978,3.3326716497583675e-07,4.158414024235668e-08
1979,3.721855139637853e-07,3.97934180051962e-08
1980,2.9505933341056334e-07,4.718674895265451e-08
1981,3.479052332888699e-07,4.6809067455466646e-08
1982,3.1223736085550513e-07,3.5382761609525915e-08
1983,3.2334418254009734e-07,4.420721100295566e-08
1984,2.992288292702483e-07,4.059305941384039e-08
1985,2.863405677011599e-07,8.181158861475524e-08
1986,2.967270318343651e-07,3.3569117374732116e-08
1987,3.4220575306775913e-07,4.460896363411848e-08
1988,2.770407956376175e-07,6.296381321879707e-08
1989,2.936145406806645e-07,5.323478347030175e-08
1990,2.8278498986900047e-07,6.919787076675732e-08
1991,2.707997031059506e-07,6.330382229524645e-08
1992,2.8486410208472535e-07,6.336435476317348e-08
1993,3.2902893165598357e-07,5.4838152352409963e-08
1994,3.054182382555837e-07,4.536436998270332e-08
1995,2.835941703693834e-07,5.530899976902148e-08
1996,2.6690460774858593e-07,6.939519847648512e-08
1997,2.5556786820146726e-07,2.5412941528912825e-08
1998,2.8561095177792595e-07,3.862184783098854e-08
1999,2.82438437526622e-07,5.3471353234080254e-08
2000,2.7391793988584823e-07,4.020408561622446e-08
2001,2.435953778689992e-07,4.118339197445309e-08
2002,2.523583599867152e-07,5.3450902814944357e-08
2003,2.7001660463099597e-07,6.167046073812799e-08
2004,2.669303444946536e-07,3.964312234039369e-08
2005,2.751790941779575e-07,3.19766227940832e-08
2006,2.8536977936255425e-07,4.323784563720068e-08
2007,2.684290274501677e-07,4.154258526067878e-08
2008,3.167535098658192e-07,2.597038251117567e-08
2009,3.0230341163672847e-07,4.7205105824232874e-08
2010,2.909856564592417e-07,3.3538930743759465e-08
2011,2.829739247367513e-07,2.7150201753478598e-08
2012,3.686805802871618e-07,4.527656100039579e-08
2013,3.784842546039613e-07,3.570080175929746e-08
2014,4.6795270147725887e-07,4.742324855033786e-08
2015,4.659241614746179e-07,4.477482354325879e-08
2016,5.132780407368642e-07,4.494807798183231e-08
2017,3.03382727495638e-07,6.540589692072274e-08
2018,3.7689413545649586e-07,3.7947562037121685e-08
2019,3.974438851361839e-07,5.152995347090794e-08
