year,un_DET archer_NOUN,un_DET marché_NOUN
1885,1.7983324179793314e-07,4.152923061440106e-06
1886,2.136096506344387e-07,3.5435969962804847e-06
1887,2.0435534786589216e-07,4.289503500842784e-06
1888,2.1875120759240474e-07,3.950836976684968e-06
1889,2.3368959389813426e-07,3.678261720096998e-06
1890,1.5206176329218835e-07,3.860533666966148e-06
1891,1.9186402100412892e-07,4.583064196594933e-06
1892,1.974581387287344e-07,4.287035828554053e-06
1893,1.5211289039473996e-07,3.901356770086295e-06
1894,2.0101910935821365e-07,3.7166478747963083e-06
1895,1.3120579311909353e-07,3.8603392269465076e-06
1896,1.2973463919818684e-07,4.06069422353994e-06
1897,1.643133288320442e-07,4.34789372150135e-06
1898,1.5107806883296604e-07,5.279244916778225e-06
1899,1.2437051033487023e-07,4.572412990455632e-06
1900,1.8376327748370613e-07,4.7695396716562755e-06
1901,1.6207343078722403e-07,4.703482787249413e-06
1902,1.895369490245713e-07,3.9169335366295854e-06
1903,1.161047356035283e-07,4.460041949982951e-06
1904,1.6715084605323227e-07,4.241654210090928e-06
1905,1.2127783610704768e-07,4.354132499884145e-06
1906,1.2346042588262662e-07,4.383874198765625e-06
1907,1.517138863427192e-07,4.069532067774162e-06
1908,1.3653662045420845e-07,4.055333754138246e-06
1909,1.3202360393815837e-07,4.060826178431398e-06
1910,1.4642973056311348e-07,3.912987239118593e-06
1911,1.6759178100844707e-07,4.652667030313751e-06
1912,1.9379046634071528e-07,4.391021342087242e-06
1913,1.5696849309243532e-07,4.062620391209748e-06
1914,9.710278170427245e-08,4.257789804285039e-06
1915,1.5668412667313447e-07,4.049047703347242e-06
1916,1.02183394190547e-07,5.035553940047066e-06
1917,6.799182894479117e-08,4.649763809538854e-06
1918,8.614781954463524e-08,4.434889888216276e-06
1919,9.760318986362648e-08,4.467648253125844e-06
1920,1.4160072847602123e-07,4.428241183518367e-06
1921,1.090475625353804e-07,4.374776196414132e-06
1922,1.3427842882052232e-07,4.794182657974488e-06
1923,1.5180806078873843e-07,3.7909549845949186e-06
1924,1.598561443216795e-07,4.144657481219838e-06
1925,1.9026848230296878e-07,4.316784810498575e-06
1926,1.5938977881990724e-07,3.933472051187437e-06
1927,1.4048022933810245e-07,4.063892468764152e-06
1928,1.5425156396631223e-07,4.213923929796692e-06
1929,1.6487802056985856e-07,4.08964304199344e-06
1930,1.35496491360243e-07,4.386304638615002e-06
1931,1.7450195866075546e-07,4.798233447900202e-06
1932,1.3480230232065793e-07,4.175583555365847e-06
1933,1.227360861832949e-07,4.5584413754795605e-06
1934,1.3419369615519372e-07,4.519451948681308e-06
1935,1.1728918636322305e-07,4.489303172761083e-06
1936,1.406466898501435e-07,4.2060634370955086e-06
1937,1.296885181467644e-07,4.488733836183201e-06
1938,1.218730125707168e-07,4.543011257851504e-06
1939,1.1776418684661394e-07,4.693744173778214e-06
1940,9.635975217747728e-08,4.067395650508843e-06
1941,8.559357356219266e-08,3.6834752776826463e-06
1942,1.4564216854751066e-07,4.4875993694404315e-06
1943,2.409685242454884e-07,5.040016489488153e-06
1944,1.8315160765780547e-07,4.4952473601256315e-06
1945,1.6556631399211597e-07,4.431077357480717e-06
1946,1.0301617336949676e-07,4.436655778761178e-06
1947,1.3351375716119662e-07,4.358270288662425e-06
1948,1.6199112962134166e-07,4.465084259663854e-06
1949,7.559096282250266e-08,7.882075806264766e-06
1950,1.2230665769052962e-07,4.982666808928116e-06
1951,1.1087858020619734e-07,5.122803727886094e-06
1952,1.0123012117446706e-07,5.985230671967656e-06
1953,1.1958948276102888e-07,7.185065641124311e-06
1954,1.045661361942507e-07,6.191878924255434e-06
1955,1.0793449245483089e-07,6.35030232842837e-06
1956,1.0988638265985173e-07,7.753967040002863e-06
1957,1.2987505365602559e-07,7.465606699952332e-06
1958,9.761247066197853e-08,7.605500414342714e-06
1959,8.448315469422596e-08,7.518225487501695e-06
1960,1.141937486792699e-07,7.435743498263037e-06
1961,1.1742389405267062e-07,7.333782264140609e-06
1962,1.3698626039060358e-07,8.876836616877881e-06
1963,1.6488436238581983e-07,8.068341259104272e-06
1964,1.2593814807670967e-07,7.832500742210868e-06
1965,1.5048119117455627e-07,7.646086260137963e-06
1966,1.362612394029128e-07,8.239927382192036e-06
1967,1.587568070338108e-07,8.701548892986466e-06
1968,1.5091157590241266e-07,8.429937992104897e-06
1969,1.185398755820799e-07,8.96633798674884e-06
1970,1.218662094848444e-07,9.391056664753705e-06
1971,1.22293861704037e-07,9.439236094976877e-06
1972,1.1183719944574122e-07,9.02700600136086e-06
1973,1.2184180286922697e-07,9.148610359943632e-06
1974,1.2657536330173969e-07,9.265878702535701e-06
1975,1.2051222864073452e-07,9.290293547792317e-06
1976,1.3483923733126346e-07,8.946811618670836e-06
1977,1.0636974967503932e-07,9.047893655633743e-06
1978,1.443563706349238e-07,9.175837561770095e-06
1979,9.655756127990855e-08,9.32745993509343e-06
1980,1.3701213652517197e-07,9.826214807162614e-06
1981,1.2524587855722302e-07,9.915931400428235e-06
1982,1.0863129296101448e-07,9.816544576324304e-06
1983,1.0799190786059398e-07,1.0916655753590021e-05
1984,1.3511689511691571e-07,1.065799796151623e-05
1985,1.5399828279250016e-07,1.0743787044020792e-05
1986,1.2408585026157937e-07,1.1283420320751247e-05
1987,7.944061719555862e-08,1.1768211095386505e-05
1988,1.2412866723376936e-07,1.2547789197014936e-05
1989,1.2897087031671362e-07,1.338388364047205e-05
1990,1.438443802403988e-07,1.2925289638587856e-05
1991,1.0726481358691586e-07,1.3325454773394085e-05
1992,1.1074987782411227e-07,1.3168215161840635e-05
1993,1.2352432232631827e-07,1.2690324069808412e-05
1994,1.0497104196982576e-07,1.2721540485927108e-05
1995,1.2851208630593192e-07,1.2736794985812594e-05
1996,1.094308881288697e-07,1.3119429013386252e-05
1997,1.1987236137045443e-07,1.3524000110010093e-05
1998,9.774664788686493e-08,1.3545778529078234e-05
1999,1.183682101224548e-07,1.280159023053784e-05
2000,1.2017045858403463e-07,1.3048655887359928e-05
2001,1.1654022999407765e-07,1.3031038236022141e-05
2002,1.480852854784942e-07,1.370665142985672e-05
2003,1.3625837758102222e-07,1.2721615462396585e-05
2004,1.2113175673622578e-07,1.2723239080969506e-05
2005,1.243034852826952e-07,1.183855658837274e-05
2006,1.1159481799749571e-07,1.1721573343947966e-05
2007,1.6896648027953098e-07,1.1391057114451542e-05
2008,1.1750533185361789e-07,1.3054161911441042e-05
2009,1.1395980425987773e-07,1.1323503457560946e-05
2010,1.379347560614974e-07,1.2426409909949143e-05
2011,1.6787236820081652e-07,1.2406494590777584e-05
2012,2.1242536529797462e-07,1.0885438484820043e-05
2013,2.111367609636261e-07,1.1198895265351894e-05
2014,2.0052021927619013e-07,1.0403664703062532e-05
2015,2.380601986651243e-07,1.02390267784358e-05
2016,2.1438369493531617e-07,9.79267403522499e-06
2017,2.3168780075022433e-07,1.0711221790415948e-05
2018,1.9825664476780247e-07,9.32554831933885e-06
2019,2.0867079536524002e-07,1.050241644406924e-05
