year,bien_ADV hériter_VERB,bien_ADV mériter_VERB
1856,1.5531567143511893e-09,1.7032952825957182e-07
1857,2.0990489346672803e-08,1.9330775558046298e-07
1858,0.0,1.8449158289968182e-07
1859,1.5276520048956854e-09,2.871985884667083e-07
1860,2.746310290291376e-09,2.691384111130901e-07
1861,9.431927461278633e-10,3.815214597580052e-07
1862,4.517986429419807e-09,3.329755884351471e-07
1863,3.995696662428827e-09,4.240433213453798e-07
1864,4.315255264231155e-09,1.7356914838728699e-07
1865,9.41368871743009e-10,2.1604415678666555e-07
1866,3.4059290943133647e-09,1.756486227577625e-07
1867,2.426405742994575e-09,1.5965750321811356e-07
1868,4.93987406535723e-10,1.8820919933659752e-07
1869,1.4650557433881772e-09,2.2024671864073753e-07
1870,3.4404292748035914e-09,1.7718210187922523e-07
1871,0.0,1.2320565190293564e-07
1872,1.2094678591978436e-09,2.3040362862047914e-07
1873,2.9930022904522957e-09,1.1852289105718228e-07
1874,1.1949218281515073e-09,1.4040331564046937e-07
1875,5.721527251978387e-09,1.893825469778676e-07
1876,0.0,1.6021938620269793e-07
1877,1.2369631985365004e-09,1.8492599451747083e-07
1878,1.7513357875031943e-08,1.2923649705953721e-07
1879,1.221865053580018e-09,1.722829665595782e-07
1880,6.417846254436199e-09,1.559536570994169e-07
1881,1.045876096839038e-08,1.8267969892349356e-07
1882,6.655385131892899e-09,1.8834739989870286e-07
1883,6.319338941018771e-10,1.5482380888443004e-07
1884,1.9805090900604227e-09,1.5117886675852787e-07
1885,6.445635691854079e-10,1.540506957553589e-07
1886,1.936039106809062e-09,1.8069698626277386e-07
1887,1.9586774424595887e-09,1.1947932421207952e-07
1888,1.9021844099853524e-09,1.2934853543811187e-07
1889,8.771191772893872e-09,1.6414658432495344e-07
1890,6.554386478008212e-10,1.8352281472289178e-07
1891,6.3742202627281586e-09,1.5871808045631042e-07
1892,0.0,1.5608596015681542e-07
1893,8.621783287310336e-09,1.6258219659448514e-07
1894,0.0,1.512369465217489e-07
1895,1.8055843487019274e-09,1.8717891236974538e-07
1896,5.307326134129653e-09,1.5863007263305917e-07
1897,1.1653427112179315e-09,1.2294366058540618e-07
1898,7.921697076085366e-09,1.3410300425675814e-07
1899,5.527578395003729e-10,1.4482255039638403e-07
1900,5.191053142894475e-10,1.5054054358643043e-07
1901,6.147612641171918e-09,1.5145482734624238e-07
1902,1.4730852093691738e-09,1.085172698367387e-07
1903,2.1600881083827517e-09,1.3662557307725365e-07
1904,0.0,1.0856742704845601e-07
1905,1.5482277682110634e-09,1.4398517578229075e-07
1906,5.144184522798412e-10,1.4455159202952927e-07
1907,3.599990305858114e-09,1.373139184579486e-07
1908,0.0,1.5667330899304943e-07
1909,0.0,1.402750768875194e-07
1910,5.344150677544235e-10,1.8490761988232407e-07
1911,1.0640748282497725e-09,1.7610437907933374e-07
1912,5.209421227725386e-10,1.3804965703911876e-07
1913,2.121195885607108e-09,1.5484729942727427e-07
1914,6.696743715117748e-10,9.040603998755614e-08
1915,0.0,1.5786220330937795e-07
1916,0.0,9.888715624128963e-08
1917,1.0966424435210342e-09,7.23783983858084e-08
1918,2.2972752589112133e-09,1.1026921242773824e-07
1919,1.8415696745321952e-09,1.0773182879120213e-07
1920,3.028892692213958e-09,6.66356356759934e-08
1921,9.087297137000405e-09,9.693116709286187e-08
1922,1.4755870969551665e-09,9.07486068513208e-08
1923,2.1231896241147297e-09,9.235874642854469e-08
1924,1.289162443462999e-09,9.410885581928596e-08
1925,0.0,8.578578558626759e-08
1926,2.229227691330493e-09,6.799144358637932e-08
1927,2.2298449753321847e-09,7.581473226991875e-08
1928,2.2852082448565625e-09,5.827281057690925e-08
1929,0.0,8.578113153134836e-08
1930,8.402882833991043e-09,4.7266215830177316e-08
1931,1.1405356659111021e-09,7.071321306284517e-08
1932,1.0959536611565568e-09,6.904507898752854e-08
1933,0.0,1.0438302666671007e-07
1934,0.0,5.990790441501304e-08
1935,1.196828414151696e-09,6.223507398317452e-08
1936,6.0623572828433225e-09,5.941110003959693e-08
1937,6.295559185076627e-09,7.428759829508635e-08
1938,1.2965214457594243e-09,7.001215607260747e-08
1939,4.588215141154706e-09,6.117620188206274e-08
1940,1.0143131667916805e-08,5.0715659227762444e-08
1941,2.9515025978810172e-09,1.0625409174735978e-07
1942,0.0,4.5513175450651033e-08
1943,8.709705845433291e-09,5.8064703267746154e-08
1944,9.639558484764166e-09,7.390327994016843e-08
1945,6.535512131478072e-09,4.574858536443571e-08
1946,1.3921104269343232e-08,5.290019799986112e-08
1947,2.3841741914054637e-09,5.364391952866754e-08
1948,7.610321262063735e-09,6.305695166020087e-08
1949,9.817008317369869e-10,4.417653798327592e-08
1950,2.1270722960764488e-09,5.211327192000681e-08
1951,1.0661401761424827e-09,8.529121231504178e-08
1952,2.1089607837865287e-09,4.74516177462192e-08
1953,0.0,4.8482224457302436e-08
1954,2.9317608341017376e-09,3.713563856422297e-08
1955,2.815682353940474e-09,3.660387193349379e-08
1956,8.72114158667614e-10,5.5815306154727296e-08
1957,4.417518795207798e-09,4.1524678806581505e-08
1958,8.272243445794913e-10,5.6251256097539226e-08
1959,7.750747821333448e-10,3.797866554577922e-08
1960,2.076250060767393e-09,4.0832915715327545e-08
1961,1.3896318540318475e-09,7.017640513140577e-08
1962,4.43936931660005e-09,7.54692806026469e-08
1963,2.5864212993553792e-09,3.7503109950876024e-08
1964,4.867174663303331e-09,7.787479461285329e-08
1965,5.47204326295514e-09,8.864710565603673e-08
1966,2.769537488234164e-09,5.53907462119696e-08
1967,4.930335584241163e-10,7.148986469474039e-08
1968,3.5931326802796093e-09,9.387058952370353e-08
1969,4.087581828571274e-09,2.043791056394184e-07
1970,3.6789800095249348e-09,6.530189722298019e-08
1971,1.541519245584766e-09,9.968491099243693e-08
1972,2.0520587451500205e-09,1.205584538865878e-07
1973,1.6539611902288698e-09,6.670976659961525e-08
1974,5.06301445213353e-09,5.0630145409513716e-08
1975,5.711480177694739e-10,6.111283568088766e-08
1976,2.856763492431469e-09,1.2512623470684048e-07
1977,4.7014254711541525e-09,4.9364967225074e-08
1978,5.940591352171509e-10,4.7524729041015235e-08
1979,3.5111840102075575e-09,4.271940667877061e-08
1980,5.685150683554241e-10,5.742002073816366e-08
1981,1.2651099057237047e-09,3.542307780435294e-08
1982,6.2075020679230875e-09,1.1359729512605554e-07
1983,2.5261264191556165e-09,3.2839643893112225e-08
1984,1.1598016991243298e-09,2.7255339318799088e-08
1985,4.210890747202711e-09,1.16701826868848e-07
1986,4.196139880008332e-09,3.956360572487938e-08
1987,3.6664902225425067e-09,9.471766304613993e-08
1988,0.0,3.537966719591168e-08
1989,3.841685636274406e-09,5.2137160366783064e-08
1990,3.2691906959314565e-09,7.628111120538961e-08
1991,2.344586080837985e-09,2.989347080983862e-08
1992,6.060938417817852e-09,3.526364267258941e-08
1993,2.2156829704300662e-09,5.373031086719493e-08
1994,6.857404422078162e-09,6.435410426774979e-08
1995,1.0844901643380922e-09,7.916778343997066e-08
1996,1.067618438099771e-09,2.829188794351012e-08
1997,3.3564262480467733e-09,2.7810388658622287e-08
1998,2.3840645013706308e-09,4.243635132183954e-08
1999,2.7421207526856506e-09,2.970630674781205e-08
2000,2.2090156370779823e-09,6.936309659977269e-08
2001,3.5049694258049158e-09,4.249775287235025e-08
2002,3.9430991805033955e-09,5.082216958385288e-08
2003,2.9168460979889232e-09,3.2501997537792704e-08
2004,2.2023955992267474e-09,3.4357370282123156e-08
2005,2.251874686720612e-09,4.819012033863146e-08
2006,6.1768350434476815e-09,1.93540827808647e-08
2007,4.7933754743212376e-09,2.915970043204652e-08
2008,4.6831836186811415e-09,3.916844448781376e-08
2009,8.582746957586096e-09,2.336414262060771e-08
2010,4.723792912386671e-09,2.4091344030807704e-08
2011,4.206369030868018e-09,3.1738967010142005e-08
2012,2.382976926895708e-09,3.2680826933528806e-08
2013,6.136075203500013e-09,2.8449075983871808e-08
2014,3.2481677347817595e-09,2.5985341878254076e-08
2015,6.428068743957738e-09,2.903713713919842e-08
2016,5.59261792432153e-09,4.743368720028229e-08
2017,5.0312225496895735e-09,2.3646746782901573e-08
2018,6.711813327342497e-09,3.201018827780899e-08
2019,5.867272001580659e-09,2.423438338894357e-08
