year,pourront_VERB hériter_VERB,pourront_VERB mériter_VERB
1875,5.149374260327022e-09,1.716458086775674e-09
1876,6.650616057868319e-09,2.0556450763820067e-08
1877,4.329371083855449e-09,6.184816214727107e-09
1878,1.8117265465633636e-09,6.039088673581716e-10
1879,4.27652757650776e-09,1.1607718342077078e-08
1880,1.0268554007097919e-08,1.0268554007097919e-08
1881,0.0,2.7890030285249168e-09
1882,4.6587693702804245e-09,1.3976308999019693e-08
1883,5.0554711528150165e-09,9.479008689083912e-09
1884,6.601696966868076e-10,3.9610181801208455e-09
1885,5.156508553483263e-09,4.511945039809007e-09
1886,1.2906927748801422e-09,1.5488312854472497e-08
1887,2.6115698492645834e-09,1.3710741875172516e-08
1888,1.9021844099853524e-09,5.07249175996094e-09
1889,6.265136742733546e-10,1.0024218788373673e-08
1890,1.3108772956016423e-09,1.0487018364813139e-08
1891,1.9122659011827636e-09,3.824531802365527e-09
1892,3.761107425503951e-09,7.522214851007902e-09
1893,9.23762488724833e-09,4.310891643655168e-09
1894,5.671385139294216e-09,1.071261657159539e-08
1895,4.213029924926559e-09,3.0093072478365457e-09
1896,6.486732040400511e-09,1.3563166589847242e-08
1897,5.2440420894583895e-09,2.330685422435863e-09
1898,3.960848538042683e-09,3.960848538042683e-09
1899,3.3165470370022376e-09,8.291367592505594e-09
1900,1.038210628578895e-09,5.19105292084987e-09
1901,6.147612641171918e-09,1.676621730339889e-09
1902,4.419255628107521e-09,3.437198747846537e-09
1903,2.7001101354784396e-09,1.0800440541913758e-09
1904,2.6873125946735854e-09,1.1824175416563776e-08
1905,3.096455536422127e-09,1.0321518084666081e-09
1906,3.600929110447737e-09,5.144184633820714e-09
1907,4.6285588695127444e-09,1.2342823652033985e-08
1908,4.911389073214423e-10,1.4734167219643268e-09
1909,3.850688656825696e-09,1.1001967115120692e-09
1910,1.068830135508847e-09,3.206490406526541e-09
1911,1.5961122423746588e-09,7.980561100850991e-09
1912,5.209421227725386e-10,2.6047106693738442e-09
1913,1.060597942803554e-09,1.3257474229533273e-08
1914,0.0,6.696743604095445e-09
1915,0.0,0.0
1916,0.0,2.197492410260793e-09
1917,0.0,0.0
1918,0.0,1.1486376294556067e-09
1919,0.0,1.4732557396257562e-08
1920,3.028892692213958e-09,7.572231730534895e-09
1921,0.0,8.330022005509363e-09
1922,3.6889677978990676e-09,5.164555005876537e-09
1923,2.1231896241147297e-09,4.246379248229459e-09
1924,0.0,5.156649773851996e-09
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,2.229227691330493e-09,2.229227691330493e-09
1927,1.0034302277972529e-08,2.2298449753321847e-09
1928,0.0,1.1426041224282812e-09
1929,5.570202965543558e-09,3.342121912552898e-09
1930,5.2518016602221e-09,2.100720708497761e-09
1931,4.5621426636444085e-09,1.1405356659111021e-09
1932,0.0,1.0959536389520963e-08
1933,5.735331320977366e-09,2.2941324395731044e-09
1934,4.7926320689839486e-09,7.188948103475923e-09
1935,7.180970484910176e-09,1.196828414151696e-09
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,0.0,1.2591118148108649e-09
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,0.0,7.607348528892999e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,0.0,2.7842208538686464e-09
1947,1.1920870957027319e-09,0.0
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,3.9268033269479474e-09
1950,0.0,2.1270722960764488e-09
1951,1.0661401761424827e-09,0.0
1952,2.1089607837865287e-09,1.0544803918932644e-09
1953,0.0,0.0
1954,3.9090144454689835e-09,5.863521668203475e-09
1955,4.6928039232341234e-09,2.815682353940474e-09
1956,1.744228317335228e-09,8.72114158667614e-10
1957,8.835037590415595e-09,4.417518795207798e-09
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,2.325224457422337e-09,4.650448914844674e-09
1960,1.3841666701708277e-09,1.3841666701708277e-09
1961,2.08444772553662e-09,2.08444772553662e-09
1962,6.341956404476434e-10,5.7077609305622445e-09
1963,0.0,9.052474325699222e-09
1964,1.8251904432275978e-09,6.083968440151466e-09
1965,1.0944086747954884e-09,3.2832261354087677e-09
1966,1.1078149508847446e-09,2.215629901769489e-09
1967,3.451234853457663e-09,4.437302081328198e-09
1968,8.982831700699023e-10,3.5931326802796093e-09
1969,1.6804504454626112e-08,1.3171097990039016e-08
1970,2.2993624781975086e-09,3.219107425067591e-09
1971,1.0276794970565106e-09,2.569198631618974e-09
1972,2.565073486948677e-09,2.0520587451500205e-09
1973,5.513203782392395e-10,2.205281512956958e-09
1974,1.1251143350321513e-09,1.6876715580593782e-09
1975,1.1422960355389478e-09,2.2845920710778955e-09
1976,5.713526873840635e-10,2.285410749536254e-09
1977,4.7014254711541525e-09,2.3507127355770763e-09
1978,1.1881182704343018e-09,1.7821774056514528e-09
1979,5.851973350345929e-10,5.851973128301324e-09
1980,4.548120546843393e-09,5.6851505725319385e-09
1981,3.795329828193417e-09,6.325549528618524e-10
1982,1.8622506869903077e-09,6.207502289967692e-10
1983,1.89459470334441e-09,1.89459470334441e-09
1984,1.1598016991243298e-09,2.8995041922996734e-09
1985,3.0077789148208467e-09,1.8046674155058895e-09
1986,3.5966913891627428e-09,7.792831269171074e-09
1987,3.0554083707556856e-09,6.721898593298192e-09
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,2.1952488715726304e-09,7.134558721588746e-09
1990,3.2691906959314565e-09,2.179460389939436e-09
1991,7.033758464558559e-09,2.344586080837985e-09
1992,2.2039776670368383e-09,5.509944167592096e-10
1993,1.661762283333701e-09,3.323524566667402e-09
1994,5.274926717646622e-09,3.6924485691258724e-09
1995,4.337960657352369e-09,1.626735190995987e-09
1996,0.0,5.338092190498855e-10
1997,3.3564262480467733e-09,1.438468344439059e-09
1998,2.86087753487152e-09,2.3840645013706308e-09
1999,3.656160929565999e-09,4.570201161957499e-10
2000,3.97622823555821e-09,8.836062992401139e-10
2001,4.8193329327261836e-09,8.762423564512289e-10
2002,6.571832411594869e-09,2.1906108038649563e-09
2003,3.7502307925763034e-09,1.2500769308587678e-09
2004,2.642874807889939e-09,1.7619165015858584e-09
2005,9.457874483587148e-09,9.007499190971657e-10
2006,1.6471559671771274e-09,0.0
2007,5.592271090648637e-09,7.988958938831558e-10
2008,2.1287198670449925e-09,8.514879357157668e-10
2009,8.105927484791664e-09,9.53638501499654e-10
2010,3.7790344187271785e-09,9.447586046817946e-10
2011,1.1471915639660324e-09,1.911985902935953e-09
2012,1.0212758416727752e-09,3.404252713057332e-10
2013,2.2313000336282585e-09,1.3945624655065103e-09
2014,2.165445156521173e-09,1.2992671383216248e-09
2015,2.881548111233201e-09,1.7732603163622684e-09
2016,4.349814286541687e-09,1.6570720351438695e-09
2017,4.024978128569501e-09,0.0
2018,3.3559066636712487e-09,1.290733298020541e-09
2019,1.53059265262101e-09,1.7856913725466939e-09
