year,dont_PRON ils_PRON,dont_PRON mille_DET
1898,3.6146702768746763e-05,5.262269975325751e-08
1899,3.5343335184734315e-05,2.5426860617017155e-08
1900,3.5043241950916126e-05,2.6993477009185085e-08
1901,3.49950059899129e-05,3.3532433940663964e-08
1902,3.1158695492194965e-05,2.013216304774801e-08
1903,3.524183921399526e-05,3.780154034238592e-08
1904,3.432773155509494e-05,3.815983795618649e-08
1905,3.502813706290908e-05,2.167518786677647e-08
1906,3.5400218621362e-05,2.9836270065697335e-08
1907,3.5172935895388946e-05,1.8514236699296305e-08
1908,3.497252691886388e-05,2.2592389292697135e-08
1909,3.3444328437326476e-05,4.565816436041814e-08
1910,3.367242607055232e-05,4.1149959661979096e-08
1911,3.4534015867393464e-05,3.5646508411701916e-08
1912,3.408211705391295e-05,4.53219644036551e-08
1913,3.2848838600330055e-05,3.606033083247695e-08
1914,3.435362668824382e-05,3.0135347550697134e-08
1915,3.779621692956425e-05,2.120537156979907e-08
1916,3.767490852624178e-05,3.186363883855847e-08
1917,3.740537795238197e-05,3.947912863289105e-08
1918,3.6187830119160935e-05,2.5270027848023346e-08
1919,3.550454130163416e-05,4.788081003903599e-08
1920,3.422497320570983e-05,3.180337326824656e-08
1921,3.126181763946079e-05,2.9533715140139805e-08
1922,3.060589006054215e-05,3.9840852394945614e-08
1923,3.0417875677812845e-05,4.0340603746358283e-08
1924,2.9956267098896205e-05,4.125319796877136e-08
1925,2.94432229566155e-05,2.749544547597793e-08
1926,2.9404627639451064e-05,3.901148559748435e-08
1927,2.8534212106023915e-05,4.0137208334734e-08
1928,2.8271453629713506e-05,3.770593604013328e-08
1929,2.8504957299446687e-05,6.795647977675401e-08
1930,2.868954288715031e-05,1.8906485821368335e-08
1931,2.8524797016871162e-05,2.0529641986399838e-08
1932,2.7167594453203492e-05,3.1782654730250215e-08
1933,2.6349258405389264e-05,2.2941325283909464e-08
1934,2.676924668776337e-05,4.193552882725271e-08
1935,2.6551639166427776e-05,3.231436807027421e-08
1936,2.71241988230031e-05,7.39607570743317e-08
1937,2.6329287720727734e-05,3.147779614742774e-08
1938,2.6450334189576097e-05,9.075650453382877e-09
1939,2.6848705601878464e-05,2.7529290846928234e-08
1940,2.55860504694283e-05,4.564409294971483e-08
1941,2.671995389391668e-05,4.132103725851266e-08
1942,2.820906593115069e-05,8.49579275818968e-08
1943,2.874493111448828e-05,4.064529335323641e-08
1944,2.8314596420386806e-05,5.462416652335378e-08
1945,3.044459481316153e-05,5.664110513947662e-08
1946,2.8314134397078305e-05,6.26449674356877e-08
1947,2.9132224881323054e-05,3.933887549045778e-08
1948,2.771787876554299e-05,3.9138795093762724e-08
1949,2.6231045922031626e-05,4.123143648726568e-08
1950,2.6897892894339748e-05,9.359118013918533e-08
1951,2.639016747707501e-05,4.584402746310445e-08
1952,2.4981694878078997e-05,7.27591498161928e-08
1953,2.681282421690412e-05,6.787511552808212e-08
1954,2.5208257284248248e-05,5.5703454071576175e-08
1955,2.421768476779107e-05,3.660386971304774e-08
1956,2.399186087131966e-05,6.279222075633584e-08
1957,2.4390888938796706e-05,3.799066305987253e-08
1958,2.4426281015621498e-05,5.707848016456296e-08
1959,2.497290915925987e-05,4.262911146302173e-08
1960,2.3897637220215984e-05,4.290916666427336e-08
1961,2.4810487957438454e-05,3.126671754838384e-08
1962,2.5171224478981458e-05,3.995432695802492e-08
1963,2.4898830815800466e-05,3.556329097875732e-08
1964,2.5800893126870506e-05,2.6769461314302134e-08
1965,2.618974758661352e-05,3.994591679656878e-08
1966,2.5870249373838305e-05,3.4342264143560897e-08
1967,2.7378646336728707e-05,3.20471806869449e-08
1968,2.7486566978041083e-05,4.581244267276574e-08
1969,3.0352566682267934e-05,4.1329994870942244e-08
1970,2.709062937356066e-05,4.046878177010882e-08
1971,2.5814280888880603e-05,4.2648697906599864e-08
1972,2.5772831577342004e-05,3.385897073826527e-08
1973,2.487392157490831e-05,3.142526239230392e-08
1974,2.592826058389619e-05,3.656621694325679e-08
1975,2.3881411834736355e-05,3.8838066984681063e-08
1976,2.3868258722359315e-05,3.199575004941835e-08
1977,2.426229366392363e-05,3.232229917049523e-08
1978,2.4266128093586303e-05,3.6237606693134694e-08
1979,2.4886687242542394e-05,2.3407892957294507e-08
1980,2.3452952518709935e-05,3.1836845382215984e-08
1981,2.3315975340665318e-05,3.289285688268251e-08
1982,2.423781370453071e-05,4.5314765828585735e-08
1983,2.289996700710617e-05,2.399820020482224e-08
1984,2.3684890038566664e-05,3.247444679832512e-08
1985,2.2967400582274422e-05,2.466378745680231e-08
1986,2.2612397515331395e-05,2.817408195632254e-08
1987,2.299439256603364e-05,3.116516578138828e-08
1988,2.3051352400216274e-05,3.897759981441595e-08
1989,2.4630691768834367e-05,3.183110985904847e-08
1990,2.3394872187054716e-05,3.3236769780842224e-08
1991,2.282747664139606e-05,3.282420379946416e-08
1992,2.3559419787488878e-05,2.6447731615864e-08
1993,2.4144297640305012e-05,3.323524566667402e-08
1994,2.4107470380840823e-05,3.112206664601658e-08
1995,2.4029590349528007e-05,2.22320488130201e-08
1996,2.382070306339301e-05,3.629902756152603e-08
1997,2.4365255740121938e-05,2.3015492733868825e-08
1998,2.479665636201389e-05,2.5271084114208975e-08
1999,2.527915421524085e-05,3.427650696607998e-08
2000,2.4860262783477083e-05,2.5182778862209432e-08
2001,2.4724491595407017e-05,2.8477876945487424e-08
2002,2.515697451599408e-05,3.5049770807926706e-08
2003,2.5395311240572482e-05,4.916969198465182e-08
2004,2.5049166652024724e-05,3.43573722805246e-08
2005,2.5483566787443124e-05,3.107587176476301e-08
2006,2.4966766432044096e-05,3.6237430833807593e-08
2007,2.4111077436828054e-05,3.115693947286502e-08
2008,2.3957463781698607e-05,2.2564430490756848e-08
2009,2.3886737835709937e-05,3.9575997590191037e-08
2010,2.2567921405425295e-05,1.889517148301323e-08
2011,2.0789788322872482e-05,2.409102423106546e-08
2012,2.0859217329416424e-05,2.4170193652084393e-08
2013,2.1438330804812722e-05,2.7333426189102283e-08
2014,2.1725911210523918e-05,2.815078670170834e-08
2015,2.1139258024049923e-05,2.8150507036528438e-08
2016,2.2860136596136726e-05,3.3141441813100414e-08
2017,1.927436278492678e-05,1.8112401634073905e-08
2018,1.9593331671785563e-05,2.9170573456749338e-08
2019,1.94471995200729e-05,2.5764975708497673e-08
