year,pourraient_VERB hériter_VERB,pourraient_VERB mériter_VERB
1875,5.721527140956084e-10,1.5448122780981066e-08
1876,3.02300739996042e-09,1.5115036333668286e-08
1877,0.0,1.0514186854493346e-08
1878,3.0195443923020093e-09,1.2078177569208037e-08
1879,4.27652757650776e-09,4.887460214320072e-09
1880,1.9253538763308597e-09,1.4119262203848848e-08
1881,1.3945015142624584e-09,4.8807553554297556e-09
1882,1.0648616211028639e-08,4.6587693702804245e-09
1883,3.159669414998234e-09,1.2638677659992936e-08
1884,3.300848483434038e-09,2.1125430293977843e-08
1885,0.0,2.2559724754955823e-08
1886,2.5813855497602844e-09,1.2906927970846027e-08
1887,0.0,1.1752064210668323e-08
1888,6.340614699951175e-10,1.014498351992188e-08
1889,1.2530273485467092e-09,3.3205225236088154e-08
1890,0.0,2.3595791986963377e-08
1891,6.374220040683554e-10,1.0836173736095134e-08
1892,2.5074049503359674e-09,8.149066310636499e-09
1893,9.23762488724833e-09,1.0469308087124318e-08
1894,2.520615716150587e-09,5.671385139294216e-09
1895,6.018614495673091e-09,1.023164486468886e-08
1896,2.358811590497112e-09,1.4152869098893461e-08
1897,1.7480140668268973e-09,1.3401440845939305e-08
1898,1.6975064687230201e-09,9.05336783318944e-09
1899,0.0,1.492446166651007e-08
1900,0.0,9.34389543516545e-09
1901,0.0,8.941982265753268e-09
1902,0.0,7.365425602756659e-09
1903,2.7001101354784396e-09,9.1803746826713e-09
1904,1.0749250378694342e-09,5.374625189347171e-09
1905,5.160759042333041e-10,3.6125313851442797e-09
1906,1.0288369045596824e-09,6.173021205313489e-09
1907,2.5714217422034835e-09,1.7485668024619372e-08
1908,4.911389073214423e-10,1.1296195090437777e-08
1909,5.500983557560346e-10,1.5402754627302784e-08
1910,5.344150677544235e-10,2.2445432179551972e-08
1911,8.51259862599818e-09,1.2236860413850081e-08
1912,5.209421227725386e-10,1.7712032729377825e-08
1913,1.060597942803554e-09,9.015082902408267e-09
1914,0.0,1.1384464038144415e-08
1915,0.0,2.1205371680821372e-08
1916,1.0987462051303964e-09,1.8678685265172135e-08
1917,6.57985488317081e-09,1.7546279096336548e-08
1918,2.2972752589112133e-09,2.2972752589112133e-08
1919,5.524709134618888e-09,2.301962176431971e-08
1920,2.2716695191604686e-09,1.741613253614105e-08
1921,0.0,1.438822039290244e-08
1922,0.0,1.475587119159627e-08
1923,0.0,2.1231896241147297e-08
1924,0.0,9.02413699321869e-09
1925,1.0998177923937646e-09,8.798542339150117e-09
1926,2.229227691330493e-09,8.916910765321973e-09
1927,0.0,5.574612327308159e-09
1928,0.0,1.1426041446327417e-08
1929,0.0,2.1166771446701205e-08
1930,3.1510811737689437e-09,1.3654684494213143e-08
1931,0.0,6.843213995466613e-09
1932,1.0959536611565568e-09,1.3151444377967891e-08
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,0.0,9.585264137967897e-09
1935,0.0,1.0771455727365264e-08
1936,0.0,1.8187071404440758e-08
1937,0.0,1.510934133364117e-08
1938,0.0,1.0372171566075394e-08
1939,0.0,9.176430282309411e-09
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,0.0,2.066051862925633e-08
1942,0.0,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,9.639558484764166e-09
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,4.1763312808029696e-09,2.0881657292193267e-08
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,2.174377566888097e-09,3.2615663503321457e-09
1949,9.817008317369869e-10,8.835307596655184e-09
1950,3.190608444114673e-09,2.1270722960764488e-09
1951,0.0,2.8785784422780125e-08
1952,0.0,8.435843135146115e-09
1953,3.232148326759443e-09,4.3095309543161875e-09
1954,5.863521668203475e-09,5.863521668203475e-09
1955,2.815682353940474e-09,1.5016972554349195e-08
1956,0.0,7.849027205963921e-09
1957,2.6505113659425206e-09,6.184526224473075e-09
1958,8.272243445794913e-10,1.1581140491045971e-08
1959,1.5501495642666896e-09,9.300897829689347e-09
1960,7.612916519406099e-09,3.460416619915918e-09
1961,6.948159270159238e-10,2.08444772553662e-09
1962,6.341956404476434e-10,6.341956293454132e-09
1963,3.2330267352165265e-09,1.0992290633282664e-08
1964,0.0,3.6503808864551957e-09
1965,5.472043373977442e-10,1.6963333848707407e-08
1966,3.3234448526542337e-09,8.862519607077957e-09
1967,1.4791006197611978e-09,8.874604162656397e-09
1968,1.3474247273492779e-09,1.392338955241712e-08
1969,4.5417578031781147e-10,8.629339909305145e-09
1970,0.0,9.657322941336588e-09
1971,4.1107179882260425e-09,8.221435976452085e-09
1972,1.5390440033513642e-09,7.182205497002769e-09
1973,1.102640756478479e-09,1.1577728109557484e-08
1974,5.625571675160757e-10,6.750686232237513e-09
1975,5.711480177694739e-10,1.0851811893530794e-08
1976,5.713526873840635e-10,9.141642998145016e-09
1977,1.1753563677885381e-09,8.815172591880582e-09
1978,1.7821774056514528e-09,7.128709622605811e-09
1979,1.7555920051037788e-09,7.022368020415115e-09
1980,1.1370301367108482e-09,5.116635559687666e-09
1981,1.2651099057237047e-09,5.69299452024552e-09
1982,1.8622506869903077e-09,4.345251713999687e-09
1983,6.315316047889041e-10,5.68378455412244e-09
1984,1.1598016991243298e-09,8.69851302098823e-09
1985,1.8046674155058895e-09,3.0077789148208467e-09
1986,5.994485463567401e-10,2.997242676272549e-09
1987,2.4443267410134695e-09,7.332980445085013e-09
1988,0.0,1.0793796967334401e-08
1989,2.1952488715726304e-09,9.878619700032232e-09
1990,5.44865097484859e-10,2.724325431913144e-09
1991,3.5168792322792797e-09,7.6199047072123e-09
1992,1.1019888335184191e-09,3.856960972825618e-09
1993,2.7696036575264316e-09,1.3294098266669607e-08
1994,5.274926606624319e-10,6.857404422078162e-09
1995,5.4224509327127635e-09,4.880205572987961e-09
1996,3.736664311304594e-09,4.804283193493575e-09
1997,2.3974471297094624e-09,4.315404922294874e-09
1998,9.536258449571733e-10,8.10582001520288e-09
1999,1.8280804647829996e-09,5.941261704833778e-09
2000,1.3254094488601709e-09,8.394259509714175e-09
2001,8.762423564512289e-10,5.695575122643959e-09
2002,4.38122149670761e-10,4.81934359086722e-09
2003,7.083769126836614e-09,5.8336921959778465e-09
2004,2.642874807889939e-09,2.642874807889939e-09
2005,1.8014998381943315e-09,9.457874483587148e-09
2006,3.294311934354255e-09,8.235780057930242e-09
2007,2.3966877371606188e-09,1.1184542181297275e-08
2008,8.514879357157668e-10,6.811903485726134e-09
2009,2.860915504498962e-09,8.105927484791664e-09
2010,2.8342759250676863e-09,6.140930874920514e-09
2011,1.529588788962144e-09,3.4415748029203996e-09
2012,2.0425516833455504e-09,4.425528388196653e-09
2013,1.9523875849358774e-09,3.3469500504423877e-09
2014,1.0827225782605865e-09,6.9294245896855955e-09
2015,1.7732603163622684e-09,3.546520632724537e-09
2016,3.935546111222266e-09,3.935546111222266e-09
2017,2.5156112748447867e-09,5.0312225496895735e-09
2018,2.8396134332808742e-09,3.3559066636712487e-09
2019,2.04079020349468e-09,1.53059265262101e-09
