year,grand_ADJ an_NOUN,grand_ADJ man_NOUN
1845,5.022205262772417e-09,2.2320911785556063e-09
1846,7.610851726624901e-09,1.1709002656346001e-09
1847,1.0786447290911383e-09,1.0786447290911383e-09
1848,8.045221711050488e-10,9.65426583121598e-09
1849,7.54147322368226e-09,1.6758829879393033e-09
1850,4.073397619208663e-09,6.788996032014438e-10
1851,2.579775504329973e-09,6.449438760824933e-10
1852,3.2552727180501506e-09,5.859490670445666e-09
1853,5.3747384320956826e-09,5.3747388761848924e-09
1854,3.117398783558656e-09,4.1565315633818045e-09
1855,1.5920811335945473e-09,5.306937111981824e-10
1856,6.73034605824796e-09,1.0354378465748937e-09
1857,1.9526036898476207e-09,1.9526036343364694e-09
1858,1.761723344984034e-08,5.872411001917044e-09
1859,3.055304009791371e-09,6.110608019582742e-09
1860,8.696649622663699e-09,9.154367819341758e-10
1861,1.886385547766878e-09,8.017138342086838e-09
1862,2.2589932147099034e-09,9.487771235328069e-09
1863,6.493007131957995e-09,4.994620828036034e-09
1864,7.192092144059359e-09,8.630510306417705e-09
1865,2.8241066707401785e-09,1.882737743486018e-09
1866,7.784980604608194e-09,3.405928983291062e-09
1867,5.338092634588065e-09,4.367530337390235e-09
1868,2.4699371437009177e-09,0.0
1869,5.371870948067681e-09,9.767038289254515e-10
1870,1.7202146374017957e-09,1.1468097582678638e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,1.8142017887967654e-09,1.2094678591978436e-09
1873,4.1902031844287535e-09,7.781805422268917e-09
1874,3.5847653734322193e-09,4.182226565063729e-09
1875,1.4303817741367908e-08,9.726596139625343e-09
1876,1.813804439976252e-09,1.813804439976252e-09
1877,3.7108897066318036e-09,1.051418707653795e-08
1878,3.0195443923020093e-09,1.8117265465633636e-09
1879,3.0546627449723474e-09,1.832797580370027e-09
1880,5.134277225593564e-09,3.337279941284521e-08
1881,3.486253785656146e-09,6.972507571312292e-10
1882,3.3276925659464496e-09,1.3310770263785798e-09
1883,4.423537314224291e-09,1.0110942583185789e-08
1884,6.601696966868076e-09,9.242375753615306e-09
1885,3.2228177904158883e-09,4.511944928786704e-09
1886,6.453463874400711e-10,5.808117320427186e-09
1887,1.3057849246322917e-09,9.140494472426042e-09
1888,1.9021844099853524e-09,1.1476512384867021e-07
1889,1.8795409673089125e-09,1.1277246247942685e-08
1890,4.588070479094597e-09,3.2771931834929546e-09
1891,6.374220040683554e-10,5.099376032546843e-09
1892,8.14906586654729e-09,9.402768563759878e-09
1893,1.2316833108982905e-09,1.6011883430255835e-08
1894,1.8904617871129403e-09,1.1972924429670684e-08
1895,4.213030146971164e-09,4.814891596538473e-09
1896,5.89702897624278e-09,3.5382172747233653e-09
1897,4.078699378240458e-09,3.4960281336537946e-09
1898,2.8291773368493978e-09,1.6975064687230201e-09
1899,4.4220627160029835e-09,1.1607914629507832e-08
1900,5.191053142894475e-10,1.5573159428683425e-09
1901,0.0,5.029865024486213e-09
1902,1.4730851538580225e-09,4.419255517085219e-09
1903,3.2401321625741275e-09,1.0800440541913758e-09
1904,1.0749250378694342e-09,8.061937784020756e-09
1905,4.128607289377584e-09,3.096455536422127e-09
1906,3.0865107691901983e-09,4.629765903985117e-09
1907,1.028568674676933e-09,4.114274698707732e-09
1908,2.4556945366072114e-09,2.9468334439286537e-09
1909,2.750491778780173e-09,5.500983391026892e-09
1910,2.2979847136284093e-08,8.016226016316352e-09
1911,3.1922244847493175e-09,5.3203743632934675e-09
1912,2.6047105583515417e-09,1.0418842455450772e-09
1913,3.8181524719682614e-08,6.893886794756554e-09
1914,2.6786975415582504e-09,1.7411533825839598e-08
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,6.592477230782379e-09,2.197492410260793e-09
1917,5.483212106582869e-09,7.676496771580332e-09
1918,4.594550517822427e-09,8.040463406189247e-09
1919,2.762354567309444e-09,1.8415696745321952e-09
1920,3.786115865267448e-09,3.786115865267448e-09
1921,2.27182422873895e-09,1.5145494858259667e-09
1922,3.688967686876765e-09,4.426761179843197e-09
1923,2.1231896241147297e-09,0.0
1924,3.867487330388997e-09,2.8361574200275186e-08
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,2.229227691330493e-09,3.343841648018042e-09
1927,2.2298449753321847e-09,0.0
1928,3.4278123672848437e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,4.4561625500705304e-09
1930,2.100720708497761e-09,2.100720708497761e-09
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,5.735331320977366e-09,0.0
1934,1.1981580172459871e-09,0.0
1935,1.196828414151696e-09,2.393656828303392e-09
1936,3.6374143697059935e-09,6.0623572828433225e-09
1937,0.0,0.0
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,1.5294050470515685e-09,0.0
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,3.1935586841669306e-08
1944,0.0,0.0
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,0.0
1947,1.1920870957027319e-09,4.8875570479722796e-08
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,1.9634016634739737e-09,1.0798709038084553e-08
1950,5.317680740191122e-09,5.317680518146517e-09
1951,3.198420528427448e-09,4.264560571343168e-08
1952,2.1089607837865287e-09,4.2179215675730575e-09
1953,2.1547654771580937e-09,2.3702420470783636e-08
1954,1.9545072227344917e-09,4.886268056836229e-09
1955,6.569925492527773e-09,8.447047061821422e-09
1956,1.744228317335228e-09,8.721141364631535e-09
1957,3.534015080575159e-09,8.835037701437898e-10
1958,3.3088974338291166e-09,3.3088973783179654e-09
1959,3.100299128533379e-09,4.650448914844674e-09
1960,1.3841666701708277e-09,2.0070417161566212e-08
1961,4.863711433600315e-09,2.2859444681611052e-07
1962,1.2683912808952869e-09,1.3952304034337004e-08
1963,4.526237273871914e-09,7.759263676021533e-09
1964,6.083968329129164e-10,3.0419841534623515e-08
1965,1.0944086747954884e-09,2.6813013420667886e-08
1966,2.215629901769489e-09,7.20079718075084e-09
1967,7.888537101319315e-09,2.465167847631733e-09
1968,8.982831700699023e-10,1.3923389330372515e-08
1969,1.3625273131978588e-09,4.5417578031781147e-10
1970,1.3796175035718505e-09,9.473373729917967e-08
1971,7.70759622792383e-09,0.0
1972,1.5390440588625154e-09,1.7955514575174192e-08
1973,8.269805618077442e-09,5.513203726881244e-09
1974,2.250228725575454e-09,5.625571675160757e-10
1975,1.7134440533084216e-09,5.140332159925265e-09
1976,2.8567633814091664e-09,3.428116124304381e-09
1977,1.7630346071939584e-09,4.113747342771035e-09
1978,4.752473081737207e-09,5.346532105932056e-09
1979,2.3407893401383717e-09,9.363157360553487e-09
1980,2.2740602734216964e-09,0.0
1981,4.427884781055269e-09,1.0120879301300789e-08
1982,3.103751144983846e-09,1.2415004579935385e-09
1983,1.8945948143667124e-09,6.315316047889041e-10
1984,2.319603453759811e-09,4.059306057957457e-09
1985,3.0077789148208467e-09,6.015558051686298e-10
1986,8.39227959348321e-09,9.591176963752446e-09
1987,7.94406213033838e-09,3.666490056009053e-09
1988,2.9982769045311386e-09,1.7989661427186832e-09
1989,4.390497743145261e-09,1.1525056353711705e-08
1990,3.269190584909154e-09,9.262706879287208e-09
1991,3.5168792322792797e-09,1.934283544446913e-08
1992,5.5099441120809445e-09,4.4079553340736766e-09
1993,2.769603768548734e-09,0.0
1994,5.8024192117756e-09,5.274926606624319e-10
1995,3.253470381991974e-09,4.33796071286352e-09
1996,3.736664311304594e-09,1.0676184380997711e-08
1997,3.835915696193126e-09,1.917957792585412e-09
1998,4.29131630230728e-09,2.86087753487152e-09
1999,3.6561608462992723e-09,3.6561609850771504e-09
2000,4.418031274155965e-09,9.719669291641253e-09
2001,3.943090687297257e-09,4.2935874411398345e-08
2002,5.25746568502683e-09,4.38122149670761e-09
2003,3.7502307925763034e-09,4.5836152096079275e-09
2004,1.761916529341434e-09,1.761916479381398e-08
2005,3.1526246058177776e-09,3.602999676388663e-09
2006,2.470733950765691e-09,2.0589449589714093e-09
2007,1.5977917877663117e-09,6.391166984531793e-09
2008,6.3861594623570994e-09,8.940623408282278e-09
2009,9.53638501499654e-10,1.0013204265746367e-08
2010,0.0,4.7237931344312756e-09
2011,3.82397197240536e-10,3.0591774669019856e-09
2012,6.808505426114664e-10,2.7234021704458655e-09
2013,8.367375126105969e-10,1.1156500223652444e-08
2014,1.5158116567492996e-09,3.031623188598509e-09
2015,6.649726186358507e-10,1.5516027351836215e-09
2016,2.0713400439298368e-10,2.4856081637381067e-09
2017,0.0,7.54683426862357e-10
2018,5.162933414126769e-10,1.5488800242380307e-09
2019,5.1019755087367e-10,1.785691428057845e-09
