year,tout_DET arbre_NOUN,tout_DET marbre_NOUN
1990,7.682597846780936e-08,1.089730194969718e-09
1991,5.7442360201775955e-08,1.1722930404189924e-09
1992,8.815910845783037e-08,1.1019888335184191e-09
1993,7.145577285427862e-08,1.661762283333701e-09
1994,7.54314495310382e-08,3.164955852952289e-09
1995,6.669614638354915e-08,1.6267352465071383e-09
1996,7.953757474865597e-08,3.736664533349199e-09
1997,8.151320329830014e-08,2.876936688878118e-09
1998,8.67799485604337e-08,1.43043876743576e-09
1999,9.643124343483578e-08,2.7421207526856506e-09
2000,9.498767639115613e-08,1.3254094488601709e-09
2001,9.069108219961208e-08,1.7524847129024579e-09
2002,1.1391175913644247e-07,4.81934359086722e-09
2003,7.792145506613224e-08,2.500153750695233e-09
2004,7.444097160913543e-08,8.809582507929292e-10
2005,1.274561114428252e-07,9.007499190971657e-10
2006,7.247486077943677e-08,4.529678854225949e-09
2007,7.98895900544494e-08,1.5977917877663117e-09
2008,6.897052617915733e-08,3.405951826129794e-09
2009,1.0060885990981205e-07,4.76819250749827e-10
2010,7.321879103017181e-08,9.447586046817946e-10
2011,1.1280716982753347e-07,1.1471915639660324e-09
2012,1.2187224918136508e-07,3.404252713057332e-10
2013,8.31159248093627e-08,2.5102124823206395e-09
2014,1.0199246958109143e-07,1.9489005964601347e-09
2015,9.619937024751835e-08,1.7732603163622684e-09
2016,1.2075912536602118e-07,3.31414412579889e-09
2017,4.231258294851159e-07,1.0062445321423752e-09
2018,9.44816829218098e-08,2.0651733656507076e-09
2019,8.137650908679461e-08,3.3162841361900064e-09
