year,auront_VERB hérité_VERB,auront_VERB mérité_VERB
1847,4.853901280910122e-09,5.824681537092147e-08
1848,5.63165514222419e-09,5.873011943435813e-08
1849,0.0,4.273501730267526e-08
1850,6.788996032014438e-10,2.987158254086353e-08
1851,0.0,3.9341575330809064e-08
1852,0.0,5.989701890030119e-08
1853,2.9859659189668264e-09,4.41922942684414e-08
1854,5.7152309551611324e-09,4.676098086520142e-08
1855,9.552486801567284e-09,3.555647865027822e-08
1856,6.212626857404757e-09,4.2970672353703776e-08
1857,3.905207268672939e-09,5.174399575480493e-08
1858,9.787352039936081e-10,3.572383633354548e-08
1859,5.092173349652285e-10,3.971895168319861e-08
1860,5.492620580582752e-09,6.179197953315452e-08
1861,2.357981809808507e-09,4.433005784676425e-08
1862,1.536115412648087e-08,4.834245359575107e-08
1863,6.99246927027275e-09,3.596127129412707e-08
1864,3.835782358407869e-09,5.6098315326380543e-08
1865,7.0602665935837194e-09,3.7654753981541944e-08
1866,1.4596838404656864e-08,4.81695678899996e-08
1867,1.261730986357179e-08,3.6396087921275466e-08
1868,1.2843672791973404e-08,7.508608490525148e-08
1869,2.9301114867763545e-09,3.7603097524652185e-08
1870,1.490852596930381e-08,4.873941605865184e-08
1871,8.496941816815706e-09,4.248470730772169e-08
1872,2.4189357183956872e-09,3.0236694925633856e-08
1873,1.1972009161809183e-08,4.549363552541763e-08
1874,1.7923826867161097e-09,5.616132625618775e-08
1875,1.716458086775674e-09,5.435450844970546e-08
1876,6.650616057868319e-09,2.7207066821688386e-08
1877,3.0924081073635534e-09,2.72131899237138e-08
1878,0.0,3.200716847118201e-08
1879,6.10932526790009e-10,7.147910707772098e-08
1880,7.059631101924424e-09,7.123809098175116e-08
1881,0.0,3.346803723047742e-08
1882,5.324308105514319e-09,2.3293848627758962e-08
1883,0.0,4.549924170760278e-08
1884,1.3203393933736152e-09,2.178559910248623e-08
1885,1.933690763067375e-09,3.674012205578947e-08
1886,1.936039106809062e-09,4.2592862570245416e-08
1887,1.9586774424595887e-09,3.395040693021656e-08
1888,0.0,2.599652049184442e-08
1889,5.6386229019267375e-09,5.07476087818759e-08
1890,6.554386366985909e-09,2.8839300725280737e-08
1891,2.5496880162734215e-09,2.4859458491732767e-08
1892,0.0,1.8805536683430546e-08
1893,3.079208221734575e-09,3.079208354961338e-08
1894,4.411077725308132e-09,2.142523314319078e-08
1895,4.213029924926559e-09,1.625025980445116e-08
1896,1.7691086373616827e-09,2.4767521367152767e-08
1897,1.1653427112179315e-09,3.088158351260972e-08
1898,0.0,1.7540900287826844e-08
1899,5.527578395003729e-09,2.8743407654019393e-08
1900,5.191053142894475e-10,2.5436159845071415e-08
1901,1.676621730339889e-09,2.3472702892490815e-08
1902,4.910283735171106e-09,1.718599307309887e-08
1903,2.1600881083827517e-09,2.376096830403185e-08
1904,2.1498500757388683e-09,1.9348650681649815e-08
1905,2.0643036169332163e-09,2.5287718585786934e-08
1906,5.658602919567102e-09,2.2634411678268407e-08
1907,5.142843373384665e-10,1.491424583832668e-08
1908,4.911389073214423e-10,1.4734167663732478e-08
1909,2.7504918342913243e-09,3.245580160182726e-08
1910,5.344150677544235e-10,2.672075360976578e-08
1911,1.5961122423746588e-09,1.8621308939259507e-08
1912,6.251305251225858e-09,2.344239469209697e-08
1913,5.833288518886093e-09,1.856046338843953e-08
1914,2.0090231700464756e-09,1.5402511266415786e-08
1915,4.712304768617059e-09,3.652036184575991e-08
1916,1.0987462051303964e-09,2.8567400889301098e-08
1917,3.289927441585405e-09,3.728584374584898e-08
1918,3.44591288836682e-09,2.8715941624568586e-08
1919,0.0,1.1049418269237776e-08
1920,3.786115865267448e-09,1.590168707821249e-08
1921,6.815472630705699e-09,2.2718241510233383e-08
1922,0.0,1.549366501762961e-08
1923,1.0615948120573648e-09,1.2739137744688378e-08
1924,1.289162443462999e-09,2.3204924204378585e-08
1925,4.399271169575059e-09,1.3197813508725176e-08
1926,2.229227691330493e-09,1.4489979882625903e-08
1927,1.1149224876660924e-09,1.3379070296082318e-08
1928,1.1426041224282812e-09,7.998228745975666e-09
1929,3.342121912552898e-09,1.2254447234738564e-08
1930,1.05036033204442e-08,1.05036033204442e-08
1931,2.2810713318222042e-09,1.4826963656844327e-08
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,2.2941324395731044e-09,8.02946331646126e-09
1934,0.0,9.585264137967897e-09
1935,0.0,7.180970484910176e-09
1936,0.0,8.487299751891442e-09
1937,3.777335333410292e-09,1.0072894518486919e-08
1938,0.0,9.075650453382877e-09
1939,4.588215141154706e-09,1.6823456405745674e-08
1940,0.0,1.5214697057785997e-08
1941,2.9515025978810172e-09,2.6563522936839945e-08
1942,6.068423541449874e-09,3.944475324146879e-08
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,2.2492303131116387e-08
1945,0.0,1.742803235060819e-08
1946,0.0,1.5313215584455975e-08
1947,0.0,2.3841741914054637e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,1.47255123650325e-08
1950,5.317680518146517e-09,6.381216888229346e-09
1951,5.330700769690111e-09,7.462981344019681e-09
1952,2.1089607837865287e-09,9.490323193972472e-09
1953,2.1547654771580937e-09,7.54167928107563e-09
1954,0.0,8.795282724349818e-09
1955,9.385607846468247e-10,1.3139850985055546e-08
1956,8.72114158667614e-10,6.104799332717903e-09
1957,1.7670075402875796e-09,6.184526224473075e-09
1958,8.272243445794913e-10,7.445019267748876e-09
1959,3.100299128533379e-09,1.4726420971555854e-08
1960,2.7683333403416555e-09,1.1073333361366622e-08
1961,6.948159270159238e-10,3.47407969059077e-09
1962,6.341956404476434e-10,1.9025869768540815e-09
1963,0.0,7.759263453976928e-09
1964,2.4335873316516654e-09,8.517555549758526e-09
1965,1.0944086747954884e-09,9.849678406226303e-09
1966,1.1078149508847446e-09,1.1078149952936656e-08
1967,1.4791006197611978e-09,9.367637332502454e-09
1968,1.7965663401398047e-09,6.737123747768692e-09
1969,2.2708788183223305e-09,1.6350327314285096e-08
1970,1.3796175313274261e-09,1.1496812390987543e-08
1971,2.0553589941130213e-09,5.652237344833111e-09
1972,5.130146862875051e-10,9.234264020108185e-09
1973,2.7566018356850464e-09,1.1026407342740185e-08
1974,2.2502286700643026e-09,7.313243344242437e-09
1975,2.2845920710778955e-09,8.567219822452898e-09
1976,2.285410749536254e-09,9.712995741040231e-09
1977,1.7630346071939584e-09,1.4104276857551667e-08
1978,2.970295565063452e-09,9.504946163474415e-09
1979,1.1703946700691858e-09,1.345953837272873e-08
1980,2.8425752862659692e-09,6.822181042309694e-09
1981,1.2651099057237047e-09,1.2651098835192442e-08
1982,6.207502289967692e-10,3.7245013739806154e-09
1983,6.315316047889041e-10,9.47297440490047e-09
1984,4.059305780401701e-09,7.538710988796993e-09
1985,1.2031116103372597e-09,8.421781494405423e-09
1986,1.1988970927134801e-09,7.792831269171074e-09
1987,6.110816852533674e-10,6.721898593298192e-09
1988,4.797243047249822e-09,4.197587610832443e-09
1989,1.0976244357863152e-09,2.689179900983163e-08
1990,4.358920779878872e-09,5.448650863826288e-09
1991,5.861465202094962e-10,9.96449056600568e-09
1992,2.2039776670368383e-09,4.4079553340736766e-09
1993,3.323524566667402e-09,7.754890063438324e-09
1994,2.637463358823311e-09,6.329911705904578e-09
1995,4.337960657352369e-09,9.760411145975922e-09
1996,2.6690460952494277e-09,4.270473752399084e-09
1997,2.3974471297094624e-09,4.794894259418925e-09
1998,4.291316191284977e-09,3.814503379828693e-09
1999,4.570201161957499e-10,5.941261704833778e-09
2000,8.836062992401139e-10,8.83606254831193e-09
2001,1.7524847129024579e-09,7.0099388516098315e-09
2002,1.752488598683044e-09,4.81934359086722e-09
2003,2.5001538617175356e-09,7.91715315529018e-09
2004,1.3214374039449694e-09,4.404791198453495e-09
2005,2.251874686720612e-09,3.602999676388663e-09
2006,1.2353669198716943e-09,1.317724773741702e-08
2007,3.1955835755326234e-09,5.991719120856942e-09
2008,1.2772318758180745e-09,3.405951742863067e-09
2009,1.907277002999308e-09,5.721831008997924e-09
2010,4.723793023408973e-10,3.7790344187271785e-09
2011,2.6767803529281764e-09,2.2943831279320648e-09
2012,3.063827413996023e-09,4.085103366691101e-09
2013,3.3469500504423877e-09,4.183687618564136e-09
2014,1.7323561474213989e-09,6.496335469563519e-09
2015,2.438232948875907e-09,5.763096222466402e-09
2016,1.6570720351438695e-09,6.006886099640951e-09
2017,2.264050280587071e-09,3.2702947017071438e-09
2018,3.3559066636712487e-09,4.3884935685412074e-09
2019,7.65296326310505e-10,1.53059265262101e-09
