year,avaient_VERB uni_VERB,avaient_VERB muni_VERB
1903,3.888158550680032e-08,3.2401321625741275e-09
1904,4.030969069646062e-08,1.6123875568041512e-09
1905,3.818961857859904e-08,1.0321518084666081e-09
1906,1.8519063615940468e-08,1.1317205839134203e-08
1907,3.394276504309346e-08,1.0285686968813934e-08
1908,4.1255668437045756e-08,8.840499887696751e-09
1909,3.850688479190012e-08,2.7504918342913243e-09
1910,2.618633831996675e-08,4.275320542035388e-09
1911,3.777465806820146e-08,5.3203743632934675e-09
1912,4.0633485354213406e-08,7.293189607793238e-09
1913,2.8105846150427993e-08,4.772690687104841e-09
1914,3.616241528447972e-08,5.357394972094198e-09
1915,2.591767689352764e-08,3.534228465440492e-09
1916,3.186363883855847e-08,9.888715624128963e-09
1917,2.3029491202919417e-08,1.0966424435210342e-09
1918,3.9053679401490626e-08,4.594550517822427e-09
1919,1.9336480860943084e-08,2.762354567309444e-09
1920,3.028892692213958e-08,3.028892692213958e-09
1921,5.300923078266351e-08,0.0
1922,4.574319945049865e-08,5.902348387820666e-09
1923,3.927900760203329e-08,2.1231896241147297e-09
1924,3.351822286390416e-08,3.867487219366694e-09
1925,2.5295809891190402e-08,1.2097995494286806e-08
1926,3.566764272822098e-08,7.802296586589819e-09
1927,3.2332753363562006e-08,2.2298449753321847e-09
1928,2.742249805010033e-08,4.570416489713125e-09
1929,4.233354289340241e-08,1.1140405931087116e-08
1930,4.621585658615146e-08,7.352522590764465e-09
1931,2.5091784650044247e-08,9.124285327288817e-09
1932,2.3015026551220785e-08,4.383814644626227e-09
1933,3.785318369864399e-08,2.2941324395731044e-09
1934,4.912447870708547e-08,7.188948103475923e-09
1935,2.752705441366743e-08,1.0771455727365264e-08
1936,2.7886843056990074e-08,7.274828739411987e-09
1937,3.399602022113868e-08,1.0072894518486919e-08
1938,2.9819993585533666e-08,7.779128452511941e-09
1939,3.976452944698394e-08,7.647025235257843e-09
1940,2.5357829613881222e-08,5.0715658339584024e-09
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,2.730790527039062e-08,0.0
1943,1.7419411690866582e-08,1.4516175816936538e-08
1944,4.177142187700156e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,4.037120149291695e-08,4.1763312808029696e-09
1947,1.907339353124371e-08,5.960435700558264e-09
1948,5.6533817627268945e-08,5.435944139264848e-09
1949,3.6322930441201606e-08,9.817008317369869e-10
1950,4.3604980959344175e-08,8.508289184305795e-09
1951,3.4116485636559446e-08,2.1322803522849654e-09
1952,1.7926167217297007e-08,3.1634410646574906e-09
1953,4.417269394707546e-08,4.3095309543161875e-09
1954,2.9317607452838956e-08,4.886268278880834e-09
1955,2.0648336374051723e-08,6.569925492527773e-09
1956,3.314033847345854e-08,3.488456634670456e-09
1957,2.738861759610245e-08,1.7670075402875796e-09
1958,2.150783356968944e-08,0.0
1959,2.4802393028267034e-08,3.100299128533379e-09
1960,2.422291700554524e-08,2.7683333403416555e-09
1961,3.126671543896009e-08,6.948159270159238e-10
1962,3.1075587991757914e-08,3.805173953708163e-09
1963,3.556329275511416e-08,1.2932106496776896e-09
1964,3.285342842218597e-08,1.8251904432275978e-09
1965,3.392666880763784e-08,3.830430195250756e-09
1966,2.2710207048248776e-08,3.8773522170743036e-09
1967,2.8102911997507363e-08,4.437302081328198e-09
1968,2.6948494991074767e-08,4.940557296606585e-09
1969,1.6804504454626112e-08,4.087581828571274e-09
1970,2.7132477958824452e-08,5.058597540852361e-09
1971,2.3122789016838396e-08,3.5968783507200897e-09
1972,2.3085661382538092e-08,3.0780880067027283e-09
1973,1.9847533394568018e-08,1.102640756478479e-09
1974,2.4752514815595816e-08,6.1881286761433785e-09
1975,1.6563292959403952e-08,0.0
1976,2.3425460626835815e-08,2.856763492431469e-09
1977,3.173462204131283e-08,1.7630346071939584e-09
1978,2.1386128423728223e-08,5.940591352171509e-10
1979,2.3407892513205297e-08,5.266775904289034e-09
1980,3.581644847372445e-08,0.0
1981,3.352541355639005e-08,2.5302198114474095e-09
1982,1.8001757084995518e-08,0.0
1983,1.7682884490000106e-08,6.315316047889041e-10
1984,2.493573730832921e-08,0.0
1985,2.0452897375733414e-08,6.015558051686298e-10
1986,1.4386764723983703e-08,8.392279760016663e-09
1987,2.0776777631681398e-08,0.0
1988,2.4585871116755698e-08,3.597932174415064e-09
1989,2.5245361356951435e-08,1.0976244357863152e-09
1990,2.5608659304232617e-08,1.6345953479657283e-09
1991,2.168742041508409e-08,1.1722930404189924e-09
1992,2.6998726809779328e-08,2.7549720282848966e-09
1993,1.6617622222714346e-08,1.1078414852150331e-09
1994,2.848460300963751e-08,2.637463358823311e-09
1995,2.657000908179441e-08,2.1689803286761844e-09
1996,1.7615704450690828e-08,1.6014276571496566e-09
1997,2.205651483677684e-08,4.79489448146353e-10
1998,2.43174582692518e-08,4.291316191284977e-09
1999,2.5136106529544122e-08,9.140402323914998e-10
2000,1.943933913839402e-08,8.836062992401139e-10
2001,1.840108865280854e-08,4.3812117822561447e-10
2002,1.9715496235583885e-08,8.76244299341522e-10
2003,2.3334768783911386e-08,1.2500769308587678e-09
2004,1.8940603224715247e-08,8.809582507929292e-10
2005,2.2068373795036678e-08,9.007499190971657e-10
2006,1.729513776638214e-08,0.0
2007,2.396687684425025e-08,3.994479469415779e-10
2008,2.2564430324223395e-08,1.7029758714315335e-09
2009,2.86091541568112e-08,9.53638501499654e-10
2010,2.8342757474320024e-08,9.447586046817946e-10
2011,2.906218721232534e-08,3.82397197240536e-10
2012,2.893614731158678e-08,1.7021263287730903e-09
2013,3.374841345271662e-08,8.367375126105969e-10
2014,3.941110145178062e-08,2.165445156521173e-09
2015,3.324863229181574e-08,1.329945265027277e-09
2016,4.1219668123204656e-08,2.0713399884186856e-09
2017,3.295450956564139e-08,1.0062445321423752e-09
2018,3.304277496063435e-08,1.5488800242380307e-09
2019,4.0560705683034826e-08,7.65296326310505e-10
