year,grand_ADJ or_NOUN,grand_ADJ mort_NOUN
1864,3.835782358407869e-09,1.4863656971897399e-08
1865,7.530951029455224e-09,1.0355057256106193e-08
1866,1.167747110120132e-08,1.6543083347642096e-08
1867,1.4073153309368536e-08,2.620518202434141e-08
1868,1.4819622196071691e-09,3.260316849829081e-08
1869,4.88351925564956e-09,1.2208797861568144e-08
1870,1.204150246181257e-08,2.5803219116937726e-08
1871,1.0621177048975028e-08,1.6993884077720622e-08
1872,4.8378714367913744e-09,1.3304146118109372e-08
1873,5.9860043588599865e-09,2.5141219328617126e-08
1874,1.0754296286830112e-08,1.1351757034372412e-08
1875,3.432916173551348e-09,1.0298748853720952e-08
1876,3.627608879952504e-09,1.1487428563938806e-08
1877,3.092407996341251e-09,1.2369631874342701e-08
1878,4.22736201599605e-09,2.8383717542990183e-08
1879,4.887460214320072e-09,2.3826368433788048e-08
1880,4.492492378105339e-09,4.6208491255583795e-08
1881,9.064259565150223e-09,4.0440543136455176e-08
1882,1.3310770263785798e-09,3.926677294430192e-08
1883,1.2638677882037541e-09,6.824885712131135e-08
1884,1.3203393933736152e-09,7.922036537877375e-08
1885,3.222817901438191e-09,9.281715490638831e-08
1886,5.808117542471791e-09,5.356375104570432e-08
1887,5.8760321608453125e-09,3.786776325842567e-08
1888,5.072491537916335e-09,4.69205490016833e-08
1889,2.506054641582267e-09,3.132568338060082e-08
1890,3.277193294515257e-09,3.6704562944578356e-08
1891,5.736798036615198e-09,5.7367981809441915e-08
1892,7.522214851007902e-09,2.820830502514582e-08
1893,8.621783287310336e-09,7.82118905195972e-08
1894,5.671385361338821e-09,6.112493200483016e-08
1895,5.416753046105782e-09,6.801034313497212e-08
1896,3.538217385745668e-09,5.779088357860118e-08
1897,3.4960281336537946e-09,7.341659014059587e-08
1898,6.2241903853177405e-09,8.487532598966396e-08
1899,5.527578395003729e-09,4.643165674167449e-08
1900,1.038210628578895e-09,6.69645887629855e-08
1901,5.588738916095792e-10,6.147612569007421e-08
1902,9.820567470342212e-09,4.321049901223617e-08
1903,2.1600881083827517e-09,4.590187319131189e-08
1904,4.299700151477737e-09,5.4283713524228006e-08
1905,7.741138396966107e-09,4.747898252333016e-08
1906,3.600929110447737e-09,4.423998806180052e-08
1907,6.171411992550446e-09,6.531411267385323e-08
1908,9.822778146428846e-10,5.844553041534084e-08
1909,2.2003934230241384e-09,6.601180208010149e-08
1910,3.7409054742809644e-09,5.23726766399335e-08
1911,5.32037403022656e-09,6.012022835122366e-08
1912,4.688479104952847e-09,7.032718474242472e-08
1913,4.7726907426159926e-09,4.8257205120805224e-08
1914,6.027069177072519e-09,3.951078658692708e-08
1915,0.0,3.1808057854298966e-08
1916,4.394984820521586e-09,4.8344831249380604e-08
1917,4.3865698851064394e-09,6.250861928069895e-08
1918,1.033773866510046e-08,6.547234221443432e-08
1919,3.6831394045755417e-09,9.023691660559052e-08
1920,3.786115865267448e-09,7.572231730534895e-08
1921,1.5145494858259667e-09,6.209652925193154e-08
1922,2.21338064543275e-09,8.632184633761142e-08
1923,1.0615948120573648e-09,1.0722107601779385e-07
1924,0.0,9.668718381483643e-08
1925,1.0998177923937646e-09,7.478761276935586e-08
1926,3.343841648018042e-09,5.2386851856489614e-08
1927,4.4596899506643695e-09,7.915949540304723e-08
1928,2.2852082448565625e-09,8.112488925071659e-08
1929,4.4561625500705304e-09,1.0249173620913155e-07
1930,2.100720708497761e-09,7.142450297870084e-08
1931,5.7026783295555106e-09,9.808606993289004e-08
1932,4.383814644626227e-09,5.6989590047074046e-08
1933,1.1470662197865522e-09,5.620624476954106e-08
1934,2.3963160344919743e-09,8.027659070819482e-08
1935,7.180970484910176e-09,7.659701850570855e-08
1936,2.424942913137329e-09,6.304851885019502e-08
1937,7.55467088886519e-09,5.540091874145503e-08
1938,3.889564337278273e-09,6.352954906585495e-08
1939,1.3764645423464117e-08,7.952906333485998e-08
1940,5.0715658339584024e-09,1.0650287918245738e-07
1941,2.9515025978810172e-09,6.198155455550136e-08
1942,6.068423541449874e-09,3.6410541692788456e-08
1943,0.0,6.387117679196308e-08
1944,0.0,8.032965226334454e-08
1945,2.178504043826024e-09,7.189063344625879e-08
1946,2.7842208538686464e-09,7.795818213196526e-08
1947,5.960435478513659e-09,9.536696454759408e-08
1948,2.174377566888097e-09,5.6533817627268945e-08
1949,9.817008317369869e-10,6.184715184431866e-08
1950,2.1270722960764488e-09,4.466851932782845e-08
1951,2.1322803522849654e-09,3.624876676600053e-08
1952,0.0,5.3778500541667995e-08
1953,2.1547654771580937e-09,4.094054362191457e-08
1954,2.9317608341017376e-09,4.6908174899940036e-08
1955,2.815682353940474e-09,6.006788977330757e-08
1956,2.616342476002842e-09,3.401245241008155e-08
1957,8.835037701437898e-10,2.827212136624624e-08
1958,8.272243445794913e-10,4.880623549752272e-08
1959,3.1002992395556817e-09,4.572941192382274e-08
1960,0.0,4.5677501003815735e-08
1961,1.3896318540318475e-09,3.4045979535601845e-08
1962,1.9025869213429303e-09,3.488076033564269e-08
1963,7.1126584622049904e-09,3.814971483162566e-08
1964,3.0419841090534305e-09,4.258777680510306e-08
1965,2.7360217424998723e-09,4.2134735311893934e-08
1966,5.539074865446025e-09,3.046491092728587e-08
1967,5.916402701089396e-09,3.500538320322377e-08
1968,3.1439910119779313e-09,4.895643332392119e-08
1969,1.8167031212712459e-09,2.6796371510595662e-08
1970,4.138852427448825e-09,3.541018150921005e-08
1971,4.624557625731995e-09,4.62455782557214e-08
1972,6.669190699692962e-09,3.4884998445505744e-08
1973,4.410563081425067e-09,2.2604136062920333e-08
1974,7.313243399753588e-09,2.5877629872272934e-08
1975,3.4268881066168433e-09,1.770558855085369e-08
1976,5.7135269293517865e-09,2.571087143188322e-08
1977,3.5260691033656144e-09,2.820855266039146e-08
1978,2.3762365408686037e-09,3.1485134166509e-08
1979,1.7555920051037788e-09,2.9259867528885763e-08
1980,2.8425753417771205e-09,3.467941966928123e-08
1981,3.795329717171114e-09,2.719986330612656e-08
1982,1.2415004579935385e-09,1.7381006189864934e-08
1983,3.1576580239445207e-09,3.599730069581142e-08
1984,5.219107590548333e-09,3.073474535986165e-08
1985,1.2031116103372597e-09,3.489023592262441e-08
1986,1.1988970927134801e-09,2.4577391122271308e-08
1987,1.8332451112712533e-09,3.055408515084679e-08
1988,3.5979322854373663e-09,7.555657921543002e-08
1989,1.0976244357863152e-09,3.3477543959214984e-08
1990,0.0,2.9422715153160084e-08
1991,2.344586136349136e-09,2.8135033691700784e-08
1992,3.30596661157756e-09,2.9202704754371922e-08
1993,2.7696036575264316e-09,2.603427451397522e-08
1994,2.6374633033121597e-09,3.3759529782795283e-08
1995,5.4224509327127635e-09,3.849939922417889e-08
1996,5.871901631593346e-09,4.270473685785703e-08
1997,1.917957792585412e-09,2.1577024278407464e-08
1998,4.7681292247858664e-09,2.14565816225587e-08
1999,5.027221361419976e-09,2.3765045403800755e-08
2000,3.97622823555821e-09,2.2531960519600602e-08
2001,5.257454194218525e-09,2.672539131665097e-08
2002,3.943099347036849e-09,2.3658595138531524e-08
2003,8.333845835650777e-10,2.041792251938901e-08
2004,4.845270351605535e-09,3.25954551405605e-08
2005,3.15262471684008e-09,2.972474777429568e-08
2006,4.941467901531382e-09,2.5119129165585008e-08
2007,5.192823337996089e-09,3.3553627487581394e-08
2008,2.5544638071473003e-09,2.5544638571073364e-08
2009,2.860915504498962e-09,3.814553917180774e-08
2010,6.140931096965119e-09,3.259417219458882e-08
2011,4.588766200352978e-09,2.982698041331666e-08
2012,3.4042526853017563e-09,2.9276572582892513e-08
2013,8.367375126105969e-10,2.2591911952307697e-08
2014,1.5158116428715118e-09,4.547434767632197e-08
2015,4.43315073539452e-09,2.4160672601469813e-08
2016,2.278474020567245e-09,2.5063214281750845e-08
2017,2.515611330355938e-10,1.3835862233690932e-08
2018,3.6140533898887384e-09,2.2200614013812014e-08
2019,1.275493877184175e-09,1.7601816060253128e-08
