year,ait_VERB hérité_VERB,ait_VERB mérité_VERB
1889,7.51816386923565e-09,2.0048437576747347e-08
1890,2.1629475099871343e-08,1.5730527991308918e-08
1891,3.505821055682645e-08,2.358461337337303e-08
1892,1.8805536683430546e-08,4.137218212463267e-08
1893,3.0176241949675386e-08,4.126139074855928e-08
1894,1.449354058991048e-08,2.3315696040526745e-08
1895,1.3842813118003505e-08,2.768562623600701e-08
1896,2.1229304536518612e-08,3.597187614445829e-08
1897,9.322741689743452e-09,1.5149455023788505e-08
1898,1.6975064909274806e-08,1.9804241802034994e-08
1899,1.4371703827009696e-08,2.5426860617017155e-08
1900,1.6092265298084385e-08,1.453494924419374e-08
1901,3.129693837422565e-08,1.8442838367604963e-08
1902,1.276673788908056e-08,1.7677022512430085e-08
1903,2.052083658554693e-08,3.132127801563911e-08
1904,2.8485512615361586e-08,3.278521276683932e-08
1905,1.909480928929952e-08,1.909480928929952e-08
1906,1.3374879870298173e-08,2.36632491379396e-08
1907,3.394276504309346e-08,2.1599941391059474e-08
1908,1.080505640516094e-08,3.388858615949175e-08
1909,1.2102163715610459e-08,1.5402754627302784e-08
1910,1.9238942883248455e-08,1.870452770447173e-08
1911,3.032613093978398e-08,1.5961122201701983e-08
1912,3.1777467768279166e-08,1.719108944087111e-08
1913,3.1287640922528226e-08,2.0681659052002033e-08
1914,2.8795998474606677e-08,3.3483718908655646e-08
1915,1.8849219074468238e-08,3.534228554258334e-08
1916,6.592477230782379e-09,4.2851102222130066e-08
1917,2.52227767560953e-08,1.0966424213165737e-08
1918,9.189101035644853e-09,1.2635013924011673e-08
1919,2.2098836538475553e-08,3.314825391953491e-08
1920,2.0445025228355007e-08,3.256059599721084e-08
1921,1.1359120755116692e-08,2.499006690470651e-08
1922,1.9182632371439468e-08,3.172512208493572e-08
1923,1.9108707505210987e-08,1.5923921736771263e-08
1924,1.5469948877466777e-08,2.3204924204378585e-08
1925,1.5397448649423495e-08,1.9796720707176974e-08
1926,2.6750733184144337e-08,3.232380052509143e-08
1927,1.0034302277972529e-08,1.8953683067479687e-08
1928,1.82816659588525e-08,2.0566874425753667e-08
1929,3.0079096546842266e-08,2.4508894469477127e-08
1930,3.2561171536826805e-08,2.7309368988426286e-08
1931,2.0529641986399838e-08,1.1405356659111021e-08
1932,1.3151444377967891e-08,2.1919072779041926e-08
1933,1.8353059516584835e-08,2.523545639121494e-08
1934,1.677421224144382e-08,1.3179738189705859e-08
1935,3.111753699158726e-08,1.555876849579363e-08
1936,2.3036957230715416e-08,1.33371855781661e-08
1937,2.0145789036973838e-08,8.813782592653752e-09
1938,2.463390735840676e-08,2.852347158466273e-08
1939,2.141167065872196e-08,1.988226472349197e-08
1940,2.028626333583361e-08,0.0
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,2.4273694165799498e-08,1.517105907566929e-08
1943,6.096794180621146e-08,1.7419411690866582e-08
1944,2.5705489292704442e-08,1.6065930807940276e-08
1945,3.485606470121638e-08,1.9606536838523425e-08
1946,3.201854070766785e-08,1.2528993842408909e-08
1947,1.6689218895749036e-08,1.4305045148432782e-08
1948,2.174377655705939e-08,1.0871888278529696e-08
1949,2.4542520904446974e-08,8.835307596655184e-09
1950,9.571825110299415e-09,6.381216888229346e-09
1951,2.0256663901818683e-08,8.529121409139861e-09
1952,2.4253049346611988e-08,2.1089608281954497e-08
1953,8.619061908632375e-09,1.2928593307037772e-08
1954,2.247683283940205e-08,1.4658803948464083e-08
1955,1.783265446420046e-08,1.5016972554349195e-08
1956,1.4825940475304833e-08,2.2674967681268754e-08
1957,1.1485549400447326e-08,1.236905244894615e-08
1958,1.6544486669545222e-08,1.5717262158432277e-08
1959,2.6352543258667538e-08,2.015194411342236e-08
1960,1.6610000486139143e-08,8.305000243069571e-09
1961,1.250668635321972e-08,9.72742331128984e-09
1962,1.6489087428794846e-08,1.2049716779927166e-08
1963,1.8104948651398445e-08,7.759263453976928e-09
1964,2.3727476872181796e-08,1.764350798794112e-08
1965,3.228505462971043e-08,1.3132904541635071e-08
1966,2.437192847537517e-08,1.1078149952936656e-08
1967,1.824224149515885e-08,2.859594694371026e-08
1968,2.4253646202510026e-08,3.09907690621003e-08
1969,1.544197658631674e-08,2.180043701116574e-08
1970,1.3336302728816918e-08,1.0117195081704722e-08
1971,1.2332153964678128e-08,1.5415192677892264e-08
1972,1.539044092169206e-08,2.1033601527165047e-08
1973,1.4885650045926013e-08,1.2129047988196362e-08
1974,2.3627400480563665e-08,8.438357568252286e-09
1975,1.770558810676448e-08,1.028066431985053e-08
1976,1.428381679602353e-08,9.712995741040231e-09
1977,1.3516598507123945e-08,1.1165885105413054e-08
1978,2.4356424432880885e-08,9.504946163474415e-09
1979,1.580032815695631e-08,2.0481905949054635e-08
1980,2.21720881654619e-08,1.4212877097463661e-08
1981,1.5181319312773667e-08,8.855769451088236e-09
1982,2.3588508923921836e-08,1.5518756057986138e-08
1983,2.3366668600033336e-08,1.2630632539867293e-08
1984,3.015484395518797e-08,8.69851302098823e-09
1985,2.947623478632977e-08,7.820225356169885e-09
1986,1.558566253834215e-08,9.591176741707841e-09
1987,1.3443797186596385e-08,1.4054879038383206e-08
1988,1.4391728697660255e-08,9.594486094499644e-09
1989,1.6464365870660913e-08,1.0427432250992297e-08
1990,2.1249737969242233e-08,6.538381391862913e-09
1991,1.817054240405014e-08,1.1722930182145319e-08
1992,1.597883780846132e-08,9.91789939064347e-09
1993,2.1602909683338112e-08,9.970573700002205e-09
1994,1.1077346151466827e-08,1.002236071911966e-08
1995,2.9281235214284607e-08,1.7351842629409475e-08
1996,2.5089033073300016e-08,8.007138063703678e-09
1997,3.212579358091716e-08,4.315404922294874e-09
1998,2.6224711291433778e-08,9.059445638115449e-09
1999,2.696418732739403e-08,1.0968483010742602e-08
2000,2.2090157258958243e-08,4.859834756842929e-09
2001,2.2344179839706158e-08,6.133696661692056e-09
2002,1.9715496790695397e-08,5.257465574004527e-09
2003,1.3750845795357236e-08,6.250384210204629e-09
2004,3.655976854588516e-08,5.285749615779878e-09
2005,1.1259373877692269e-08,6.305249655724765e-09
2006,2.2648395159308166e-08,6.58862386870851e-09
2007,2.236908436259455e-08,8.787854888225866e-09
2008,2.3415918093405708e-08,1.0217855006544596e-08
2009,2.9562793102400065e-08,8.582746957586096e-09
2010,3.7317963830219014e-08,6.140930874920514e-09
2011,3.020937811015756e-08,7.647943611743813e-09
2012,3.472337795074054e-08,5.7872298064864935e-09
2013,3.0401462680629265e-08,7.2517249982695375e-09
2014,3.919455693335294e-08,1.0827226226695075e-08
2015,3.236199930256589e-08,9.97458915463767e-09
2016,3.1898636621008336e-08,1.6156452176119274e-08
2017,3.1193579275168304e-08,7.54683426862357e-09
2018,2.7879840658329158e-08,1.2132893800753664e-08
2019,3.622402644509748e-08,8.16316081397872e-09
