year,auraient_VERB hérité_VERB,auraient_VERB mérité_VERB
1922,1.1804696775641332e-08,1.9920426197472807e-08
1923,8.492758496458919e-09,2.229349149729387e-08
1924,1.4180787211159895e-08,2.1915761649893284e-08
1925,6.598906754362588e-09,2.1996356736053713e-08
1926,8.916910765321973e-09,3.343841470382358e-08
1927,7.804457524684949e-09,1.8953683067479687e-08
1928,9.14083297942625e-09,3.085031252680892e-08
1929,1.1140405931087116e-08,3.5649300400564243e-08
1930,9.453243521306831e-09,2.3107928015519974e-08
1931,4.5621426636444085e-09,2.167017854048936e-08
1932,8.767629289252454e-09,3.06867029564728e-08
1933,1.0323596200123575e-08,8.02946331646126e-09
1934,3.5944740517379614e-09,2.156684431042777e-08
1935,1.0771455727365264e-08,1.4361940969820353e-08
1936,4.849885826274658e-09,2.182448710641438e-08
1937,2.0145789036973838e-08,1.3850230295986421e-08
1938,1.2965214457594243e-09,2.5930429359277696e-08
1939,7.647025235257843e-09,9.176430282309411e-09
1940,1.2678914806940611e-08,3.0429394115571995e-08
1941,2.9515025978810172e-09,2.3612020783048138e-08
1942,6.068423541449874e-09,2.730790527039062e-08
1943,1.4516175816936538e-08,3.193558839598154e-08
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,2.6142048525912287e-08,3.0499055725385915e-08
1946,6.960552134671616e-09,2.5057987684817817e-08
1947,7.152522574216391e-09,2.26496545963073e-08
1948,5.435944139264848e-09,2.5005341797168512e-08
1949,4.908504269707237e-09,2.6505922789965553e-08
1950,1.4889506516624351e-08,3.403315673722318e-08
1951,8.529121409139861e-09,3.731490494374157e-08
1952,5.272402070488624e-09,2.5307528517259925e-08
1953,7.54167928107563e-09,1.723812381726475e-08
1954,8.795282724349818e-09,3.0294863506696856e-08
1955,7.508486277174597e-09,1.9709776921672528e-08
1956,5.232684952005684e-09,2.616342520411763e-08
1957,6.184526224473075e-09,3.3573144264664734e-08
1958,4.9633461784992505e-09,3.060729980575161e-08
1959,1.007597205671118e-08,2.5577467255288866e-08
1960,4.152500121534786e-09,2.353083417006019e-08
1961,1.3896318540318475e-09,1.945484662257968e-08
1962,1.0781326054143392e-08,2.473363025501385e-08
1963,1.0992290633282664e-08,3.297687101166957e-08
1964,9.125952438182594e-09,3.224503331011874e-08
1965,8.20806533852192e-09,2.2435377999840966e-08
1966,6.6468897053084675e-09,2.2710207048248776e-08
1967,6.902469706915326e-09,2.415864486238206e-08
1968,8.533690198930799e-09,2.649935382237345e-08
1969,7.2668124850849836e-09,2.997560244466513e-08
1970,8.7375777724219e-09,1.977451802304131e-08
1971,8.221435976452085e-09,2.569198720436816e-08
1972,6.669190977248718e-09,3.693705608043274e-08
1973,7.718485406371656e-09,2.4258095976392724e-08
1974,6.750686232237513e-09,2.418995848074701e-08
1975,4.569184142155791e-09,3.940921189382607e-08
1976,1.0284348483935446e-08,3.9994688449951354e-08
1977,6.464460078348111e-09,2.703319701424789e-08
1978,9.504946163474415e-09,2.4950484345254154e-08
1979,4.681578680276743e-09,3.6282234106010947e-08
1980,5.116635559687666e-09,2.8994268319593175e-08
1981,1.5813874654213578e-08,1.707898356073656e-08
1982,3.7245013739806154e-09,3.662426451001011e-08
1983,8.841442245000053e-09,4.294414779337785e-08
1984,9.278413592994639e-09,2.609553817478627e-08
1985,9.624892882698077e-09,3.007778914820847e-08
1986,1.2588419195935785e-08,3.5367463624425e-08
1987,9.166225112267057e-09,3.972030881982391e-08
1988,4.797243047249822e-09,2.7584148298842592e-08
1989,4.390497743145261e-09,3.7319232149002346e-08
1990,5.993515905799995e-09,3.0512445903241314e-08
1991,1.2309077312977479e-08,4.7477868747591856e-08
1992,6.61193322315512e-09,2.975369817193041e-08
1993,1.717154241021035e-08,3.76666093870881e-08
1994,8.967375286772494e-09,3.797947201178431e-08
1995,7.591431483433553e-09,2.4401028753118226e-08
1996,9.60856638698715e-09,2.93595068256991e-08
1997,5.753873377756236e-09,3.4523239378358994e-08
1998,1.0013071261028017e-08,3.099284029417504e-08
1999,1.0054442611817649e-08,3.1991408633302854e-08
2000,1.590491294223284e-08,2.87172046142814e-08
2001,9.20054432640427e-09,4.425023902854264e-08
2002,1.0076809608960957e-08,3.4611648658255945e-08
2003,1.2084076850271686e-08,3.541884652236149e-08
2004,9.690540814233373e-09,3.611928889313276e-08
2005,8.106749049829887e-09,4.008337128880157e-08
2006,1.1118302722934459e-08,3.1707752867760064e-08
2007,1.2782334302130494e-08,3.9545348329284025e-08
2008,1.0217855006544596e-08,3.9594187484226495e-08
2009,1.4781396551200032e-08,2.2410505451375684e-08
2010,1.0864724231396394e-08,1.9367551118421034e-08
2011,1.0707121411712706e-08,2.6767803973370974e-08
2012,9.531907707582832e-09,2.4510619311968185e-08
2013,8.08846234434668e-09,2.119734965333464e-08
2014,5.413613113347537e-09,2.6418431886554572e-08
2015,9.309617077235544e-09,2.7042219130635203e-08
2016,1.2013772199281902e-08,2.3199008936103382e-08
2017,1.1571811953103861e-08,1.9621769098421282e-08
2018,1.3165480261534412e-08,2.1942467398616827e-08
2019,8.418259866971312e-09,2.3469088006322636e-08
