year,devaient_VERB hériter_VERB,devaient_VERB mériter_VERB
1939,9.176430282309411e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,0.0,3.2131861615880553e-09
1945,8.714016175304096e-09,1.089252066321933e-08
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,2.174377566888097e-09
1949,1.9634016634739737e-09,4.908504269707237e-09
1950,3.190608444114673e-09,2.1270722960764488e-09
1951,1.0661401539380222e-08,1.0661401761424827e-09
1952,1.0544804140977249e-08,3.1634410646574906e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,9.772536113672459e-10,4.886268278880834e-09
1955,1.8771215692936494e-09,6.569925492527773e-09
1956,4.360570571293465e-09,9.593255967388359e-09
1957,4.417518795207798e-09,0.0
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,1.5501495642666896e-09,0.0
1960,3.460416619915918e-09,9.689166802218097e-09
1961,3.47407969059077e-09,0.0
1962,3.170978146727066e-09,1.2683912808952869e-09
1963,3.879631726988464e-09,1.939815863494232e-09
1964,7.300761772910391e-09,3.041984220075733e-09
1965,5.47204326295514e-09,4.377634699181954e-09
1966,1.1078149952936656e-08,2.769537488234164e-09
1967,2.9582012395223956e-09,2.9582012395223956e-09
1968,1.7965663401398047e-09,3.1439910674890825e-09
1969,4.541757636644661e-09,5.904285060864822e-09
1970,5.978342709767048e-09,4.5987250119061684e-10
1971,3.5968783507200897e-09,1.0276794970565106e-09
1972,4.6171320100540925e-09,1.5390440033513642e-09
1973,6.064523994098181e-09,5.513203782392395e-10
1974,1.6876715580593782e-09,1.6876715580593782e-09
1975,3.998036124386317e-09,2.8557400888473694e-09
1976,7.998937512354587e-09,2.856763492431469e-09
1977,2.938390863960194e-09,2.3507127355770763e-09
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,4.096381456264453e-09,5.851973350345929e-10
1980,1.0233271119375331e-08,1.7055452605774235e-09
1981,3.1627747087981106e-09,0.0
1982,1.2415004579935385e-09,3.7245013739806154e-09
1983,5.68378455412244e-09,6.315316047889041e-10
1984,3.479405208395292e-09,1.739702604197646e-09
1985,7.218669662023558e-09,6.015558051686298e-10
1986,6.593933843390687e-09,2.3977941854269602e-09
1987,2.4443267410134695e-09,1.2221633705067347e-09
1988,5.396898483667201e-09,5.996553809062277e-10
1989,3.841685636274406e-09,3.2928733073589456e-09
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,5.2753188484189195e-09,1.7584396161396398e-09
1992,3.30596661157756e-09,5.509944167592096e-10
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,2.1099706426497278e-09,1.0549853213248639e-09
1995,3.795715741716776e-09,5.422450821690461e-10
1996,4.270473752399084e-09,5.338092190498855e-10
1997,4.794894259418925e-09,0.0
1998,5.2449422582867555e-09,1.43043876743576e-09
1999,4.570201106446348e-09,9.140402323914998e-10
2000,5.3016377954406835e-09,4.4180314962005696e-10
2001,2.190605918883648e-09,8.762423564512289e-10
2002,4.381221607729913e-09,2.1906108038649563e-09
2003,5.000307723435071e-09,2.5001538617175356e-09
2004,2.642874807889939e-09,8.809582507929292e-10
2005,4.503749373441224e-09,2.251874686720612e-09
2006,4.529678854225949e-09,1.2353669198716943e-09
2007,6.391167151065247e-09,1.5977917877663117e-09
2008,2.9802078582719105e-09,2.1287198670449925e-09
2009,2.860915504498962e-09,1.430457752249481e-09
2010,5.196172381261022e-09,3.7790344187271785e-09
2011,5.353560705856353e-09,1.911985902935953e-09
2012,4.085103366691101e-09,1.0212758416727752e-09
2013,6.414987652192394e-09,2.2313000336282585e-09
2014,8.445236510112863e-09,3.031623174720721e-09
2015,5.763096222466402e-09,3.103205470367243e-09
2016,6.214019965256057e-09,4.142679976837371e-09
2017,4.2765391228272165e-09,2.7671724911471074e-09
2018,5.421080029321956e-09,7.744400121190154e-10
2019,6.12237061048404e-09,2.04079020349468e-09
