year,pouvait_VERB hériter_VERB,pouvait_VERB mériter_VERB
1952,6.326882129314981e-09,1.1599284199803606e-08
1953,5.386913581872932e-09,1.2928593307037772e-08
1954,2.9317608341017376e-09,2.052232517257835e-08
1955,8.447047505910632e-09,1.220129064449793e-08
1956,7.849027205963921e-09,1.657016923672927e-08
1957,7.951533653738352e-09,9.718541527092839e-09
1958,2.4816730892496253e-09,1.5717262158432277e-08
1959,8.525822714489095e-09,1.1626121398933265e-08
1960,1.2457499920515147e-08,2.353083417006019e-08
1961,1.250668635321972e-08,1.80652133252579e-08
1962,1.1415521861124489e-08,1.0147130247162295e-08
1963,5.1728425987107585e-09,1.8104948651398445e-08
1964,4.867174663303331e-09,1.2167936880302932e-08
1965,1.0396882466068291e-08,1.1491291473930687e-08
1966,9.970334780007306e-09,2.547974453648294e-08
1967,9.367637332502454e-09,2.070740912074598e-08
1968,1.1677681044375277e-08,1.7516521566562915e-08
1969,9.537691525451919e-09,1.8167030546578644e-08
1970,6.898087434592526e-09,7.3579600190498695e-09
1971,5.138397263237948e-09,1.3873672877195986e-08
1972,1.1799337507056862e-08,1.3851396474251487e-08
1973,6.615844760915479e-09,1.1026407342740185e-08
1974,8.438357568252286e-09,1.406392957647995e-08
1975,1.028066431985053e-08,9.709516746170266e-09
1976,1.0284348483935446e-08,1.0284348483935446e-08
1977,9.402850942308305e-09,7.052138428775834e-09
1978,6.534650598410963e-09,5.940591130126904e-09
1979,1.287434159280565e-08,7.022368020415115e-09
1980,1.0233271119375331e-08,1.4212877097463661e-08
1981,8.855769451088236e-09,1.5813874654213578e-08
1982,8.690503427999374e-09,1.3035754697909852e-08
1983,8.209910973278056e-09,1.3893695083311286e-08
1984,5.799008384599347e-09,6.958810416790584e-09
1985,1.0828004270990732e-08,1.3234227935754461e-08
1986,7.1933827783254856e-09,1.1988970705090196e-08
1987,1.711028652096047e-08,1.2832715334809564e-08
1988,1.3192418713003917e-08,1.3192418713003917e-08
1989,1.92084268491044e-08,1.3720305780395847e-08
1990,1.4166492867673242e-08,1.4166492867673242e-08
1991,1.4067516929117119e-08,1.1136783939491579e-08
1992,1.5427843891302473e-08,1.2121876835635703e-08
1993,1.0524494165053966e-08,9.970573700002205e-09
1994,2.004472143823932e-08,1.2132331583813993e-08
1995,9.760411145975922e-09,1.626735190995987e-08
1996,1.1209993822092201e-08,1.4946657245218375e-08
1997,9.110299181713799e-09,1.102825741838842e-08
1998,1.3350762273489636e-08,7.629006759657386e-09
1999,1.553868322901053e-08,1.1882523409667556e-08
2000,1.2812291672048559e-08,1.192868470667463e-08
2001,1.0514908055370142e-08,1.4019877703219663e-08
2002,1.6648641576466616e-08,8.324320788233308e-09
2003,1.1667384391955693e-08,1.0417307017007715e-08
2004,7.488145215006625e-09,1.1011977996133737e-08
2005,1.4411998705554652e-08,1.6663873836364473e-08
2006,1.070651389767363e-08,1.4000825387938676e-08
2007,1.3581230362547103e-08,8.38840730210677e-09
2008,1.575252639440805e-08,9.79211112195344e-09
2009,1.0013204487790972e-08,1.1443662017995848e-08
2010,1.6533276081531767e-08,1.4643758206034363e-08
2011,1.1471915861704929e-08,8.795135286732148e-09
2012,1.1574459612972987e-08,1.2595735121578855e-08
2013,1.0877587719448911e-08,1.059867482666732e-08
2014,1.2559581819004961e-08,1.4508482415465096e-08
2015,1.2634480128781433e-08,1.3742767812630063e-08
2016,8.699628573083373e-09,1.6156452176119274e-08
2017,1.0062445099379147e-08,9.559323110863716e-09
2018,8.518839855753413e-09,1.2391040193904246e-08
2019,7.397864543179367e-09,8.928457084778074e-09
