year,voulait_VERB hériter_VERB,voulait_VERB mériter_VERB
1964,1.2167936658258327e-09,3.041984220075733e-09
1965,0.0,3.2832261354087677e-09
1966,0.0,3.8773522170743036e-09
1967,4.930335584241163e-10,2.9582012395223956e-09
1968,1.3474247273492779e-09,6.737123747768692e-09
1969,4.5417578031781147e-10,1.3625273131978588e-09
1970,1.8394900047624674e-09,2.2993624781975086e-09
1971,5.138397485282553e-10,6.679916619845017e-09
1972,2.565073486948677e-09,4.6171320100540925e-09
1973,5.513203782392395e-10,1.6539611902288698e-09
1974,0.0,1.6876715580593782e-09
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,0.0,0.0
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,1.7821774056514528e-09,4.158414057542359e-09
1979,0.0,5.851973350345929e-10
1980,1.1370301367108482e-09,4.548120546843393e-09
1981,6.325549528618524e-10,1.2651099057237047e-09
1982,1.2415004579935385e-09,1.8622506869903077e-09
1983,2.5261264191556165e-09,2.5261264191556165e-09
1984,5.799008495621649e-10,2.8995041922996734e-09
1985,6.015558051686298e-10,6.015558051686298e-10
1986,1.1988970927134801e-09,3.5966913891627428e-09
1987,1.8332451112712533e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,2.398621523624911e-09
1989,0.0,2.7440609784434855e-09
1990,5.44865097484859e-10,1.089730194969718e-09
1991,1.1722930404189924e-09,4.68917216167597e-09
1992,2.2039776670368383e-09,1.1019888335184191e-09
1993,1.1078414852150331e-09,2.7696036575264316e-09
1994,2.637463358823311e-09,2.1099706426497278e-09
1995,5.422450821690461e-10,5.422450821690461e-10
1996,5.338092190498855e-10,5.3380921904988554e-09
1997,2.3974471297094624e-09,1.917957792585412e-09
1998,4.768129224785866e-10,2.86087753487152e-09
1999,2.7421207526856506e-09,1.8280804647829996e-09
2000,4.4180314962005696e-10,0.0
2001,8.762423564512289e-10,1.7524847129024579e-09
2002,2.6287327870022636e-09,3.066854992184176e-09
2003,1.2500769308587678e-09,1.2500769308587678e-09
2004,1.7619165015858584e-09,8.809582507929292e-10
2005,2.251874686720612e-09,1.3511248786457486e-09
2006,8.235779835885637e-10,1.6471559671771274e-09
2007,1.1983438685803094e-09,1.997239706952314e-09
2008,0.0,2.1287198670449925e-09
2009,9.53638501499654e-10,1.907277002999308e-09
2010,9.447586046817946e-10,6.140930874920514e-09
2011,1.911985902935953e-09,3.059177577924288e-09
2012,3.063827413996023e-09,5.446804340891731e-09
2013,2.2313000336282585e-09,5.578249862026041e-09
2014,1.9489005964601347e-09,6.496335469563519e-09
2015,5.763096222466402e-09,6.871383906315032e-09
2016,2.278474076078396e-09,6.006886099640951e-09
2017,1.509366853724714e-09,6.037467414898856e-09
2018,2.581466596041082e-09,3.614053500911041e-09
2019,3.826481798085979e-09,6.887666881283394e-09
