year,ont_VERB hérité_VERB,ont_VERB mérité_VERB
1863,2.207622458172409e-07,1.1697402442223392e-06
1864,1.601439123533055e-07,9.829192322285962e-07
1865,1.9062719047724386e-07,9.82789060799405e-07
1866,1.8440672988617735e-07,9.872328519122675e-07
1867,1.9120076899525884e-07,9.336809512205946e-07
1868,1.9216109592434805e-07,1.0072403711092193e-06
1869,2.0559615165893774e-07,9.205433570969035e-07
1870,1.9954489971496514e-07,8.979520202956337e-07
1871,2.2623108009156567e-07,9.845831527854898e-07
1872,1.7355863235479774e-07,9.040772397383989e-07
1873,1.7898153714668297e-07,8.446252195426496e-07
1874,1.67886511803772e-07,7.175505629675172e-07
1875,1.6420783310877596e-07,9.383304586663144e-07
1876,1.89240267900459e-07,7.799359309501597e-07
1877,2.0224348418196314e-07,8.312392765219556e-07
1878,1.9445865007128305e-07,8.684209547027422e-07
1879,2.2360130458309868e-07,8.650804375065491e-07
1880,2.1371428715610818e-07,9.536919378660969e-07
1881,2.510102774522238e-07,7.620950555065065e-07
1882,2.216243188968292e-07,7.600449976052914e-07
1883,1.88316306548586e-07,7.67167762205645e-07
1884,2.7463059382171195e-07,6.971391712795594e-07
1885,1.9207993773306953e-07,7.844338369977777e-07
1886,2.1102826508467842e-07,7.260146617227292e-07
1887,2.0761980579209194e-07,6.757437063242833e-07
1888,1.5597912295106653e-07,6.112352366471896e-07
1889,2.2429189527883864e-07,7.073339247654076e-07
1890,1.8155650138851342e-07,7.275368716364028e-07
1891,1.6636714406104147e-07,6.584569405276852e-07
1892,2.1689052687179355e-07,5.955086521680641e-07
1893,2.1000199978971068e-07,6.00445616782963e-07
1894,1.8715572025485017e-07,7.026216053418466e-07
1895,1.986142734722307e-07,7.107983606147172e-07
1896,2.1995917620643013e-07,6.687230893476226e-07
1897,1.6547866721339233e-07,6.269543746384443e-07
1898,2.0313494530910248e-07,5.392412276705727e-07
1899,1.8462111484041088e-07,5.383861321206496e-07
1900,1.692283291276908e-07,5.393504238782043e-07
1901,1.6766216504038312e-07,5.890530587748799e-07
1902,1.7627918680318544e-07,4.939745394949568e-07
1903,1.7550715369907266e-07,4.860198146161565e-07
1904,2.1820977735842462e-07,5.960459361631365e-07
1905,2.312020086492339e-07,4.990454272046918e-07
1906,1.9856551602970285e-07,4.722361381936935e-07
1907,2.1291371865572728e-07,4.834272999687528e-07
1908,1.9350872548784537e-07,5.215895271248883e-07
1909,2.2664052323762007e-07,5.275443299979088e-07
1910,1.9078618151979754e-07,5.167793801774678e-07
1911,2.2877608785165648e-07,5.059675913798856e-07
1912,1.7868315183022787e-07,4.855180577578722e-07
1913,1.9408942364407267e-07,5.499200597114395e-07
1914,2.2501059504520526e-07,5.223459993430879e-07
1915,1.9084833979832183e-07,6.479419312199752e-07
1916,1.7140440888852027e-07,6.460627446358558e-07
1917,1.7984936562243092e-07,6.206996090440953e-07
1918,1.9411976381888962e-07,5.685756150342058e-07
1919,1.9336481216214452e-07,5.257681436887651e-07
1920,1.6961799076398165e-07,4.475188859487389e-07
1921,1.8174593208186707e-07,3.9302560139731213e-07
1922,2.301915884572736e-07,3.541408943874558e-07
1923,2.1444215292376612e-07,3.4820308769667463e-07
1924,2.2689259537855833e-07,3.5451967050903477e-07
1925,2.0456610627661576e-07,3.948345863591385e-07
1926,2.117766371156904e-07,3.7785409290336247e-07
1927,1.7727268186717993e-07,3.64579648248764e-07
1928,2.033835357906355e-07,3.587776973290602e-07
1929,1.8381670940925687e-07,4.0105462062456354e-07
1930,2.0482026741319714e-07,3.9703621723674587e-07
1931,2.0871802064448275e-07,3.159283892273379e-07
1932,2.016554674355575e-07,3.3536181831550493e-07
1933,1.7550112829667341e-07,2.959430958071607e-07
1934,1.8811080337854946e-07,3.067284524149727e-07
1935,2.2739739335975173e-07,3.674263098218944e-07
1936,2.133949692506576e-07,4.3406478766883083e-07
1937,2.3041745578211703e-07,3.0722327437615604e-07
1938,1.8669908286028658e-07,2.8004862429042987e-07
1939,1.7435218069294933e-07,2.9823397085237957e-07
1940,1.5468275194052694e-07,3.3979492286562163e-07
1941,1.3576911328527785e-07,3.925498504031566e-07
1942,2.3666851234338537e-07,3.0038697218515154e-07
1943,1.8580705329895864e-07,4.2677558553805284e-07
1944,1.8636480092482088e-07,3.084658715124533e-07
1945,2.1567190344740084e-07,3.855952286357933e-07
1946,2.0464023009481025e-07,3.5916448837269854e-07
1947,2.0980732529096713e-07,3.540498596521502e-07
1948,1.8373489751866146e-07,2.5766374278646254e-07
1949,2.0713888204682007e-07,2.886200434204511e-07
1950,1.9675418627684849e-07,3.456492549958057e-07
1951,2.2388944387330412e-07,2.8999014034525317e-07
1952,1.6449894246761687e-07,2.878731493183295e-07
1953,2.0254795174423634e-07,2.564170813457167e-07
1954,1.8958719749662123e-07,2.619039776163845e-07
1955,1.8395790846170712e-07,2.656126980582485e-07
1956,2.1977277242513082e-07,2.6337846747992444e-07
1957,2.2794397125380783e-07,2.730026551489573e-07
1958,1.7868045176783198e-07,2.622301167320984e-07
1959,2.2399660792871146e-07,2.3484766131787183e-07
1960,2.207745808391337e-07,2.7475707042867725e-07
1961,2.1400330751930596e-07,2.7306265337756486e-07
1962,2.682647561869089e-07,2.8031448096044187e-07
1963,2.3148470518208342e-07,2.424770002562582e-07
1964,2.384915660513798e-07,3.175831579937949e-07
1965,2.3365625168025872e-07,3.0479282031592447e-07
1966,2.4427319544884085e-07,2.9080143804094405e-07
1967,2.2876757554968208e-07,3.8801741197858064e-07
1968,2.474770042226737e-07,3.498813043734117e-07
1969,2.579718341166881e-07,3.93316213376238e-07
1970,2.3085598854777345e-07,3.048954795303871e-07
1971,2.630859512464667e-07,3.0522082283823693e-07
1972,2.3547373473320476e-07,3.745007290945068e-07
1973,2.585692584489152e-07,2.712496325329994e-07
1974,2.486502808096702e-07,2.5090048438869417e-07
1975,2.5187628693856823e-07,2.6387039042674587e-07
1976,2.639649494540208e-07,2.114004900022337e-07
1977,2.8208552294017863e-07,1.9804754458618845e-07
1978,2.9049490990473714e-07,2.3524741266101046e-07
1979,2.35249331126397e-07,2.206193983056437e-07
1980,2.5355771526847093e-07,2.1717275444643747e-07
1981,2.8971015808565426e-07,1.7964561038752436e-07
1982,2.8616585723284516e-07,2.1353807255763968e-07
1983,2.633486815284414e-07,1.3767389361873938e-07
1984,2.7835241667162336e-07,1.867280730039056e-07
1985,2.755125478870468e-07,1.8166984716572188e-07
1986,2.7214963438382256e-07,2.0680974444076128e-07
1987,3.0187436550477287e-07,1.7599153068204032e-07
1988,2.9443080507007835e-07,2.0508214504388889e-07
1989,2.639786771396757e-07,2.3159876150202763e-07
1990,2.887784944505256e-07,1.6345953213203757e-07
1991,2.877979454751767e-07,1.811192760214908e-07
1992,3.1571980230182817e-07,2.0111296805680468e-07
1993,3.500778973375418e-07,1.7670072338660248e-07
1994,3.407602662264253e-07,1.7565506027494848e-07
1995,3.280582632214646e-07,2.0388415578054264e-07
1996,3.6032122352480656e-07,1.830965601357093e-07
1997,3.730427806658554e-07,1.6925977774917556e-07
1998,3.8145034864101035e-07,1.7928165618741332e-07
1999,3.6150291293779446e-07,2.0200289441163477e-07
2000,3.5962776223641413e-07,1.599327390522376e-07
2001,3.1632347941012995e-07,1.6736228758418292e-07
2002,3.3472531413281104e-07,1.6867703322986927e-07
2003,3.9210743807416293e-07,1.7376068228713848e-07
2004,3.629548075423372e-07,1.9425129949013353e-07
2005,3.5624660199573555e-07,1.6979136319150712e-07
2006,3.706100812905788e-07,1.5977413170276122e-07
2007,3.5670700526679866e-07,1.4060567821161385e-07
2008,3.3335751936647284e-07,1.575252639440805e-07
2009,3.566607915672648e-07,1.6211853903769224e-07
2010,3.4294737361051375e-07,1.0297868868747173e-07
2011,2.85268299649033e-07,1.0286484553034825e-07
2012,2.988933829328744e-07,1.2357436673937627e-07
2013,2.7277641834189126e-07,1.3806169363306253e-07
2014,2.786927950637619e-07,1.4898262179485755e-07
2015,2.5512781576253474e-07,1.6779475231487595e-07
2016,2.7320976414557663e-07,2.290902045842813e-07
2017,2.8074222768736945e-07,1.4062267439385323e-07
2018,2.5375817358508357e-07,1.236522564340703e-07
2019,2.3316027863984345e-07,1.6453870443911e-07
