year,grand_ADJ air_NOUN,grand_ADJ maire_NOUN
1975,7.978937901498284e-07,1.4278700444236847e-08
1976,8.815972023512586e-07,1.1998406435065334e-08
1977,7.980669920470973e-07,1.4691954541845575e-08
1978,9.582173561284435e-07,1.1287123458103565e-08
1979,1.0047838259197306e-06,1.8141116719938566e-08
1980,9.636330560169881e-07,1.0801786187730755e-08
1981,9.640137932365178e-07,6.325549528618524e-09
1982,8.907765618459962e-07,4.966001831974154e-09
1983,9.826632094700471e-07,2.2103606722723157e-08
1984,9.24361927445716e-07,8.698512410365566e-09
1985,8.331547860507271e-07,7.82022557821449e-09
1986,9.46529269185703e-07,1.0790073945443623e-08
1987,8.500146009282616e-07,1.5277042075823033e-08
1988,8.311223496093589e-07,7.195864348830128e-09
1989,8.374874482797168e-07,1.9757239400064464e-08
1990,8.336435826095112e-07,8.172976073694826e-09
1991,8.628076670902374e-07,2.0515128207332367e-08
1992,8.90957949195581e-07,6.060938417817852e-09
1993,8.956898227552301e-07,1.8279383895425383e-08
1994,8.397682904615067e-07,1.7407257746349103e-08
1995,9.706186574476305e-07,1.5725107771480396e-08
1996,9.314970839113812e-07,1.2277612260191972e-08
1997,8.645194498058117e-07,1.2466725429760572e-08
1998,8.84487974417425e-07,1.1443510250508382e-08
1999,9.222666221830877e-07,9.140401963092515e-09
2000,1.0068694109577336e-06,1.060327570190367e-08
2001,8.963959317043191e-07,4.3373997893336735e-08
2002,9.980423101296765e-07,1.3143664601145133e-08
2003,1.03339687029802e-06,2.0417921575699438e-08
2004,8.518866252416046e-07,6.6071870752359985e-09
2005,9.773136753210565e-07,1.216012357474483e-08
2006,9.99000121737481e-07,4.5296789097371e-09
2007,1.031374608828628e-06,1.2782334662952977e-08
2008,1.3602519857158768e-06,1.4901039152581674e-08
2009,1.1777435702242656e-06,1.192048104670107e-08
2010,1.3538390248868382e-06,5.196172381261022e-09
2011,1.7295825500696083e-06,4.971163480860241e-09
2012,1.950636715264409e-06,8.510632198976964e-09
2013,1.9389997305552242e-06,4.741512515948898e-09
2014,2.27696568799729e-06,6.4963357193636995e-09
2015,2.3278473690879764e-06,6.871383906315032e-09
2016,2.615895255075884e-06,6.006886099640951e-09
2017,1.7408029862053809e-06,3.270294840485022e-09
2018,2.192697820646572e-06,8.002546458829585e-09
2019,2.161707016057335e-06,4.846876844322168e-09
