year,doivent_VERB hériter_VERB,doivent_VERB mériter_VERB
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,2.0626599095407983e-08,5.156649773851996e-09
1925,5.499089184013428e-09,6.598906754362588e-09
1926,1.1146138456652466e-09,1.114613823460786e-08
1927,2.2298449753321847e-09,8.919379901328739e-09
1928,3.4278122562625413e-09,6.8556245125250825e-09
1929,1.1140406375176326e-09,8.912325100141061e-09
1930,8.402882833991043e-09,5.2518016602221e-09
1931,7.983749661377715e-09,1.596749932275543e-08
1932,3.287861094491973e-09,8.767629289252454e-09
1933,6.882397318719313e-09,8.02946331646126e-09
1934,5.990790086229936e-09,8.38710612072191e-09
1935,1.196828414151696e-09,8.377798899061872e-09
1936,7.274828739411987e-09,9.699771652549316e-09
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,9.075650453382877e-09,7.779128452511941e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,0.0,9.102635090130207e-09
1943,8.709705845433291e-09,5.806470415592457e-09
1944,0.0,0.0
1945,6.535512131478072e-09,6.535512131478072e-09
1946,9.744772988540262e-09,5.568441707737293e-09
1947,9.536696765621855e-09,5.960435700558264e-09
1948,5.435944139264848e-09,1.0871888278529696e-08
1949,5.890204768377316e-09,2.945102384188658e-09
1950,7.444753258312176e-09,1.0635361036293034e-08
1951,1.2793682557799002e-08,3.1984206394497505e-09
1952,1.0544804140977249e-08,1.2653764258629963e-08
1953,8.619061908632375e-09,1.1851209791302608e-08
1954,5.863521668203475e-09,1.2704297169818801e-08
1955,5.631364707880948e-09,1.220129064449793e-08
1956,8.72114114258693e-09,6.104799332717903e-09
1957,5.301022731885041e-09,7.951533653738352e-09
1958,4.9633461784992505e-09,4.1361216673863055e-09
1959,7.750747821333448e-10,1.5501495642666896e-09
1960,8.305000243069571e-09,8.305000243069571e-09
1961,1.3896318540318475e-09,8.33779090214648e-09
1962,1.9025869768540815e-09,7.610347907416326e-09
1963,2.5864212993553792e-09,5.819448034571906e-09
1964,5.475571551727398e-09,6.083968440151466e-09
1965,4.377634699181954e-09,2.73602163147757e-09
1966,7.754704434148607e-09,9.970334780007306e-09
1967,1.2818872185960117e-08,6.902469706915326e-09
1968,7.635406973349745e-09,8.533690198930799e-09
1969,1.1808570121729645e-08,2.1346261647181564e-08
1970,6.438214850135182e-09,1.0117195081704722e-08
1971,3.083038491169532e-09,4.624557625731995e-09
1972,8.208234980600082e-09,1.2312352026810913e-08
1973,7.1671650836435674e-09,4.9618833486420044e-09
1974,3.3753431161187564e-09,8.438357568252286e-09
1975,6.282628195464213e-09,7.4249242310031605e-09
1976,9.712995741040231e-09,3.9994687561772935e-09
1977,1.1753563677885381e-09,6.464460078348111e-09
1978,7.128709622605811e-09,2.3762365408686037e-09
1979,5.851973128301324e-09,2.3407893401383717e-09
1980,5.6851505725319385e-09,9.664756106531058e-09
1981,6.325549417596221e-09,1.0120879245789638e-08
1982,4.345251713999687e-09,4.345251713999687e-09
1983,7.57837881337764e-09,6.946847541655643e-09
1984,6.958810416790584e-09,2.8995041922996734e-09
1985,4.812446441349039e-09,7.218669662023558e-09
1986,1.019062523255343e-08,1.2588419195935785e-08
1987,7.332980445085013e-09,9.777306964053878e-09
1988,7.195864348830128e-09,6.596209356501959e-09
1989,9.329808037250586e-09,1.0976243913773942e-08
1990,4.358920779878872e-09,9.80757164370516e-09
1991,5.2753188484189195e-09,1.2895223555631219e-08
1992,5.509944056569793e-09,5.509944056569793e-09
1993,8.862731881720265e-09,9.416652346772025e-09
1994,7.384897138251745e-09,1.5297286992677073e-08
1995,4.880205572987961e-09,1.0844901865425527e-08
1996,1.6548085568501847e-08,6.939520069693117e-09
1997,4.794894259418925e-09,1.102825741838842e-08
1998,4.291316191284977e-09,5.2449422582867555e-09
1999,6.398281460207045e-09,7.312321859131998e-09
2000,7.510653432518666e-09,6.185244316725402e-09
2001,7.886181485616817e-09,8.324302136486494e-09
2002,5.6955880012310445e-09,1.270554239596322e-08
2003,5.8336921959778465e-09,1.12506919336397e-08
2004,8.369103632333008e-09,1.497629043001325e-08
2005,6.305249655724765e-09,9.457874483587148e-09
2006,9.882935358973555e-09,1.1118302722934459e-08
2007,4.393927444112933e-09,8.787854888225866e-09
2008,6.811903485726134e-09,7.663391698997657e-09
2009,9.059565542202108e-09,8.105927484791664e-09
2010,1.2281861749841028e-08,7.085689368580006e-09
2011,6.883149605840799e-09,4.971163480860241e-09
2012,5.1063788752969685e-09,6.468080293586809e-09
2013,4.741512515948898e-09,1.0040849929282558e-08
2014,9.527958866328845e-09,6.712880029624557e-09
2015,1.2634480128781433e-08,7.536356427806368e-09
2016,1.4085112631789798e-08,7.45682449121432e-09
2017,2.264050280587071e-08,7.043711836018929e-09
2018,7.486253394972664e-09,7.228107001822082e-09
2019,8.673358031785483e-09,3.3162841361900064e-09
