year,peut_VERB hériter_VERB,peut_VERB mériter_VERB
1963,3.685650185047962e-08,6.595374202333915e-08
1964,2.1293889318485526e-08,8.82175399397056e-08
1965,3.3379464525751246e-08,8.262785655688276e-08
1966,2.4925835617750636e-08,6.037591759877614e-08
1967,3.5498416650625586e-08,8.282963648298391e-08
1968,3.054162789339898e-08,1.149802457689475e-07
1969,3.179230390060184e-08,8.674757623339246e-08
1970,2.6672605457633836e-08,9.05948809304391e-08
1971,1.9525909777939887e-08,8.118667693679527e-08
1972,3.078088184338412e-08,7.74652164636791e-08
1973,1.929621262775072e-08,7.277429148189185e-08
1974,4.050411561706824e-08,6.750686054601829e-08
1975,4.16938057412608e-08,6.282628106646371e-08
1976,2.9138986334942274e-08,4.8564977817022736e-08
1977,2.6445517775641747e-08,5.171568062678489e-08
1978,3.326731246033887e-08,4.871284886576177e-08
1979,3.803782533395861e-08,7.373486710093857e-08
1980,3.6953480275769834e-08,4.036456857647863e-08
1981,2.783241725978769e-08,4.933928465788995e-08
1982,4.0969514003563745e-08,4.96600165433847e-08
1983,4.0418022706489865e-08,4.736487113632393e-08
1984,3.479405208395292e-08,6.088959025873919e-08
1985,4.812446263713355e-08,4.812446263713355e-08
1986,3.7765257587807355e-08,5.155257554179116e-08
1987,5.1330861339238254e-08,6.294141030593892e-08
1988,2.6384837426007834e-08,4.077656612366809e-08
1989,3.786804469996241e-08,5.2137160366783064e-08
1990,2.7788120249283565e-08,6.156975729254555e-08
1991,4.8064013213888757e-08,2.989347080983862e-08
1992,5.3997453619558655e-08,5.67524232053529e-08
1993,3.323524566667402e-08,4.4867579873653085e-08
1994,4.325439917352014e-08,5.5386728092798876e-08
1995,5.097103894513566e-08,5.259777324795323e-08
1996,3.4697599460287165e-08,3.6299027783570637e-08
1997,3.931813452595634e-08,3.4043750929413363e-08
1998,5.721755158560882e-08,4.291316457738503e-08
1999,4.707307255102933e-08,3.701862993921168e-08
2000,3.534425019324772e-08,4.373851325567557e-08
2001,4.600272518473503e-08,4.425023902854264e-08
2002,3.6364138367162013e-08,4.381221430094229e-08
2003,4.0835843151398876e-08,5.291992266620582e-08
2004,5.109557932314601e-08,4.448839163728735e-08
2005,4.548786947111694e-08,7.251036748812112e-08
2006,4.4473210891737835e-08,4.4473210891737835e-08
2007,5.592271179466479e-08,4.154258803623634e-08
2008,4.896055472158878e-08,4.044567702976565e-08
2009,6.627787740853819e-08,4.291373301157364e-08
2010,4.818268806161541e-08,4.7237929123866707e-08
2011,5.2770811720392885e-08,4.168129308368407e-08
2012,4.5616985744345584e-08,4.5616985744345584e-08
2013,4.1000138395475005e-08,3.960557393156705e-08
2014,3.551330252093976e-08,4.092691341384125e-08
2015,3.1697027225163765e-08,4.809968601193759e-08
2016,3.7076986814099655e-08,5.364770672144914e-08
2017,4.754505411597165e-08,4.754505411597165e-08
2018,4.001273268272598e-08,3.278462656908232e-08
2019,3.90301124753023e-08,4.591777980067491e-08
