year,tout_DET arc_NOUN
1941,6.493305537702554e-08
1942,1.790184995797972e-07
1943,1.4225852318361376e-07
1944,6.747690761699232e-08
1945,1.3506725338174874e-07
1946,4.5939644977011085e-08
1947,3.5762612426992746e-08
1948,3.1528474941922013e-08
1949,4.221313654184655e-08
1950,8.295581777062466e-08
1951,1.2687067751926406e-07
1952,6.432330224015459e-08
1953,9.69644498027833e-09
1954,1.172704333640695e-08
1955,7.226918086189471e-08
1956,2.616342564820684e-08
1957,3.26896383850972e-08
1958,3.2261749938200524e-08
1959,3.332821718604606e-08
1960,5.329041541379809e-08
1961,3.613042875993955e-08
1962,8.307962895415244e-08
1963,4.073613357746808e-08
1964,6.2056478622452e-08
1965,3.830430239659677e-08
1966,1.8278945912442168e-08
1967,6.458739720827111e-08
1968,4.1321024824014785e-08
1969,3.9967467557744385e-08
1970,5.932355195970018e-08
1971,3.80241416131355e-08
1972,6.720492518041965e-08
1973,4.02463860016411e-08
1974,3.150320015965491e-08
1975,2.1703625119329217e-08
1976,1.7711933031350213e-08
1977,2.11564152863275e-08
1978,2.1980188558146097e-08
1979,2.0481905949054635e-08
1980,2.387763364808393e-08
1981,1.518131853561755e-08
1982,6.2075020679230875e-09
1983,2.4629732364722656e-08
1984,1.5657322771645e-08
1985,9.624892882698077e-09
1986,1.798345583559069e-08
1987,1.4665960890170027e-08
1988,6.596209245479656e-09
1989,1.8659615741434266e-08
1990,2.3974064289333796e-08
1991,7.6199047072123e-09
1992,3.30596661157756e-09
1993,1.384801839865446e-08
1994,4.747434001473039e-09
1995,8.675921314704738e-09
1996,9.60856594289794e-09
1997,8.630809844589749e-09
1998,1.2397136206487858e-08
1999,8.226361730701015e-09
2000,6.627047355323157e-09
2001,4.381211921034023e-09
2002,8.324320788233308e-09
2003,1.666769106067889e-08
2004,1.4535811138083332e-08
2005,6.755624615273348e-09
2006,7.823990955113658e-09
2007,5.592271090648637e-09
2008,9.792111343998045e-09
2009,1.7165492582904562e-08
2010,1.2754241662804588e-08
2011,1.6060681617968697e-08
2012,7.148930669664821e-09
2013,4.462600067256517e-09
2014,8.22869172800722e-09
2015,7.758013897962712e-09
2016,2.899876117012923e-09
2017,4.779661555431858e-09
2018,3.872200171617379e-09
2019,6.122370777017494e-09
