year,pouvaient_VERB hériter_VERB,pouvaient_VERB mériter_VERB
1845,1.562463758375543e-08,1.897277535078956e-08
1846,1.2294452567118697e-08,3.9810608143397985e-08
1847,1.294373674909366e-08,6.094342808182773e-08
1848,4.103063133698015e-08,3.942158599556933e-08
1849,1.75967720394965e-08,2.4300303991253713e-08
1850,2.0366988096043315e-08,2.7834882843080777e-08
1851,2.5152811389261842e-08,4.772584816237213e-08
1852,9.765818376195057e-09,2.539112742283578e-08
1853,1.5527023222716707e-08,2.5679307569248522e-08
1854,4.676098175337984e-09,4.052618152172727e-08
1855,1.2205955357558196e-08,4.617035287424187e-08
1856,2.485050742961903e-08,2.2779632402603056e-08
1857,1.0251168802710708e-08,2.4895696171256532e-08
1858,1.1255455234504552e-08,2.104280660830682e-08
1859,1.629495471888731e-08,2.2914779407301467e-08
1860,6.408057640072684e-09,2.334363813361051e-08
1861,1.131831339762357e-08,2.4051415081771665e-08
1862,8.132375661773494e-09,2.2138133104476765e-08
1863,1.7980635647063536e-08,1.4983863039219614e-08
1864,1.1986819536957682e-08,1.726102105692462e-08
1865,1.4591217123438582e-08,2.2122168985561075e-08
1866,2.432806400776144e-09,2.6274308950746672e-08
1867,6.308654931785895e-09,2.1837651686951176e-08
1868,1.1855697756857353e-08,2.5687345583946808e-08
1869,1.5138908793232986e-08,2.3440891894210836e-08
1870,9.747882501187632e-09,1.7202147262196377e-08
1871,1.805600113868877e-08,2.3366590440332402e-08
1872,1.4513614310374123e-08,1.2094679036067646e-08
1873,2.1549615425442425e-08,1.97538145840781e-08
1874,1.7326366119618797e-08,2.3300975371398636e-08
1875,1.2587359599081083e-08,2.4030413214859436e-08
1876,4.232210137899983e-09,3.4462285469771814e-08
1877,1.0514186854493346e-08,2.1646856751544874e-08
1878,1.0870359723469392e-08,2.2344627481629686e-08
1879,1.0385853066452455e-08,3.604501941367744e-08
1880,1.5402831010646878e-08,1.2835692508872398e-08
1881,3.4862537301449947e-09,8.367009307619355e-09
1882,1.5972924316542958e-08,1.3310770263785798e-08
1883,1.0110942305630033e-08,2.5277355319985872e-08
1884,2.178559910248623e-08,3.1027976632458376e-08
1885,5.156508553483263e-09,3.222817923642651e-08
1886,2.0651084398082276e-08,1.2261581083805595e-08
1887,1.566941953967671e-08,7.834709769838355e-09
1888,5.706553452000662e-09,1.8387781963724592e-08
1889,1.1277245803853475e-08,1.4409814674820609e-08
1890,1.5730527991308918e-08,1.3764211992395303e-08
1891,5.736798147637501e-09,1.784781566982474e-08
1892,1.191017329205124e-08,2.382034658410248e-08
1893,1.1085149687062312e-08,6.774258043407144e-09
1894,9.452309157609307e-09,1.071261657159539e-08
1895,2.347259631108045e-08,1.625025980445116e-08
1896,2.299841384001411e-08,9.435246361988447e-09
1897,8.157399200570126e-09,1.2818770045441852e-08
1898,3.960848538042683e-09,1.2448380992680086e-08
1899,7.738609753005221e-09,9.949641111006713e-09
1900,8.30568502863116e-09,9.863001082521805e-09
1901,3.912117296778206e-09,1.2295225282343836e-08
1902,8.838511256215043e-09,1.9641135384773634e-09
1903,2.1060859722865644e-08,5.940242076007962e-09
1904,7.524475265086039e-09,5.374625189347171e-09
1905,1.5482277682110634e-09,9.28936660926638e-09
1906,1.18316245689698e-08,1.18316245689698e-08
1907,6.1714118260169926e-09,4.114274698707732e-09
1908,6.384805573134145e-09,1.276961114626829e-08
1909,3.850688656825696e-09,1.3752458727367411e-08
1910,4.275320542035388e-09,5.878565634276356e-09
1911,7.980561100850991e-09,4.25629931299909e-09
1912,3.646594803896619e-09,9.376957876838787e-09
1913,9.015082902408267e-09,6.363587878865928e-09
1914,6.027069510139427e-09,8.705766774141921e-09
1915,7.068456930880984e-09,1.1780762143587253e-08
1916,4.394984820521586e-09,1.2086208478478966e-08
1917,4.386569774084137e-09,3.289927441585405e-09
1918,8.040463406189247e-09,5.743188147278033e-09
1919,1.6574126959767455e-08,6.4454939163738345e-09
1920,4.543339038320937e-09,1.0601124422748853e-08
1921,3.7863738810983705e-09,1.6660044011018726e-08
1922,4.426761179843197e-09,1.1804696775641332e-08
1923,7.431163684401554e-09,1.1677542488541803e-08
1924,5.156649773851996e-09,0.0
1925,6.598906754362588e-09,7.698724324711748e-09
1926,1.0031524944054127e-08,1.4489979882625903e-08
1927,3.3447675740205796e-09,1.2264147031260109e-08
1928,6.8556245125250825e-09,1.0283437212876834e-08
1929,6.684243825105796e-09,1.6710609784809094e-08
1930,1.1553964007759987e-08,9.453243521306831e-09
1931,1.0264820993199919e-08,1.0264820993199919e-08
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,2.064719240024715e-08,9.176529758292418e-09
1934,8.38710612072191e-09,1.3179738189705859e-08
1935,8.377798899061872e-09,5.98414207075848e-09
1936,3.6374143697059935e-09,7.274828739411987e-09
1937,7.554670666820584e-09,5.0364472592434595e-09
1938,9.075650453382877e-09,1.1668692678767911e-08
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,1.0143131667916805e-08,1.0143131667916805e-08
1941,1.1806010391524069e-08,1.1806010391524069e-08
1942,1.8205270180260413e-08,1.8205270180260413e-08
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,1.089252066321933e-08,6.535512131478072e-09
1946,0.0,9.744772988540262e-09
1947,0.0,1.6689218895749036e-08
1948,1.195907639583993e-08,4.348755133776194e-09
1949,5.890204768377316e-09,5.890204768377316e-09
1950,4.2541445921528975e-09,8.508289184305795e-09
1951,4.264560704569931e-09,6.396841278899501e-09
1952,3.1634410646574906e-09,5.272402070488624e-09
1953,1.0773827385790469e-09,1.6160740301529586e-08
1954,5.863521668203475e-09,1.07497895029951e-08
1955,4.6928039232341234e-09,6.569925492527773e-09
1956,6.976913269340912e-09,1.4825940475304833e-08
1957,7.951533653738352e-09,1.1485549400447326e-08
1958,4.9633461784992505e-09,8.272243334772611e-09
1959,6.200598257066758e-09,8.525822714489095e-09
1960,8.305000243069571e-09,7.612916519406099e-09
1961,9.03260666262895e-09,1.042223907177231e-08
1962,5.0735651235811474e-09,5.7077609305622445e-09
1963,1.2932106496776896e-09,7.759263453976928e-09
1964,4.867174663303331e-09,4.867174663303331e-09
1965,8.20806533852192e-09,4.924839203113152e-09
1966,4.431259803538978e-09,3.3234448526542337e-09
1967,6.409436092980059e-09,6.409436092980059e-09
1968,7.186265360559219e-09,1.2126823101255013e-08
1969,3.6334062425424918e-09,1.090021850558287e-08
1970,1.3336302728816918e-08,7.3579600190498695e-09
1971,7.707596338946132e-09,6.679916619845017e-09
1972,4.104117490300041e-09,4.6171320100540925e-09
1973,1.1026407342740185e-08,2.205281512956958e-09
1974,5.625571564138454e-09,6.1881286761433785e-09
1975,9.709516746170266e-09,3.4268881066168433e-09
1976,9.712995741040231e-09,6.8562320265641574e-09
1977,1.1165885105413054e-08,4.11374712072643e-09
1978,4.752473081737207e-09,1.7821774056514528e-09
1979,9.948355028654987e-09,6.437170796402825e-09
1980,7.390696055153967e-09,5.6851505725319385e-09
1981,4.427884725544118e-09,1.8976649140967083e-09
1982,1.1794254461960918e-08,3.1037510339615437e-09
1983,3.157658134966823e-09,1.2630632095778083e-09
1984,3.479405208395292e-09,5.219107812592938e-09
1985,1.142956040922627e-08,3.609334831011779e-09
1986,1.019062523255343e-08,7.1933827783254856e-09
1987,1.2221633483022742e-08,7.332980445085013e-09
1988,3.597932174415064e-09,3.597932174415064e-09
1989,1.3171493229435782e-08,3.2928733073589456e-09
1990,1.5256222951620657e-08,4.90378582185258e-09
1991,1.0550637696837839e-08,2.9307325455363298e-09
1992,1.2672871640972971e-08,2.7549720282848966e-09
1993,6.093128224193833e-09,5.539207315052863e-09
1994,1.002236071911966e-08,3.6924485691258724e-09
1995,3.253470381991974e-09,1.626735190995987e-09
1996,1.014237493990322e-08,0.0
1997,1.4864173003559245e-08,6.233362714880286e-09
1998,7.152193948201102e-09,7.152193948201102e-09
1999,1.0968483010742602e-08,5.941261704833778e-09
2000,6.185244316725402e-09,7.510653432518666e-09
2001,1.3581756164171566e-08,3.5049694258049158e-09
2002,1.5334276071143904e-08,7.448076377869484e-09
2003,1.0417307017007715e-08,6.667076668520622e-09
2004,7.488145215006625e-09,5.285749615779878e-09
2005,6.305249655724765e-09,3.602999676388663e-09
2006,1.2353670086895363e-08,1.6471559671771274e-09
2007,1.837460494868992e-08,4.393927444112933e-09
2008,1.575252639440805e-08,2.554463751636149e-09
2009,7.629108011997232e-09,5.245011536203492e-09
2010,5.196172381261022e-09,2.8342759250676863e-09
2011,7.265546830836911e-09,6.118355155848576e-09
2012,7.489355802192676e-09,4.425528388196653e-09
2013,6.414987652192394e-09,6.414987652192394e-09
2014,5.413613113347537e-09,5.630157673408576e-09
2015,6.428068743957738e-09,7.979671146074452e-09
2016,5.178350193091319e-09,6.628288140575478e-09
2017,7.043711836018929e-09,3.018733707449428e-09
2018,9.035133530232997e-09,5.162933192082164e-09
2019,4.3366790158927415e-09,5.3570743396846865e-09
