year,est_VERB orale_ADJ,est_VERB morale_ADJ
1840,1.3376346252869098e-08,5.6053259811505995e-08
1841,3.852329122366882e-09,6.22793194793303e-08
1842,6.708265054555795e-10,9.12324082946725e-08
1843,7.088293507706567e-09,7.50177733266355e-08
1844,1.3172547497219966e-08,7.683986069650928e-08
1845,7.254296274794569e-09,6.361459981008011e-08
1846,1.5807152919933287e-08,7.025401771443285e-08
1847,5.3932236454556914e-09,5.662884916546318e-08
1848,7.24069959545659e-09,8.286578179195203e-08
1849,1.8434713311421547e-08,5.53041381579078e-08
1850,1.2899092460827433e-08,6.924776130290411e-08
1851,1.9348316726564008e-08,1.0319102017319892e-07
1852,4.557382027314816e-09,6.836072685700856e-08
1853,2.6873692604567623e-08,6.569125332589465e-08
1854,8.832629738719788e-09,6.546537179019651e-08
1855,8.491099379170919e-09,6.04990830765928e-08
1856,1.0354378687793542e-08,5.901995692170203e-08
1857,1.610898081594314e-08,6.68766730882453e-08
1858,2.0553439838977283e-08,6.606462932268187e-08
1859,1.323965115318515e-08,6.110607841947058e-08
1860,6.408057640072684e-09,8.879737123379527e-08
1861,8.017138064531082e-09,8.818852137437716e-08
1862,8.132375661773494e-09,8.35827478340434e-08
1863,1.048870412745373e-08,7.741662244598047e-08
1864,1.102787461348953e-08,6.185199197261682e-08
1865,1.1767110841276462e-08,4.706844336510585e-08
1866,1.4596838404656864e-08,5.5954547661940524e-08
1867,6.308654931785895e-09,6.211598702066112e-08
1868,8.397785578040384e-09,7.656804967837161e-08
1869,5.860222973552709e-09,6.83692675806924e-08
1870,1.6055336615750093e-08,9.747883211730368e-08
1871,2.2304472935275044e-08,5.629224020253787e-08
1872,3.0236694925633856e-08,7.559174264315516e-08
1873,3.052862140862089e-08,6.46488516053978e-08
1874,1.0156835372754358e-08,7.946230340394322e-08
1875,1.2587359599081083e-08,6.064819046969205e-08
1876,1.874264654588842e-08,9.129482236858166e-08
1877,6.184816214727107e-09,5.1952454782622226e-08
1878,3.563062378475479e-08,8.092379033541874e-08
1879,1.0996785704264767e-08,3.5434087664043545e-08
1880,1.2193908105473383e-08,7.701415682959123e-08
1881,6.2752567586699115e-09,7.669758161910067e-08
1882,1.4641846846075168e-08,7.05470810657971e-08
1883,7.58320695126713e-09,8.278333751832179e-08
1884,1.2543224237049344e-08,4.885255577846692e-08
1885,1.5469526104539e-08,4.834226885463977e-08
1886,1.7424351739236954e-08,4.38835527916126e-08
1887,1.1752064210668323e-08,5.6148753202478474e-08
1888,7.60873763994141e-09,4.818867083145051e-08
1889,1.3156786771162388e-08,6.01453109538852e-08
1890,2.4251230357208442e-08,7.144281255477836e-08
1891,1.7210394887001712e-08,5.2268603667471325e-08
1892,1.1283322720601063e-08,8.713232091395184e-08
1893,1.9091091374434654e-08,9.91505046954444e-08
1894,1.2603078580752936e-08,7.876924001948282e-08
1895,2.4074457982692365e-08,7.402896073926968e-08
1896,1.2973464080801023e-08,6.958494225273171e-08
1897,1.6897470089816125e-08,7.283392022827684e-08
1898,9.05336783318944e-09,7.355861697533328e-08
1899,1.6582735185011188e-08,9.286331703606265e-08
1900,3.7894686499839736e-08,9.032432757294373e-08
1901,2.235495522029396e-08,9.668518430316908e-08
1902,2.4060391012881155e-08,6.481574388317313e-08
1903,1.7820726228023887e-08,8.424343889146257e-08
1904,1.7198800605910947e-08,6.71828175313749e-08
1905,2.115911179600971e-08,7.328277717988385e-08
1906,1.0288369267641428e-08,7.459067319359747e-08
1907,1.697138252154673e-08,8.794262384981266e-08
1908,7.367083831866239e-09,1.070682813519852e-07
1909,1.7053048750881317e-08,9.351671792501293e-08
1910,1.3894791983659616e-08,5.71824116946118e-08
1911,1.1172785363555704e-08,8.086968961151797e-08
1912,8.856016364688912e-09,1.2294233897591766e-07
1913,5.833288518886093e-09,7.265096257924597e-08
1914,8.036092680185902e-09,4.151981158884155e-08
1915,5.890381071793627e-09,7.775302890422608e-08
1916,1.4283700444650549e-08,8.570220444426013e-08
1917,8.773139548168274e-09,1.2063067345025047e-07
1918,2.8715941624568586e-08,7.351280828515883e-08
1919,1.6574126959767455e-08,6.537572261322566e-08
1920,1.0601124422748853e-08,5.1491177543994127e-08
1921,1.060184651180407e-08,6.739745117556595e-08
1922,9.591316185719734e-09,7.673052948575787e-08
1923,1.0615948120573648e-08,8.068120394000289e-08
1924,6.445812328337297e-09,6.574728672603669e-08
1925,1.5397448649423495e-08,6.048998102414771e-08
1926,2.7865345586519652e-08,6.35329868714507e-08
1927,1.1149224654616319e-08,8.138934504131612e-08
1928,1.2568645679778001e-08,5.484499610020066e-08
1929,1.4482528065684619e-08,5.681607362362229e-08
1930,2.7309368988426286e-08,1.039856769580183e-07
1931,1.710803587684495e-08,9.466445760608622e-08
1932,7.6716757391182e-09,8.000461804158476e-08
1933,3.0970788600370724e-08,6.76769076335404e-08
1934,1.677421224144382e-08,6.11060571031885e-08
1935,1.555876849579363e-08,7.540018742702159e-08
1936,3.6374142808881516e-08,5.698615979099486e-08
1937,8.813782592653752e-09,6.1696475484041e-08
1938,1.4261735792331365e-08,6.482607517455108e-08
1939,1.8352860564618823e-08,5.8117393564316444e-08
1940,1.0143131667916805e-08,4.3108308034334186e-08
1941,2.066051862925633e-08,5.017554371988808e-08
1942,1.517105907566929e-08,7.888950648293758e-08
1943,2.9032352077962287e-09,6.387117679196308e-08
1944,1.6065930807940276e-08,6.42637232317611e-08
1945,6.535512131478072e-09,6.753362669087437e-08
1946,4.1763312808029696e-09,9.46635054788203e-08
1947,2.5033829231801974e-08,7.271731305991125e-08
1948,2.391815279167986e-08,7.827759418432834e-08
1949,1.8652315247891238e-08,6.282885323116716e-08
1950,1.701657836861159e-08,7.444752725405124e-08
1951,2.1322803078760444e-08,5.010858927789741e-08
1952,2.2144087452602434e-08,8.014050933979888e-08
1953,2.5857186614075545e-08,5.8178667217134716e-08
1954,1.6613311615287785e-08,6.645324646115114e-08
1955,2.9095383879962355e-08,7.320774386698758e-08
1956,2.7907653077363648e-08,7.936238688444064e-08
1957,2.6505112771246786e-08,6.979679767482594e-08
1958,2.6471179026543723e-08,4.384289198355873e-08
1959,1.4726420971555854e-08,6.045583234026708e-08
1960,2.145458388724819e-08,6.505583627358646e-08
1961,2.848745239703021e-08,9.727423133654156e-08
1962,2.219684702708946e-08,8.181123689610104e-08
1963,4.008953169432061e-08,6.207410763181542e-08
1964,3.04198408684897e-08,6.996563683969725e-08
1965,2.2982582947861374e-08,1.1108247832680718e-07
1966,1.8278946356531378e-08,6.813061759203265e-08
1967,2.5144711202074177e-08,7.494109866001963e-08
1968,1.7965662735264232e-08,8.39894767068472e-08
1969,2.2708789515490935e-08,6.721801781850445e-08
1970,3.357069289222636e-08,7.817832425871529e-08
1971,2.4664307929356255e-08,6.88545256366524e-08
1972,2.4111690422046195e-08,7.13090386739168e-08
1973,3.859242525550144e-08,6.229920046507686e-08
1974,4.387946006545462e-08,5.794338875375615e-08
1975,4.3407247574123176e-08,7.310694627449266e-08
1976,3.25671045686704e-08,7.71326114090698e-08
1977,2.291944944943225e-08,6.581995393162288e-08
1978,2.4356424432880885e-08,6.95049209298304e-08
1979,3.920822067016161e-08,6.495690740848659e-08
1980,4.3207144528878416e-08,7.674953650393945e-08
1981,4.1116070548241623e-08,8.476236246224289e-08
1982,4.221101690404794e-08,7.573152771556124e-08
1983,3.915495838668903e-08,6.378468953016636e-08
1984,3.189454744756404e-08,7.132780410756823e-08
1985,4.030423994549892e-08,4.752291005161169e-08
1986,4.1961399688261736e-08,5.634816346855587e-08
1987,4.6442206524943686e-08,6.599682222940828e-08
1988,3.957725525083333e-08,7.495692244674501e-08
1989,4.445378820605583e-08,7.079677288857056e-08
1990,4.195461400513523e-08,7.13773289362507e-08
1991,4.9822453718206816e-08,9.202500450555817e-08
1992,4.903850481241534e-08,8.760811454067152e-08
1993,4.929894714678085e-08,7.976458960001764e-08
1994,3.9034457444131476e-08,8.017888575295729e-08
1995,4.2837360325620466e-08,6.669614549537073e-08
1996,4.6441403611652277e-08,7.206424612604678e-08
1997,6.329261026394306e-08,7.52798428038659e-08
1998,3.8621845277475586e-08,7.819731706604216e-08
1999,4.753009363867022e-08,5.758453625048787e-08
2000,4.683113274950301e-08,8.968603992798307e-08
2001,4.8631449089953094e-08,8.28049024903521e-08
2002,6.966142507280892e-08,8.28050872314634e-08
2003,4.4169382817926817e-08,7.708807459039235e-08
2004,4.757174565384048e-08,8.104815663045883e-08
2005,9.908249154477744e-08,7.926599465690742e-08
2006,5.7650460405511694e-08,9.594683803015869e-08
2007,4.234148320847453e-08,6.550946096695043e-08
2008,3.874270149140102e-08,6.982200773109071e-08
2009,5.24501189147486e-08,7.77215376501772e-08
2010,5.1016964874861515e-08,9.069682960216596e-08
2011,4.93292375836063e-08,6.271314134664863e-08
2012,3.846805540774767e-08,5.344676878848986e-08
2013,5.4109026592641385e-08,4.741512427131056e-08
2014,8.163728182353225e-08,6.27979090950248e-08
2015,8.644644111654998e-08,5.563604332792238e-08
2016,6.421154097324688e-08,7.622531228435037e-08
2017,7.823551584351662e-08,6.087779524932557e-08
2018,5.705041417058965e-08,6.092261628509732e-08
2019,4.9489162989857505e-08,4.897896488387232e-08
