year,tout_DET air_NOUN,tout_DET maire_NOUN
1843,6.852016487535195e-08,2.953455535692484e-09
1844,4.9945909186277504e-08,3.841992834985319e-09
1845,3.0691253649628436e-08,2.790114028705659e-09
1846,3.0443406462410394e-08,2.3418005312692003e-09
1847,1.9954927488186058e-08,4.853901280910122e-09
1848,2.735375348450475e-08,1.126331028444838e-08
1849,2.0110596077316245e-08,1.0893239643650077e-08
1850,2.308258650884909e-08,6.788996032014438e-09
1851,2.5152811833351052e-08,1.1608989769484879e-08
1852,3.971432893656868e-08,1.8880582652869293e-08
1853,4.001194353620008e-08,1.4332636855129977e-08
1854,4.1565314301550416e-08,3.1173986725363534e-09
1855,5.890700194299825e-08,1.5920811335945473e-09
1856,4.607698289582629e-08,3.6240324075009767e-09
1857,6.053071155420753e-08,5.369659827891837e-09
1858,3.6213203102875013e-08,2.936205500958522e-09
1859,4.8884864156661934e-08,4.073738679721828e-09
1860,3.890606170564581e-08,1.373155145145688e-09
1861,2.405141441563785e-08,3.3011746669586728e-09
1862,2.6656119089807362e-08,4.969784916930564e-09
1863,3.4962344408473456e-08,1.0988165932701577e-08
1864,4.7947280257254477e-08,1.1507347075223606e-08
1865,3.765475320438583e-08,4.706844358715045e-10
1866,4.427707916976331e-08,8.758103353656566e-09
1867,2.426405742994575e-08,9.220341823379385e-09
1868,1.877152078222366e-08,8.891773206620712e-09
1869,3.7114745499167157e-08,1.1720445947105418e-08
1870,2.9243648835830527e-08,5.160643912205387e-09
1871,1.0621176826930423e-08,2.549082545044712e-08
1872,4.354084193192165e-08,3.9307706645175244e-08
1873,3.3521626696675355e-08,1.7958013298624564e-08
1874,3.10679680870507e-08,2.3300975815487845e-08
1875,1.4875970122396609e-08,2.2313955794217577e-08
1876,4.0508298493335815e-08,7.255217537860403e-09
1877,2.4120783148617875e-08,1.0514187298582556e-08
1878,1.811726657585666e-08,1.0266450689577766e-08
1879,4.887460258728993e-08,1.221865053580018e-08
1880,2.5671384795700192e-08,1.5402831454736088e-08
1881,2.9284531355422416e-08,9.064260009239433e-09
1882,2.5956001570293097e-08,9.983077919883954e-09
1883,2.654122283063387e-08,1.8958016934078614e-08
1884,3.4328825115892414e-08,5.281357573494461e-09
1885,4.447488510805897e-08,1.0313017329011132e-08
1886,1.4842967244188543e-08,3.2267318816892043e-09
1887,2.285123695822122e-08,9.79338704576449e-09
1888,2.346027505595316e-08,6.974676169946292e-09
1889,4.51089832154139e-08,3.759082101151279e-09
1890,4.0637195386494795e-08,1.2453334363726754e-08
1891,2.1672347472190268e-08,1.0198752065093686e-08
1892,2.1312942521944933e-08,3.0715711751838626e-08
1893,1.4780199342201428e-08,1.046930814263547e-08
1894,3.7179083589578e-08,1.3863386216783624e-08
1895,1.5648397910794642e-08,8.426060071897723e-09
1896,2.2998413173880294e-08,9.435246750566506e-09
1897,1.5732126934508983e-08,4.661370844871726e-09
1898,1.69750646872302e-08,3.96084842702038e-09
1899,9.949641111006713e-09,4.9748205555033564e-09
1900,1.1939422339679595e-08,7.267474289029963e-09
1901,2.2913829500481597e-08,1.1736351890334618e-08
1902,3.83002145554201e-08,3.4371986368242347e-09
1903,2.7001100910695186e-08,1.6200660812870638e-09
1904,2.20359632763234e-08,1.0211787859759625e-08
1905,1.341797323251015e-08,1.4966201611343877e-08
1906,1.3374879426208963e-08,1.7490227932626112e-08
1907,1.337139288182243e-08,6.68569621886661e-09
1908,2.062783477363439e-08,1.0313917053750288e-08
1909,1.3752459171456621e-08,6.60118004702781e-09
1910,3.046165797382372e-08,3.206490406526541e-09
1911,9.576673454247953e-09,3.7242618988742038e-09
1912,1.7712032729377825e-08,4.1675369266691575e-09
1913,2.8636144122629048e-08,2.121195885607108e-09
1914,1.674185973188358e-08,6.027069343605973e-09
1915,2.1205371680821372e-08,1.64930663570928e-08
1916,3.2962386153911893e-09,8.57022028899479e-08
1917,1.0966424213165737e-08,2.8512702976435378e-08
1918,1.9526840588923733e-08,1.722956355365568e-08
1919,3.867296449744373e-08,4.603924186330488e-09
1920,4.240449769099541e-08,1.0601124866838063e-08
1921,1.741731914250977e-08,5.300923255902035e-09
1922,1.0329110011753073e-08,1.3280283539529592e-08
1923,2.44166811214086e-08,2.1231896241147297e-09
1924,1.5469949654622894e-08,9.02413699321869e-09
1925,2.3096174084358267e-08,1.0998177923937646e-09
1926,1.5604593173179637e-08,3.343841648018042e-09
1927,3.34476758512281e-08,1.1149224876660924e-09
1928,1.7139061725401916e-08,3.4278122562625413e-09
1929,3.342121956961819e-08,1.1140406375176326e-09
1930,2.520864939015155e-08,4.201441528017824e-09
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,2.301502632917618e-08,2.1919073223131136e-09
1933,9.176529758292418e-09,3.4411986593596566e-09
1934,1.9170528275935794e-08,2.3963160344919743e-09
1935,1.795242710045386e-08,5.98414207075848e-09
1936,1.2124715009775855e-08,8.487300195980652e-09
1937,2.2664012888640173e-08,7.55467088886519e-09
1938,7.779128452511941e-09,0.0
1939,1.8352860564618823e-08,4.588215141154706e-09
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,3.541802984230458e-08,3.24665290207804e-08
1942,3.034211770724937e-09,0.0
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,3.0499055725385915e-08,4.357008087652048e-09
1946,4.1763311919851276e-08,2.7842208538686464e-09
1947,2.6225916327504706e-08,4.7683483828109274e-09
1948,1.195907639583993e-08,2.174377566888097e-09
1949,1.5707213085747185e-08,5.890204768377316e-09
1950,2.0207187478860078e-08,4.2541445921528975e-09
1951,3.1984203729962246e-08,2.1322803522849654e-09
1952,1.4762725264461096e-08,1.0544803918932644e-09
1953,1.508335856215126e-08,9.696444758233724e-09
1954,1.8567819282111486e-08,9.772536113672459e-10
1955,2.3464020060259827e-08,2.815682353940474e-09
1956,1.0465370126055973e-08,0.0
1957,1.8553580005686854e-08,1.7670075402875796e-09
1958,4.9633461784992505e-09,9.099467956907858e-09
1959,2.8677767716089875e-08,7.75074793235575e-09
1960,7.61291657491725e-09,2.7683333403416555e-09
1961,3.265634918037108e-08,5.55852741612739e-09
1962,1.5220695481765745e-08,5.707760875051093e-09
1963,2.0691370394843034e-08,3.879632060055371e-09
1964,1.0342745992986124e-08,6.083968384640315e-09
1965,2.517140029745235e-08,5.47204326295514e-09
1966,2.1602390987141007e-08,3.8773524391189085e-09
1967,2.3665610304757223e-08,7.395503209828291e-09
1968,2.290622025391542e-08,1.7965663401398047e-09
1969,2.089208669953102e-08,7.720988182136068e-09
1970,2.1614008027803777e-08,6.438214850135182e-09
1971,4.162101840954335e-08,9.762955333059153e-09
1972,3.5398013853438215e-08,4.6171320100540925e-09
1973,3.528450381873327e-08,3.859242703185828e-09
1974,2.644018703978901e-08,2.8127858375803783e-09
1975,3.426888195434685e-08,1.31364044086979e-08
1976,4.513686113760684e-08,5.142174241967723e-09
1977,4.466354291965402e-08,5.289103655048422e-09
1978,2.1386128867817433e-08,3.5643548113029055e-09
1979,1.872631405497316e-08,4.0963813452421505e-09
1980,2.785723873799384e-08,5.116635670709968e-09
1981,1.4548763582755697e-08,1.8976649140967083e-09
1982,1.1794254461960918e-08,9.311253545973841e-09
1983,1.0736036948344463e-08,8.841442356022355e-09
1984,1.0438215014563212e-08,6.958810416790584e-09
1985,1.2632671464452017e-08,3.0077789148208467e-09
1986,2.577628693822831e-08,4.196139935519483e-09
1987,2.0165696001939182e-08,3.6664901670313554e-09
1988,9.594486038988492e-09,5.996553698039975e-09
1989,1.3720305114262032e-08,1.2622681344609532e-08
1990,1.3076762006569709e-08,4.3589208909011745e-09
1991,1.934283488935762e-08,3.5168792322792797e-09
1992,1.046889380740268e-08,6.611932890088212e-09
1993,1.3294098266669607e-08,7.20096987594232e-09
1994,1.0549853324270941e-08,7.384897027229442e-09
1995,1.030265628365612e-08,8.133676288046843e-09
1996,1.3345230698291743e-08,8.007138285748283e-09
1997,1.102825741838842e-08,5.753873155711631e-09
1998,8.105819682135973e-09,7.152193948201102e-09
1999,1.782378400427831e-08,5.027221139375371e-09
2000,1.899753554468475e-08,1.3695897749244068e-08
2001,1.358175633070502e-08,7.886181346838939e-09
2002,1.6210519815373914e-08,7.88619874958485e-09
2003,1.6250998768896352e-08,1.0000615446870142e-08
2004,1.805964400247717e-08,3.9643119897903034e-09
2005,1.306087415997581e-08,1.1259374099736874e-08
2006,1.1118302722934459e-08,8.647569049724524e-09
2007,1.1184542181297275e-08,4.393927444112933e-09
2008,1.1920830711442676e-08,4.257439817356712e-09
2009,1.7165493915172192e-08,3.814554005998616e-09
2010,2.172944801870358e-08,9.447586046817946e-09
2011,1.453109355065152e-08,6.883149383796194e-09
2012,2.2468068627823357e-08,3.4042526853017563e-09
2013,2.2870825233667347e-08,5.020424964641279e-09
2014,1.818974029732523e-08,1.0394136620850425e-08
2015,3.2361999857677404e-08,5.763096222466402e-09
2016,2.1127668059506277e-08,7.0425559828279916e-09
2017,1.660303478034919e-08,8.3015176122192e-09
2018,2.349134664569874e-08,4.130346731301415e-09
2019,3.061185260833099e-08,6.8876669923056966e-09
