year,quand_CONJ ils_PRON,quand_CONJ mille_DET
1848,2.815747188833484e-05,2.9767320053331048e-08
1849,2.5915854621416656e-05,3.016589467108588e-08
1850,2.938345369329909e-05,1.9009188889640427e-08
1851,2.892831230383308e-05,1.5478653248024443e-08
1852,2.8732990813296055e-05,2.278690880430645e-08
1853,3.149537064928154e-05,2.269334142823709e-08
1854,2.971452499878069e-05,1.9743524592996664e-08
1855,2.8897863785459776e-05,2.2819829581521844e-08
1856,3.0058761240070453e-05,2.485050742961903e-08
1857,2.959512494271621e-05,2.587199809944707e-08
1858,2.8294256935623707e-05,2.2510910357986802e-08
1859,2.8808970455429517e-05,2.800695364513217e-08
1860,2.701133485061291e-05,3.707519091733502e-08
1861,2.9324805836949963e-05,1.2261505866195677e-08
1862,2.658428320501116e-05,2.304173077338767e-08
1863,2.7122789333589026e-05,2.796987619291258e-08
1864,2.9358120173128555e-05,3.0206785073261244e-08
1865,2.940318586297508e-05,2.8241067262513297e-08
1866,2.9003431563978666e-05,3.259960656976091e-08
1867,2.774594895527116e-05,2.4749338578544666e-08
1868,2.6203068046015687e-05,2.568734436270148e-08
1869,2.7630950626189588e-05,2.2952539868725808e-08
1870,2.6023980353784282e-05,2.5229815125982213e-08
1871,2.6032506184492377e-05,2.2304471603007414e-08
1872,2.6987461524186074e-05,2.1770421021471975e-08
1873,2.4700648282305337e-05,2.0352415197599782e-08
1874,2.6220766358164838e-05,2.091113165958447e-08
1875,2.599175286377431e-05,3.20405533216217e-08
1876,2.4564352997913375e-05,1.1487427897804992e-08
1877,2.494831096555572e-05,2.9068635387652364e-08
1878,2.5530246375637944e-05,1.6909448397051108e-08
1879,2.6569456167635508e-05,2.199357040932881e-08
1880,2.3606123022545944e-05,2.5671385905923216e-08
1881,2.4825613081702613e-05,1.045876146799074e-08
1882,2.463956593601324e-05,2.861815540100565e-08
1883,2.421760200377321e-05,1.2006744043446815e-08
1884,2.4969597689050715e-05,8.582206056928499e-09
1885,2.429488995403517e-05,9.66845359329227e-09
1886,2.341510366932198e-05,1.2261581472383654e-08
1887,2.5654103637862136e-05,1.2404957061562527e-08
1888,2.3036720904201502e-05,8.242799109936527e-09
1889,2.3524961306975456e-05,2.5060547415023393e-08
1890,2.263950636915979e-05,1.3108773011527575e-08
1891,2.3188775458038435e-05,1.0198752398160593e-08
1892,2.2776012201575213e-05,1.0029620023388475e-08
1893,2.214073879258649e-05,8.621783287310336e-09
1894,2.2203474372872734e-05,1.827446416413636e-08
1895,2.34569490658032e-05,1.2639090440913492e-08
1896,2.2924699351278832e-05,2.0049897742069334e-08
1897,2.202322889388597e-05,9.322741689743452e-09
1898,2.2769219640395022e-05,9.053367944211743e-09
1899,2.2083781914261635e-05,1.2713430308508578e-08
1900,2.1901572836213745e-05,8.305684917608858e-09
1901,2.1507144538190914e-05,1.117747761014698e-08
1902,1.9002306999027496e-05,1.9641135384773634e-09
1903,2.097499645969947e-05,1.7820727560291516e-08
1904,2.0823984641538118e-05,9.13686282189019e-09
1905,2.1098731849633623e-05,9.805442235943929e-09
1906,2.1090641666887677e-05,1.3374879870298173e-08
1907,2.0835200984947733e-05,7.1999805006939255e-09
1908,2.120197541444213e-05,6.875944702500192e-09
1909,2.110397326759994e-05,8.251475669407426e-09
1910,2.2002938067089417e-05,1.9773357728958274e-08
1911,2.076329201372573e-05,1.3832972989291648e-08
1912,2.073297650895256e-05,1.9795800554334164e-08
1913,2.0411207515280694e-05,1.4318072727448339e-08
1914,2.083357003357378e-05,1.1384464593255927e-08
1915,2.2806376591688604e-05,2.4739600146261864e-08
1916,2.365271006965486e-05,5.493731025651982e-09
1917,2.42697947214765e-05,2.1932848870420685e-09
1918,2.3666530069021974e-05,2.067547733020092e-08
1919,2.2166974531501182e-05,1.2890987610703064e-08
1920,2.0769874936377164e-05,1.514446301698058e-08
1921,1.987013206417032e-05,8.330022227553968e-09
1922,1.9926328604924493e-05,1.1804696775641332e-08
1923,2.02000258013868e-05,1.2739137744688378e-08
1924,1.958753318831441e-05,1.2891624434629989e-08
1925,2.049400450232497e-05,6.598906754362588e-09
1926,1.9967192429248826e-05,1.114613823460786e-08
1927,2.1166802525840467e-05,2.6758138815807797e-08
1928,1.817540282900154e-05,1.1426041335305115e-08
1929,1.9408816797295003e-05,6.684243603061191e-09
1930,1.8586127225717064e-05,1.8906486154435242e-08
1931,1.868083427325473e-05,7.983749661377715e-09
1932,1.7785135923986672e-05,1.7535258800549514e-08
1933,1.740787706694391e-05,1.1470662641954732e-08
1934,1.7017438722177758e-05,9.585264137967897e-09
1935,1.68764777299657e-05,1.795242532409702e-08
1936,1.716010797281342e-05,1.091224310911798e-08
1937,1.6183363641175674e-05,1.2591117926064044e-08
1938,1.6508607359355665e-05,2.3337385357535823e-08
1939,1.6734750488467398e-05,1.070583532936098e-08
1940,1.5262877468558145e-05,2.5357829391836617e-08
1941,1.795694197426201e-05,5.9030051957620344e-09
1942,1.896078970275994e-05,1.517105907566929e-08
1943,1.9196190351067344e-05,2.9032352077962287e-09
1944,1.8257323290526983e-05,0.0
1945,1.9371258076716913e-05,8.714016175304096e-09
1946,1.9354510641278466e-05,6.960552134671616e-09
1947,1.993408045564138e-05,2.9802176726434482e-08
1948,1.7513523971501854e-05,1.4133453962728026e-08
1949,1.6660444998706225e-05,1.2762110923603132e-08
1950,1.7141012222054997e-05,1.701657792452238e-08
1951,1.7777887705960893e-05,1.9190523947720806e-08
1952,1.714901463856222e-05,1.0544804140977249e-08
1953,1.64343962296698e-05,1.1851209791302608e-08
1954,1.6742309071560157e-05,9.772536557761669e-09
1955,1.5482499065910815e-05,4.6928039232341234e-09
1956,1.5485258927583345e-05,5.232684729961079e-09
1957,1.5800581422809046e-05,6.184526335495377e-09
1958,1.5572498568872106e-05,1.4062813580295597e-08
1959,1.5384459402412176e-05,1.0851047171911432e-08
1960,1.5536578530372935e-05,1.6609999209382664e-08
1961,1.690973567747278e-05,1.042223907177231e-08
1962,1.6549334759474732e-05,1.7123282791686734e-08
1963,1.6853767419888754e-05,1.0992290633282664e-08
1964,1.83906199708872e-05,5.475571551727398e-09
1965,1.649547493798309e-05,1.3132904208568164e-08
1966,1.7269726868107682e-05,7.200797069728537e-09
1967,1.8035167158814147e-05,1.2325838738558303e-08
1968,1.7818794049162534e-05,1.8414804126010154e-08
1969,1.694257366580132e-05,1.6804503788492298e-08
1970,1.668003574195609e-05,1.1036940278374985e-08
1971,1.6396112187067047e-05,1.9525910222029097e-08
1972,1.60789059009403e-05,8.208234758555477e-09
1973,1.5089638736753841e-05,1.0475087242056702e-08
1974,1.4849821127427276e-05,6.1881286761433785e-09
1975,1.4652802519776742e-05,1.1994108373158952e-08
1976,1.4475220496024122e-05,7.998937456843436e-09
1977,1.4654343203801545e-05,1.3516598396101642e-08
1978,1.593860702087113e-05,1.0099004965624658e-08
1979,1.5561568034172524e-05,5.266776126333639e-09
1980,1.5103739769983804e-05,5.6851505725319385e-09
1981,1.56310652528191e-05,1.0120879467834243e-08
1982,1.5884377717156895e-05,1.4277254933858785e-08
1983,1.5103077885214589e-05,1.136756822006646e-08
1984,1.526878963886702e-05,4.639206629963866e-09
1985,1.526086884950928e-05,7.820225467192188e-09
1986,1.540462903903972e-05,1.1389522436289212e-08
1987,1.4950113836675882e-05,3.6664901670313554e-09
1988,1.5372765346910455e-05,4.197587610832443e-09
1989,1.5699870800744975e-05,7.134558721588746e-09
1990,1.522353113614372e-05,4.90378582185258e-09
1991,1.5295493312805775e-05,7.619904818234602e-09
1992,1.6114933941935305e-05,4.407955389584828e-09
1993,1.6081427020253614e-05,8.308811416668505e-09
1994,1.6162902284122538e-05,1.3714809232734382e-08
1995,1.6215296454902273e-05,4.337960657352369e-09
1996,1.569665960232669e-05,9.07475650180345e-09
1997,1.64949165082362e-05,3.835915696193126e-09
1998,1.664458523009671e-05,6.198567881199324e-09
1999,1.644129861233523e-05,6.398281821029528e-09
2000,1.6825189277369645e-05,6.1852442057031e-09
2001,1.7008302393151098e-05,3.943090631786106e-09
2002,1.7796522115531843e-05,4.381221607729913e-09
2003,1.8273207388119772e-05,5.416999848684156e-09
2004,1.772223708940146e-05,8.369103632333008e-09
2005,1.836944375099847e-05,1.0358624180639708e-08
2006,1.8717868897510925e-05,7.412201852297073e-09
2007,2.0410592696862295e-05,9.986199089873082e-09
2008,2.038334469034453e-05,9.366367237362283e-09
2009,2.170433617720846e-05,7.152288761247405e-09
2010,2.4094650143524632e-05,7.085689590624611e-09
2011,2.524624460420455e-05,7.647943833788418e-09
2012,2.9838955924788024e-05,8.510631754887754e-09
2013,3.083405681536533e-05,1.0040849707237953e-08
2014,3.29953209075029e-05,1.1260314569661034e-08
2015,3.1765741823619464e-05,9.309616633146334e-09
2016,3.279097018094035e-05,7.871092222444531e-09
2017,3.221693077648524e-05,8.301517084863264e-09
2018,3.305748850834789e-05,9.035133086143787e-09
2019,3.162000302836532e-05,9.183555693681456e-09
