year,avait_VERB uni_VERB,avait_VERB muni_VERB
1882,1.3843200785679244e-07,1.1314154946262533e-08
1883,1.1311616754383635e-07,6.319338829996468e-09
1884,1.128890181334441e-07,3.4328824227713994e-08
1885,8.830520892288973e-08,3.222817923642651e-08
1886,1.1938908350828115e-07,4.4528899678653033e-08
1887,9.793386923639957e-08,4.243801043912754e-08
1888,1.1096075835936858e-07,2.1558090423923204e-08
1889,1.0212172973922407e-07,3.3831739187917265e-08
1890,7.537544188807033e-08,4.129263331265065e-08
1891,7.457837147839541e-08,3.824532157636895e-08
1892,1.2662395465490306e-07,2.5074049503359674e-08
1893,1.3117427544173665e-07,3.263960834942736e-08
1894,1.4556555427702733e-07,3.591877373310126e-08
1895,1.0713133735684721e-07,2.467631965430428e-08
1896,9.907008635678949e-08,3.715128116255073e-08
1897,1.0255016191784705e-07,3.8456310136325556e-08
1898,1.0920624615717855e-07,4.2437662273187016e-08
1899,9.286331525970581e-08,4.532614283903058e-08
1900,9.291984826020894e-08,2.28406342728249e-08
1901,1.0674491024431632e-07,3.409130755471779e-08
1902,9.182230753523868e-08,5.008489623037349e-08
1903,9.180374416217774e-08,3.294134387488157e-08
1904,9.136862555436664e-08,3.547252447333449e-08
1905,1.2953505157398126e-07,4.954328858275403e-08
1906,8.745113344588162e-08,3.446603713541663e-08
1907,7.354266129411258e-08,5.6056993713582415e-08
1908,8.889614555585013e-08,2.89771957540097e-08
1909,8.031436005140336e-08,3.300590023513905e-08
1910,7.695577108890461e-08,2.5651923252212327e-08
1911,8.406191120968742e-08,3.990280461607654e-08
1912,9.37695799896332e-08,3.750783150735515e-08
1913,9.068112549748264e-08,2.6514948459066545e-08
1914,9.040603909937772e-08,2.8795998474606677e-08
1915,8.48214827264826e-08,3.180805663305364e-08
1916,5.823354731759878e-08,4.0653610255958483e-08
1917,7.237840127238826e-08,2.4126133979507358e-08
1918,1.1601240146319469e-07,1.6080926812378493e-08
1919,1.0036554620729277e-07,2.3940405213807026e-08
1920,9.238122444799046e-08,3.710393414735336e-08
1921,8.935842110702197e-08,2.8019165654313838e-08
1922,8.410846719097975e-08,3.172512208493572e-08
1923,8.598918066482497e-08,2.866305948145964e-08
1924,8.25063994902564e-08,1.675911143195208e-08
1925,9.348451301960381e-08,2.859526304632709e-08
1926,1.0588831822477829e-07,2.452150482668003e-08
1927,8.919379568261832e-08,3.1217830098739796e-08
1928,7.312666383541e-08,2.399468712610542e-08
1929,1.0137769779205996e-07,3.676334259239411e-08
1930,9.768351327821279e-08,2.6259009189288918e-08
1931,8.097802872697457e-08,4.1059283972799676e-08
1932,1.0082773749253704e-07,3.507051715700982e-08
1933,1.0094182556485976e-07,5.391211388428019e-08
1934,8.147474517272713e-08,4.073737258636356e-08
1935,8.01875064126989e-08,1.9149254626427137e-08
1936,8.123558492556526e-08,1.4549657478823974e-08
1937,1.0198806044137143e-07,3.5255130370615007e-08
1938,7.130868118210287e-08,4.6674770715071645e-08
1939,7.799965828780842e-08,3.211750509990452e-08
1940,5.832300686847702e-08,3.0429394115571995e-08
1941,1.0330258959356797e-07,1.7709016475464523e-08
1942,1.0923162352405313e-07,1.2136847082899749e-08
1943,1.2774235358392616e-07,1.4516175816936538e-08
1944,1.0282195717081777e-07,1.2852744646352221e-08
1945,1.0456819543591678e-07,1.742803235060819e-08
1946,1.0858461507723405e-07,2.0881657292193267e-08
1947,1.0728784149982573e-07,2.26496545963073e-08
1948,7.71904014040814e-08,3.044128504825494e-08
1949,7.362756093698408e-08,2.4542520904446974e-08
1950,9.040057591391815e-08,1.701657836861159e-08
1951,8.635735326834038e-08,1.7058242818279723e-08
1952,8.9630830202303e-08,1.8980646387944944e-08
1953,7.326202533519677e-08,2.0470272588113403e-08
1954,6.352148318455875e-08,1.7590565448699635e-08
1955,7.039205973669027e-08,2.815682265122632e-08
1956,5.1454734917300016e-08,2.9651880950609666e-08
1957,6.891329462632712e-08,2.03205861026845e-08
1958,6.204182767532984e-08,1.5717262158432277e-08
1959,5.425523497137874e-08,2.325224279786653e-08
1960,7.059249895746689e-08,3.391208380776334e-08
1961,7.434530607808298e-08,2.570818935510033e-08
1962,7.737186535905494e-08,1.77574772664002e-08
1963,7.306640270599019e-08,3.0390449268224984e-08
1964,6.023128462651073e-08,1.3993127545575135e-08
1965,6.566452270817535e-08,1.1491291473930687e-08
1966,6.037591471219628e-08,1.6617224929404983e-08
1967,4.9796389622880355e-08,2.1200442290592036e-08
1968,6.512552672144345e-08,1.6169096284102125e-08
1969,5.5863619508045304e-08,2.180043701116574e-08
1970,4.87464845433383e-08,2.575285940054073e-08
1971,5.960541249461215e-08,1.798439086542203e-08
1972,6.310080769011961e-08,1.7442499000708267e-08
1973,5.954260018370405e-08,6.064523994098181e-09
1974,4.725480096112733e-08,1.5751600912494723e-08
1975,4.7976434380814226e-08,1.2565256390928425e-08
1976,4.342280490732264e-08,1.542652228181396e-08
1977,4.58388988988645e-08,9.990529292736028e-09
1978,5.702967698084649e-08,9.504946163474415e-09
1979,5.091216981334412e-08,1.580032815695631e-08
1980,4.4912688679232815e-08,1.4212877097463661e-08
1981,4.1116071936020404e-08,1.2651098835192442e-08
1982,5.090151944386889e-08,1.1173503899897241e-08
1983,2.841892232652299e-08,4.4207211225000265e-09
1984,4.6392067076794774e-08,1.1018116197192285e-08
1985,4.4515129360434e-08,1.0828004270990732e-08
1986,4.615753823600244e-08,1.1988970705090196e-08
1987,4.2775717912224565e-08,1.2832715334809564e-08
1988,6.176450284556267e-08,1.4991384134077634e-08
1989,4.719785096085616e-08,9.329808037250586e-09
1990,4.576866885486197e-08,1.0352437129768077e-08
1991,4.0444108784232213e-08,2.9307325455363298e-09
1992,5.179347439820958e-08,1.1570882918476855e-08
1993,3.4343087762511715e-08,6.647049133334804e-09
1994,5.0639297088928004e-08,1.2659823411809157e-08
1995,5.2055526111871586e-08,7.0491861237087505e-09
1996,5.071187558769452e-08,6.939520069693117e-09
1997,4.411302967355368e-08,1.2466725429760572e-08
1998,5.1495795072575845e-08,7.629006759657386e-09
1999,5.2100294523071966e-08,9.597422412355172e-09
2000,4.285490717848006e-08,5.743440834038438e-09
2001,3.6802177832973015e-08,7.448059946568719e-09
2002,3.4611648658255945e-08,3.504977197366088e-09
2003,5.625345878002008e-08,6.250384210204629e-09
2004,4.625030972094102e-08,6.166707589017051e-09
2005,4.4587121550421216e-08,7.205999352777326e-09
2006,4.200247616381603e-08,7.000412693969338e-09
2007,5.1129337208521974e-08,3.595031605740928e-09
2008,4.0871420026178384e-08,4.6831836186811415e-09
2009,5.531103286493533e-08,4.291373478793048e-09
2010,5.432362115698197e-08,4.723792912386671e-09
2011,4.93292375836063e-08,9.177532511728259e-09
2012,5.787229678810846e-08,8.851056776393307e-09
2013,6.414987296921026e-08,1.1714325509615264e-08
2014,7.752294046980968e-08,1.4725027419615344e-08
2015,8.22349477402895e-08,1.10828768384863e-08
2016,8.140366247744169e-08,1.5742184444889062e-08
2017,5.760750099170764e-08,8.301517695485927e-09
2018,6.014817444111031e-08,1.0842160058643913e-08
2019,6.887666587074293e-08,8.418259866971312e-09
