year,tout_DET hôtel_NOUN
1924,9.02413699321869e-09
1925,6.598906754362588e-09
1926,1.1146138456652466e-09
1927,4.459690061686672e-09
1928,6.8556245125250825e-09
1929,7.798284240578823e-09
1930,1.1553963896737685e-08
1931,1.1405356659111021e-09
1932,3.2878609834696704e-09
1933,8.029463538505865e-09
1934,4.7926320689839486e-09
1935,1.196828414151696e-09
1936,9.699771652549316e-09
1937,5.0364472592434595e-09
1938,1.2965214457594243e-09
1939,9.176430282309411e-09
1940,0.0
1941,5.9030051957620344e-09
1942,1.8205270402305018e-08
1943,8.709705623388686e-09
1944,6.4263723231761105e-09
1945,6.535512131478072e-09
1946,2.7842208538686464e-09
1947,5.960435478513659e-09
1948,1.3046265401328583e-08
1949,5.890204990421921e-09
1950,0.0
1951,2.1322803522849654e-09
1952,6.326882129314981e-09
1953,7.54167928107563e-09
1954,4.886268056836229e-09
1955,9.385607846468247e-10
1956,6.976913047296307e-09
1957,5.301022620862739e-09
1958,5.790570245522986e-09
1959,4.650448692800069e-09
1960,1.3841666479663672e-08
1961,2.779263708063695e-09
1962,5.7077609305622445e-09
1963,4.526237384894216e-09
1964,4.258777774879263e-09
1965,3.830430195250756e-09
1966,6.092982118843793e-09
1967,4.930335695263466e-09
1968,1.796566312384229e-09
1969,3.1792304344691047e-09
1970,6.898087351325799e-09
1971,8.73527572498034e-09
1972,3.5911026929902334e-09
1973,4.410563081425067e-09
1974,6.750686010192908e-09
1975,9.138368284311582e-09
1976,3.9994687561772935e-09
1977,5.876781727920388e-09
1978,4.158413835497754e-09
1979,1.7555920051037788e-09
1980,1.0233271230397634e-08
1981,1.138598904049104e-08
1982,5.586752060970923e-09
1983,4.420721011477724e-09
1984,9.278413259927731e-09
1985,4.812446441349039e-09
1986,4.7955883708539204e-09
1987,3.666490056009053e-09
1988,2.9982769045311386e-09
1989,7.683370939481904e-09
1990,4.90378582185258e-09
1991,3.516879065745826e-09
1992,1.1019888335184191e-09
1993,8.308811083601597e-09
1994,2.6374632478010085e-09
1995,1.0844901643380922e-09
1996,3.736664311304594e-09
1997,6.233362603857984e-09
1998,0.0
1999,1.8280804647829996e-09
2000,5.743440834038438e-09
2001,8.762423564512289e-10
2002,7.886198361006791e-09
2003,7.083768904792009e-09
2004,4.404791253964646e-09
2005,8.106749049829887e-09
2006,6.176834599358472e-09
2007,7.589511019645556e-09
2008,9.366367403895737e-09
2009,6.675469510497578e-09
2010,5.668551683601919e-09
2011,2.141424276791426e-08
2012,1.1574459168883777e-08
2013,8.088462566391286e-09
2014,1.2343037453232952e-08
2015,1.3521110286962568e-08
2016,8.699628101238588e-09
2017,1.2829617646037406e-08
2018,7.744400121190154e-09
2019,1.0203950684406493e-08
