year,devraient_VERB être_VERB,devraient_VERB etre_VERB,devraient_VERB mettre_VERB
1842,3.484943590592593e-06,1.0733224087289273e-08,1.609983613093391e-08
1843,3.834175913652871e-06,1.2404512972352677e-08,2.8943864194275193e-08
1844,4.003905360150384e-06,7.683985892015244e-09,1.5367971784030487e-08
1845,3.65616529052204e-06,7.254296274794569e-09,4.575786860527842e-08
1846,3.9699375520285685e-06,5.854501328173001e-09,3.6297908678761814e-08
1847,3.810851922025904e-06,7.011190739092399e-09,2.3730184040005042e-08
1848,4.667837856686674e-06,8.04522137798358e-09,5.63165514222419e-09
1849,4.066529982083011e-06,6.703531951757213e-09,2.011059585527164e-08
1850,3.713580781550263e-06,7.467895635215882e-09,3.190828223864628e-08
1851,3.569764430721989e-06,5.8044946626978344e-09,7.094382858952031e-09
1852,3.507881956466008e-06,7.161600201754936e-09,1.5625309046640723e-08
1853,3.325768830109155e-06,1.0152284346531815e-08,1.6721408258035808e-08
1854,3.4795364172168775e-06,9.352196350675968e-09,1.4028294081924741e-08
1855,3.1698334623797564e-06,4.2455496895854594e-09,3.3964397516683675e-08
1856,3.3175429052789696e-06,2.5885946719483854e-09,5.177189166261087e-08
1857,3.050943178095622e-06,6.8341128311999455e-09,3.4658715009072694e-08
1858,3.037015403606347e-06,5.3830437884982985e-09,4.159624467092726e-08
1859,3.277832092862809e-06,8.147477359443656e-09,1.7313389832906978e-08
1860,3.171073103658273e-06,6.408057640072684e-09,2.4716793944890014e-08
1861,3.6704345802718308e-06,7.073945706981277e-09,2.3108222890755314e-08
1862,3.379453801244381e-06,4.9697850279528666e-09,1.7168348520613108e-08
1863,3.4482861792639596e-06,3.496234635136375e-09,3.696019490462277e-08
1864,3.3941878427867778e-06,7.671564716815737e-09,2.2535221688713136e-08
1865,3.7000504562456626e-06,6.589582268734517e-09,1.6003271596787272e-08
1866,3.4667491490836255e-06,8.75810357570117e-09,2.5301186923343266e-08
1867,3.7900458664807957e-06,4.367530337390235e-09,2.9602150064533816e-08
1868,4.009695658169221e-06,1.0867722721741302e-08,3.2603168165223906e-08
1869,3.752007842194871e-06,6.836926913500463e-09,2.197583626184496e-08
1870,3.867615760100307e-06,8.027668307875047e-09,2.695002976338401e-08
1871,4.566044026432792e-06,6.37270636261178e-09,1.274541272522356e-08
1872,4.527642886387184e-06,7.861541084785983e-09,3.0236694925633856e-08
1873,4.169251951680053e-06,3.591602570907071e-09,2.095101514498765e-08
1874,4.171472028247081e-06,7.766991494406739e-09,1.8521287614703397e-08
1875,3.8248408600338735e-06,1.1443054281912168e-09,1.2587359599081083e-08
1876,4.291461209504632e-06,4.232210137899983e-09,2.1765654167893445e-08
1877,4.02755222239648e-06,4.9478527941460015e-09,2.535774612510977e-08
1878,3.937485871574609e-06,9.662541822219595e-09,3.38188961279684e-08
1879,4.236206223140471e-06,1.0996785704264767e-08,1.4051448005147904e-08
1880,4.124107817915501e-06,9.626769603698904e-09,2.1820676820993867e-08
1881,3.7463282751559746e-06,1.8825771164188154e-08,1.045876096839038e-08
1882,4.262108632246964e-06,6.655385131892899e-09,1.5307385581309063e-08
1883,4.085452474100748e-06,1.0742875922176154e-08,1.8326083761621703e-08
1884,3.937252131436253e-06,8.582206056928499e-09,1.9805090900604227e-08
1885,4.3533823372854386e-06,1.353583467533781e-08,2.513797880965285e-08
1886,3.912735337507911e-06,4.5174246565693466e-09,2.5168509054651622e-08
1887,4.469048690225463e-06,7.834709769838355e-09,9.793386546164129e-09
1888,4.222215466143098e-06,1.0779045211961602e-08,1.7119660356001987e-08
1889,4.314173111197306e-06,5.6386229019267375e-09,2.255449160770695e-08
1890,4.603145498549566e-06,7.2098250147867304e-09,3.080561583601593e-08
1891,4.567128598864656e-06,1.1473596295275001e-08,1.8485238229004608e-08
1892,4.5001652324572206e-06,7.522214628963297e-09,1.56712811616444e-08
1893,4.234527295920998e-06,5.542574843531156e-09,3.510297474917934e-08
1894,4.184852059552213e-06,1.449354058991048e-08,1.7014155417882648e-08
1895,4.6993341129564214e-06,1.444467434552621e-08,1.5046536461227333e-08
1896,4.846768206334673e-06,7.66613794667137e-09,3.007484750128242e-08
1897,4.9060927267419174e-06,8.740070001067579e-09,1.5149455023788505e-08
1898,4.699263627117034e-06,1.3580051749784161e-08,2.546259736391221e-08
1899,4.892459855909692e-06,7.738609753005221e-09,1.9346524382513053e-08
1900,4.722819994640304e-06,7.26747462209687e-09,3.633737222230593e-08
1901,5.142757345311111e-06,1.620734302321125e-08,2.3472702892490815e-08
1902,4.608792551152874e-06,5.892340837476695e-09,2.3078333910575566e-08
1903,4.900160092802253e-06,8.640352211486402e-09,2.592105730059302e-08
1904,4.9908767323358916e-06,6.449550227216605e-09,2.364835083312755e-08
1905,5.074058208265342e-06,1.1353670004154992e-08,1.9610883583709438e-08
1906,5.7429674598097336e-06,1.2860461140462576e-08,2.0576738535282857e-08
1907,5.502842213900294e-06,1.491424583832668e-08,2.7771354993433306e-08
1908,5.442801466415403e-06,7.367083831866239e-09,2.4065807124884486e-08
1909,5.107113338453928e-06,1.4852655993990993e-08,3.025541062129378e-08
1910,5.257575594441732e-06,1.4963622341213068e-08,2.0842188419578633e-08
1911,5.212370524532162e-06,1.1704822888702893e-08,1.9685383989553884e-08
1912,5.397481345426058e-06,1.82329742415277e-08,2.135862686714063e-08
1913,5.166172741155606e-06,1.6969566307700745e-08,2.1742257771961704e-08
1914,5.012512701796368e-06,6.027069510139427e-09,4.7546880210802556e-08
1915,5.065727691544453e-06,8.246533234057551e-09,2.238344798399794e-08
1916,5.082799816591432e-06,9.888715846173568e-09,2.6369908923129515e-08
1917,6.106105047365418e-06,1.7546279096336548e-08,2.7416060532914344e-08
1918,6.082036179577699e-06,2.1824114071478107e-08,1.033773866510046e-08
1919,6.33407898931182e-06,1.7494911797033552e-08,4.1435317399418636e-08
1920,6.200143161549931e-06,1.2115570768855832e-08,3.9375606775138294e-08
1921,5.893111847399268e-06,1.438822039290244e-08,2.2718241510233383e-08
1922,5.979816705803387e-06,8.115729421831475e-09,3.024953443286904e-08
1923,5.242155111773172e-06,1.3800733000834953e-08,2.3355084977083607e-08
1924,5.3461567404156085e-06,9.024136882196387e-09,1.804827398643738e-08
1925,5.468294148158748e-06,1.5397448649423495e-08,3.189471442510694e-08
1926,5.563037575484486e-06,1.114613823460786e-08,3.901148559748435e-08
1927,5.001542376703583e-06,1.2264147031260109e-08,1.5608915049369898e-08
1928,5.404517651186325e-06,1.4853853258500749e-08,1.9424270192303084e-08
1929,5.853169568581507e-06,5.570202965543558e-09,2.2280811862174232e-08
1930,6.1456585171981715e-06,1.6805765667982087e-08,3.046045193855207e-08
1931,5.958158453722717e-06,1.8248570654577634e-08,2.737285598186645e-08
1932,5.867736035725102e-06,6.575722188983946e-09,3.287861005674131e-08
1933,6.173510428197915e-06,1.1470662641954732e-08,2.7529589274877253e-08
1934,5.358162525226362e-06,5.990790086229936e-09,4.553000465534751e-08
1935,5.422829417511821e-06,7.180970484910176e-09,3.590485420090772e-08
1936,5.321537173585966e-06,2.182448666232517e-08,2.66743711563322e-08
1937,5.653412245010259e-06,6.295559185076627e-09,2.1404900962807005e-08
1938,5.4427969189418945e-06,2.5930429359277696e-08,2.852347158466273e-08
1939,5.375858563638758e-06,1.988226472349197e-08,2.5999884911698246e-08
1940,5.091852017358178e-06,2.5357829613881222e-08,3.296517903095264e-08
1941,4.338709004514385e-06,1.1806010391524069e-08,2.066051862925633e-08
1942,4.54221481049899e-06,1.5171058853624686e-08,3.034211815133858e-08
1943,4.456465831026435e-06,1.7419411690866582e-08,3.193558839598154e-08
1944,5.880130629520863e-06,1.927911696952833e-08,9.639558484764166e-09
1945,1.004072510113474e-05,2.461709520673594e-07,2.178504132643866e-08
1946,6.123893854237394e-06,1.2528993842408909e-08,2.5057987684817817e-08
1947,6.414620656869374e-06,1.4305045148432782e-08,3.099426493236024e-08
1948,5.945835255261045e-06,2.5005341797168512e-08,2.2830963786191205e-08
1949,7.272439688676968e-06,2.3560819073509265e-08,3.6322930441201606e-08
1950,6.7268661041453015e-06,1.3825969702452312e-08,3.084254984742074e-08
1951,6.080197636038065e-06,9.062191630437866e-08,2.8785784422780125e-08
1952,6.5968292801699135e-06,5.061505703451985e-08,3.690681538159879e-08
1953,6.7045525611320045e-06,2.3702419582605216e-08,3.124409886368085e-08
1954,6.653142463619588e-06,4.0067398288101685e-08,3.615838295445428e-08
1955,6.7557607508206274e-06,3.0972505893345215e-08,4.3173795205575516e-08
1956,6.594055321329506e-06,2.2674968125357964e-08,3.8373023869553435e-08
1957,6.523791853396688e-06,3.975766915687018e-08,2.47381048978923e-08
1958,7.126537639123853e-06,2.6471178582454513e-08,5.542403158642628e-08
1959,7.040004220471019e-06,5.968075811324525e-08,4.650448559573306e-08
1960,6.81356050336035e-06,3.875666770847275e-08,5.1214165353030694e-08
1961,7.051686679915292e-06,6.600751589758147e-08,4.377340445671507e-08
1962,6.995812327659223e-06,5.136984526643573e-08,3.614915300431676e-08
1963,7.538124918937683e-06,4.0736134243601896e-08,5.4314845954195334e-08
1964,7.387762707367074e-06,6.266487506678686e-08,4.867174752121173e-08
1965,7.0693326961190905e-06,4.9795595202795084e-08,3.939871362490521e-08
1966,7.971836566866841e-06,4.1543061213289434e-08,5.9822006903687e-08
1967,7.056296453811228e-06,2.8595947165754865e-08,5.867099517331553e-08
1968,7.525367436755914e-06,5.254956625400098e-08,5.165128058592927e-08
1969,8.496720511175226e-06,6.35846091334713e-08,4.67801051229344e-08
1970,8.781725227891002e-06,8.001781459654467e-08,5.702419159092642e-08
1971,8.435193194600288e-06,3.9565660525653357e-08,6.114692752134943e-08
1972,7.594669568788959e-06,6.771794147653054e-08,5.23274970021248e-08
1973,7.408091732941102e-06,4.520827179277376e-08,5.8991279416886755e-08
1974,8.64931644173339e-06,7.313243177708983e-08,5.738083075357281e-08
1975,7.781320164212957e-06,6.054168988356423e-08,4.512069295969923e-08
1976,8.376030564249959e-06,7.598990681145779e-08,4.8564977817022736e-08
1977,8.232195796153974e-06,1.0754510526567174e-07,5.818014159331142e-08
1978,7.476234259229386e-06,8.673263351965943e-08,6.297026544643813e-08
1979,7.760887456242926e-06,4.7986183027148854e-08,5.442335293537326e-08
1980,8.67155995365465e-06,6.253665763011895e-08,7.106438459913988e-08
1981,8.013838851184119e-06,7.14787109501458e-08,7.40089305395486e-08
1982,8.529108527000062e-06,5.77297694093204e-08,7.759378206628753e-08
1983,8.913437341107056e-06,6.125856710781363e-08,6.504775740268087e-08
1984,8.124410669552162e-06,5.8569986194356716e-08,7.190770645593147e-08
1985,7.745632501610089e-06,3.4288681116656505e-08,7.579603078511354e-08
1986,8.250809514720459e-06,4.855533175529558e-08,7.013547786982599e-08
1987,7.586579158669338e-06,4.399788267051008e-08,8.127386763590039e-08
1988,8.029985110624693e-06,5.6967262684892717e-08,5.81665702270584e-08
1989,8.206938218791038e-06,5.6527656888683e-08,9.165164271962567e-08
1990,7.975735570653342e-06,4.7403263092604675e-08,7.628111120538961e-08
1991,8.429959052591585e-06,3.809952442423992e-08,7.971592452804543e-08
1992,7.288554115802981e-06,4.4630549034252454e-08,7.328225848368675e-08
1993,7.783693945384584e-06,2.4926433028760187e-08,8.530379602689209e-08
1994,8.685166903887875e-06,2.690212486111676e-08,8.228885661765162e-08
1995,8.031192010093946e-06,1.9520822291951845e-08,7.699880200107145e-08
1996,7.803757398505695e-06,7.04628173586741e-08,1.1690421786170191e-07
1997,7.273854862432927e-06,2.641986955875808e-07,7.384137745702901e-08
1998,7.630436812178232e-06,3.2804729244162445e-07,9.965390290744836e-08
1999,7.707187251071446e-06,3.1351580753735675e-07,9.368912401441776e-08
2000,8.53254459798336e-06,8.305899112936999e-08,9.984751159208827e-08
2001,8.205571248254273e-06,1.6648604050928384e-08,1.1259714227662698e-07
2002,8.133299161272589e-06,1.8401129509015846e-08,9.770123909902395e-08
2003,8.726369742362294e-06,2.20846910758965e-08,9.37557658176047e-08
2004,8.69065297592897e-06,1.8059643391854507e-08,1.0351259760454923e-07
2005,7.973888386914041e-06,3.873224585504431e-08,1.1349448669761841e-07
2006,9.086536010727286e-06,3.294312023172097e-08,9.88293606951629e-08
2007,7.095793534972472e-06,1.1184542181297275e-08,9.067468198509232e-08
2008,7.1729341470927466e-06,3.6613980375355126e-08,8.94062353040681e-08
2009,7.39642018743325e-06,5.245011536203492e-09,9.011883861376191e-08
2010,7.3960427471320145e-06,3.3066551718974324e-09,1.1573293079436553e-07
2011,6.265960564633133e-06,1.6060681617968697e-08,9.330491934633756e-08
2012,4.886123861069791e-06,3.4042526575461807e-09,7.829780912516071e-08
2013,4.78502306577866e-06,1.952387529424726e-09,7.335398777286173e-08
2014,3.834570179606089e-06,1.9489005964601347e-09,4.3958536366517365e-08
2015,3.7852457808185136e-06,8.866301581811342e-10,6.139914177083483e-08
2016,3.876719802065054e-06,1.0356699942093428e-09,5.696185212400451e-08
2017,3.823226052190876e-06,5.031222660711876e-10,5.358252153087051e-08
2018,4.1280231926066335e-06,1.5488800242380307e-09,5.9115588868507984e-08
2019,3.728268666236545e-06,5.1019755087367e-10,5.66319293682227e-08
