year,puissent_VERB hériter_VERB,puissent_VERB mériter_VERB
1846,2.9272506640865004e-09,1.9319854160926297e-08
1847,2.6966118227278457e-09,1.88762818709165e-08
1848,1.045878850192139e-08,1.609044275596716e-08
1849,0.0,1.0893239199560867e-08
1850,2.0366988096043315e-09,6.1100964288129944e-09
1851,1.9348316282474798e-09,1.870337307252612e-08
1852,5.859490670445666e-09,1.3672145193766028e-08
1853,1.1943863675867306e-09,1.791579506971175e-08
1854,4.1565315633818045e-09,2.3900057044556888e-08
1855,4.776243400783642e-09,2.2289135870323662e-08
1856,2.5885946719483854e-09,1.6049286344355096e-08
1857,8.78671624349181e-09,2.147863931156735e-08
1858,9.787352039936081e-10,2.3489644007668176e-08
1859,1.9350258284589472e-08,1.5785737161877478e-08
1860,1.0069804545764782e-08,2.5174511364411956e-08
1861,4.715963730639317e-10,9.431927239234028e-09
1862,8.132375661773494e-09,1.3102160245637151e-08
1863,1.9978483312144135e-09,2.1476870060155306e-08
1864,0.0,1.342523781033833e-08
1865,1.0825742080555756e-08,2.58876440284439e-08
1866,3.8924903300596725e-09,1.6543083347642096e-08
1867,3.396968040192405e-09,5.338092634588065e-09
1868,4.93987406535723e-10,2.5193358510477992e-08
1869,1.953407657850903e-09,2.7347706321734222e-08
1870,3.4404292748035914e-09,1.0894693147633916e-08
1871,4.248470908407853e-09,3.18635318130589e-09
1872,7.256807155187062e-09,1.69325495846806e-08
1873,5.986004469882289e-10,1.616221290134945e-08
1874,2.3898436563030145e-09,1.4339061493728877e-08
1875,1.716458086775674e-09,1.0870901512305409e-08
1876,1.1487427897804992e-08,2.2370254981751714e-08
1877,2.4739263970730008e-09,3.154256233983688e-08
1878,5.435179861734696e-09,1.1474268646338714e-08
1879,6.720257683667796e-09,2.443730195977878e-08
1880,5.134277003548959e-09,1.3477476912271413e-08
1881,1.3945015142624584e-09,9.761510710859511e-09
1882,6.655385131892899e-09,4.6587693702804245e-09
1883,4.423537092179686e-09,1.4534479397809719e-08
1884,1.9805090900604227e-09,1.4523733327109767e-08
1885,1.933690763067375e-09,1.6758653131887513e-08
1886,6.4534639854230136e-09,9.680196200179125e-09
1887,1.9586774424595887e-09,1.697520346510828e-08
1888,9.510921827882157e-09,1.8387781963724592e-08
1889,6.265136742733546e-10,1.1903759755682586e-08
1890,1.9663159989136147e-09,1.6385966361553983e-08
1891,0.0,8.92390783491237e-09
1892,1.8805537127519756e-09,5.641661360300532e-09
1893,9.23762488724833e-09,1.7243566574620672e-08
1894,1.2603078580752936e-09,1.1972924873759894e-08
1895,5.416753268150387e-09,1.5046536461227333e-08
1896,5.89702897624278e-10,5.897029087265082e-09
1897,5.826713556089658e-10,2.330685422435863e-09
1898,0.0,1.4711722506888236e-08
1899,2.7637891975018647e-09,6.080336234504102e-09
1900,6.748368974740515e-09,1.6092265298084385e-08
1901,0.0,8.38310842965484e-09
1902,1.4730852093691738e-09,4.419255628107521e-09
1903,1.6200660812870638e-09,9.1803746826713e-09
1904,2.1498500757388683e-09,1.2361637935498493e-08
1905,3.096455536422127e-09,1.8062657147766004e-08
1906,5.144184522798412e-10,8.230695236477459e-09
1907,2.057137349353866e-09,1.2857108266928208e-08
1908,1.964555629285769e-09,8.349361202419914e-09
1909,5.500983557560346e-10,5.5009836685826485e-09
1910,5.344150677544235e-10,1.870452770447173e-08
1911,2.6601871816467337e-09,6.916486494645824e-09
1912,1.5628263128064646e-09,1.6670147928721235e-08
1913,3.71209285532359e-09,4.242391771214216e-09
1914,6.027069510139427e-09,9.37544086809794e-09
1915,0.0,5.890381071793627e-09
1916,2.197492410260793e-09,9.888715624128963e-09
1917,2.1932848870420685e-09,6.57985488317081e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,1.1049418269237776e-08
1920,2.2716695191604686e-09,6.815008557481406e-09
1921,7.572747429129834e-10,5.300923255902035e-09
1922,1.4755870969551665e-09,1.1066902949607993e-08
1923,1.0615948120573648e-09,1.2739137744688378e-08
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,0.0,6.598906754362588e-09
1926,2.229227691330493e-09,1.0031524944054127e-08
1927,7.804457524684949e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,1.0283437212876834e-08
1929,0.0,4.4561625500705304e-09
1930,6.302162347537887e-09,1.05036033204442e-08
1931,3.4216069977333063e-09,4.5621426636444085e-09
1932,0.0,1.3151444377967891e-08
1933,3.4411986593596566e-09,1.1470662641954732e-08
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,2.393656828303392e-09,1.196828414151696e-08
1936,2.424942913137329e-09,4.849885826274658e-09
1937,0.0,6.295559185076627e-09
1938,2.5930428915188486e-09,1.0372171566075394e-08
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,0.0,1.2678914806940611e-08
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,0.0,0.0
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,5.568441707737293e-09
1947,1.1920870957027319e-09,1.0728784083369192e-08
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,5.890204768377316e-09
1950,3.190608444114673e-09,6.381216888229346e-09
1951,2.1322803522849654e-09,6.396841278899501e-09
1952,1.2653764258629963e-08,4.2179215675730575e-09
1953,1.0773827385790469e-09,3.232148326759443e-09
1954,3.9090144454689835e-09,1.5636057781875934e-08
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,1.744228317335228e-09,3.488456634670456e-09
1957,4.417518795207798e-09,3.534015080575159e-09
1958,4.1361216673863055e-09,7.445019267748876e-09
1959,3.8753737996444215e-09,8.525822714489095e-09
1960,5.536666680683311e-09,6.920833239831836e-09
1961,3.47407969059077e-09,6.94815938118154e-09
1962,1.9025869768540815e-09,5.7077609305622445e-09
1963,1.2932106496776896e-09,5.1728425987107585e-09
1964,0.0,7.300761772910391e-09
1965,4.377634699181954e-09,8.20806533852192e-09
1966,2.769537488234164e-09,5.539074976468328e-09
1967,9.860671168482327e-10,1.1832804958089582e-08
1968,1.0330256650092906e-08,7.186265360559219e-09
1969,9.083515606356229e-10,1.407944960618579e-08
1970,0.0,9.197449912790034e-09
1971,2.569198631618974e-09,6.679916619845017e-09
1972,5.130146862875051e-10,4.6171320100540925e-09
1973,0.0,1.268036875501366e-08
1974,0.0,7.875800456247362e-09
1975,2.2845920710778955e-09,9.138368284311582e-09
1976,1.7140580066410394e-09,1.0284348483935446e-08
1977,1.1753563677885381e-09,9.402850942308305e-09
1978,5.940591352171509e-10,4.752473081737207e-09
1979,5.851973350345929e-10,5.266775904289034e-09
1980,2.8425752862659692e-09,4.548120546843393e-09
1981,2.5302198114474095e-09,3.795329828193417e-09
1982,6.207502289967692e-10,4.345251713999687e-09
1983,1.89459470334441e-09,1.89459470334441e-09
1984,3.479405208395292e-09,3.479405208395292e-09
1985,1.2031116103372597e-09,1.8046674155058895e-09
1986,1.1988970927134801e-09,3.5966913891627428e-09
1987,1.2221633705067347e-09,3.0554083707556856e-09
1988,2.99827696004229e-09,6.596209356501959e-09
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,4.90378582185258e-09,2.179460389939436e-09
1991,2.9307325455363298e-09,2.9307325455363298e-09
1992,3.856960972825618e-09,2.2039776670368383e-09
1993,6.093128224193833e-09,3.877445031719162e-09
1994,5.274926606624319e-10,6.329911705904578e-09
1995,3.253470381991974e-09,2.1689803286761844e-09
1996,3.2028553142993132e-09,4.270473752399084e-09
1997,2.3974471297094624e-09,4.794894259418925e-09
1998,2.86087753487152e-09,5.72175506974304e-09
1999,2.285100553223174e-09,7.312321859131998e-09
2000,4.418031274155965e-09,5.743440834038438e-09
2001,8.762423564512289e-10,4.8193329327261836e-09
2002,5.6955880012310445e-09,3.504977197366088e-09
2003,8.333845835650777e-10,2.5001538617175356e-09
2004,1.3214374039449694e-09,3.523833003171717e-09
2005,5.854874363109275e-09,4.053374524914943e-09
2006,3.706100981659688e-09,3.294311934354255e-09
2007,5.192823504529542e-09,3.1955835755326234e-09
2008,4.257439734089985e-09,5.108927503272298e-09
2009,2.860915504498962e-09,6.675469510497578e-09
2010,4.2514138876015295e-09,2.8342759250676863e-09
2011,6.118355155848576e-09,7.64794394481072e-10
2012,1.7021263287730903e-09,2.382976926895708e-09
2013,3.3469500504423877e-09,2.7891249310130206e-09
2014,5.413613113347537e-09,2.5985342766432495e-09
2015,4.43315073539452e-09,1.7732603163622684e-09
2016,3.72841224560716e-09,3.935546111222266e-09
2017,4.024978128569501e-09,3.5218559180094644e-09
2018,2.0651733656507076e-09,1.8070267504555204e-09
2019,4.3366790158927415e-09,2.2958890344426663e-09
