year,veulent_VERB hériter_VERB,veulent_VERB mériter_VERB
1853,1.7915795513800958e-09,7.763511611358354e-09
1854,2.0782657816909023e-09,6.234797567117312e-09
1855,2.653468555990912e-09,6.368324534378189e-09
1856,0.0,5.694908100650764e-09
1857,0.0,1.122747050885664e-08
1858,2.4468380654951716e-09,7.829881631948865e-09
1859,0.0,3.5645213447565993e-09
1860,7.323494255473406e-09,1.8308735638683515e-09
1861,9.431927461278633e-10,4.2443675241088386e-09
1862,0.0,9.939570055905733e-09
1863,4.994620828036034e-10,4.495158911765884e-09
1864,4.315255264231155e-09,1.0548401263577034e-08
1865,9.41368871743009e-10,3.294791106611683e-09
1866,1.9949013108089275e-08,2.919367858567057e-09
1867,0.0,1.94112459439566e-09
1868,4.939874287401835e-09,6.421836395986702e-09
1869,0.0,9.278686263769487e-09
1870,3.4404292748035914e-09,4.587239033071455e-09
1871,0.0,1.0621177271019633e-09
1872,1.8142017887967654e-09,6.652073114565837e-09
1873,5.986004469882289e-10,6.584604861359367e-09
1874,0.0,6.572069999322139e-09
1875,4.005069165202713e-09,5.721527140956084e-10
1876,2.418405919968336e-09,0.0
1877,3.0924081073635534e-09,3.0924081073635534e-09
1878,4.831270938865373e-09,3.6234530931267273e-09
1879,4.27652757650776e-09,1.832797580370027e-09
1880,1.9253538763308597e-09,6.417846254436199e-09
1881,6.972507571312292e-10,9.064259565150223e-09
1882,8.652000893505374e-09,1.1979693681496428e-08
1883,1.8958017378167824e-09,6.951272890631799e-09
1884,0.0,1.3203393933736152e-09
1885,9.023890079618013e-09,2.5782542767416317e-09
1886,0.0,2.5813855497602844e-09
1887,1.3057849246322917e-09,3.264462256069578e-09
1888,6.340614699951175e-10,9.510921827882157e-09
1889,0.0,1.628935564212952e-08
1890,1.3108772956016423e-09,8.520702365899524e-09
1891,6.374220040683554e-10,1.5935549768641977e-08
1892,1.2537024751679837e-09,5.641661360300532e-09
1893,6.158416554491453e-10,1.1085149687062312e-08
1894,0.0,6.301539290376468e-09
1895,0.0,5.416753268150387e-09
1896,0.0,1.2383760683576384e-08
1897,0.0,1.631479840114025e-08
1898,1.6975064687230201e-09,1.0185038590293516e-08
1899,3.8693048765026106e-09,2.2110313580014918e-09
1900,5.191053142894475e-10,4.671947717582725e-09
1901,0.0,6.706486921359556e-09
1902,2.455141867585553e-09,1.3257766440233354e-08
1903,1.6200660812870638e-09,8.100330184390714e-09
1904,4.299700151477737e-09,2.1498500757388683e-09
1905,5.160758931310738e-09,1.0321518084666081e-09
1906,0.0,4.115347618238729e-09
1907,0.0,7.71426478252124e-09
1908,4.911389073214423e-10,3.437972351250096e-09
1909,0.0,1.0451868703853506e-08
1910,1.6032452032632705e-09,1.068830135508847e-09
1911,0.0,3.1922244847493175e-09
1912,2.0837684910901544e-09,2.6047106693738442e-09
1913,0.0,6.363587878865928e-09
1914,0.0,4.018046340092951e-09
1915,0.0,1.1780761921542648e-09
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,0.0,1.7546279096336548e-08
1918,0.0,2.2972752589112133e-09
1919,9.207848372660976e-10,6.4454939163738345e-09
1920,2.2716695191604686e-09,1.2872794385998532e-08
1921,0.0,2.2718242842501013e-09
1922,0.0,0.0
1923,0.0,1.0615948120573648e-09
1924,0.0,1.1602462102189293e-08
1925,1.0998177923937646e-09,2.1996355847875293e-09
1926,0.0,3.343841648018042e-09
1927,0.0,6.689535148041159e-09
1928,0.0,2.2852082448565625e-09
1929,0.0,6.684243825105796e-09
1930,3.1510811737689437e-09,7.352522590764465e-09
1931,0.0,9.124285327288817e-09
1932,1.0959536611565568e-09,8.767629289252454e-09
1933,0.0,1.1470662641954732e-08
1934,0.0,3.5944740517379614e-09
1935,0.0,5.98414207075848e-09
1936,0.0,2.424942913137329e-09
1937,0.0,1.2591118148108649e-09
1938,0.0,1.2965214457594243e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,5.806470415592457e-09
1944,6.4263723231761105e-09,1.927911696952833e-08
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,6.523132700664291e-09
1949,9.817008317369869e-10,6.8719057111366055e-09
1950,0.0,3.190608444114673e-09
1951,3.1984206394497505e-09,6.396841278899501e-09
1952,0.0,1.370824520563474e-08
1953,1.0773827385790469e-09,0.0
1954,0.0,2.9317608341017376e-09
1955,0.0,4.6928039232341234e-09
1956,0.0,8.72114158667614e-10
1957,0.0,5.301022731885041e-09
1958,8.272243445794913e-10,7.445019267748876e-09
1959,7.750747821333448e-10,6.975672928177801e-09
1960,6.920833350854139e-10,5.536666680683311e-09
1961,0.0,2.08444772553662e-09
1962,6.341956404476434e-10,9.512934440181198e-09
1963,6.466053248388448e-10,1.2285501505004959e-08
1964,1.8251904432275978e-09,4.258777774879263e-09
1965,0.0,6.0192477668863376e-09
1966,4.431259803538978e-09,8.308612464702492e-09
1967,4.930335584241163e-10,3.451234853457663e-09
1968,2.245707841908029e-09,3.5931326802796093e-09
1969,1.3625273131978588e-09,7.2668124850849836e-09
1970,9.197450023812337e-10,1.3796175313274261e-09
1971,0.0,1.541519245584766e-09
1972,5.130146862875051e-10,5.130146973897354e-09
1973,1.6539611902288698e-09,3.3079223804577396e-09
1974,0.0,1.6876715580593782e-09
1975,2.2845920710778955e-09,3.4268881066168433e-09
1976,1.142705374768127e-09,1.142705374768127e-09
1977,1.7630346071939584e-09,1.7630346071939584e-09
1978,5.940591352171509e-10,2.3762365408686037e-09
1979,1.1703946700691858e-09,2.925986564150662e-09
1980,5.685150683554241e-10,2.8425752862659692e-09
1981,0.0,1.2651099057237047e-09
1982,1.2415004579935385e-09,3.7245013739806154e-09
1983,0.0,5.052252838311233e-09
1984,1.739702604197646e-09,2.8995041922996734e-09
1985,0.0,1.8046674155058895e-09
1986,5.994485463567401e-10,2.3977941854269602e-09
1987,0.0,2.4443267410134695e-09
1988,0.0,4.797243047249822e-09
1989,0.0,2.1952488715726304e-09
1990,1.6345953479657283e-09,6.538381391862913e-09
1991,1.1722930404189924e-09,2.344586080837985e-09
1992,0.0,2.7549720282848966e-09
1993,0.0,2.7696036575264316e-09
1994,1.5824779264761446e-09,7.912389854425328e-09
1995,5.422450821690461e-10,3.795715741716776e-09
1996,5.338092190498855e-10,8.007138063703678e-09
1997,4.79489448146353e-10,9.58978896292706e-10
1998,1.43043876743576e-09,2.86087753487152e-09
1999,1.8280804647829996e-09,1.8280804647829996e-09
2000,1.3254094488601709e-09,2.6508188977203417e-09
2001,2.190605918883648e-09,3.066848330846028e-09
2002,2.1906108038649563e-09,3.9430991805033955e-09
2003,2.083461403401543e-09,4.583615265119079e-09
2004,2.642874807889939e-09,4.845270407116686e-09
2005,9.007499190971657e-10,4.503749373441224e-09
2006,1.6471559671771274e-09,4.941467679486777e-09
2007,3.994479469415779e-10,3.595031605740928e-09
2008,8.514879357157668e-10,1.7029758714315335e-09
2009,1.430457752249481e-09,1.430457752249481e-09
2010,2.3618964561933353e-09,4.723793023408973e-10
2011,1.1471915639660324e-09,1.1471915639660324e-09
2012,1.0212758416727752e-09,1.0212758416727752e-09
2013,1.3945624655065103e-09,4.183687618564136e-09
2014,1.5158115873603606e-09,4.547434873103384e-09
2015,1.7732603163622684e-09,2.659890530054554e-09
2016,1.6570720351438695e-09,1.86420612280358e-09
2017,3.5218559180094644e-09,2.0124890642847504e-09
2018,1.290733298020541e-09,2.581466596041082e-09
2019,1.2754939326953263e-09,1.53059265262101e-09
