year,eut_VERB hérité_VERB,eut_VERB mérité_VERB
1866,7.784980660119345e-09,1.0217787504984699e-08
1867,1.4073153309368536e-08,8.249779526181555e-09
1868,9.87974857480367e-09,7.903798504571569e-09
1869,1.4162205630441349e-08,9.767038289254515e-10
1870,1.548193218070537e-08,2.2936195165357276e-09
1871,4.248470908407853e-09,1.0621177271019633e-09
1872,6.652073114565837e-09,4.23313739617015e-09
1873,5.387403856360606e-09,5.9860045809045914e-09
1874,5.377148060148329e-09,1.1949218281515073e-09
1875,1.1443054503956773e-08,8.010138330405425e-09
1876,4.232210137899983e-09,7.255217759905008e-09
1877,9.27722432209066e-09,8.040260901509555e-09
1878,7.850815109122777e-09,6.039088784604019e-09
1879,9.163987790827832e-09,4.27652757650776e-09
1880,4.492492600149944e-09,1.2835692508872398e-09
1881,4.8807553554297556e-09,3.4862537301449947e-09
1882,1.4641846846075168e-08,5.989846840748214e-09
1883,7.58320695126713e-09,3.791603475633565e-09
1884,1.3203393933736152e-09,9.902545450302114e-09
1885,2.5782542767416317e-09,6.445635580831777e-09
1886,7.744156427236248e-09,3.872078213618124e-09
1887,7.1818169189441505e-09,3.264462256069578e-09
1888,6.340614699951175e-09,5.706553452000662e-09
1889,1.0024218788373673e-08,4.385595886446936e-09
1890,6.554386366985909e-09,4.5880703680722945e-09
1891,1.211101796627645e-08,6.3742202627281586e-09
1892,7.522214851007902e-09,2.5074049503359674e-09
1893,9.23762488724833e-09,3.079208221734575e-09
1894,1.3233232287745977e-08,1.8904617871129403e-09
1895,1.2037228991346183e-09,8.426059849853118e-09
1896,5.307326134129653e-09,1.0614652268259306e-08
1897,8.157399200570126e-09,9.322741689743452e-09
1898,5.6583546736987955e-09,7.355861253444118e-09
1899,8.291367592505594e-09,8.844125432005967e-09
1900,7.26747462209687e-09,4.15284251431558e-09
1901,9.500856101851696e-09,1.1177477832191585e-09
1902,5.4013122863239005e-09,4.910283735171106e-09
1903,1.6200660812870638e-09,5.940242076007962e-09
1904,1.1286712897629059e-08,2.1498500757388683e-09
1905,5.676835002077496e-09,1.0321517862621477e-08
1906,1.1317205839134203e-08,8.745113966313056e-09
1907,8.228549397415463e-09,5.142843484406967e-09
1908,2.9468334439286537e-09,3.437972351250096e-09
1909,6.0510818578052294e-09,1.6502950117569526e-09
1910,3.740905363258662e-09,3.206490406526541e-09
1911,9.044636151145369e-09,9.576673676292558e-09
1912,6.772247651554153e-09,5.2094213387476884e-09
1913,5.833288518886093e-09,2.6514948014977335e-09
1914,1.2054139020278853e-08,7.366418142140674e-09
1915,5.890381071793627e-09,3.534228465440492e-09
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,2.1932848870420685e-09,4.386569774084137e-09
1918,1.722956355365568e-08,4.594550517822427e-09
1919,2.762354567309444e-09,1.8415696745321952e-09
1920,5.300562211374427e-09,6.057785384427916e-09
1921,4.543648568500203e-09,3.0290989716519334e-09
1922,2.2133805899215986e-09,4.426761179843197e-09
1923,4.246379248229459e-09,9.554353752605493e-09
1924,1.1602462102189293e-08,3.867487219366694e-09
1925,1.4297631523163545e-08,1.2097995494286806e-08
1926,4.458455382660986e-09,1.3375366592072169e-08
1927,0.0,7.804457524684949e-09
1928,4.570416489713125e-09,3.4278122562625413e-09
1929,1.4482528065684619e-08,5.570202965543558e-09
1930,8.402882833991043e-09,3.1510811737689437e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,8.767629289252454e-09,9.863582839386709e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,1.1981580172459871e-08,5.990790086229936e-09
1935,3.590485242455088e-09,9.574627313213568e-09
1936,2.424942913137329e-09,6.0623572828433225e-09
1937,6.295559185076627e-09,7.554670666820584e-09
1938,3.8895642262559704e-09,5.186085783037697e-09
1939,4.588215141154706e-09,6.117620188206274e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.0322646676618206e-08,1.4516175816936538e-08
1944,1.2852744646352221e-08,0.0
1945,1.3071024262956144e-08,1.3071024262956144e-08
1946,1.1136883415474585e-08,2.7842208538686464e-09
1947,8.344609447874518e-09,5.960435700558264e-09
1948,4.348755133776194e-09,4.348755133776194e-09
1949,3.9268033269479474e-09,2.945102384188658e-09
1950,9.571825110299415e-09,6.381216888229346e-09
1951,3.1984206394497505e-09,1.0661401539380222e-08
1952,0.0,1.5817205323287453e-08
1953,7.54167928107563e-09,5.386913581872932e-09
1954,0.0,8.795282724349818e-09
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,4.360570571293465e-09,5.232684952005684e-09
1957,7.068030161150318e-09,5.301022731885041e-09
1958,4.1361216673863055e-09,3.3088973783179654e-09
1959,3.100299128533379e-09,2.325224457422337e-09
1960,5.536666680683311e-09,6.920833239831836e-09
1961,6.948159270159238e-10,1.042223907177231e-08
1962,1.2683912808952869e-09,1.9025869768540815e-09
1963,2.5864212993553792e-09,7.1126584622049904e-09
1964,6.083968329129164e-10,4.258777774879263e-09
1965,3.830430195250756e-09,9.849678406226303e-09
1966,3.8773522170743036e-09,3.8773522170743036e-09
1967,3.944268467392931e-09,3.451234853457663e-09
1968,4.940557296606585e-09,3.1439910674890825e-09
1969,4.087581828571274e-09,9.083515606356229e-10
1970,1.0117195081704722e-08,4.1388523719376735e-09
1971,1.541519245584766e-09,6.679916619845017e-09
1972,5.130146973897354e-09,3.0780880067027283e-09
1973,3.859242703185828e-09,2.205281512956958e-09
1974,3.937900228123681e-09,3.3753431161187564e-09
1975,1.7134440533084216e-09,3.998036124386317e-09
1976,5.142174241967723e-09,1.142705374768127e-09
1977,2.938390863960194e-09,2.938390863960194e-09
1978,5.346532105932056e-09,2.970295565063452e-09
1979,2.3407893401383717e-09,1.7555920051037788e-09
1980,4.548120546843393e-09,6.822181042309694e-09
1981,1.2651099057237047e-09,2.5302198114474095e-09
1982,5.586751949948621e-09,3.7245013739806154e-09
1983,6.946847541655643e-09,1.2630632095778083e-09
1984,1.1598016991243298e-09,6.378909400694965e-09
1985,5.414002135495366e-09,4.812446441349039e-09
1986,1.1988970927134801e-09,2.997242676272549e-09
1987,1.2221633705067347e-09,3.0554083707556856e-09
1988,3.597932174415064e-09,1.1993107618124554e-09
1989,2.1952488715726304e-09,2.1952488715726304e-09
1990,5.44865097484859e-10,2.724325431913144e-09
1991,1.1722930404189924e-09,1.7584396161396398e-09
1992,3.856960972825618e-09,3.30596661157756e-09
1993,5.539207426075166e-10,2.7696036575264316e-09
1994,3.164955852952289e-09,0.0
1995,1.0844901643380922e-09,5.422450821690461e-10
1996,3.2028553142993132e-09,3.2028553142993132e-09
1997,9.58978896292706e-10,3.3564262480467733e-09
1998,2.86087753487152e-09,4.7681290027412615e-09
1999,1.3710603763428253e-09,2.285100553223174e-09
2000,1.7672125984802278e-09,4.859834756842929e-09
2001,8.762423564512289e-10,5.695575122643959e-09
2002,8.76244299341522e-10,3.066854992184176e-09
2003,3.7502307925763034e-09,3.333538334260311e-09
2004,3.0833537945085254e-09,2.2023955992267474e-09
2005,2.702249757291497e-09,4.954124666056714e-09
2006,7.000412693969338e-09,2.0589450144825605e-09
2007,1.1983438685803094e-09,3.595031605740928e-09
2008,8.514879357157668e-10,1.2772318758180745e-09
2009,2.860915504498962e-09,5.245011536203492e-09
2010,1.4171379625338432e-09,1.4171379625338432e-09
2011,7.64794394481072e-10,1.529588788962144e-09
2012,3.744677901096338e-09,6.808505426114664e-10
2013,1.3945624655065103e-09,1.3945624655065103e-09
2014,4.547434873103384e-09,1.7323561474213989e-09
2015,1.7732603163622684e-09,1.994917786518613e-09
2016,3.1070099826280284e-09,4.142679976837371e-09
2017,1.2578056374223934e-09,7.54683426862357e-10
2018,1.290733298020541e-09,1.8070267504555204e-09
2019,2.04079020349468e-09,1.7856913725466939e-09
