year,avaient_VERB hérité_VERB,avaient_VERB mérité_VERB
1903,7.776317545449274e-08,6.912281946824805e-08
1904,9.67432498555354e-08,7.954444924962445e-08
1905,8.928113004458282e-08,1.0218303003739493e-07
1906,8.642229687438885e-08,8.230695414113143e-08
1907,7.97140700115051e-08,6.685696263275531e-08
1908,8.152905905944863e-08,7.661766687760974e-08
1909,9.791750699150725e-08,1.01218098791378e-07
1910,9.298822334358192e-08,6.41298072423524e-08
1911,8.193376288545551e-08,9.84269235004831e-08
1912,8.543450746856251e-08,6.876435776348444e-08
1913,7.901454779357664e-08,8.37872349279678e-08
1914,1.0580855303032877e-07,6.763711013491047e-08
1915,6.243804051564439e-08,4.830112487752558e-08
1916,5.273981784625903e-08,8.020847275247434e-08
1917,7.457168749169796e-08,7.786161404510494e-08
1918,6.432370724951397e-08,7.236417332023848e-08
1919,9.484083562938395e-08,7.09004339682906e-08
1920,8.556622077549036e-08,6.512119199442168e-08
1921,8.102839643697735e-08,5.5281056177136634e-08
1922,7.820611358511087e-08,6.197466007051844e-08
1923,8.917396598917549e-08,4.671016995416721e-08
1924,1.0055467214442615e-07,6.703644572780831e-08
1925,8.798542694421485e-08,6.268961527666761e-08
1926,6.241837269271855e-08,5.015762383209221e-08
1927,9.476841000832792e-08,3.9022285847067906e-08
1928,5.5987602110008083e-08,3.085031252680892e-08
1929,8.689517017046455e-08,5.570203143179242e-08
1930,7.982738736700412e-08,7.562594817045465e-08
1931,1.1063195870519849e-07,4.44808918587114e-08
1932,8.438843224212178e-08,3.1782654730250215e-08
1933,7.570636739728798e-08,3.9000251916831985e-08
1934,1.1741948924282042e-07,6.230421689679133e-08
1935,6.821922227118193e-08,3.231436807027421e-08
1936,1.0184760412812466e-07,4.00115567344983e-08
1937,7.932404599841902e-08,4.910535977842301e-08
1938,9.983214965814113e-08,4.408173026604345e-08
1939,9.482311469355409e-08,5.199976982339649e-08
1940,7.86092684279538e-08,5.325144059042941e-08
1941,8.264207451702532e-08,6.493305448884712e-08
1942,9.102635090130207e-08,8.799214157306778e-08
1943,9.580676163523094e-08,6.096794180621146e-08
1944,9.639558129492798e-08,3.213186161588055e-08
1945,9.367567344042982e-08,2.6142048525912287e-08
1946,1.1693727230976947e-07,3.062643116891195e-08
1947,1.0847992371054715e-07,3.457052599742383e-08
1948,6.740570768215548e-08,2.9354097819123126e-08
1949,8.344456858822014e-08,3.043272656100271e-08
1950,7.444752725405124e-08,3.722376362702562e-08
1951,1.1087858098335346e-07,2.5587365115598004e-08
1952,7.381363076319758e-08,2.741649041126948e-08
1953,7.218464048719397e-08,4.955960619668076e-08
1954,8.697556808101581e-08,3.127211556375187e-08
1955,9.197895423085356e-08,3.660387193349379e-08
1956,8.372295923209094e-08,2.3547082506070183e-08
1957,9.01173820011536e-08,4.8592706747285774e-08
1958,6.948684472263267e-08,3.887954491688106e-08
1959,1.0773539571573565e-07,3.4878365084978213e-08
1960,7.543708591128961e-08,4.706166834012038e-08
1961,9.727423133654156e-08,3.890969324515936e-08
1962,1.033738925571015e-07,2.917300001570311e-08
1963,9.375776954811954e-08,3.0390449268224984e-08
1964,8.760914482763837e-08,2.8594651979574337e-08
1965,9.90439872339266e-08,3.502107759345563e-08
1966,7.976267824005845e-08,3.378835700118543e-08
1967,6.705256083705535e-08,5.078245735035125e-08
1968,9.611630247263747e-08,6.602381574793981e-08
1969,7.948076330421827e-08,5.132186231548985e-08
1970,7.219998110485903e-08,3.954903604608262e-08
1971,7.758980302696727e-08,4.264870057113512e-08
1972,8.003028995062778e-08,2.3598675014113724e-08
1973,7.497957454916104e-08,2.536073751002732e-08
1974,6.919453454656832e-08,2.925297337696975e-08
1975,6.796661722319186e-08,2.513051278185685e-08
1976,9.1416431757807e-08,3.313845553520878e-08
1977,1.0519439541667452e-07,2.7620874476497193e-08
1978,9.920787391592967e-08,3.089107636355948e-08
1979,9.597236072522719e-08,2.0481905949054635e-08
1980,8.69828085114932e-08,2.6720208268216084e-08
1981,7.717170547039132e-08,2.9730083284107423e-08
1982,9.187103700014632e-08,2.7933760193832313e-08
1983,8.020451502943615e-08,2.9050454486423405e-08
1984,7.53871134406836e-08,2.8415142239168745e-08
1985,9.203803585933201e-08,2.4062231318566774e-08
1986,8.452224165012012e-08,2.45773907892044e-08
1987,9.899522979139874e-08,2.3221103262471843e-08
1988,7.915451050166666e-08,2.1587593934668803e-08
1989,8.122420780409811e-08,3.567279449612215e-08
1990,8.336436252420754e-08,1.9070277801347402e-08
1991,8.792197547791147e-08,2.1101275393675678e-08
1992,8.815910490511669e-08,2.3692759754112558e-08
1993,1.0967630714731058e-07,2.8249957040316076e-08
1994,8.967375464408178e-08,2.2154692302933654e-08
1995,9.651962784573698e-08,2.6570008415660595e-08
1996,9.395041900006618e-08,1.975094043871195e-08
1997,1.1124155463448915e-07,2.3494983736327413e-08
1998,9.107127141305682e-08,2.527108478034279e-08
1999,8.180660415746388e-08,2.3308025731694215e-08
2000,7.99663695261188e-08,1.899753598877396e-08
2001,8.850047805708527e-08,1.840108865280854e-08
2002,1.0865429089790268e-07,2.716357272447567e-08
2003,9.37557658176047e-08,2.9585152105937595e-08
2004,1.0086971968803482e-07,2.8190664025373735e-08
2005,9.998323946547316e-08,2.432024714948966e-08
2006,9.841756565265314e-08,2.388376074691223e-08
2007,1.1663880172818608e-07,1.5578470069499417e-08
2008,9.792110944317756e-08,2.299017509699297e-08
2009,1.0203932276908745e-07,2.0026408975581944e-08
2010,1.1951196654536034e-07,2.7870378005445673e-08
2011,9.827608238310859e-08,1.911985947344874e-08
2012,1.375318134932968e-07,3.744677812278496e-08
2013,1.3471473891968344e-07,2.7612337305527035e-08
2014,1.463840959559093e-07,4.612398285530617e-08
2015,1.374276763499438e-07,4.322322055827499e-08
2016,1.323586218404671e-07,6.193306489876704e-08
2017,1.358430097297969e-07,2.8174847344075715e-08
2018,1.347525682149353e-07,3.9238294391452655e-08
2019,1.3061057302365953e-07,5.101975375509937e-08
