year,peuvent_VERB hériter_VERB,peuvent_VERB mériter_VERB
1893,1.1700991287000306e-08,5.049901474762919e-08
1894,1.5753848003896564e-08,4.663139208105349e-08
1895,2.2870734639468537e-08,4.754705429377282e-08
1896,1.1794058174530164e-08,3.538217541176891e-08
1897,1.806281169081103e-08,3.903898004864459e-08
1898,1.1882545614128048e-08,4.2437662273187016e-08
1899,8.291367592505594e-09,3.703477347016815e-08
1900,1.038210584169974e-08,3.7894686499839736e-08
1901,1.397184767881754e-08,5.9240633731860726e-08
1902,4.2228439411928775e-08,3.4863013809172116e-08
1903,1.83607493653426e-08,4.9142006020019835e-08
1904,1.666133897515465e-08,2.579820090886642e-08
1905,1.5998352864698973e-08,2.9932401446330914e-08
1906,1.4403716441790948e-08,4.5268823356536814e-08
1907,2.1599941391059474e-08,4.4742737514980035e-08
1908,1.4243028090277221e-08,6.090122184332358e-08
1909,1.3752458727367411e-08,4.290767208203761e-08
1910,1.4963621453034648e-08,3.20649036211762e-08
1911,1.1704822888702893e-08,4.309503154331651e-08
1912,2.5005221004903433e-08,4.636384787204406e-08
1913,1.5378670781274195e-08,4.454511426388308e-08
1914,1.2723813114234872e-08,5.6252648761301316e-08
1915,2.3561523843085297e-09,3.7698438148936475e-08
1916,6.592477230782379e-09,3.84561182897869e-08
1917,9.869782324756216e-09,5.263883906536648e-08
1918,1.1486376294556067e-08,2.8715941624568586e-08
1919,8.287063479883727e-09,1.6574126959767455e-08
1920,7.572231730534895e-09,2.6502810612782923e-08
1921,1.2873671018098776e-08,3.256281289054641e-08
1922,1.770704471937279e-08,2.3609393551282665e-08
1923,5.307974060286824e-09,4.671016995416721e-08
1924,9.02413699321869e-09,2.1915761649893284e-08
1925,1.2097995494286806e-08,4.5092530598367375e-08
1926,1.5604593173179637e-08,2.452150482668003e-08
1927,1.3379070296082318e-08,2.8987985345452216e-08
1928,4.34189573184085e-08,4.1133748851507335e-08
1929,3.0079096546842266e-08,4.790374674712439e-08
1930,1.8906487042613662e-08,3.466189113510154e-08
1931,1.4826963656844327e-08,3.079446386777818e-08
1932,2.301502632917618e-08,4.055028668403793e-08
1933,2.1794258842078307e-08,2.2941325283909464e-08
1934,8.38710612072191e-09,2.6359476379411717e-08
1935,1.4361940969820353e-08,3.590485420090772e-08
1936,2.5461901032031165e-08,3.273672888326473e-08
1937,1.510934133364117e-08,2.0145789036973838e-08
1938,2.3337385357535823e-08,1.4261735792331365e-08
1939,3.364691281149135e-08,1.6823456405745674e-08
1940,1.0143131667916805e-08,2.2822046474857416e-08
1941,1.7709016475464523e-08,3.836953510472085e-08
1942,1.517105907566929e-08,2.4273694165799498e-08
1943,2.9032351633873077e-08,2.6129116648121453e-08
1944,6.4263723231761105e-09,3.213186161588055e-08
1945,1.9606536838523425e-08,2.178504132643866e-08
1946,1.1136883415474585e-08,4.5939643200654245e-08
1947,9.536696765621855e-09,3.9338875268413176e-08
1948,1.0871888278529696e-08,1.6307831529616124e-08
1949,1.7670615193310368e-08,2.7487622844546422e-08
1950,1.1698897850465073e-08,4.1477910883713776e-08
1951,1.1727541604500402e-08,2.3455083209000804e-08
1952,3.268889159357968e-08,2.319856839960721e-08
1953,2.2625037843226892e-08,1.1851209791302608e-08
1954,1.9545073115523337e-08,2.247683283940205e-08
1955,1.3139850985055546e-08,2.815682265122632e-08
1956,2.1802854632824165e-08,1.5698054411927842e-08
1957,1.8553580005686854e-08,1.3252556385623393e-08
1958,2.7298403537656668e-08,2.5643954515430778e-08
1959,1.8601795659378695e-08,1.5501495198577686e-08
1960,1.591791587429725e-08,2.0070416439921246e-08
1961,1.250668635321972e-08,4.099414141478519e-08
1962,1.2049716779927166e-08,3.107558654846798e-08
1963,2.0691370394843034e-08,2.2631185814248056e-08
1964,9.734349326606662e-09,3.832900219435942e-08
1965,1.8057743744748223e-08,3.55682807651192e-08
1966,1.606331601067268e-08,1.7725039214155913e-08
1967,2.218651040664099e-08,3.747054933000982e-08
1968,2.110965446888713e-08,3.1439910230801615e-08
1969,2.4071315607443466e-08,5.94970259726324e-08
1970,1.609553734738256e-08,7.863819462272659e-08
1971,1.3359833239690033e-08,2.2608949379332444e-08
1972,2.667676390899487e-08,3.642404422521395e-08
1973,1.2129047988196362e-08,3.3079221140042137e-08
1974,1.800182936051442e-08,2.2502286256553816e-08
1975,1.1994108817248161e-08,2.627280792921738e-08
1976,2.171140245366132e-08,2.628222439682304e-08
1977,2.7620874476497193e-08,1.469195431980097e-08
1978,1.900989232694883e-08,1.6633656230169436e-08
1979,2.3993090181306798e-08,2.5163485517509798e-08
1980,2.3309118191150446e-08,1.2507331170752423e-08
1981,1.8344094243616382e-08,2.213942273954217e-08
1982,1.8001756529884005e-08,2.2347007799794483e-08
1983,1.4525227243211702e-08,1.2630632539867293e-08
1984,1.739702604197646e-08,9.858314165001048e-09
1985,2.8273122509858695e-08,1.4437339324047116e-08
1986,2.517683839187157e-08,8.991728250862252e-09
1987,2.3832186002437084e-08,2.199894133525504e-08
1988,1.139345240375178e-08,1.8589316752581908e-08
1989,2.57941739079115e-08,1.8110803523541108e-08
1990,1.5801088437683575e-08,1.3621627381610324e-08
1991,1.817054240405014e-08,8.20605094986604e-09
1992,2.589673719910479e-08,1.652983172562017e-08
1993,2.3818591543545153e-08,1.3848018731721368e-08
1994,2.1099706870586488e-08,1.793475057354499e-08
1995,1.9520822291951845e-08,1.626735190995987e-08
1996,2.2953797085278893e-08,2.028474987980644e-08
1997,1.8700088588730068e-08,1.2946214766884623e-08
1998,2.3363833534517653e-08,2.0026142522056034e-08
1999,2.1936966021485205e-08,1.6452723627935484e-08
2000,3.092621980727017e-08,1.4579503826439577e-08
2001,3.242096724420662e-08,1.0076787404500465e-08
2002,2.891606243338174e-08,1.62105191492401e-08
2003,2.7501691590714472e-08,2.1667998950647416e-08
2004,2.642874719072097e-08,2.5107310008820605e-08
2005,2.8373621674404603e-08,1.9816498664226856e-08
2006,3.1295964930677656e-08,1.5647982465338828e-08
2007,2.7961355897332396e-08,1.4779574009082808e-08
2008,3.618823640749724e-08,1.5326783397995314e-08
2009,3.290052674742583e-08,1.2397300963584712e-08
2010,1.795041271179798e-08,1.1809482280966677e-08
2011,3.1738967010142005e-08,1.3383901986685487e-08
2012,2.3489343803362317e-08,1.7702113552786614e-08
2013,2.5659950608769577e-08,1.7013663367038134e-08
2014,1.9705550968751595e-08,1.0394137106572998e-08
2015,2.5047301122071985e-08,1.684597350504191e-08
2016,2.5270349368611278e-08,1.8849194205472486e-08
2017,3.471543763566842e-08,1.3081178806828575e-08
2018,3.071945542387766e-08,1.523065407127433e-08
2019,2.1428297358738746e-08,1.607122257496485e-08
