year,tout_DET or_NOUN,tout_DET mort_NOUN
1842,5.2324466537356784e-08,3.6224630850512085e-08
1843,3.3078700778510495e-08,4.902736217005099e-08
1844,2.1405388628270572e-08,2.3600813969792966e-08
1845,3.459741143574391e-08,1.0602432709561072e-08
1846,2.868705673009231e-08,2.868705717418152e-08
1847,3.289866423727972e-08,1.4561703842730367e-08
1848,1.850401076808339e-08,2.333114235142375e-08
1849,1.5920888163378777e-08,1.0893239199560867e-08
1850,2.5798185809833285e-08,2.647708541303473e-08
1851,2.257303544084266e-08,3.805168802273329e-08
1852,3.711010876372711e-08,3.7761165305738587e-08
1853,3.1054045557254994e-08,4.658106789179328e-08
1854,3.1693553004252806e-08,8.624802916301633e-08
1855,2.812676669350367e-08,7.217434827566649e-08
1856,2.174419438949471e-08,3.468716780474779e-08
1857,2.4407545762272775e-08,1.2350217737377989e-07
1858,8.808616835942473e-09,6.557525722428181e-08
1859,1.9859475397510096e-08,2.036869295451993e-08
1860,3.249800462068464e-08,4.3940965616107164e-08
1861,4.527325092595902e-08,6.83814769253388e-08
1862,3.433669720775967e-08,9.62331094811475e-08
1863,5.494082988555249e-08,5.99354494923432e-08
1864,1.726102105692462e-08,5.993409990523446e-08
1865,4.0008176604988677e-08,5.742350128734586e-08
1866,4.4763639239775443e-08,5.011581194480641e-08
1867,2.7661025470138156e-08,5.0469241230644e-08
1868,2.2723420589620957e-08,6.174842714923301e-08
1869,3.5161337064160136e-08,1.1378599396039135e-07
1870,2.5803219116937726e-08,8.314370436579566e-08
1871,4.991953339583688e-08,8.072094548339237e-08
1872,2.9027229508926666e-08,8.345328128545049e-08
1873,2.7535620672480832e-08,7.003624880042025e-08
1874,3.405527093658378e-08,5.496640342883552e-08
1875,2.059749715233039e-08,3.490131444960909e-08
1876,1.8138044177717916e-08,5.1995725947051596e-08
1877,4.329371305900054e-08,3.092408029647942e-08
1878,2.596808079680102e-08,5.5559616241041e-08
1879,5.437299632760073e-08,3.8488748743681356e-08
1880,1.8611755026043397e-08,4.4924924003098e-08
1881,2.8587281097891548e-08,5.159655813713471e-08
1882,5.257754431831074e-08,3.8601233320889605e-08
1883,2.0853819060473455e-08,4.9922777023425624e-08
1884,2.77271263726675e-08,2.6406788755650723e-08
1885,2.7716233141905633e-08,2.1915161296792718e-08
1886,6.51799884066051e-08,4.775563255954296e-08
1887,2.415702088365279e-08,3.525619185484885e-08
1888,2.4728396885720372e-08,6.277208797200728e-08
1889,2.8193114509633688e-08,3.5711280488293085e-08
1890,3.9981758626073116e-08,2.8839300725280737e-08
1891,1.8485237118781583e-08,1.9122660788184476e-08
1892,3.949162885596991e-08,2.1312941633766513e-08
1893,2.2786141251618375e-08,2.2170299429635776e-08
1894,3.465846609707057e-08,5.860431628867957e-08
1895,3.4306102847381226e-08,1.9861427391631992e-08
1896,1.6511681522057842e-08,4.0689500213630936e-08
1897,1.8062812245922544e-08,3.321226604846572e-08
1898,2.2067583871354657e-08,3.6213469667423226e-08
1899,1.4371703827009696e-08,5.582854178953767e-08
1900,2.1283317441778138e-08,1.557315876254961e-08
1901,2.2913829722526202e-08,1.7325090695408107e-08
1902,3.338992993207057e-08,4.812078202576231e-08
1903,2.8621168546294484e-08,1.7820727116202306e-08
1904,8.599400302955473e-09,1.3974025492302644e-08
1905,2.8384175565498992e-08,1.7030504839699034e-08
1906,2.1605575106775632e-08,2.263441140071265e-08
1907,2.674278520853335e-08,2.8799922446864912e-08
1908,3.3397447030125704e-08,3.4379723734545564e-08
1909,1.9253442284927758e-08,3.850688656825696e-08
1910,1.8704527149360217e-08,1.3360376693860587e-08
1911,2.6601871261355825e-08,1.9685384433643094e-08
1912,2.7088990162127402e-08,2.6568047317709897e-08
1913,3.6590627860988434e-08,3.0757340008236156e-08
1914,1.9420556107707654e-08,1.339348720819089e-08
1915,9.424609426211816e-09,1.6493066246070498e-08
1916,1.7579939504130948e-08,1.8678685265172135e-08
1917,1.5352993543160665e-08,5.483212328627474e-09
1918,1.1486376294556067e-08,6.89182577673364e-09
1919,1.2890987610703064e-08,9.207848483683279e-09
1920,2.1202248845497706e-08,1.0601124866838063e-08
1921,2.9533714807072897e-08,1.2116395498029675e-08
1922,3.09873291470808e-08,2.7298360627536766e-08
1923,3.1847843917631735e-08,2.3355086753440446e-08
1924,1.160246199116699e-08,2.320492398233398e-08
1925,4.069325765243548e-08,1.7597084678300234e-08
1926,1.4489979549558996e-08,3.232380141326985e-08
1927,4.5711820995109065e-08,2.0068605000034268e-08
1928,1.8281665736807895e-08,2.3994687015083116e-08
1929,1.7824650200282122e-08,2.33948540540041e-08
1930,2.520864939015155e-08,2.7309369876604705e-08
1931,2.737285598186645e-08,2.8513392535955973e-08
1932,1.0959536833610173e-08,4.055028401950267e-08
1933,1.9500125736371388e-08,1.835305885045102e-08
1934,2.6359476379411717e-08,2.3963160344919743e-08
1935,2.5133397585364037e-08,2.752705263731059e-08
1936,1.9399543305098632e-08,1.6974600836050513e-08
1937,1.3850229851897211e-08,1.76275650742852e-08
1938,3.630259959308546e-08,1.426173557028676e-08
1939,1.6823455517567254e-08,3.8235125288110794e-08
1940,2.7893612308815818e-08,2.5357829613881222e-08
1941,3.246652813260198e-08,3.5418032950929046e-08
1942,1.2136847082899749e-08,5.461581054078124e-08
1943,8.709705623388686e-09,9.00002921078169e-08
1944,3.855823393905666e-08,5.1410978585408884e-08
1945,1.9606535950345005e-08,3.267756198965799e-08
1946,3.062642850437669e-08,2.0881657292193267e-08
1947,3.337843845763189e-08,2.0265481293080256e-08
1948,3.37028520647209e-08,2.5005341797168512e-08
1949,1.3743811755340118e-08,2.9451024508020396e-08
1950,1.5953042220573366e-08,2.1270723182809093e-08
1951,4.0513328247726577e-08,2.985192559812333e-08
1952,2.10896083929768e-08,2.9525450528922192e-08
1953,1.7238123595220145e-08,1.5083358673173564e-08
1954,1.5636057337786724e-08,4.495366523471489e-08
1955,2.627970330237872e-08,1.970977603349411e-08
1956,2.703553958482985e-08,2.8779766569897447e-08
1957,1.855357939506419e-08,3.2689638773675256e-08
1958,1.4062814079895958e-08,3.557064687242928e-08
1959,1.8601794327111065e-08,3.100299084124458e-08
1960,1.7994166823243063e-08,3.114374941270981e-08
1961,2.0844478365589225e-08,3.265634829219266e-08
1962,2.5367825173816527e-08,2.0928456134772233e-08
1963,1.9398158968009227e-08,3.1037055370219946e-08
1964,2.8594651091395917e-08,2.5552667315409394e-08
1965,2.188817349590977e-08,3.611548510251694e-08
1966,1.9940669560014612e-08,4.652822660489164e-08
1967,4.240088674611897e-08,6.310829503419768e-08
1968,2.470278670507753e-08,2.5601070818837002e-08
1969,1.4533625192214572e-08,2.2254612375149918e-08
1970,1.6095537624938316e-08,2.5292987620995078e-08
1971,2.1067429578636165e-08,3.2371904601369295e-08
1972,2.872882304272295e-08,3.334595444215438e-08
1973,3.08739407373082e-08,1.8744892527067236e-08
1974,1.4626486244395664e-08,2.4189957814613194e-08
1975,1.3707552870556583e-08,2.798625331479343e-08
1976,1.9997343725375316e-08,3.313845531316417e-08
1977,1.469195476389018e-08,2.056873571465445e-08
1978,5.04950251611902e-08,2.6138602615688455e-08
1979,1.287434114871644e-08,2.5163484518309076e-08
1980,9.096241204709088e-09,2.387763275990551e-08
1981,8.855769562110538e-09,3.1627747087981106e-08
1982,1.80017563078394e-08,4.221101423951268e-08
1983,1.8945948587756334e-08,2.3998201648112172e-08
1984,1.7976925670293298e-08,4.6392068409062404e-08
1985,1.564045115642898e-08,1.1429560076159362e-08
1986,1.3187867797803676e-08,2.6975185196675966e-08
1987,1.466596055710312e-08,2.8109757743699504e-08
1988,1.9188972077976985e-08,2.2187249149041577e-08
1989,9.329807593161377e-09,3.512398349947432e-08
1990,1.6345952813523468e-08,2.2339469829546488e-08
1991,1.875668864670388e-08,3.575493767726812e-08
1992,1.9284805363728452e-08,3.6365632505308554e-08
1993,1.8833305692744773e-08,2.935779852553111e-08
1994,1.5297287436766283e-08,2.9539588441984677e-08
1995,1.7894087323000463e-08,2.548551947256783e-08
1996,2.5622842514394506e-08,3.202855136663629e-08
1997,1.438468300030138e-08,2.9728346673252304e-08
1998,1.287394890692184e-08,4.720447854822396e-08
1999,7.769341975327748e-09,3.1534388877929587e-08
2000,1.5904913719388958e-08,2.827540224181746e-08
2001,1.6648604495017594e-08,3.63640566547474e-08
2002,1.1391175447350577e-08,2.803981824506252e-08
2003,1.1667383725821878e-08,2.7918384049030465e-08
2004,1.8940602419803554e-08,2.1583477782805005e-08
2005,1.1709748504173945e-08,2.1617998058331978e-08
2006,1.8530504686253835e-08,2.1001237637818804e-08
2007,1.3980677865399471e-08,2.6363564498144143e-08
2008,1.5326782676350348e-08,1.9158478581360328e-08
2009,1.3350938576905946e-08,1.6211854747538723e-08
2010,1.2754240996670774e-08,1.747803413110205e-08
2011,9.942326711920302e-09,1.7972667576415802e-08
2012,9.19148274158843e-09,2.246806696248882e-08
2013,1.171432484348145e-08,1.812931316180766e-08
2014,1.0827226060161621e-08,1.9705550524662385e-08
2015,1.551602757388082e-08,2.06141519409897e-08
2016,1.1806638028355465e-08,1.719212239237322e-08
2017,7.0437116417298995e-09,1.710615671335347e-08
2018,1.110030711792831e-08,1.4456213559554953e-08
2019,1.0714148235280163e-08,1.6836519289853413e-08
