year,aient_VERB hérité_VERB,aient_VERB mérité_VERB
1862,6.325180823552046e-09,5.1053245186949425e-08
1863,2.0477944673302773e-08,3.49623441309177e-08
1864,5.274200631788517e-09,3.2604148714199255e-08
1865,9.88437331983505e-09,4.6597758540656287e-08
1866,4.379051787850585e-09,5.1088935748566655e-08
1867,4.367530337390235e-09,3.105799351033056e-08
1868,1.432563490055827e-08,2.667531973088444e-08
1869,2.441759683335931e-09,2.0510780629479086e-08
1870,6.307453670473251e-09,2.9243649279919737e-08
1871,0.0,2.442870794538976e-08
1872,7.256807155187062e-09,3.9912439575573444e-08
1873,3.591602570907071e-09,6.345164393906089e-08
1874,5.377148060148329e-09,2.5690820137924675e-08
1875,4.005069165202713e-09,4.863298030954866e-08
1876,0.0,3.506688628363008e-08
1877,8.658742167710898e-09,3.710889728836264e-08
1878,2.4156354694326865e-09,4.7104890654736664e-08
1879,3.665595160740054e-09,2.5659165459046562e-08
1880,5.776061406947974e-09,3.3372799634889816e-08
1881,6.972507571312292e-10,2.998178416646624e-08
1882,6.655385131892899e-09,3.527354053289855e-08
1883,5.687405213450347e-09,2.0221884611260066e-08
1884,2.6406787867472303e-09,2.6406787867472303e-08
1885,3.86738152613475e-09,2.6427105837001363e-08
1886,5.808117542471791e-09,3.549405036551434e-08
1887,1.7628096316002484e-08,3.1991731930247624e-08
1888,8.876860135842435e-09,2.6630582183884144e-08
1889,8.771191772893872e-09,3.5084767091575486e-08
1890,1.2453334363726754e-08,3.5393686204088226e-08
1891,2.5496880162734215e-09,2.358461337337303e-08
1892,6.268512375839919e-09,4.387958796314706e-08
1893,8.621783287310336e-09,1.970693297437265e-08
1894,6.301539290376468e-10,1.7014155417882648e-08
1895,6.6204757231957956e-09,3.611168608586013e-08
1896,1.7691086373616827e-09,1.8280790214930676e-08
1897,4.078699600285063e-09,1.3984112534615178e-08
1898,5.092519295146758e-09,2.319925584970406e-08
1899,4.9748205555033564e-09,2.8743407654019393e-08
1900,6.748368974740515e-09,1.1939421895590385e-08
1901,7.824234593556412e-09,1.7325090695408107e-08
1902,2.9461704187383475e-09,1.8659077838378835e-08
1903,4.860198465905796e-09,1.9980815224585058e-08
1904,5.374625189347171e-09,1.3974025492302644e-08
1905,8.257214467732865e-09,2.8900251081154238e-08
1906,1.388929860013377e-08,3.0865106026567446e-08
1907,3.0857059130084963e-09,2.674278576364486e-08
1908,1.276961114626829e-08,1.0313916831705683e-08
1909,1.0451868703853506e-08,3.4106097501762633e-08
1910,3.740905363258662e-09,1.7101282168141552e-08
1911,7.980561100850991e-09,3.405039450399272e-08
1912,6.251305251225858e-09,1.82329742415277e-08
1913,7.954484182448596e-09,1.5378670781274195e-08
1914,1.3393487430235496e-09,2.209925398233281e-08
1915,4.712304768617059e-09,2.8273827723523937e-08
1916,5.493730803607377e-09,2.197492321442951e-08
1917,0.0,7.676496771580332e-09
1918,1.1486376294556067e-09,1.378365155346728e-08
1919,1.8415697411455767e-08,1.6574126959767455e-08
1920,0.0,3.104614876292544e-08
1921,7.572747762196741e-09,1.438822039290244e-08
1922,4.426761179843197e-09,1.1066902949607993e-08
1923,3.1847844361720945e-09,1.8047112249064412e-08
1924,1.1602462102189293e-08,1.675911143195208e-08
1925,9.898360353588487e-09,3.519416935660047e-08
1926,8.916910765321973e-09,2.452150482668003e-08
1927,5.574612327308159e-09,1.5608915049369898e-08
1928,3.4278122562625413e-09,2.170947865920425e-08
1929,2.2280812750352652e-09,1.4482528065684619e-08
1930,1.3654684494213143e-08,2.520864939015155e-08
1931,3.4216069977333063e-09,1.2545892325022123e-08
1932,5.4797681947604815e-09,1.4247397928102146e-08
1933,1.1470662197865522e-09,1.0323596200123575e-08
1934,1.1981580172459871e-09,1.677421224144382e-08
1935,7.180970484910176e-09,1.0771455727365264e-08
1936,6.0623572828433225e-09,1.2124714565686645e-08
1937,2.5182236296217297e-09,1.2591118370153254e-08
1938,1.2965214679638848e-08,1.9447821131279852e-08
1939,4.588215141154706e-09,7.647025235257843e-09
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,1.8205270180260413e-08,2.730790527039062e-08
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,1.6065930807940276e-08,1.927911696952833e-08
1945,1.5249527862692958e-08,1.5249527862692958e-08
1946,1.3921104269343232e-09,9.744772988540262e-09
1947,7.152522574216391e-09,2.1457568166738383e-08
1948,2.174377566888097e-09,2.0656587551570738e-08
1949,9.817008317369869e-10,1.3743811422273211e-08
1950,1.4889506516624351e-08,1.1698897850465073e-08
1951,7.462981344019681e-09,9.595261474260042e-09
1952,1.0544804140977249e-08,9.490323193972472e-09
1953,1.1851209791302608e-08,1.1851209791302608e-08
1954,8.795282724349818e-09,8.795282724349818e-09
1955,6.569925492527773e-09,1.595553378308523e-08
1956,6.976913269340912e-09,1.2209598665435806e-08
1957,5.301022731885041e-09,1.3252556385623393e-08
1958,9.099467845885556e-09,7.445019267748876e-09
1959,5.425523585955716e-09,2.325224457422337e-09
1960,9.689166802218097e-09,1.4533750203327145e-08
1961,2.779263708063695e-09,2.431855783413539e-08
1962,3.170978146727066e-09,6.976152100435229e-09
1963,9.69907976156037e-09,1.2932106940866106e-08
1964,4.867174663303331e-09,1.1559539991878864e-08
1965,6.5664522708175355e-09,1.2585699593614663e-08
1966,9.970334780007306e-09,9.416426749453422e-09
1967,5.916402479044791e-09,1.4791006641701188e-08
1968,4.940557296606585e-09,1.392338955241712e-08
1969,9.991866889436096e-09,7.72098829315837e-09
1970,5.978342709767048e-09,9.657322941336588e-09
1971,8.221435976452085e-09,1.1818314327172175e-08
1972,4.6171320100540925e-09,7.182205497002769e-09
1973,7.1671650836435674e-09,9.923766697284009e-09
1974,1.012602890426706e-08,7.875800456247362e-09
1975,4.569184142155791e-09,1.0851811893530794e-08
1976,7.998937512354587e-09,5.713526984862938e-09
1977,4.7014254711541525e-09,4.7014254711541525e-09
1978,8.316828115084718e-09,1.1881182260253809e-08
1979,1.1118749476679568e-08,9.948355028654987e-09
1980,3.411090521154847e-09,7.390696055153967e-09
1981,8.223214109648325e-09,6.958104314946922e-09
1982,6.828252629986764e-09,1.1794254461960918e-08
1983,6.946847541655643e-09,4.4207211225000265e-09
1984,6.378909400694965e-09,6.958810416790584e-09
1985,6.617113967877231e-09,6.015557829641693e-09
1986,7.1933827783254856e-09,4.196139880008332e-09
1987,5.49973533381376e-09,7.944062296871834e-09
1988,3.597932174415064e-09,8.395175221664886e-09
1989,9.878619700032232e-09,9.329808037250586e-09
1990,5.448650863826288e-09,8.717841559757744e-09
1991,5.8614650910726596e-09,5.2753188484189195e-09
1992,4.4079553340736766e-09,5.509944056569793e-09
1993,1.1632335983335906e-08,5.539207315052863e-09
1994,5.274926717646622e-09,1.160483886764041e-08
1995,5.4224509327127635e-09,7.591431483433553e-09
1996,7.473328622609188e-09,5.871901187504136e-09
1997,1.1987236092636522e-08,1.054876808126437e-08
1998,4.7681290027412615e-09,6.198567881199324e-09
1999,1.0054442611817649e-08,5.484241505371301e-09
2000,7.95245647111642e-09,6.627047355323157e-09
2001,5.695575122643959e-09,7.0099388516098315e-09
2002,2.1906108038649563e-09,6.571832411594869e-09
2003,9.58392298855415e-09,5.8336921959778465e-09
2004,6.166707589017051e-09,6.166707589017051e-09
2005,1.0358624180639708e-08,8.557123898356167e-09
2006,1.1530091548195287e-08,7.412201963319376e-09
2007,7.988958827809256e-09,4.393927444112933e-09
2008,8.089135583588813e-09,9.366367237362283e-09
2009,7.1522885392028e-09,5.721831008997924e-09
2010,8.502827775203059e-09,6.140930874920514e-09
2011,7.265546830836911e-09,8.412738061736036e-09
2012,7.489355802192676e-09,9.19148224198807e-09
2013,6.136075203500013e-09,6.136075203500013e-09
2014,9.527958866328845e-09,3.2481677347817595e-09
2015,6.64972610309178e-09,8.86630147078904e-09
2016,6.628288140575478e-09,9.528164035543796e-09
2017,6.792150397672003e-09,2.087957362562065e-08
2018,6.711813327342497e-09,6.453666934191915e-09
2019,7.652963596171958e-09,6.887666881283394e-09
