year,ont_VERB uni_VERB,ont_VERB muni_VERB
1858,9.444794407675872e-08,2.397901255335455e-08
1859,6.365216753678737e-08,1.3137807286511816e-07
1860,7.918528249772905e-08,4.7144993686742964e-08
1861,1.6600191737881076e-07,3.8670901147952463e-08
1862,9.307051929141608e-08,2.1686334505943705e-08
1863,9.389887312138967e-08,2.3474717281146695e-08
1864,1.241834561849231e-07,3.308362295229017e-08
1865,8.378183280477458e-08,3.9066808454890634e-08
1866,1.2066719934367143e-07,9.147352386662533e-08
1867,8.492419745209645e-08,2.4749338578544666e-08
1868,1.022553899332479e-07,1.8277534152844055e-08
1869,7.227608078697045e-08,2.4417595057002472e-08
1870,9.403840106614325e-08,1.6055336615750093e-08
1871,6.054071066685651e-08,4.0360472297606975e-08
1872,8.042961086029976e-08,1.69325495846806e-08
1873,6.045864359149888e-08,5.6268440573603584e-08
1874,5.914863088207767e-08,7.05003913026303e-08
1875,5.3210202022313524e-08,2.2313955128083762e-08
1876,8.887642111155003e-08,2.7811667635546655e-08
1877,9.648312593313335e-08,1.1751150275074451e-08
1878,7.186515371682134e-08,2.8383716710322915e-08
1879,8.247589189380733e-08,1.3440515367335593e-08
1880,1.110287428662815e-07,1.1038695646448105e-07
1881,7.878933389049436e-08,9.761510710859511e-09
1882,6.92160029291955e-08,1.3976308999019693e-08
1883,5.245051382107846e-08,4.423537092179686e-09
1884,7.988053418728214e-08,1.650424152899177e-08
1885,1.0828668139950537e-07,1.0957580620640783e-08
1886,7.93776037677496e-08,2.9040586824180536e-08
1887,1.0119832993815692e-07,1.5016526688782506e-08
1888,8.87686082418071e-08,4.057993407968752e-08
1889,1.0274824280287476e-07,1.566284169030041e-08
1890,1.2846597563509476e-07,1.3764211992395303e-08
1891,1.2174760333216739e-07,1.5935549768641977e-08
1892,9.402768763600022e-08,2.193979398157353e-08
1893,8.067525719690494e-08,1.3548516086814288e-08
1894,9.137231993250339e-08,1.827446460822557e-08
1895,9.870527728494949e-08,1.2639090662958097e-08
1896,1.0260830074493299e-07,1.4152869098893461e-08
1897,9.264474520875865e-08,1.3401440845939305e-08
1898,9.506036047213229e-08,2.0370077180587032e-08
1899,1.0391847027335643e-07,1.5477219506010442e-08
1900,9.499626907327752e-08,1.7130474816440255e-08
1901,8.215446500869916e-08,3.912117207960364e-08
1902,7.807351010136188e-08,2.6515532880466708e-08
1903,1.0476427636518792e-07,4.1581696308412575e-08
1904,8.223176806154697e-08,2.956043942958786e-08
1905,1.1869745747405958e-07,1.857873321853276e-08
1906,9.208090101520128e-08,1.594697174311932e-08
1907,8.794262162936661e-08,2.7257069490360664e-08
1908,8.74227286118412e-08,2.4065807124884486e-08
1909,9.901770309239666e-08,3.190570296851547e-08
1910,8.497199344148498e-08,1.7635697346918278e-08
1911,9.3106547804922e-08,2.2345570727111408e-08
1912,1.2658893200345744e-07,1.719108944087111e-08
1913,6.787826756227133e-08,2.1211958411981868e-08
1914,8.97363646723548e-08,1.5402511266415786e-08
1915,2.0851948023814515e-07,1.6493066468115103e-08
1916,1.736019037412717e-07,8.789969641043172e-09
1917,1.217273066789204e-07,4.605898240583883e-08
1918,2.1134931937893953e-07,1.033773866510046e-08
1919,1.9520638483427888e-07,2.5781975665495338e-08
1920,1.4084351462884115e-07,2.1959472462640406e-08
1921,1.2419305567279437e-07,2.7261890522822796e-08
1922,1.2616269778886746e-07,1.9920426197472807e-08
1923,1.2739137655870536e-07,2.653987074552333e-08
1924,1.1602462191007135e-07,2.1915761649893284e-08
1925,9.238469389494242e-08,8.798542339150117e-09
1926,9.362755992725624e-08,1.3375366592072169e-08
1927,1.2375639479866862e-07,3.0102906833917586e-08
1928,9.940655587570291e-08,4.227635130860108e-08
1929,1.0917598447512944e-07,4.121950425428622e-08
1930,1.0188495136453923e-07,3.466189113510154e-08
1931,1.0721035526017886e-07,3.763767608688795e-08
1932,1.1945894806686397e-07,1.2055489939655217e-08
1933,1.181478215261933e-07,3.9000251916831985e-08
1934,9.944711898413061e-08,2.516131836216573e-08
1935,8.377799076697556e-08,1.6755597798123745e-08
1936,1.0184759968723256e-07,3.031178508194898e-08
1937,9.569249870278185e-08,2.7700460591972842e-08
1938,7.519824651858187e-08,2.9819993585533666e-08
1939,1.116465684347645e-07,1.5294050470515685e-08
1940,1.0650288118085882e-07,4.3108308034334186e-08
1941,1.2396310467011062e-07,2.6563522936839945e-08
1942,1.3957374767059605e-07,2.4273694165799498e-08
1943,8.419382169222445e-08,8.709705845433291e-09
1944,1.3816700850100005e-07,3.2131861615880553e-09
1945,9.367567477269745e-08,1.5249527862692958e-08
1946,1.1693727586248315e-07,6.960552134671616e-09
1947,9.894323005354977e-08,8.344609447874518e-09
1948,1.0219574320124991e-07,9.784699273041042e-09
1949,1.2271260707574783e-07,1.0798709482173763e-08
1950,9.359118435803282e-08,1.3825969702452312e-08
1951,7.782823052693288e-08,1.2793682557799002e-08
1952,9.068531170441929e-08,1.687168627029223e-08
1953,1.260537771941017e-07,1.6160740301529586e-08
1954,1.0847515041767508e-07,9.772536557761669e-09
1955,7.790054468159724e-08,6.569925492527773e-09
1956,1.0901426938936254e-07,1.1337483840634377e-08
1957,7.333080986882123e-08,6.184526224473075e-09
1958,9.347634827294726e-08,4.9633461784992505e-09
1959,8.680837737529146e-08,1.007597205671118e-08
1960,7.197666462843699e-08,6.2287499602575735e-09
1961,1.1464462551513677e-07,9.72742331128984e-09
1962,1.1986297610011576e-07,5.0735651235811474e-09
1963,1.3320069469635598e-07,1.939815863494232e-09
1964,1.0525264915184351e-07,4.867174663303331e-09
1965,1.0615764500787606e-07,5.47204326295514e-09
1966,8.364002923588743e-08,3.8773522170743036e-09
1967,9.811368006928944e-08,6.409436092980059e-09
1968,8.264205361707688e-08,2.6948494546985557e-09
1969,1.1308976866075682e-07,1.2353581269053393e-07
1970,9.381399196373152e-08,1.5635665207014426e-08
1971,1.2948761385356278e-07,1.9012070140433934e-08
1972,1.015769072187922e-07,2.0520587451500205e-09
1973,1.427919716356918e-07,1.6539611902288698e-09
1974,7.538266377782321e-08,3.3753431161187564e-09
1975,1.833385128158227e-07,5.140332159925265e-09
1976,1.011294283315145e-07,6.8562320265641574e-09
1977,1.4985793267419112e-07,7.052138428775834e-09
1978,1.1168311631060135e-07,1.0099005187669263e-08
1979,1.322545927218144e-07,5.266775904289034e-09
1980,1.1029192409361954e-07,7.390696055153967e-09
1981,1.448550804306059e-07,6.958104314946922e-09
1982,1.4215180599297383e-07,2.483000827169235e-08
1983,1.4904145595462381e-07,1.0104505676622466e-08
1984,1.327972937170685e-07,2.3196033982486597e-09
1985,1.323422793575446e-07,6.617113967877231e-09
1986,1.3127922676714476e-07,3.5966913891627428e-09
1987,1.1305011471396398e-07,7.332980445085013e-09
1988,1.0973693764793069e-07,1.1993107618124554e-09
1989,1.3226373918318046e-07,4.390497743145261e-09
1990,9.753085095098868e-08,5.448650863826288e-09
1991,1.3305526336271356e-07,2.344586080837985e-09
1992,1.2121877240867107e-07,4.4079553340736766e-09
1993,1.0856846444085022e-07,5.539207315052863e-09
1994,1.0971847053120598e-07,4.2199412852994556e-09
1995,1.0139982870027708e-07,2.1689803286761844e-09
1996,1.302494467836368e-07,2.6690460952494277e-09
1997,1.189133860268754e-07,2.876936688878118e-09
1998,9.297851666367762e-08,9.536258449571733e-10
1999,1.2476648691972514e-07,2.285100553223174e-09
2000,1.0691636209703148e-07,8.836062992401139e-10
2001,1.2530266299548565e-07,2.6287270138425356e-09
2002,1.139117559167957e-07,3.066854992184176e-09
2003,1.1625715112817403e-07,2.5001538617175356e-09
2004,1.0086971916067888e-07,1.7619165015858584e-09
2005,1.0088399449159624e-07,5.404499514582994e-09
2006,1.2600743770629919e-07,2.0589450144825605e-09
2007,9.906308875984315e-08,5.192823504529542e-09
2008,1.03455783578843e-07,2.1287198670449925e-09
2009,9.774794307304546e-08,1.907277002999308e-09
2010,7.085689190944322e-08,3.7790344187271785e-09
2011,7.303786461743123e-08,7.64794394481072e-10
2012,6.842548286312145e-08,2.0425516833455504e-09
2013,6.66600854515309e-08,5.578250084070646e-10
2014,6.431372412407654e-08,1.0827225782605865e-09
2015,6.317240100472965e-08,1.994917786518613e-09
2016,5.882605819129694e-08,3.1070099826280284e-09
2017,6.49027723231832e-08,1.509366853724714e-09
2018,6.634369376090632e-08,1.0325866828253538e-09
2019,5.8672717961893994e-08,1.53059265262101e-09
