year,aurait_VERB hérité_VERB,aurait_VERB mérité_VERB
1877,1.2369632429454214e-08,5.504486111362894e-08
1878,1.268208649207736e-08,4.287753085918666e-08
1879,1.710611030603104e-08,8.247589278198575e-08
1880,1.3477476912271413e-08,7.958129089047361e-08
1881,1.743126887276958e-08,3.6257038260600893e-08
1882,1.8635077481121698e-08,4.45910792734594e-08
1883,2.5909288936531993e-08,4.9922778799782463e-08
1884,3.036780782394999e-08,6.073561564789998e-08
1885,1.5469526104539e-08,6.123353557541122e-08
1886,2.2587123282846733e-08,4.58195934527339e-08
1887,1.9586773092328258e-08,4.83140425444617e-08
1888,2.028996703984376e-08,4.5018364147608736e-08
1889,1.4409814674820609e-08,6.077182490571431e-08
1890,2.2940351840361473e-08,4.5880703680722945e-08
1891,2.995883363610119e-08,4.3344694944380535e-08
1892,1.5044429702015805e-08,5.328235630486233e-08
1893,1.4780200174868696e-08,4.9883173147691195e-08
1894,3.0877544077156927e-08,3.7809236630437226e-08
1895,1.625025980445116e-08,5.356566745717828e-08
1896,1.7691087705884456e-08,5.6021775662884465e-08
1897,2.0393496669157685e-08,4.3700350005337896e-08
1898,1.867257104493092e-08,5.375436984422777e-08
1899,1.8241008703512307e-08,4.366786754417262e-08
1900,2.6474371139784125e-08,5.2429637520390315e-08
1901,1.676621685930968e-08,3.912117207960364e-08
1902,1.178468167495339e-08,3.437198614619774e-08
1903,1.4580594509538969e-08,2.4841012802312434e-08
1904,2.418581246388385e-08,4.622177840474251e-08
1905,1.857873321853276e-08,3.354493216534138e-08
1906,1.0802787109298606e-08,4.2696733260072506e-08
1907,2.0057088434555226e-08,5.091414934099703e-08
1908,1.7189861978295085e-08,4.813161424976897e-08
1909,1.5402754627302784e-08,7.426327641724129e-08
1910,2.5651923252212327e-08,5.985448581213859e-08
1911,6.384448969498635e-09,4.0434844805758985e-08
1912,2.8651816919023076e-08,3.64659484830554e-08
1913,1.96210621083992e-08,4.454511426388308e-08
1914,2.8795998474606677e-08,4.486818383497848e-08
1915,2.238344798399794e-08,3.416420923940677e-08
1916,1.2086208478478966e-08,6.482602543655958e-08
1917,1.973956464951243e-08,4.605898240583883e-08
1918,1.378365155346728e-08,2.5270027848023346e-08
1919,3.038589824200244e-08,3.4069039145379065e-08
1920,1.665890891899835e-08,3.33178178379967e-08
1921,1.9689142760626055e-08,3.483463828501954e-08
1922,1.8444838545406128e-08,3.39385017866789e-08
1923,3.078624999375279e-08,4.458698299458774e-08
1924,1.0313299547703991e-08,7.34822620529485e-08
1925,2.0896537833436923e-08,5.27912540349007e-08
1926,1.7833821530643945e-08,3.4553028882555736e-08
1927,2.0068604555945058e-08,2.8987985345452216e-08
1928,2.0566874425753667e-08,4.227635130860108e-08
1929,1.5596569369336066e-08,2.6736975300423182e-08
1930,1.7856125467119455e-08,4.621585603103995e-08
1931,2.0529641986399838e-08,4.219981875053236e-08
1932,1.53433514782364e-08,5.2605777511871565e-08
1933,2.6382522833046096e-08,3.326492148403304e-08
1934,3.2350264689284813e-08,2.7557634396657704e-08
1935,3.7101681726881e-08,2.992070946561398e-08
1936,1.4549657478823974e-08,3.516167268458048e-08
1937,2.1404900962807005e-08,5.0364473480613015e-08
1938,3.3709557811789637e-08,3.630260181353151e-08
1939,1.8352860564618823e-08,3.364691281149135e-08
1940,2.2822046474857416e-08,5.5787225505810056e-08
1941,1.7709016475464523e-08,5.60785480274717e-08
1942,4.8547388331598995e-08,7.888950648293758e-08
1943,8.709705845433291e-09,3.774205836748479e-08
1944,3.855823393905666e-08,1.927911696952833e-08
1945,4.574858536443571e-08,4.357008265287732e-08
1946,2.227376683094917e-08,3.7586982415405146e-08
1947,1.1920871401116528e-08,2.9802176726434482e-08
1948,1.522064252412747e-08,2.717971980814582e-08
1949,1.3743811422273211e-08,4.0249734212238764e-08
1950,2.6588404367089424e-08,4.679559140186029e-08
1951,1.4925962688039363e-08,4.477788806411809e-08
1952,2.1089608281954497e-08,3.796129277588989e-08
1953,3.3398865895151175e-08,3.663101466599983e-08
1954,1.5636057781875934e-08,2.7363100230104465e-08
1955,2.440258128899586e-08,4.223523575319632e-08
1956,2.3547082506070183e-08,3.662879421995058e-08
1957,1.767007518083119e-08,5.1243219445495924e-08
1958,1.8198935691771112e-08,4.715178647529683e-08
1959,2.7902691712711203e-08,4.5729411368711226e-08
1960,1.9378333604436193e-08,4.498541628095154e-08
1961,2.223410966450956e-08,3.543561177821175e-08
1962,2.663621678777872e-08,5.580921680348183e-08
1963,1.2932106940866106e-08,3.879631904624148e-08
1964,2.311907998375773e-08,4.562976130273455e-08
1965,2.2435377999840966e-08,3.283226135408768e-08
1966,1.7171132071780448e-08,3.9881339120029224e-08
1967,2.218651040664099e-08,4.831728972476412e-08
1968,2.380450325745187e-08,5.3896989982149535e-08
1969,1.9529558414888015e-08,5.0867686951505675e-08
1970,1.6555409487750694e-08,4.5067505283213904e-08
1971,1.7470551227916076e-08,4.059333846839763e-08
1972,2.0520587895589415e-08,5.4379555081141007e-08
1973,2.3155456219114967e-08,5.127279578687194e-08
1974,1.8564387360697765e-08,6.075617164924552e-08
1975,2.341706917263764e-08,6.568202337575713e-08
1976,3.485251554025126e-08,4.685092136469393e-08
1977,2.2331770210826107e-08,6.170620991952092e-08
1978,2.673266052966028e-08,4.514849294423584e-08
1979,2.691907674545746e-08,4.9156575698816596e-08
1980,2.21720881654619e-08,6.765329629843109e-08
1981,2.84649726012276e-08,6.262293794634388e-08
1982,2.4209258597807093e-08,7.262777756977812e-08
1983,2.084054351314535e-08,7.262613621605851e-08
1984,2.609553817478627e-08,7.248760880429472e-08
1985,2.045289804186723e-08,5.8350913434424e-08
1986,3.356911904006665e-08,8.632058978719215e-08
1987,2.5054349706010726e-08,6.416357933858308e-08
1988,2.998276826815527e-08,7.975416593808404e-08
1989,1.8659616074501173e-08,8.012658270217798e-08
1990,3.160217687536715e-08,6.592867407562153e-08
1991,3.165191131415668e-08,9.026656755395379e-08
1992,3.4712648755430564e-08,7.769020982095753e-08
1993,3.323524566667402e-08,7.311754046668284e-08
1994,3.5342008430916394e-08,9.020124736025537e-08
1995,3.5788175978268555e-08,8.892819636230342e-08
1996,4.217092808289635e-08,8.43418561657927e-08
1997,3.260528202986279e-08,8.295167219785071e-08
1998,3.5284156041370807e-08,7.485962782993738e-08
1999,2.422206613061917e-08,6.763897886230552e-08
2000,3.401884285381129e-08,8.084997915602798e-08
2001,4.1183390919741214e-08,6.221321058319518e-08
2002,3.811662807606808e-08,7.75476181047452e-08
2003,3.62522278862798e-08,7.875484442365632e-08
2004,4.492887129003975e-08,7.796480616661938e-08
2005,3.648037250059133e-08,9.412836732280994e-08
2006,3.5825642896725185e-08,9.141715651139748e-08
2007,4.433872291542684e-08,9.466916139899695e-08
2008,4.512886064844679e-08,7.067350082934354e-08
2009,3.337734710839868e-08,7.629108011997232e-08
2010,4.2986517456711226e-08,6.471596236679034e-08
2011,3.8622115283715175e-08,5.7741978309877595e-08
2012,3.6425504390535934e-08,6.638293115202032e-08
2013,4.769403716409215e-08,9.176221738016466e-08
2014,4.3958536366517365e-08,7.037697002942878e-08
2015,3.79034403863443e-08,7.979671323710136e-08
2016,4.391240793211182e-08,7.187549755371947e-08
2017,4.5029441508859236e-08,7.52167821360672e-08
2018,3.6914972412205316e-08,8.802801687579631e-08
2019,3.9285211528294894e-08,8.086631453352311e-08
