year,pourraient_VERB être_VERB,pourraient_VERB etre_VERB,pourraient_VERB mettre_VERB
1841,8.724883628019597e-06,2.5040138851295524e-08,1.2776891367138887e-07
1842,9.064878213393968e-06,2.6162233268678392e-08,9.995314798061372e-08
1843,8.52544508234132e-06,1.1813821920725331e-08,1.3763103368091834e-07
1844,8.896408871805761e-06,3.1284798751585186e-08,8.232841963717874e-08
1845,9.062289791472722e-06,2.5111025980795176e-08,1.2220699829867954e-07
1846,9.240744475391693e-06,2.0490753982471688e-08,1.1709002478710318e-07
1847,1.0075081263494212e-05,3.937053350000497e-08,8.952751073820764e-08
1848,1.0331673365726601e-05,3.459445352405055e-08,1.0378335701943797e-07
1849,1.089994293579366e-05,3.016589289472904e-08,1.1647387054836145e-07
1850,9.977787158277351e-06,2.7155984128057753e-08,1.3510101837255206e-07
1851,9.51614674704615e-06,3.224719336003545e-08,1.2318427877744398e-07
1852,8.697437806404196e-06,2.8646400807019745e-08,7.096494414327026e-08
1853,8.493281711707823e-06,2.448492075757258e-08,7.942669100202693e-08
1854,8.557259207009338e-06,2.1302223984775992e-08,6.650450501410887e-08
1855,7.625537818967132e-06,1.539011762474729e-08,8.278821894691646e-08
1856,8.116279786918312e-06,1.7084724746041502e-08,9.784887566866018e-08
1857,7.118216672097333e-06,1.513267733344037e-08,1.352178031766016e-07
1858,7.301854111574357e-06,1.9085335978274998e-08,9.934162648050915e-08
1859,7.670850209251512e-06,1.5276519604867644e-08,1.492006731496076e-07
1860,7.888318577897735e-06,1.373155189554609e-08,1.0024032803812588e-07
1861,8.373664968530647e-06,2.1221836732365773e-08,1.3581976077148283e-07
1862,8.297733984363731e-06,2.304173032929846e-08,8.8100733819374e-08
1863,8.140233148878906e-06,2.1476870060155306e-08,1.11879508324364e-07
1864,7.458678737748414e-06,2.349416661218129e-08,1.3425238876152434e-07
1865,8.016226274776272e-06,2.2122168985561075e-08,1.1296426549733951e-07
1866,7.4726081038534176e-06,1.8002767276925624e-08,8.271541673821048e-08
1867,7.76158685766859e-06,1.7955402498159856e-08,1.0724713206400338e-07
1868,8.159189746947959e-06,1.6795571489147676e-08,8.545982410623765e-08
1869,7.815096068952698e-06,1.70923168951731e-08,9.815873625029781e-08
1870,8.072393939073663e-06,1.3761717099214366e-08,1.2500225921030506e-07
1871,9.442226655664854e-06,2.973929724703339e-08,8.815577245968598e-08
1872,8.374355275009293e-06,2.1770421909650395e-08,1.2276099425889697e-07
1873,8.354068086191546e-06,1.7359413462259e-08,6.824045328812645e-08
1874,8.293354767374694e-06,1.0754296120296658e-08,6.153847209589003e-08
1875,7.951778570713941e-06,1.4875970677508121e-08,7.209123964457831e-08
1876,8.221370990213472e-06,1.4510435519810017e-08,9.975924086802479e-08
1877,8.084172804956324e-06,8.040260901509555e-09,6.98884221606022e-08
1878,8.205914127756841e-06,2.0532900657510567e-08,1.2561304174596444e-07
1879,8.459583114017732e-06,3.421222061206208e-08,1.2218650624618022e-07
1880,9.310369932791218e-06,1.9253539207397807e-08,8.728270728397547e-08
1881,8.767230610828847e-06,2.3009274485730202e-08,7.739483720570206e-08
1882,8.588774107920472e-06,2.4624924321869912e-08,6.522277118392594e-08
1883,8.62336946738651e-06,1.7062214752172622e-08,8.783881355611811e-08
1884,8.609933502157219e-06,1.9144920315739e-08,1.241119065298335e-07
1885,9.228861017618328e-06,2.2559724754955823e-08,1.205333859388702e-07
1886,9.072924513020553e-06,2.710454793941608e-08,1.206797719532915e-07
1887,9.151593985734507e-06,2.6768590899450828e-08,8.814048158001242e-08
1888,8.867349606589414e-06,2.726464365387926e-08,8.87686084638517e-08
1889,8.365210305782966e-06,2.0048437576747347e-08,9.084448038265691e-08
1890,9.204324669553898e-06,2.0318598359381213e-08,8.782878069268918e-08
1891,9.136807420873083e-06,1.9122660788184476e-08,7.776548471838396e-08
1892,9.042955753102433e-06,2.3193495124473884e-08,9.778879217492431e-08
1893,9.049177606357262e-06,1.9091091374434654e-08,7.143763269823467e-08
1894,9.23553579923464e-06,1.5753848003896564e-08,7.246769939683873e-08
1895,9.32223156269174e-06,1.9259565720020078e-08,7.583454220139174e-08
1896,9.497754945186898e-06,2.358811634906033e-08,7.253345302160596e-08
1897,9.055295777216088e-06,1.981082675683865e-08,8.507002036139966e-08
1898,9.214065357809886e-06,1.8106735888423486e-08,1.0581123888186994e-07
1899,9.228844646713696e-06,2.984892333302014e-08,9.894365149420992e-08
1900,9.191278877551667e-06,2.28406342728249e-08,7.371295396296773e-08
1901,9.558420060784556e-06,2.1237207659119406e-08,1.0842153841394975e-07
1902,1.094993331207661e-05,2.4551419397500496e-08,9.624156405152462e-08
1903,9.73713758867234e-06,2.052083658554693e-08,1.0962447305473688e-07
1904,9.649064850236755e-06,2.2573426683436537e-08,7.416982583663412e-08
1905,9.915366717905272e-06,2.1159111629476257e-08,9.340973861071689e-08
1906,9.966342986444943e-06,1.800464666246171e-08,9.56818340114296e-08
1907,1.0136030141438823e-05,3.3428481316377656e-08,9.719973803612447e-08
1908,9.690170372778084e-06,1.1296195312482382e-08,1.0608600575778837e-07
1909,9.58656437433092e-06,3.13556076103616e-08,9.241652065838935e-08
1910,9.644588317314629e-06,2.8858414324872683e-08,8.22999197680474e-08
1911,1.0145953638129868e-05,2.7133907565257687e-08,1.0108711023804062e-07
1912,1.0029698387370445e-05,3.750783150735515e-08,1.2398422200021741e-07
1913,9.786137525225058e-06,3.2878535449754054e-08,9.439321502213716e-08
1914,1.0189764907408971e-05,2.7456648787893556e-08,9.308473636338022e-08
1915,1.1618187272688374e-05,2.709575319670421e-08,9.778032250551405e-08
1916,1.103690556192305e-05,2.6369908923129515e-08,1.3404704191088967e-07
1917,1.1398501555959228e-05,2.8512703309502285e-08,1.0966424213165737e-07
1918,1.1581712897168472e-05,3.445912977184662e-08,1.1601240146319469e-07
1919,1.0897488209593575e-05,3.222746869369075e-08,1.445632165086863e-07
1920,1.1081961019954178e-05,2.7260034229925623e-08,1.0601124245113169e-07
1921,1.1274306416453328e-05,2.3475516641724425e-08,1.0147481788180812e-07
1922,1.1252826880081557e-05,2.5822775029382683e-08,1.313272548486566e-07
1923,1.0343118447053712e-05,2.441668023323018e-08,9.554353397334125e-08
1924,9.983274139813147e-06,2.707241186783449e-08,7.992807127266133e-08
1925,1.0011641279561445e-05,4.3992713472107425e-08,1.099817765748412e-07
1926,1.0168621884076856e-05,1.2260752413340015e-08,8.471064916193427e-08
1927,9.453427992411889e-06,1.7838759802657478e-08,7.581473226991875e-08
1928,1.007319769996684e-05,4.34189573184085e-08,1.0854738974330758e-07
1929,1.0495376955077518e-05,1.1140405931087116e-08,1.1140406286358484e-07
1930,9.997329470934346e-06,2.10072066408884e-08,1.0503603675715567e-07
1931,1.131867611547932e-05,2.8513390759599133e-08,9.58049923838189e-08
1932,1.0910218406934291e-05,9.863582839386709e-09,1.0411559969725204e-07
1933,1.1041659490729216e-05,1.3764794637438627e-08,9.520649513206081e-08
1934,1.0320933142793365e-05,1.9170528275935794e-08,8.74655370353139e-08
1935,9.931281965691596e-06,1.9149255514605557e-08,1.029272453934027e-07
1936,1.0299944733560551e-05,3.516167268458048e-08,1.1033490210365926e-07
1937,1.0519879651837982e-05,2.0145789036973838e-08,8.436049370175169e-08
1938,1.051867820933694e-05,2.463390735840676e-08,1.283556230191607e-07
1939,1.0340307198930532e-05,3.211750509990452e-08,8.105846660555471e-08
1940,9.083174518309534e-06,2.282204625281281e-08,7.60734906180005e-08
1941,8.553454790671822e-06,2.9515025090631752e-08,4.7224041566096275e-08
1942,7.934463610581588e-06,3.337632992206352e-08,5.461581054078124e-08
1943,7.873573849792592e-06,2.9032351633873077e-08,6.67744117777147e-08
1944,8.518156391801313e-06,3.213186161588055e-08,5.462416652335378e-08
1945,1.0391464456915855e-05,1.612093001313042e-07,1.285317381416462e-07
1946,9.512290489510633e-06,1.3921104269343232e-08,9.048717686255259e-08
1947,1.0069559721159749e-05,2.503382989793579e-08,9.65590558621443e-08
1948,9.968433914764319e-06,2.6092530802657166e-08,1.1524200971280152e-07
1949,1.1233602890570182e-05,3.7304630495782476e-08,1.011151837815305e-07
1950,1.0577930879662745e-05,3.509669355139522e-08,1.1698897850465073e-07
1951,9.850068636296783e-06,5.757156884556025e-08,7.996051465397613e-08
1952,1.0885401025007013e-05,5.061505703451985e-08,8.963083075741451e-08
1953,1.0930048119917046e-05,3.447624863373022e-08,7.864893802889128e-08
1954,1.0926672985078767e-05,4.49536656788041e-08,9.870261408195802e-08
1955,1.0367342838435434e-05,4.5050918107136795e-08,9.479463614070482e-08
1956,1.0311006008123513e-05,3.66287953301736e-08,1.0465370081647052e-07
1957,1.1021709724445827e-05,2.473810634118223e-08,1.1220497952990627e-07
1958,1.1217161954846233e-05,5.376958256420039e-08,6.86596237642334e-08
1959,1.1366471881046891e-05,5.348016074435691e-08,1.1083569262382298e-07
1960,1.0388171176600736e-05,4.290916577609494e-08,1.0035208219960623e-07
1961,1.0662644854164682e-05,5.419564386155429e-08,9.866386108114966e-08
1962,1.032597356243059e-05,3.6783346590851806e-08,8.751899827075249e-08
1963,1.114812221203465e-05,5.948768988517372e-08,1.1768216978680357e-07
1964,1.0378641491115559e-05,5.658090684868e-08,8.882593505177283e-08
1965,1.0320821274945047e-05,3.720989499855776e-08,9.19303317914455e-08
1966,1.0784024198073894e-05,4.3204783306549643e-08,1.0025725316609169e-07
1967,1.0178185220865998e-05,2.6623811821835375e-08,9.712761084301746e-08
1968,1.0600190762488637e-05,6.692209264524962e-08,8.893003666798904e-08
1969,1.2698300452029798e-05,3.724241381952709e-08,1.2807757343580306e-07
1970,1.2618901564565022e-05,4.828661348543761e-08,1.0071207867667908e-07
1971,1.1328625078022014e-05,3.494110334401057e-08,1.0893402446754408e-07
1972,1.0754840332083404e-05,5.694462990035731e-08,8.36213942534414e-08
1973,1.0512577318877447e-05,5.23754357661943e-08,1.190852003674081e-07
1974,1.1705689757945947e-05,4.162923183947953e-08,1.1194887861165626e-07
1975,1.0701029168558307e-05,6.11128379013337e-08,1.176564907723332e-07
1976,1.1084242032666225e-05,5.3135798872006035e-08,1.2455488729301578e-07
1977,1.057350618793862e-05,6.111853245727161e-08,1.0519439541667452e-07
1978,1.0311084224667866e-05,8.910886961643882e-08,1.235643054542379e-07
1979,1.080040237866342e-05,6.729769452817891e-08,1.1411348310730318e-07
1980,1.1016116332029924e-05,9.039390036491568e-08,1.31326984842417e-07
1981,1.0325194125471171e-05,7.906936794199737e-08,1.1639011177067005e-07
1982,1.0770016160677187e-05,6.51787752659061e-08,1.061482919340051e-07
1983,1.0622992704156786e-05,4.6101806816523094e-08,1.0862343913231598e-07
1984,1.047938803822035e-05,5.219107723775096e-08,1.2525858039680315e-07
1985,1.0045380804513115e-05,3.849957153079231e-08,1.2392050052767445e-07
1986,1.007133505481761e-05,4.5558088190844614e-08,1.342764761602666e-07
1987,9.945354577212129e-06,4.7053290153087346e-08,9.716198690057354e-08
1988,9.928494364430662e-06,4.61734649404022e-08,1.0314072795836182e-07
1989,1.0204614227404818e-05,5.8722908313768585e-08,1.0592075483373264e-07
1990,9.556933946441859e-06,5.176218476066197e-08,1.0679355710863092e-07
1991,9.868363122222945e-06,3.399649739499466e-08,1.301245333706902e-07
1992,9.408229743712582e-06,3.636563050690711e-08,1.2452473185931012e-07
1993,9.63212823990034e-06,2.548035499261303e-08,1.2795568693491077e-07
1994,1.0170058885705657e-05,2.9539588330962374e-08,1.2290578865759016e-07
1995,9.724080882733688e-06,3.0365723879821616e-08,1.203784023573462e-07
1996,9.348600542580243e-06,5.12456843626552e-08,1.4092563560552662e-07
1997,9.953721018973738e-06,1.6925977153192662e-07,1.3281857036417932e-07
1998,9.204873094859067e-06,2.6272392061876815e-07,1.3160037326542806e-07
1999,9.476311788603198e-06,2.3216621514166036e-07,1.4121921765308798e-07
2000,9.597290045348927e-06,1.0382373760720043e-07,1.3740077520196792e-07
2001,1.0213042514806148e-05,1.840108865280854e-08,1.4019877880855347e-07
2002,9.96114522422431e-06,1.7524886153363894e-08,1.2135983240568748e-07
2003,1.0150623893423472e-05,2.083461403401543e-08,1.4750906984772882e-07
2004,9.682612471806351e-06,2.2023955464911538e-08,1.3698900147574022e-07
2005,9.783945642993785e-06,3.332774767272895e-08,1.5087560711890546e-07
2006,9.523855624138378e-06,2.4707338730500794e-08,1.1077123929226218e-07
2007,8.588530363340396e-06,7.589511241690161e-09,1.3581230007275735e-07
2008,8.526374585926533e-06,1.9584223215352026e-08,1.5028761879420927e-07
2009,8.534110747859813e-06,1.43045770784056e-08,1.5639670891687274e-07
2010,8.329936463269405e-06,1.4643758206034363e-08,1.6391561530326726e-07
2011,7.556550826848252e-06,1.797266777070483e-08,1.330742236405058e-07
2012,6.364590717566898e-06,6.127654827992046e-09,1.3446798163840867e-07
2013,6.708124601573218e-06,5.299337468844811e-09,1.319256170972949e-07
2014,5.628641702060122e-06,1.9489005964601347e-09,1.2429654816514812e-07
2015,5.758441147918347e-06,5.319781060109108e-09,1.2168999319328577e-07
2016,5.540420261240797e-06,3.314143987021012e-09,1.2510894009665208e-07
2017,5.621636773867067e-06,2.0124890642847504e-09,1.3030866341523506e-07
2018,5.68000132261659e-06,2.0651733656507076e-09,1.3036407153776963e-07
2019,5.459879048430594e-06,2.2958890344426663e-09,1.1658013931992173e-07
