year,eût_VERB hérité_VERB,eût_VERB mérité_VERB
1917,1.0966424435210342e-09,6.360526327853222e-08
1918,1.2635013924011673e-08,2.6418664589300533e-08
1919,1.012863304339362e-08,4.4197673076951105e-08
1920,1.8930579770426448e-08,2.8017257847068322e-08
1921,5.300923255902035e-09,3.4077363153528495e-08
1922,1.1066902949607993e-08,3.39385017866789e-08
1923,1.0615948120573648e-08,3.8217415010421973e-08
1924,1.5469948877466777e-08,2.3204924204378585e-08
1925,2.1996355847875293e-09,4.9491799103407175e-08
1926,8.916910765321973e-09,4.0126099776216506e-08
1927,1.1149224654616319e-08,5.2401357919507063e-08
1928,9.14083297942625e-09,2.6279895593006586e-08
1929,7.798284684668033e-09,4.233354289340241e-08
1930,2.100720708497761e-09,4.621585603103995e-08
1931,3.4216069977333063e-09,1.596749932275543e-08
1932,2.9590749406338546e-08,2.7398842306070037e-08
1933,1.4911860191091364e-08,2.7529589274877253e-08
1934,5.990790086229936e-09,2.6359476379411717e-08
1935,0.0,2.992070946561398e-08
1936,0.0,3.6374142808881516e-08
1937,1.510934133364117e-08,3.021868266728234e-08
1938,6.482607339819424e-09,4.926781471681352e-08
1939,3.058810094103137e-09,4.282334131744392e-08
1940,5.0715658339584024e-09,1.2678914806940611e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,9.102635090130207e-09,2.4273694165799498e-08
1943,8.709705845433291e-09,1.4516175816936538e-08
1944,9.639558484764166e-09,1.927911696952833e-08
1945,6.535512131478072e-09,4.1391576388605245e-08
1946,9.744772988540262e-09,2.3665876369705074e-08
1947,1.4305045148432782e-08,3.099426493236024e-08
1948,5.435944139264848e-09,2.717971980814582e-08
1949,8.835307596655184e-09,2.4542520904446974e-08
1950,8.508289184305795e-09,1.3825969702452312e-08
1951,8.529121409139861e-09,3.838104589704017e-08
1952,5.272402070488624e-09,2.319856839960721e-08
1953,1.4005975934594517e-08,3.3398865895151175e-08
1954,7.818028890937967e-09,5.570345606997762e-08
1955,1.220129064449793e-08,1.595553378308523e-08
1956,6.104799332717903e-09,1.2209598665435806e-08
1957,1.5903067307476704e-08,2.47381048978923e-08
1958,1.4062814024384807e-08,3.557064687242928e-08
1959,6.975672928177801e-09,2.712761748568937e-08
1960,1.7994166157109248e-08,3.391208380776334e-08
1961,8.33779090214648e-09,2.431855783413539e-08
1962,5.7077609305622445e-09,5.7077609305622445e-09
1963,5.1728425987107585e-09,2.8450633848819962e-08
1964,7.909158661334459e-09,2.7377858202726202e-08
1965,7.660860390501512e-09,2.0246559984116175e-08
1966,6.6468897053084675e-09,1.6617224929404983e-08
1967,6.409436092980059e-09,2.662381248796919e-08
1968,1.0330256650092906e-08,2.5601069708613977e-08
1969,2.7250546263957176e-09,2.0892086283197386e-08
1970,5.058597540852361e-09,1.4715920038099739e-08
1971,8.735275613958038e-09,2.723350611688602e-08
1972,5.130146973897354e-09,2.7702792948502974e-08
1973,1.2129047988196362e-08,2.4258095976392724e-08
1974,3.3753431161187564e-09,2.4752514704573514e-08
1975,9.138368284311582e-09,1.4849848462006321e-08
1976,1.3712464053128315e-08,1.9997344224975677e-08
1977,7.052138428775834e-09,8.22749424145286e-09
1978,3.5643548113029055e-09,1.3069301196821925e-08
1979,5.266775904289034e-09,1.521513048885481e-08
1980,2.2740602734216964e-09,9.096241093686785e-09
1981,1.8976649140967083e-09,1.707898356073656e-08
1982,6.207502289967692e-10,1.4898005495922462e-08
1983,5.052252838311233e-09,6.946847541655643e-09
1984,1.1598016991243298e-09,2.2616132966390978e-08
1985,5.414002135495366e-09,1.9249785765396155e-08
1986,1.1988970705090196e-08,1.8582904104391673e-08
1987,1.2221633705067347e-09,2.0776777631681398e-08
1988,3.597932174415064e-09,1.5591039570495013e-08
1989,2.1952488715726304e-09,1.3720305780395847e-08
1990,5.993515905799995e-09,1.2531897297662908e-08
1991,2.344586080837985e-09,1.6998249918742658e-08
1992,5.509944167592096e-10,1.8733810946969243e-08
1993,1.1078414852150331e-09,1.717154241021035e-08
1994,2.637463358823311e-09,1.1077346151466827e-08
1995,5.422450821690461e-10,1.7894087989134277e-08
1996,3.736664311304594e-09,1.1743802375008272e-08
1997,3.3564262480467733e-09,1.2946214766884623e-08
1998,1.43043876743576e-09,8.582632382569955e-09
1999,2.7421207526856506e-09,1.7366764026860437e-08
2000,4.4180314962005696e-10,9.277866475088103e-09
2001,1.3143635069212678e-09,1.095302959441824e-08
2002,2.1906108038649563e-09,7.886198361006791e-09
2003,2.5001538617175356e-09,9.167230530238157e-09
2004,3.523833003171717e-09,6.166707589017051e-09
2005,4.954124666056714e-09,9.908249332113428e-09
2006,2.0589450144825605e-09,1.317724773741702e-08
2007,1.5977917877663117e-09,5.192823504529542e-09
2008,2.554463751636149e-09,7.663391698997657e-09
2009,7.629108011997232e-09,1.0490023072406984e-08
2010,1.8895172093635892e-09,6.140930874920514e-09
2011,3.4415748029203996e-09,1.1089518636708817e-08
2012,3.744677901096338e-09,9.872333173177594e-09
2013,8.646287241731443e-09,9.483025031897796e-09
2014,7.795602385840539e-09,1.4725027419615344e-08
2015,1.2634480128781433e-08,1.0417904761084174e-08
2016,9.942432654952427e-09,1.8020658743012063e-08
2017,5.7859059765519305e-09,5.0312225496895735e-09
2018,8.002547069452248e-09,1.523065407127433e-08
2019,8.16316081397872e-09,1.3010037491767434e-08
