year,premier_ADJ achat_NOUN,premier_ADJ rachat_NOUN
2004,4.492887129003975e-08,4.404791253964646e-10
2005,6.800662077921515e-08,2.702249757291497e-09
2006,7.165128579345037e-08,2.4707338397433887e-09
2007,7.629455467395019e-08,1.1983438685803094e-09
2008,6.30101055776322e-08,2.1287198670449925e-09
2009,6.580105349485166e-08,4.76819250749827e-10
2010,7.510831068202606e-08,4.723793023408973e-10
2011,1.0171765296718149e-07,2.2943831279320648e-09
2012,1.1438289249099398e-07,2.382976926895708e-09
2013,8.841526266678557e-08,3.904775169871755e-09
2014,9.333069073136357e-08,5.413613113347537e-09
2015,1.0018920448828794e-07,2.2165753954528356e-10
2016,9.880292139996527e-08,8.285360175719347e-10
2017,7.496521448047133e-08,1.0062445321423752e-09
2018,6.040632172243932e-08,7.744400121190154e-10
2019,6.760117798876308e-08,2.5509878653906526e-09
