year,premier_ADJ épi_NOUN,premier_ADJ répit_NOUN
1982,3.7245013739806154e-09,1.2415004579935385e-09
1983,5.68378455412244e-09,1.2630632095778083e-09
1984,4.639206796497319e-09,3.479405208395292e-09
1985,2.4062232206745193e-09,2.4062232206745193e-09
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,2.4443267410134695e-09,3.6664902225425067e-09
1988,8.395175221664886e-09,1.798966087207532e-09
1989,1.6464366536794728e-09,1.6464366536794728e-09
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,3.5168792322792797e-09,2.344586080837985e-09
1992,7.713921945651236e-09,5.509944056569793e-09
1993,1.661762283333701e-09,3.323524566667402e-09
1994,5.802419433820205e-09,4.2199412852994556e-09
1995,4.880205572987961e-09,2.1689803286761844e-09
1996,3.2028553142993132e-09,2.6690460952494277e-09
1997,4.315404922294874e-09,1.917957792585412e-09
1998,1.43043876743576e-09,1.43043876743576e-09
1999,2.285100553223174e-09,2.285100553223174e-09
2000,2.2090156370779823e-09,1.3254094488601709e-09
2001,3.943090742808408e-09,8.762423564512289e-10
2002,3.9430991805033955e-09,4.38122149670761e-10
2003,5.416999737661854e-09,2.5001538617175356e-09
2004,4.404791253964646e-10,1.3214374039449694e-09
2005,1.8014998381943315e-09,0.0
2006,8.235779835885637e-10,2.4707338397433887e-09
2007,1.997239706952314e-09,1.5977917877663117e-09
2008,1.2772318758180745e-09,1.2772318758180745e-09
2009,3.814554005998616e-09,4.76819250749827e-09
2010,3.3066551718974324e-09,1.4171379625338432e-09
2011,3.059177577924288e-09,1.911985902935953e-09
2012,6.808505426114664e-10,3.063827413996023e-09
2013,2.7891249310130206e-09,4.462600067256517e-09
2014,3.897801192920269e-09,5.630157673408576e-09
2015,2.659890530054554e-09,3.768178213903184e-09
2016,2.278474076078396e-09,2.899876117012923e-09
2017,3.2702947017071438e-09,3.2702947017071438e-09
2018,2.581466596041082e-09,5.421080029321956e-09
2019,2.04079020349468e-09,4.591778068885333e-09
