year,premier_ADJ établissement_NOUN,premier_ADJ etablissement_NOUN,premier_ADJ rétablissement_NOUN
1974,6.188128924833336e-07,1.2938814741847438e-08,3.937900228123681e-09
1975,6.351166117468665e-07,1.0851812337620004e-08,2.2845920710778955e-09
1976,4.936487014717272e-07,1.1998406490576485e-08,5.713526873840635e-10
1977,5.694601643568831e-07,1.645498937108414e-08,1.1753563677885381e-09
1978,4.752473206082186e-07,9.504946163474415e-09,1.7821774056514528e-09
1979,5.395519568907048e-07,1.9311512056141567e-08,7.022368020415115e-09
1980,4.474213488592227e-07,1.705545232821848e-08,1.1370301367108482e-09
1981,3.725748594085587e-07,1.391620885193845e-08,2.5302198114474095e-09
1982,4.059706371073446e-07,1.1794254461960918e-08,3.1037510339615437e-09
1983,3.9281264863078036e-07,6.315315936866739e-09,6.315316047889041e-10
1984,4.4304425195207386e-07,1.1018116030658831e-08,2.3196033982486597e-09
1985,4.980882151173205e-07,4.812446441349039e-09,1.2031116103372597e-09
1986,3.554729972599091e-07,2.9972427872948515e-09,2.997242676272549e-09
1987,3.672600827897554e-07,3.6664901670313554e-09,0.0
1988,4.185594502104095e-07,7.795519840758658e-09,2.398621523624911e-09
1989,4.1215797175198077e-07,3.2928733073589456e-09,0.0
1990,3.966617878603529e-07,7.083246322814318e-09,6.538381391862913e-09
1991,4.1206101197843736e-07,5.861465202094962e-09,2.9307325455363298e-09
1992,3.912060413391316e-07,4.407955389584828e-09,2.7549720282848966e-09
1993,4.1765623937095597e-07,4.4313659408601325e-09,2.2156829704300662e-09
1994,3.9087205916388257e-07,5.2749266066243194e-09,0.0
1995,4.630773071667704e-07,2.3858783115837667e-08,2.1689803286761844e-09
1996,4.77759250827603e-07,5.3380919684542505e-09,2.135236876199542e-09
1997,4.2626613083740494e-07,1.917957792585412e-09,3.3564262480467733e-09
1998,3.790662734814987e-07,6.675380914700213e-09,0.0
1999,4.5702011952641897e-07,1.736676369379353e-08,1.3710603763428253e-09
2000,3.834851467487965e-07,2.6508188977203417e-09,1.7672125984802278e-09
2001,3.38667671684334e-07,1.7524847129024579e-09,0.0
2002,3.5531706421565445e-07,0.0,2.6287327870022636e-09
2003,3.646057669115521e-07,4.583615265119079e-09,3.333538334260311e-09
2004,3.3124029563680324e-07,1.7619165015858584e-09,8.809582507929292e-10
2005,3.8146758818413673e-07,2.702249757291497e-09,4.5037495954858286e-10
2006,2.9442914062371983e-07,1.6471559116659762e-09,3.706100981659688e-09
2007,3.303434596979571e-07,3.994479469415779e-09,1.1983438685803094e-09
2008,3.380407207487224e-07,1.7029758714315335e-09,8.514879357157668e-10
2009,3.2519072945547123e-07,4.76819250749827e-10,1.430457752249481e-09
2010,2.853171077177308e-07,4.723793023408973e-10,1.4171379625338432e-09
2011,2.906218812270822e-07,1.911985902935953e-09,0.0
2012,3.0638275738681386e-07,0.0,1.0212758416727752e-09
2013,2.6189884838601074e-07,0.0,2.789125042035323e-10
2014,2.2672210686636163e-07,0.0,1.2992671383216248e-09
2015,2.637724847431855e-07,4.433150790905671e-10,1.329945265027277e-09
2016,3.5792754715657793e-07,1.242804026357902e-09,1.0356699942093428e-09
2017,2.477877201201295e-07,1.760927903493581e-09,1.2578056374223934e-09
2018,2.2097354657191204e-07,7.744400121190154e-10,7.744400121190154e-10
2019,2.114768813399337e-07,7.65296326310505e-10,5.1019755087367e-10
