year,dernier_ADJ réveil_NOUN
1902,4.910283735171106e-09
1903,7.020286574288548e-09
1904,4.299700151477737e-09
1905,3.096455536422127e-09
1906,1.18316245689698e-08
1907,3.599990305858114e-09
1908,6.875944702500192e-09
1909,6.60118004702781e-09
1910,8.550641084070776e-09
1911,9.576673232203348e-09
1912,1.3544495303108306e-08
1913,7.424185488602575e-09
1914,1.0045115850232378e-08
1915,1.767114277129167e-08
1916,7.69122365795738e-09
1917,2.1932848426331475e-08
1918,0.0
1919,9.207848372660976e-10
1920,7.572231730534895e-09
1921,7.572747762196741e-09
1922,1.623145795548453e-08
1923,1.2739137744688378e-08
1924,3.867487219366694e-09
1925,4.399271169575059e-09
1926,1.0031524944054127e-08
1927,6.689534814974252e-09
1928,2.2852082448565625e-09
1929,1.1140406375176326e-09
1930,1.2604324695075775e-08
1931,4.5621426636444085e-09
1932,5.4797681947604815e-09
1933,1.1470662197865522e-09
1934,3.5944740517379614e-09
1935,7.180970484910176e-09
1936,1.2124714565686645e-09
1937,2.5182236296217297e-09
1938,2.5930428915188486e-09
1939,3.058810094103137e-09
1940,5.0715658339584024e-09
1941,5.9030051957620344e-09
1942,1.517105907566929e-08
1943,5.806470415592457e-09
1944,9.639558484764166e-09
1945,1.5249527862692958e-08
1946,6.960552134671616e-09
1947,1.907339353124371e-08
1948,2.174377566888097e-09
1949,5.890204768377316e-09
1950,2.1270722960764488e-09
1951,2.1322803522849654e-09
1952,8.435843135146115e-09
1953,4.3095309543161875e-09
1954,9.772536113672459e-10
1955,3.754243138587299e-09
1956,8.721141364631535e-09
1957,2.6505113659425206e-09
1958,6.617794756635931e-09
1959,3.100299128533379e-09
1960,6.2287499602575735e-09
1961,4.86371165564492e-09
1962,3.805173953708163e-09
1963,2.5864212993553792e-09
1964,3.6503808864551957e-09
1965,3.830430195250756e-09
1966,8.862519607077957e-09
1967,1.9721342336964653e-09
1968,4.940557296606585e-09
1969,5.450109197280284e-09
1970,5.058597540852361e-09
1971,3.5968783507200897e-09
1972,1.0260293725750103e-09
1973,5.513203671370093e-09
1974,2.812785782069227e-09
1975,1.7134440533084216e-09
1976,6.2848797277581525e-09
1977,4.7014254711541525e-09
1978,2.970295565063452e-09
1979,2.3407893401383717e-09
1980,3.97960553399912e-09
1981,3.795329828193417e-09
1982,2.483000915987077e-09
1983,2.5261264191556165e-09
1984,2.3196033982486597e-09
1985,4.210890747202711e-09
1986,2.997242676272549e-09
1987,4.277571630240118e-09
1988,6.596209356501959e-09
1989,2.7440609784434855e-09
1990,2.179460389939436e-09
1991,1.1722930404189924e-09
1992,2.2039776670368383e-09
1993,7.200969598386564e-09
1994,5.274926717646622e-09
1995,2.1689803286761844e-09
1996,3.2028553142993132e-09
1997,3.835915585170824e-09
1998,6.198567992221626e-09
1999,2.285100553223174e-09
2000,2.6508187866980393e-09
2001,5.257454027685071e-09
2002,3.066854992184176e-09
2003,1.2500769308587678e-09
2004,4.845270407116686e-09
2005,4.503749484463526e-09
2006,5.7650459961422484e-09
2007,5.59227145147112e-09
2008,4.6831836186811415e-09
2009,2.860915504498962e-09
2010,5.668551850135373e-09
2011,3.441574775164824e-09
2012,5.787229612197464e-09
2013,9.483025031897796e-09
2014,1.1909948804955661e-08
2015,5.763096139199675e-09
2016,1.2220906203674886e-08
2017,1.3081179361940087e-08
2018,1.1874747074536174e-08
2019,9.693753688644335e-09
