year,premier_ADJ envoi_NOUN,premier_ADJ renvoi_NOUN
1889,1.7479732150604832e-07,1.0024218788373673e-08
1890,1.6517053591513786e-07,1.3764211992395303e-08
1891,2.332964506024382e-07,5.0993759215245404e-09
1892,1.4480264098892803e-07,2.6327751312393843e-08
1893,1.4225942379653134e-07,1.3548516086814288e-08
1894,1.1657847864832149e-07,1.8904617871129403e-09
1895,2.2389245302179006e-07,7.22233739480771e-09
1896,1.3209344729148143e-07,6.486732040400511e-09
1897,1.7888009962163665e-07,5.2440420894583895e-09
1898,1.4541972648274282e-07,1.0185038590293516e-08
1899,1.3597842318802122e-07,8.291367592505594e-09
1900,1.5625070659552875e-07,3.633737311048435e-09
1901,1.5927905394619302e-07,1.900171220370339e-08
1902,2.052498615512377e-07,1.3748794991386148e-08
1903,1.512061709174617e-07,1.1880484152015924e-08
1904,1.967112837064633e-07,7.524475265086039e-09
1905,2.0384997867495258e-07,8.773290538499623e-09
1906,2.037097027729473e-07,1.388929860013377e-08
1907,1.7897095005992014e-07,9.257117739025489e-09
1908,3.290630794516858e-07,1.1787333775714615e-08
1909,1.71630684497881e-07,1.2102163715610459e-08
1910,1.8383878053196412e-07,6.412980813053082e-09
1911,1.4471417286721078e-07,1.3832972989291648e-08
1912,1.640967616789446e-07,6.251305251225858e-09
1913,1.7552896658390438e-07,1.6969567084856862e-08
1914,1.171930179566516e-07,6.696743604095445e-09
1915,1.826018074524427e-07,5.890381071793627e-09
1916,1.8019438230432172e-07,4.394984820521586e-09
1917,1.3159708633914136e-07,1.7546279096336548e-08
1918,1.6310654871176666e-07,1.1486376294556067e-08
1919,1.6850362488662896e-07,1.2890987832747669e-08
1920,1.6356020182684006e-07,1.590168707821249e-08
1921,1.4842584722396523e-07,1.5145495524393482e-08
1922,1.541988581266196e-07,3.6889677978990676e-09
1923,1.2845296737395984e-07,8.492758496458919e-09
1924,1.2375959101973422e-07,3.867487219366694e-09
1925,1.5287467070024263e-07,1.0998178368026856e-08
1926,1.3821211464204453e-07,6.687683296036084e-09
1927,1.795025268425121e-07,4.4596899506643695e-09
1928,1.165456211538185e-07,7.998228745975666e-09
1929,1.1029002422446865e-07,4.4561625500705304e-09
1930,1.3339575843929197e-07,8.402882833991043e-09
1931,1.767830219989719e-07,9.124285327288817e-09
1932,1.0740346234605624e-07,9.863582839386709e-09
1933,1.5485393589642626e-07,8.02946331646126e-09
1934,1.3778817731235904e-07,9.585264137967897e-09
1935,1.4002893067299738e-07,4.787313656606784e-09
1936,1.0184760546039229e-07,4.849885826274658e-09
1937,1.170974018860349e-07,5.0364472592434595e-09
1938,1.4909996082224097e-07,2.333738657878115e-08
1939,1.4223466848761745e-07,1.5294050470515685e-08
1940,1.394680668731496e-07,1.2678914806940611e-08
1941,1.1510859865282441e-07,8.854508237732261e-09
1942,1.4260795921927638e-07,3.034211770724937e-09
1943,1.422585289567735e-07,2.9032352077962287e-09
1944,1.317406344014671e-07,1.927911696952833e-08
1945,1.1763921747842687e-07,6.535512131478072e-09
1946,1.2668205506827235e-07,0.0
1947,1.2397705506650425e-07,5.960435700558264e-09
1948,9.349823826276804e-08,6.523132700664291e-09
1949,1.0209688383611137e-07,3.9268033269479474e-09
1950,1.1486190487630665e-07,2.1270722960764488e-09
1951,9.168805581438733e-08,1.1727541604500402e-08
1952,9.279427359842884e-08,1.1599284199803606e-08
1953,7.54167928107563e-08,1.1851209791302608e-08
1954,1.2606571586637472e-07,6.840775501615326e-09
1955,1.0136456785048154e-07,1.5016972554349195e-08
1956,1.2296809126510766e-07,4.36057079333807e-09
1957,1.0513695025693437e-07,9.718541527092839e-09
1958,7.94135385229211e-08,4.9633461784992505e-09
1959,1.1936151733671352e-07,1.0851047171911432e-08
1960,1.0588875198891401e-07,6.2287499602575735e-09
1961,1.0700165287147456e-07,9.72742331128984e-09
1962,1.1796039134370773e-07,1.0147130080628841e-08
1963,1.0281024609426481e-07,1.0992290522260362e-08
1964,1.2898013102002892e-07,1.1559539991878864e-08
1965,1.1217688822284799e-07,1.4774516721161035e-08
1966,6.979234257187272e-08,1.0524241922382771e-08
1967,6.85316636772626e-08,3.944268467392931e-09
1968,1.2036994145869784e-07,1.0330256650092906e-08
1969,1.1399811938872517e-07,5.904285060864822e-09
1970,1.1266876320803476e-07,5.518470125309705e-09
1971,1.032817885660009e-07,1.0790635052160269e-08
1972,9.08035970859089e-08,4.104117490300041e-09
1973,1.29008961513577e-07,9.37244681864513e-09
1974,1.0519819104715111e-07,8.438357623763437e-09
1975,6.85377639086937e-08,9.709516746170266e-09
1976,1.2626894529965682e-07,9.71299568552908e-09
1977,8.580101784616545e-08,5.876781727920388e-09
1978,6.712868083624812e-08,9.504946163474415e-09
1979,1.029947327424452e-07,7.022368020415115e-09
1980,1.0176419396046299e-07,1.4212876431329846e-08
1981,9.6148354833403e-08,1.2651098835192442e-08
1982,9.559553371119023e-08,1.6139506175960605e-08
1983,8.525676920001501e-08,3.220811173321181e-08
1984,1.0438215491959113e-07,9.85831472011256e-09
1985,9.805359901804422e-08,1.9249785432329247e-08
1986,8.991728522866893e-08,1.4386765556650971e-08
1987,1.0877254086327781e-07,1.3443797186596385e-08
1988,1.0673866035482149e-07,1.3192418713003917e-08
1989,1.2567799179130645e-07,1.0976243913773942e-08
1990,9.807571604847354e-08,1.2531897297662908e-08
1991,1.0316178694624867e-07,9.37834432335194e-09
1992,8.650612060012719e-08,1.4876849196987507e-08
1993,1.2352433209628089e-07,1.827938511667071e-08
1994,1.2765322304764126e-07,7.384897138251745e-09
1995,1.0139982870027708e-07,1.0302656505700725e-08
1996,1.1476898542639447e-07,1.6014276127407356e-08
1997,9.01440180278712e-08,1.3425704992187093e-08
1998,1.0013071438663701e-07,1.3350762273489636e-08
1999,8.820488228700185e-08,1.553868322901053e-08
2000,9.145325119419567e-08,9.71966962470816e-09
2001,1.1259714438605073e-07,1.621048362210331e-08
2002,8.368133153080493e-08,9.638686904178684e-09
2003,9.667260858492455e-08,1.2917460878725251e-08
2004,8.28100747141125e-08,8.369103632333008e-09
2005,1.1079223849463915e-07,5.5846495428113485e-08
2006,8.482853242064436e-08,7.412201963319376e-09
2007,9.067468342838225e-08,1.2382886716011399e-08
2008,9.36636710413552e-08,3.405951742863067e-09
2009,1.0680751216796125e-07,9.059565542202108e-09
2010,5.2434103114951114e-08,1.4643758206034363e-08
2011,3.938691237048708e-08,7.647943611743813e-09
2012,4.4936135035200664e-08,5.106379125097149e-09
2013,3.5979713430833726e-08,9.483025531498157e-09
2014,6.193172907842381e-08,7.579058228235347e-09
2015,4.366653599818804e-08,8.422986225165019e-09
2016,4.039113249421078e-08,1.0356700663738394e-08
2017,3.421231414835191e-08,1.1068689631521522e-08
2018,5.240377376480865e-08,7.228107001822082e-09
2019,6.887667242105877e-08,1.1224346230243043e-08
