year,premier_ADJ enseignement_NOUN,premier_ADJ renseignement_NOUN
1870,1.3245652707993827e-07,2.5229814681893004e-08
1871,1.1152236290001838e-07,4.991953161948004e-08
1872,1.312272610576315e-07,3.3260366905096816e-08
1873,1.0176207743128884e-07,2.6338419445437466e-08
1874,1.6310683292886097e-07,3.584765551067903e-08
1875,1.0928116722652703e-07,3.2612703648737806e-08
1876,8.343500534913062e-08,3.3253080289341597e-08
1877,9.710161275044982e-08,4.329371350308975e-08
1878,1.0628795954481518e-07,4.5293166550663955e-08
1879,1.0080386736444069e-07,3.9099681714560575e-08
1880,9.690948132856647e-08,3.0805662021293756e-08
1881,1.2759689127506135e-07,4.741305303923582e-08
1882,1.4974617101870535e-07,4.059785041476971e-08
1883,9.984555460196276e-08,3.349249766415596e-08
1884,1.3467462167682243e-07,4.423137056619453e-08
1885,1.340692163953605e-07,4.060750313783501e-08
1886,9.486591678875556e-08,2.3877817056927597e-08
1887,9.140494544590538e-08,2.7421483750345033e-08
1888,1.033520220516948e-07,4.6920547447371064e-08
1889,9.021796615327204e-08,3.5084767091575486e-08
1890,8.782878069268918e-08,2.4906668727453507e-08
1891,9.62507198387641e-08,2.5496881050912634e-08
1892,1.0405730588303186e-07,3.447681962143179e-08
1893,7.759604875312576e-08,2.155445777418663e-08
1894,5.79741612494189e-08,4.159015887239548e-08
1895,1.059276149018018e-07,2.2870734639468537e-08
1896,1.0142889550479595e-07,2.5946928161602045e-08
1897,1.008021457415964e-07,3.903898004864459e-08
1898,9.109951215613421e-08,3.508180057565369e-08
1899,1.271342995323721e-07,4.9748205555033564e-08
1900,1.3548648403194363e-07,4.775768758236154e-08
1901,1.2854099662451546e-07,4.470991044058792e-08
1902,1.060621322435118e-07,3.437198614619774e-08
1903,1.1232458518861677e-07,4.75219366080637e-08
1904,1.150169808283863e-07,3.547252447333449e-08
1905,1.352118859654361e-07,1.7030505006232488e-08
1906,1.0802787642205658e-07,4.5268823356536814e-08
1907,8.279978008784994e-08,3.1371342856800766e-08
1908,1.0608600553574377e-07,4.9605031193777904e-08
1909,8.636543868956181e-08,5.170924666231258e-08
1910,1.0260769300884931e-07,3.099607326362275e-08
1911,1.0747155698709321e-07,3.298632123005518e-08
1912,9.949994311808652e-08,3.5945006970905524e-08
1913,1.0659009280766796e-07,4.613600879110891e-08
1914,1.0848724851797442e-07,3.683209115479258e-08
1915,7.068457108516668e-08,5.0657277483878715e-08
1916,9.55909200683891e-08,6.152978926365904e-08
1917,1.1514745512641866e-07,4.934890895924582e-08
1918,9.418828561535975e-08,5.398596769623509e-08
1919,1.261475262026579e-07,3.1306683467846597e-08
1920,1.0071068423656016e-07,4.467616676606667e-08
1921,7.345565222749428e-08,5.376650591415455e-08
1922,6.566362892312938e-08,3.541408943874558e-08
1923,1.1040585956578752e-07,3.8217415010421973e-08
1924,5.672314884463958e-08,2.5783249313349188e-08
1925,7.368779364469447e-08,2.0896537833436923e-08
1926,8.471064916193427e-08,4.904300965336006e-08
1927,1.2152655415320623e-07,3.3447673075670536e-08
1928,1.1197520688455143e-07,2.9707706517001498e-08
1929,9.357941110899048e-08,4.3447585085232276e-08
1930,1.0713675691054192e-07,2.520864939015155e-08
1931,8.325910005879678e-08,5.2464642408267537e-08
1932,1.1288322643299153e-07,6.02774505864545e-08
1933,1.089712924340347e-07,4.3588517684156614e-08
1934,9.944711898413061e-08,4.672816089623666e-08
1935,1.0292724006433218e-07,4.0692164304800826e-08
1936,1.0063513400382362e-07,3.031178508194898e-08
1937,1.460569654110344e-07,2.1404900962807005e-08
1938,1.1927997556338e-07,4.2785206488815675e-08
1939,8.870549272899098e-08,4.282334131744392e-08
1940,9.382396681800742e-08,2.2822046474857416e-08
1941,7.67390702094417e-08,3.5418032950929046e-08
1942,1.2440268903901597e-07,5.461581054078124e-08
1943,1.1322617154974068e-07,5.516146828199453e-08
1944,1.124615138792251e-07,2.2492303131116387e-08
1945,1.0456819099502468e-07,3.921307367704685e-08
1946,1.2946627325760574e-07,1.6705325123211878e-08
1947,1.4305045215046164e-07,2.7418003867296648e-08
1948,8.480072466454658e-08,3.261566305923225e-08
1949,1.1387729692557969e-07,1.668891336237266e-08
1950,1.3081494998345988e-07,3.616023036556726e-08
1951,1.151431376911205e-07,2.3455083209000804e-08
1952,1.0333907596304925e-07,2.6362009464264702e-08
1953,1.0019659513194057e-07,1.939288907237824e-08
1954,1.1042965919472181e-07,1.6613311615287785e-08
1955,1.0981161402412454e-07,2.5341140741375057e-08
1956,1.063979269133597e-07,2.616342520411763e-08
1957,1.1397198784734996e-07,1.4136060322300636e-08
1958,1.2904699531191e-07,3.060729980575161e-08
1959,1.6199062768951222e-07,1.8601795659378695e-08
1960,1.0312041509585868e-07,2.145458388724819e-08
1961,8.82416197889313e-08,2.640300600376122e-08
1962,6.4053757853344e-08,1.9660065575521912e-08
1963,8.9231535715939e-08,2.0044765847160306e-08
1964,1.0646944459402619e-07,1.6426714211092985e-08
1965,1.2749861610927837e-07,1.860494691641179e-08
1966,9.637990350253034e-08,2.4925835617750636e-08
1967,9.12112094741957e-08,2.1200442290592036e-08
1968,8.578604221431974e-08,2.5601069708613977e-08
1969,1.2853174147231528e-07,3.088395317263348e-08
1970,8.41566651921255e-08,2.207388050123882e-08
1971,8.94081151336934e-08,2.0553589052951793e-08
1972,9.131661604655505e-08,2.0007572487656944e-08
1973,8.765993997350563e-08,1.7090931336838366e-08
1974,1.147616652819039e-07,1.5751600912494723e-08
1975,7.482038899553345e-08,1.8276736568623164e-08
1976,8.855966937559856e-08,2.0568696967870892e-08
1977,1.1988635284509996e-07,1.23412418062685e-08
1978,1.0693064655953322e-07,1.3069301196821925e-08
1979,9.187597971305195e-08,8.777959692451986e-09
1980,9.664755928895374e-08,1.8760998088396263e-08
1981,8.792513872535324e-08,8.223214109648325e-09
1982,1.0490679080987775e-07,9.311253101884631e-09
1983,9.346667972920386e-08,1.326216381158929e-08
1984,9.568363790180001e-08,1.8556827185989277e-08
1985,1.2331893683992234e-07,1.564045071233977e-08
1986,1.0850018838937103e-07,9.591176741707841e-09
1987,1.3321580194514127e-07,1.4054879038383206e-08
1988,1.0853762599793981e-07,1.0194141530917022e-08
1989,1.1250650810978868e-07,1.0427432250992297e-08
1990,1.3621627426019245e-07,8.717841559757744e-09
1991,1.3422755262837427e-07,1.0550637696837839e-08
1992,1.4436053064059706e-07,1.2672871640972971e-08
1993,1.4014195226508264e-07,1.4955860550003308e-08
1994,1.1921333875619666e-07,7.384897138251745e-09
1995,1.6430026050784363e-07,8.133675954979935e-09
1996,1.4199325626407244e-07,8.007138063703678e-09
1997,1.611084545771746e-07,8.630809844589749e-09
1998,1.6545409131651923e-07,1.1920323395031573e-08
1999,1.5127365271538906e-07,8.226361813967742e-09
2000,1.4005159876262496e-07,7.95245647111642e-09
2001,1.349413292217605e-07,8.324302136486494e-09
2002,1.6780078837541623e-07,6.571832411594869e-09
2003,1.3875852822309298e-07,6.667076668520622e-09
2004,1.519653025638945e-07,7.488145215006625e-09
2005,1.5628011418300503e-07,5.404499514582994e-09
2006,1.3218426353489576e-07,8.235780057930242e-09
2007,1.27423893658829e-07,7.190063211481856e-09
2008,1.3155488609584154e-07,1.0217855006544596e-08
2009,1.25880285750668e-07,5.721831008997924e-09
2010,1.209291049519834e-07,2.8342759250676863e-09
2011,1.0515922621578966e-07,5.353560705856353e-09
2012,9.565949810053098e-08,5.446804340891731e-09
2013,8.506831505883383e-08,4.462600067256517e-09
2014,8.835016451769206e-08,1.3209215943277286e-08
2015,1.0639561542902243e-07,9.309617077235544e-09
2016,1.0460266963718823e-07,1.2013772199281902e-08
2017,1.0137913886154593e-07,4.779661555431858e-09
2018,1.0248422555036996e-07,5.421080029321956e-09
2019,7.37235472669795e-08,7.1427654901867754e-09
