year,premier_ADJ an_NOUN,premier_ADJ rang_NOUN
1899,2.5979618456517528e-08,1.0285165444656741e-05
1900,3.166542283938867e-08,1.060843624145491e-05
1901,1.117747761014698e-08,1.023801087285392e-05
1902,1.178468167495339e-08,8.80659445101628e-06
1903,1.3500550899436803e-08,9.984467396861874e-06
1904,2.8485513503540005e-08,1.006936054182006e-05
1905,2.11591113519205e-08,1.0267845937050879e-05
1906,2.0576738535282857e-08,9.877348929876462e-06
1907,1.6457098794830927e-08,9.237061021849513e-06
1908,1.6698723515062852e-08,9.300697456637863e-06
1909,1.1001967337165297e-08,9.689982107374817e-06
1910,1.2825961626106164e-08,9.281720849685371e-06
1911,1.276889793899727e-08,9.125506039708853e-06
1912,1.041884239993962e-08,9.161288289760705e-06
1913,1.590896836489719e-08,9.351821972813923e-06
1914,1.6072185360371805e-08,9.445757314097136e-06
1915,4.712304768617059e-09,9.713237886899151e-06
1916,1.3184954461564757e-08,9.362416676594876e-06
1917,1.3159709433274713e-08,1.0285409189236816e-05
1918,5.743188147278033e-09,9.455585313844495e-06
1919,1.1970202606903513e-08,9.679290087660775e-06
1920,1.2872794385998532e-08,9.27749806578504e-06
1921,1.6660043622440668e-08,8.685184184287209e-06
1922,1.1066902949607993e-08,9.033544301928487e-06
1923,2.5478275489376756e-08,8.75709520187229e-06
1924,1.675911143195208e-08,8.54070094646886e-06
1925,3.1894715091240755e-08,8.11005611467408e-06
1926,1.114613823460786e-08,8.204672667488921e-06
1927,1.1149224654616319e-08,8.177956260624342e-06
1928,9.140832868403947e-09,8.099920705717523e-06
1929,1.4482528065684619e-08,7.964276846905705e-06
1930,9.453243188239924e-09,8.545732271159068e-06
1931,5.1324104077821175e-08,7.909614396339748e-06
1932,1.8631212128639163e-08,8.013613296498079e-06
1933,2.523545639121494e-08,7.880345037847292e-06
1934,2.3963160344919743e-08,8.187013918359298e-06
1935,2.752705352548901e-08,7.78536923462525e-06
1936,6.0623572828433225e-09,7.284528692252934e-06
1937,2.2664012888640173e-08,7.3922456067521125e-06
1938,1.2965214679638848e-08,7.2319967330258805e-06
1939,4.282334131744392e-08,6.689617748634191e-06
1940,2.7893612752905028e-08,6.418066732294392e-06
1941,7.969057236323351e-08,6.744183338014409e-06
1942,9.102635090130207e-09,6.696505352010718e-06
1943,5.806470415592457e-09,7.699380148551427e-06
1944,9.639558484764166e-09,7.550987447757507e-06
1945,4.357008087652048e-09,7.4330559982627165e-06
1946,1.6705325123211878e-08,6.9313177846197505e-06
1947,1.9073394197377525e-08,7.6269734563538805e-06
1948,2.717971980814582e-08,6.84602764522424e-06
1949,2.0615717910565934e-08,7.247897428896977e-06
1950,9.571825110299415e-09,6.211051186255645e-06
1951,3.1984206394497505e-09,6.398973255272722e-06
1952,1.4762725264461096e-08,6.1560563153761905e-06
1953,8.619061908632375e-09,6.286528332566377e-06
1954,4.886268278880834e-09,6.1733112488582265e-06
1955,4.6928039232341234e-09,5.984263680147706e-06
1956,7.849027428008526e-09,5.670486189046642e-06
1957,1.2369053004057662e-08,5.874416729056975e-06
1958,1.2408365002158916e-08,5.935334684181726e-06
1959,6.975673150222406e-09,5.623942797683412e-06
1960,1.591791637389761e-08,6.037043021933641e-06
1961,9.72742331128984e-09,5.675951342709595e-06
1962,1.6489087428794846e-08,5.99758823227603e-06
1963,1.2932106940866106e-08,6.034120815456845e-06
1964,1.2776333768727e-08,5.799238806503126e-06
1965,2.637524995074969e-07,6.192711680341745e-06
1966,2.1048483844765542e-08,5.996048457745928e-06
1967,2.4651678420806178e-08,6.0815691540483385e-06
1968,1.4372530721118437e-08,6.750598004146013e-06
1969,1.8893712194767431e-07,6.585548817383824e-06
1970,1.5175792539290356e-08,6.41062251816038e-06
1971,1.849823050292798e-08,6.131135705800261e-06
1972,1.5903454553267693e-08,6.736908744642278e-06
1973,9.372446041489013e-09,5.722705736843636e-06
1974,1.5751600079827455e-08,5.4764941523899324e-06
1975,9.138368284311582e-09,5.537280230782926e-06
1976,1.2569759400005154e-08,5.556405085371807e-06
1977,1.704266772151186e-08,5.5506202443211805e-06
1978,1.9009891771837317e-08,5.884749953111168e-06
1979,1.6385525825057812e-08,5.5271889323194046e-06
1980,1.3644362084619388e-08,5.562919795920607e-06
1981,1.0753433810073432e-08,5.800528924737591e-06
1982,1.6760255960868164e-08,6.03803755439003e-06
1983,6.946847541655643e-09,5.905451871512923e-06
1984,1.3917620222958504e-08,6.098817266320111e-06
1985,9.02333674446254e-09,6.122635113570141e-06
1986,7.1933827783254856e-09,6.077808848203858e-06
1987,7.332980445085013e-09,6.3057518673304e-06
1988,1.3792074093910145e-08,6.300579116214067e-06
1989,7.134558721588746e-09,6.299815595411928e-06
1990,9.262707045820662e-09,6.55690655548824e-06
1991,7.033758464558559e-09,6.387824669218389e-06
1992,1.8733810946969243e-08,6.241664777917322e-06
1993,9.416652346772025e-09,6.1418732002493925e-06
1994,1.0549853435293244e-08,6.083045263949316e-06
1995,1.0302656505700725e-08,6.498265065602027e-06
1996,1.0676184380997711e-08,6.151617526484188e-06
1997,2.4933450859521145e-08,6.446256065828493e-06
1998,1.668845261981744e-08,6.422193109756336e-06
1999,1.2339542720951613e-08,6.483744527940871e-06
2000,1.0161472663305915e-08,6.585959454241674e-06
2001,1.1829271784336015e-08,6.24892254563747e-06
2002,8.762442660348313e-09,6.564383966178866e-06
2003,2.0417921575699438e-08,6.240383754629875e-06
2004,7.047666006343434e-09,6.551686510647414e-06
2005,9.007498746882447e-09,6.181846856634365e-06
2006,1.1941880373456115e-08,6.367904916260159e-06
2007,1.2782334302130494e-08,6.318867235677317e-06
2008,4.683183701947868e-09,6.147743079054635e-06
2009,7.15228898329201e-09,5.924955985392444e-06
2010,6.613310454817167e-09,5.606197646557121e-06
2011,1.1471915639660324e-09,5.14706607646076e-06
2012,5.1063788752969685e-09,5.416506610345095e-06
2013,4.741512571460049e-09,5.551474259846145e-06
2014,6.279790909502481e-09,5.689490535587538e-06
2015,3.103205609145121e-09,5.636086370941484e-06
2016,3.5212781579474495e-09,5.917404450883623e-06
2017,1.509366853724714e-09,4.9778918764786795e-06
2018,5.421079862788503e-09,4.880004780716263e-06
2019,4.846876733299865e-09,5.244320618658094e-06
