year,premier_ADJ est_NOUN,premier_ADJ reste_NOUN
1841,9.630822805917205e-09,8.988767952189392e-09
1842,9.391571520467323e-09,1.341653010911159e-08
1843,5.906910960362666e-09,1.7720733325177207e-08
1844,1.701453911095996e-08,2.140538946093784e-08
1845,1.2276501426544684e-08,2.5669049108500985e-08
1846,2.9272506640865004e-09,1.1709002656346001e-09
1847,8.089835468183537e-09,1.1325769655456952e-08
1848,1.206783295515379e-08,8.84974404868899e-09
1849,1.256912263158938e-08,2.5976186535103807e-08
1850,1.0862393651223101e-08,1.3577992064028876e-08
1851,3.2247193804124663e-09,8.384270167027807e-09
1852,4.166749256739877e-08,3.190167419120371e-08
1853,1.1943863675867306e-09,2.5679307569248522e-08
1854,6.234797567117312e-09,1.1430461910322265e-08
1855,5.306937111981824e-09,9.552486801567284e-09
1856,1.6567004990086787e-08,1.501384794266869e-08
1857,1.80615840061904e-08,1.757343248698362e-08
1858,1.4191660291373864e-08,5.872411001917044e-09
1859,1.018434669930457e-08,5.092173349652285e-09
1860,1.9224172920218052e-08,7.323494255473406e-09
1861,3.772770984511453e-09,1.1789909493131745e-08
1862,5.421583626485926e-09,9.035972525772706e-10
1863,8.990317823531768e-09,1.548332484446746e-08
1864,1.7261021389991527e-08,5.753673537611803e-09
1865,1.364984902885169e-08,1.4591217123438582e-08
1866,9.731225603104576e-09,8.271541673821048e-09
1867,1.067618526917613e-08,1.1161466417775046e-08
1868,1.1361710461343932e-08,9.87974857480367e-09
1869,2.4905946971465198e-08,8.790334682373668e-09
1870,1.4335121978348297e-08,7.454262984651905e-09
1871,3.18635318130589e-09,8.496941816815706e-09
1872,9.675742873582749e-09,7.861540751719076e-09
1873,7.183205141814142e-09,9.577607151811662e-09
1874,1.3144140331711185e-08,1.6131444624534197e-08
1875,4.577221712764867e-09,1.0870901512305409e-08
1876,3.02300739996042e-09,6.650616057868319e-09
1877,8.040261012531857e-09,1.793596560162314e-08
1878,6.039088784604019e-09,1.1474268646338714e-08
1879,4.276527798552365e-09,4.887460214320072e-09
1880,1.4761046829292468e-08,0.0
1881,5.5780060570498335e-09,4.183504653809678e-09
1882,2.1962771157291172e-08,1.9966155395678697e-09
1883,8.847074406403976e-09,8.847074184359371e-09
1884,6.601696966868076e-09,9.902545450302114e-09
1885,5.80107206715752e-09,2.7716232864349877e-08
1886,1.5488312854472497e-08,1.2906927970846027e-08
1887,8.48760173255414e-09,1.1752064210668323e-08
1888,6.340614699951175e-09,1.5851536971922542e-08
1889,4.385595886446936e-09,6.265136853755848e-09
1890,4.588070645628051e-09,8.520702365899524e-09
1891,6.374220040683554e-09,1.8485238229004608e-08
1892,3.761107425503951e-09,1.2537024751679837e-08
1893,5.542574843531156e-09,1.970693297437265e-08
1894,5.671385139294216e-09,1.6384001710889606e-08
1895,3.0093072478365457e-09,4.814891596538473e-09
1896,1.7691086373616827e-09,2.0049897742069334e-08
1897,7.574727511894253e-09,1.0488084178916779e-08
1898,5.6583548957434004e-09,1.3014216371232123e-08
1899,7.738609753005221e-09,1.1607914629507832e-08
1900,6.22926377147337e-09,1.1939421895590385e-08
1901,2.794369402536745e-09,1.620734302321125e-08
1902,9.820567692386817e-10,8.347482705062248e-09
1903,1.026041895890728e-08,1.6200660368781428e-08
1904,2.6873125946735854e-09,9.13686282189019e-09
1905,1.5482277682110634e-09,8.773290538499623e-09
1906,3.600929110447737e-09,2.006231980544726e-08
1907,2.057137349353866e-09,1.5942815068115124e-08
1908,4.4202501658929805e-09,1.4243028090277221e-08
1909,4.400786735025974e-09,7.151278680339601e-09
1910,4.809735609789811e-09,5.878565634276356e-09
1911,1.5961122423746588e-09,1.1172785363555704e-08
1912,3.646594803896619e-09,5.2094213387476884e-09
1913,1.0605979205990934e-08,2.121195885607108e-09
1914,6.696743715117748e-10,2.209925398233281e-08
1915,1.1780761921542648e-09,9.424609537234119e-09
1916,5.493730803607377e-09,5.493730803607377e-09
1917,3.2899273305631027e-09,1.2063066989753679e-08
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,6.4454939163738345e-09,1.8415697411455767e-08
1920,1.514446346106979e-09,1.665890891899835e-08
1921,3.7863738810983705e-09,7.572747429129834e-10
1922,6.640141769764796e-09,1.549366501762961e-08
1923,5.307974060286824e-09,7.431163684401554e-09
1924,5.156649773851996e-09,1.2891624656674594e-08
1925,2.1996355847875293e-09,8.798542339150117e-09
1926,8.916910765321973e-09,6.687683296036084e-09
1927,3.3447675740205796e-09,1.7838759802657478e-08
1928,4.5704163786908225e-09,5.713020723163709e-09
1929,1.1140406375176326e-09,8.912325100141061e-09
1930,5.251801771244402e-09,4.201441416995522e-09
1931,1.2545892325022123e-08,3.4216069977333063e-09
1932,6.575721966939341e-09,1.3151444377967891e-08
1933,3.4411986593596566e-09,3.4411986593596566e-09
1934,5.990790086229936e-09,9.585264137967897e-09
1935,4.787313656606784e-09,8.377798899061872e-09
1936,4.849885826274658e-09,1.2124714565686645e-08
1937,6.295559185076627e-09,7.554670666820584e-09
1938,7.779128785578848e-09,1.2965214457594243e-09
1939,7.647025235257843e-09,0.0
1940,1.0143131667916805e-08,1.0143131667916805e-08
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,1.7419411690866582e-08,8.709705845433291e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,4.1763312808029696e-09,6.960552134671616e-09
1947,1.4305044926388177e-08,1.1920871401116528e-08
1948,4.348755133776194e-09,1.4133454406817236e-08
1949,9.817008317369869e-09,1.570721330779179e-08
1950,2.1270722960764488e-09,7.444753258312176e-09
1951,2.0256663124662566e-08,1.4925962688039363e-08
1952,6.326882351359586e-09,7.381362632230548e-09
1953,2.1547654771580937e-09,7.54167928107563e-09
1954,1.2704297391863406e-08,3.9090144454689835e-09
1955,8.447047061821422e-09,1.220129064449793e-08
1956,9.593255745343754e-09,1.3081712602058815e-08
1957,7.951533875782957e-09,5.301022731885041e-09
1958,8.272243445794913e-10,3.3088973783179654e-09
1959,1.0851046949866827e-08,3.8753737996444215e-09
1960,4.152500010512483e-09,6.2287499602575735e-09
1961,5.55852741612739e-09,3.47407969059077e-09
1962,6.341956515498737e-09,3.805173953708163e-09
1963,6.466053248388448e-09,5.1728425987107585e-09
1964,1.0342746104008427e-08,3.6503808864551957e-09
1965,2.188817349590977e-09,6.0192477668863376e-09
1966,4.431259803538978e-09,4.985167390003653e-09
1967,1.3804939191786048e-08,4.930335695263466e-09
1968,6.287982134978165e-09,4.042274071025531e-09
1969,8.17516396245388e-09,7.72098829315837e-09
1970,8.737577439354993e-09,4.598724956395017e-09
1971,7.1937562573509695e-09,1.3359833239690033e-08
1972,7.1822055525139206e-09,5.643161493651405e-09
1973,1.2129048265752118e-08,8.821126051827832e-09
1974,8.438357401718832e-09,2.2502286700643026e-09
1975,6.282628195464213e-09,7.996072248772634e-09
1976,1.1998406379554183e-08,5.142174241967723e-09
1977,8.815172591880582e-09,2.938390863960194e-09
1978,1.247524183956017e-08,5.346532105932056e-09
1979,8.777959914496591e-09,7.607565244427406e-09
1980,8.527726191864815e-09,2.8425752862659692e-09
1981,1.3916209129494206e-08,6.325549417596221e-09
1982,1.3035754364842944e-08,4.345251713999687e-09
1983,8.209910751233451e-09,7.57837881337764e-09
1984,1.4497521350076426e-08,4.639206796497319e-09
1985,6.617113856854928e-09,3.609334831011779e-09
1986,7.792830936104167e-09,2.997242676272549e-09
1987,1.588812381658755e-08,5.49973533381376e-09
1988,1.0793796745289796e-08,9.594486094499644e-09
1989,4.390497743145261e-09,8.780995486290522e-09
1990,1.0897301838674878e-08,4.358920779878872e-09
1991,8.7921980806982e-09,1.2895223555631219e-08
1992,1.1570882973988006e-08,4.958949695321735e-09
1993,6.647049133334804e-09,8.862731881720265e-09
1994,8.967375175750192e-09,4.2199412852994556e-09
1995,5.4224509327127635e-09,3.253470381991974e-09
1996,8.540947504798169e-09,8.540947504798169e-09
1997,7.671831392386252e-09,2.3974471297094624e-09
1998,4.7681290027412615e-09,1.0966696883940585e-08
1999,7.312321859131998e-09,1.0511462811280126e-08
2000,9.719669513685858e-09,1.4579503826439577e-08
2001,9.638665504629884e-09,1.0514908055370142e-08
2002,7.009954394732176e-09,7.886198361006791e-09
2003,1.3750845628823782e-08,3.7502307925763034e-09
2004,6.166707700039353e-09,7.488145215006625e-09
2005,1.531274873567412e-08,4.954124666056714e-09
2006,7.823990788580204e-09,8.235780057930242e-09
2007,1.278233413559704e-08,1.0385647009059085e-08
2008,7.2376472315394125e-09,3.8316958494988285e-09
2009,9.059565542202108e-09,4.291373478793048e-09
2010,5.196172214727568e-09,3.3066551718974324e-09
2011,1.1089518581197666e-08,3.823971805871906e-09
2012,4.765953853791416e-09,3.744677901096338e-09
2013,6.693900100884775e-09,5.29933741333366e-09
2014,4.7639794331644225e-09,3.4647122948427977e-09
2015,3.989835573037226e-09,3.32486305154589e-09
2016,3.935546166733417e-09,3.1070099826280284e-09
2017,5.0312225496895735e-09,2.7671724911471074e-09
2018,5.421080029321956e-09,4.3884935685412074e-09
2019,6.887666881283394e-09,3.06118530524202e-09
