year,en_ADP as_NOUN,en_ADP race_NOUN
1860,3.9272237825627165e-07,8.696649445028015e-08
1861,3.485097264110948e-07,8.630213699234446e-08
1862,2.9186190375618537e-07,1.0526908056363027e-07
1863,3.3064388560433144e-07,9.739510886674907e-08
1864,3.2700043783862043e-07,1.0931979510520051e-07
1865,3.1959472512888e-07,1.162590521630591e-07
1866,4.5785417668309236e-07,9.001383638462812e-08
1867,3.9550414143718626e-07,7.133632529132683e-08
1868,2.711990786385954e-07,7.113418831750096e-08
1869,4.0728548655888375e-07,6.739256563914608e-08
1870,4.512696407665828e-07,7.798306000950106e-08
1871,3.8236238508737586e-07,8.178306232231591e-08
1872,3.368367974543318e-07,6.289232601375261e-08
1873,3.5137846432498065e-07,4.788803664723673e-08
1874,3.5130700881680355e-07,7.76699177751361e-08
1875,4.7317029022719836e-07,5.549881149091718e-08
1876,3.301123994159383e-07,6.771536220639973e-08
1877,3.698519965844582e-07,9.09167962026558e-08
1878,3.448319532139976e-07,5.6163523498575785e-08
1879,3.335691514116945e-07,5.559486104811384e-08
1880,3.3244444619384694e-07,4.6208491255583795e-08
1881,3.4653363067960186e-07,2.8587281875047665e-08
1882,3.374280168610966e-07,5.124646662579835e-08
1883,3.7536872571353186e-07,4.3603439081607576e-08
1884,3.096195948515401e-07,3.036780515941473e-08
1885,4.447488609615746e-07,4.447488777259423e-08
1886,3.2331852700684394e-07,4.065682190912412e-08
1887,3.042478760040268e-07,3.4603299392532705e-08
1888,2.5869708109027556e-07,4.628648753168818e-08
1889,2.982205120072301e-07,3.821733329800736e-08
1890,2.890484358530898e-07,3.6704562944578356e-08
1891,2.3520871894611162e-07,4.844407075488277e-08
1892,3.265894872317432e-07,2.4447198043731078e-08
1893,2.43873290228791e-07,3.2639608460449665e-08
1894,2.2307449065728235e-07,4.222031435574536e-08
1895,2.3773527124681948e-07,4.7547053627639e-08
1896,3.036969786762711e-07,3.597187614445829e-08
1897,2.709421679236712e-07,2.4472196713531957e-08
1898,2.5858681684809426e-07,5.262269908712369e-08
1899,2.785899582136153e-07,5.472302611053692e-08
1900,3.021192990226851e-07,4.256663699298002e-08
1901,2.749659515632885e-07,4.526878427668635e-08
1902,2.828323433234914e-07,3.191684427861219e-08
1903,2.6299072075630647e-07,2.7541123825969294e-08
1904,3.004415365381874e-07,1.8811189050893518e-08
1905,2.797131311016443e-07,4.438252787508645e-08
1906,2.9218967750876956e-07,2.263441140071265e-08
1907,2.900563543795087e-07,3.188563013623025e-08
1908,3.0254155403142136e-07,3.634427869769752e-08
1909,3.2730850829665314e-07,2.9705311987981986e-08
1910,3.8210678510175455e-07,3.15304895526225e-08
1911,2.4526925279655387e-07,3.298632123005518e-08
1912,2.5682447457597846e-07,3.69868912164506e-08
1913,3.1817937240496974e-07,3.6590627416899224e-08
1914,2.7858453233164937e-07,5.2904276515164383e-08
1915,1.9791680205827333e-07,3.652036184575991e-08
1916,2.593041019682829e-07,3.5159878564172686e-08
1917,2.9719009653206285e-07,5.592876561877347e-08
1918,2.9634850040594074e-07,3.790504266021344e-08
1919,2.541366124209077e-07,4.788081042761405e-08
1920,3.4377930724360795e-07,2.953170330499688e-08
1921,3.218417599648582e-07,1.8931869405491852e-08
1922,4.190667302061968e-07,5.016996240669869e-08
1923,3.980980638473852e-07,4.564857647437748e-08
1924,4.486285209992502e-07,3.609654786185246e-08
1925,4.2233001984470775e-07,2.74954441437103e-08
1926,3.9791713002390594e-07,2.452150482668003e-08
1927,4.4708391400138936e-07,2.1183527820767267e-08
1928,3.8734279761420964e-07,2.8565102283550914e-08
1929,4.3670392324557383e-07,4.0105462062456354e-08
1930,3.382160305154258e-07,4.3064773080914165e-08
1931,3.3189588410920123e-07,3.193499864551086e-08
1932,3.704323338071802e-07,3.507051715700982e-08
1933,3.005313560233702e-07,4.244144946596862e-08
1934,3.2350267531455756e-07,4.67281626725935e-08
1935,4.057248297328897e-07,3.351119559624749e-08
1936,3.297922339662307e-07,3.516167046413443e-08
1937,3.9536109475157843e-07,2.1404900962807005e-08
1938,3.721016561542001e-07,2.9819993030422154e-08
1939,3.869394795685821e-07,4.5882150523368637e-08
1940,2.865434600707317e-07,9.63597486247636e-08
1941,3.984528449407776e-07,1.7709016475464523e-08
1942,5.643633826935002e-07,1.8205270624349623e-08
1943,5.458082172893342e-07,7.258088174921795e-08
1944,4.7555155546774586e-07,4.4984606262232774e-08
1945,5.969101186664716e-07,1.5249527862692958e-08
1946,5.33178296180381e-07,3.480275978517966e-08
1947,5.364392037243704e-07,4.1723047017327985e-08
1948,5.131530942392715e-07,5.0010683150247814e-08
1949,4.476555710564156e-07,3.926803215925645e-08
1950,5.455940654819358e-07,3.2969619256917326e-08
1951,4.2112536879912454e-07,3.091806555222121e-08
1952,3.9964806997083713e-07,2.2460432624882287e-07
1953,4.6650671969850066e-07,3.0166716347146405e-08
1954,4.944903166936854e-07,4.397641362174909e-08
1955,3.819942366867224e-07,3.2849627018549654e-08
1956,4.6134837927702677e-07,4.186147939400087e-08
1957,5.16849691933885e-07,3.8874166108371355e-08
1958,4.988162860541934e-07,6.86596188792521e-08
1959,4.402424780280967e-07,8.21579293486252e-08
1960,5.003762590938265e-07,7.474500357540492e-08
1961,4.967934006394614e-07,7.156603842872755e-08
1962,5.098932955860391e-07,6.912732519737119e-08
1963,5.347425994228772e-07,1.293210667441258e-07
1964,4.404793096934867e-07,9.004273393564688e-08
1965,4.985031392124029e-07,1.6525571400194394e-07
1966,4.913159239450238e-07,1.3792295883163774e-07
1967,4.7380523993112433e-07,9.318334592833821e-08
1968,4.540821489928959e-07,1.0824312468571406e-07
1969,4.446380916789394e-07,1.1081889073061291e-07
1970,3.8583302530703634e-07,8.875539303510038e-08
1971,4.377914790687498e-07,1.9063454947954028e-07
1972,3.457718964483547e-07,6.002271812910465e-08
1973,4.377483728834619e-07,1.0695615149103332e-07
1974,3.5159821631935984e-07,2.2277264388748108e-07
1975,3.7410196407350327e-07,8.909908899568109e-08
1976,3.982328118379286e-07,1.0627160040854733e-07
1977,3.9668278306592697e-07,5.171568062678489e-08
1978,4.877225388000284e-07,6.356432735721285e-08
1979,4.3889798639895616e-07,1.0709111109008518e-07
1980,4.178585761849263e-07,7.276992808336047e-08
1981,4.0989559701998246e-07,8.476236379451052e-08
1982,4.475609056697749e-07,9.435403203195136e-08
1983,4.319676154551644e-07,7.325766571142367e-08
1984,4.4884324790217534e-07,7.480721220254338e-08
1985,4.511668638684796e-07,6.496802995581419e-08
1986,4.6577151557869456e-07,1.049034974442975e-07
1987,4.3203475463826635e-07,1.2466066401373155e-07
1988,4.779253419684437e-07,6.236415805993545e-08
1989,4.4289146305942495e-07,8.396826634005095e-08
1990,4.544174814213875e-07,8.826814923423854e-08
1991,3.974073312651427e-07,6.388996709461026e-08
1992,4.3142863326295355e-07,5.89564037589696e-08
1993,3.894062734488557e-07,5.096070876398073e-08
1994,4.293790212273052e-07,8.492631931034111e-08
1995,4.370495325645152e-07,7.211859853750724e-08
1996,4.099654749012416e-07,3.8434264881814784e-08
1997,4.809279241513309e-07,6.137464803046555e-08
1998,4.4105196650434664e-07,3.576096829771558e-08
1999,4.935817319307034e-07,5.667049274293845e-08
2000,3.8348513342612023e-07,6.406145569570754e-08
2001,4.0920518795672933e-07,6.747065892098725e-08
2002,4.937636735036222e-07,7.973823146212311e-08
2003,4.891967542164366e-07,5.9170307098455055e-08
2004,4.695507432317392e-07,4.228599587152715e-08
2005,4.6793958929924884e-07,3.2426997975676386e-08
2006,4.7891058541083e-07,7.741633323288255e-08
2007,7.661411516313166e-07,4.6735409986453647e-08
2008,8.872504198009779e-07,5.023778920643096e-08
2009,9.007115471248994e-07,5.3880575556775057e-08
2010,1.3127420475100848e-06,6.613310299385944e-08
2011,1.4397254788356406e-06,2.600300907928954e-08
2012,1.8437432953710697e-06,2.6212746445652968e-08
2013,1.957129092566845e-06,4.378926260484306e-08
2014,2.121486572193021e-06,2.988314436180861e-08
2015,2.1358920470060383e-06,3.058874079031604e-08
2016,2.1204307736333305e-06,1.9884863672325892e-08
2017,2.478631914076823e-06,2.1382697057426014e-08
2018,2.6754321372779444e-06,2.090988060476917e-08
2019,2.4678255622356815e-06,2.627517403652746e-08
