year,bien_ADV abaisser_VERB,bien_ADV rabaisser_VERB
1926,1.0031524944054127e-08,0.0
1927,5.574612327308159e-09,0.0
1928,1.0283437212876834e-08,0.0
1929,6.684243825105796e-09,0.0
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,1.0264820993199919e-08,0.0
1932,1.0959536389520963e-08,0.0
1933,4.588264879146209e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,3.590485242455088e-09,5.98414207075848e-09
1936,4.849885826274658e-09,0.0
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,0.0
1939,1.5294050470515685e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,9.639558484764166e-09,0.0
1945,4.357008087652048e-09,0.0
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,8.344609447874518e-09,0.0
1948,3.2615663503321457e-09,2.174377566888097e-09
1949,1.0798709482173763e-08,0.0
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,2.1322803522849654e-09,1.0661401761424827e-09
1952,1.370824520563474e-08,1.0544803918932644e-09
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,7.818028890937967e-09,0.0
1955,0.0,1.8771215692936494e-09
1956,2.616342476002842e-09,0.0
1957,4.417518795207798e-09,0.0
1958,8.272243334772611e-09,2.4816730892496253e-09
1959,7.750747821333448e-10,0.0
1960,6.920833239831836e-09,0.0
1961,1.3896318540318475e-09,2.779263708063695e-09
1962,0.0,0.0
1963,5.819448034571906e-09,0.0
1964,1.034274621503073e-08,1.8251904432275978e-09
1965,6.5664522708175355e-09,1.6416130677043839e-09
1966,1.1078149508847446e-09,2.215629901769489e-09
1967,5.423369309198733e-09,4.930335584241163e-10
1968,3.5931326802796093e-09,8.982831700699023e-10
1969,4.541757636644661e-09,2.7250546263957176e-09
1970,1.3796175313274261e-09,0.0
1971,9.24911525146399e-09,1.0276794970565106e-09
1972,3.5911027485013847e-09,0.0
1973,3.859242703185828e-09,0.0
1974,1.1251143350321513e-09,0.0
1975,2.2845920710778955e-09,1.1422960355389478e-09
1976,0.0,0.0
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,4.752473081737207e-09,1.1881182704343018e-09
1979,3.5111840102075575e-09,1.1703946700691858e-09
1980,2.8425752862659692e-09,0.0
1981,6.325549528618524e-10,6.325549528618524e-10
1982,0.0,0.0
1983,6.315316047889041e-10,0.0
1984,1.739702604197646e-09,0.0
1985,1.2031116103372597e-09,0.0
1986,5.994485463567401e-10,0.0
1987,5.49973533381376e-09,3.0554083707556856e-09
1988,1.1993107618124554e-09,0.0
1989,1.6464366536794728e-09,5.488122178931576e-10
1990,3.814055737905164e-09,1.089730194969718e-09
1991,2.344586080837985e-09,5.861465202094962e-10
1992,1.1019888335184191e-09,5.509944167592096e-10
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,1.0549853213248639e-09,0.0
1995,1.626735190995987e-09,5.422450821690461e-10
1996,2.135236876199542e-09,0.0
1997,2.3974471297094624e-09,1.438468344439059e-09
1998,3.814503379828693e-09,4.768129224785866e-10
1999,1.3710603763428253e-09,1.3710603763428253e-09
2000,4.4180314962005696e-10,8.836062992401139e-10
2001,2.190605918883648e-09,4.3812117822561447e-10
2002,0.0,1.752488598683044e-09
2003,2.5001538617175356e-09,8.333845835650777e-10
2004,1.3214374039449694e-09,0.0
2005,4.5037495954858286e-10,4.5037495954858286e-10
2006,3.706100981659688e-09,8.235779835885637e-10
2007,2.7961355453243186e-09,0.0
2008,1.2772318758180745e-09,0.0
2009,9.53638501499654e-10,1.430457752249481e-09
2010,0.0,4.723793023408973e-10
2011,7.64794394481072e-10,3.82397197240536e-10
2012,3.404252713057332e-10,2.0425516833455504e-09
2013,2.2313000336282585e-09,8.367375126105969e-10
2014,1.9489005964601347e-09,2.3819897165822113e-09
2015,4.211493376260478e-09,2.2165753954528356e-10
2016,2.4856081637381067e-09,1.2428040818690533e-09
2017,5.0312225496895735e-09,2.515611330355938e-10
2018,1.5488800242380307e-09,5.162933414126769e-10
2019,2.806086474294034e-09,2.55098775436835e-10
