year,bien_ADV éveiller_VERB,bien_ADV réveiller_VERB
1964,9.125952438182594e-09,6.083968440151466e-09
1965,2.188817349590977e-09,6.0192477668863376e-09
1966,6.092982118843793e-09,6.6468897053084675e-09
1967,5.916402479044791e-09,4.930335695263466e-09
1968,9.88111459321317e-09,4.491415683816058e-09
1969,4.541757636644661e-09,2.2708788183223305e-09
1970,4.5987250119061684e-10,2.7592350626548523e-09
1971,5.138397263237948e-09,9.24911525146399e-09
1972,1.5390440033513642e-09,5.130146862875051e-10
1973,2.7566018356850464e-09,6.064523994098181e-09
1974,4.500457340128605e-09,1.6876715580593782e-09
1975,2.8557400888473694e-09,4.569184142155791e-09
1976,2.856763492431469e-09,1.7140580066410394e-09
1977,4.7014254711541525e-09,5.289103821581875e-09
1978,4.158414057542359e-09,5.940591130126904e-09
1979,1.1703946700691858e-09,2.925986564150662e-09
1980,5.116635559687666e-09,3.411090521154847e-09
1981,7.590659656386833e-09,5.060439622894819e-09
1982,3.1037510339615437e-09,2.483000915987077e-09
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,1.1598016991243298e-09,5.219107812592938e-09
1985,5.414002135495366e-09,6.015558051686298e-10
1986,4.7955883708539204e-09,2.997242676272549e-09
1987,7.944062296871834e-09,1.1610551631235921e-08
1988,2.398621523624911e-09,2.398621523624911e-09
1989,3.2928733073589456e-09,2.7440609784434855e-09
1990,2.724325431913144e-09,5.993515905799995e-09
1991,1.1722930182145319e-08,5.2753188484189195e-09
1992,3.856960972825618e-09,1.1019888335184191e-09
1993,7.754890063438324e-09,5.539207315052863e-09
1994,4.747434001473039e-09,3.6924485691258724e-09
1995,7.0491861237087505e-09,4.880205572987961e-09
1996,3.2028553142993132e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,7.671831170341648e-09
1998,2.86087753487152e-09,6.198567881199324e-09
1999,9.140402323914998e-10,3.1991407301035224e-09
2000,3.97622823555821e-09,4.418031274155965e-09
2001,2.190605918883648e-09,3.943090742808408e-09
2002,4.381221607729913e-09,2.6287327870022636e-09
2003,7.083769126836614e-09,7.91715315529018e-09
2004,3.0833537945085254e-09,5.285749615779878e-09
2005,4.954124666056714e-09,4.053374524914943e-09
2006,2.0589450144825605e-09,7.000412693969338e-09
2007,3.595031605740928e-09,5.592271090648637e-09
2008,6.3861596011349775e-09,3.8316958494988285e-09
2009,4.291373478793048e-09,4.291373478793048e-09
2010,7.085689368580006e-09,5.196172381261022e-09
2011,4.971163480860241e-09,5.7359579308524644e-09
2012,2.7234021704458655e-09,8.851056776393307e-09
2013,2.7891249310130206e-09,7.80955033974351e-09
2014,5.197068553286499e-09,7.362513709807672e-09
2015,5.319781060109108e-09,6.428068743957738e-09
2016,8.906762438698479e-09,9.32103016992869e-09
2017,5.534344982294215e-09,8.301517695485927e-09
2018,5.937373259712331e-09,6.711813327342497e-09
2019,6.12237061048404e-09,7.1427654901867754e-09
