year,son_DET égal_ADJ,son_DET egal_ADJ,son_DET régal_NOUN
1955,1.5861677127304574e-07,1.8771215692936494e-09,9.385607846468247e-09
1956,1.9448145849310094e-07,0.0,3.488456634670456e-09
1957,1.8641929955265368e-07,8.835037701437898e-10,1.0602045297236629e-08
1958,1.8033490789548523e-07,2.4816730892496253e-09,8.272243334772611e-09
1959,1.8911825350187428e-07,0.0,3.100299128533379e-09
1960,2.2769542340483895e-07,2.076250060767393e-09,2.007041710605506e-08
1961,2.1678256700852216e-07,2.08444772553662e-09,1.1117054998788234e-08
1962,2.2196847737632197e-07,0.0,7.610347907416326e-09
1963,2.6252175189256377e-07,0.0,1.4871922249248826e-08
1964,2.068549207479009e-07,1.8251904432275978e-09,1.034274621503073e-08
1965,1.9754077129618963e-07,3.830430195250756e-09,9.302474013317408e-09
1966,2.3651848835015699e-07,1.1078149508847446e-09,1.495550217001096e-08
1967,2.4799587095003517e-07,9.860671168482327e-10,1.035370456037299e-08
1968,2.618495500428253e-07,1.7965663401398047e-09,1.0330256650092906e-08
1969,2.293587755275439e-07,2.2708788183223305e-09,9.537691469940768e-09
1970,1.8946747104564565e-07,0.0,1.6555410042862206e-08
1971,1.957729409696185e-07,2.569198631618974e-09,1.0790635052160269e-08
1972,2.0212777940287197e-07,1.5390440033513642e-09,1.5390440200047095e-08
1973,1.8965421588745812e-07,5.513203782392395e-10,5.513203671370093e-09
1974,1.7664295626218518e-07,1.6876715580593782e-09,6.750685843659454e-09
1975,1.6506177757946716e-07,0.0,6.282628195464213e-09
1976,1.839755583432634e-07,5.713526873840635e-10,5.142174241967723e-09
1977,1.868816639216675e-07,1.1753563677885381e-09,5.876781838942691e-09
1978,1.8118804234745767e-07,5.940591352171509e-10,4.752473081737207e-09
1979,2.2237499308630504e-07,1.7555920051037788e-09,1.6970723160092405e-08
1980,2.1376166614572867e-07,1.1370301367108482e-09,8.527726080842513e-09
1981,1.8850137450954207e-07,6.325549528618524e-10,1.4548763971333756e-08
1982,1.9615707458342513e-07,6.207502289967692e-10,3.1037510339615437e-09
1983,1.7051353040642425e-07,0.0,1.0736036948344463e-08
1984,1.942667893217731e-07,1.1598016991243298e-09,1.1598016769198694e-08
1985,1.979118593453677e-07,1.2031116103372597e-09,7.82022557821449e-09
1986,1.7803621688017301e-07,1.7983456945813714e-09,1.258841941798039e-08
1987,1.6254773527180078e-07,6.110816852533674e-10,3.666490056009053e-09
1988,1.6970247429526353e-07,1.1993107618124554e-09,5.396898483667201e-09
1989,1.794615940298172e-07,5.488122178931576e-10,8.232182935330457e-09
1990,1.825298028279576e-07,1.6345953479657283e-09,7.083246433836621e-09
1991,1.729132179661974e-07,0.0,9.964490843561435e-09
1992,1.9450102684004378e-07,5.509944167592096e-10,1.2121877501769518e-08
1993,1.5288212296127313e-07,2.7696036575264316e-09,1.2186256725943423e-08
1994,1.8356745101755223e-07,0.0,8.43988251508776e-09
1995,1.8436332993587712e-07,1.0844901643380922e-09,1.0302656505700725e-08
1996,1.686837123315854e-07,1.067618438099771e-09,9.074756723848054e-09
1997,1.8076752894558012e-07,4.79489448146353e-10,1.054876808126437e-08
1998,2.1122812654539302e-07,9.536258449571733e-10,1.3350761940422728e-08
1999,2.4222066485890537e-07,1.8280804647829996e-09,1.0968482927475875e-08
2000,1.7716305933390686e-07,4.4180314962005696e-10,1.1045078851523726e-08
2001,1.962782931741458e-07,8.762423564512289e-10,1.0076787043677982e-08
2002,1.9189749878023576e-07,4.38122149670761e-10,7.886198361006791e-09
2003,2.0709606474156317e-07,0.0,1.2084076517204778e-08
2004,1.75310688632635e-07,0.0,5.285749449246424e-09
2005,2.0582135107360955e-07,9.007499190971657e-10,5.854874363109275e-09
2006,1.931290398715646e-07,1.2353669198716943e-09,1.0294725072412803e-08
2007,2.0571569336880202e-07,3.994479469415779e-10,6.391166984531793e-09
2008,2.090402944077141e-07,4.257439678578834e-10,9.792111288486893e-09
2009,2.2839641644623043e-07,4.76819250749827e-10,1.2397300297450897e-08
2010,2.21545889189656e-07,9.447586046817946e-10,1.5588516699693855e-08
2011,2.210255729551136e-07,0.0,1.7972667576415802e-08
2012,2.348934344809095e-07,6.808505426114664e-10,1.259573534362346e-08
2013,2.886744425723009e-07,0.0,1.952387518322496e-08
2014,2.847560551799688e-07,0.0,2.1654450899077915e-08
2015,3.229550316063978e-07,4.433150790905671e-10,1.595934295828272e-08
2016,3.3203579619112134e-07,0.0,2.299187429333216e-08
2017,2.523158286749094e-07,0.0,1.2074934496730805e-08
2018,2.8783352945538354e-07,0.0,1.9361000358486535e-08
2019,3.1173070169643324e-07,0.0,1.5050827695262115e-08
