year,son_DET ail_NOUN,son_DET rail_NOUN
1845,2.7901139176833567e-09,8.370341586516616e-09
1846,5.269051195355701e-09,2.1076203893244383e-08
1847,6.47186837454683e-09,3.235934187273415e-09
1848,3.218088684420195e-09,1.4481398968868575e-08
1849,5.02764896381791e-09,6.7035317297126085e-09
1850,6.1100964288129944e-09,1.425689166723032e-08
1851,3.2247193804124663e-09,4.514607354622058e-09
1852,6.510545214055696e-09,5.208436348880241e-09
1853,8.360704129017904e-09,7.763511611358354e-09
1854,7.793496792363186e-09,5.715231066183435e-09
1855,1.0083180512765466e-08,1.6451505047143655e-08
1856,4.659470198564719e-09,4.659470143053568e-09
1857,5.36965993891414e-09,7.322263684272912e-09
1858,6.851146205910652e-09,1.2723557318849998e-08
1859,4.582956236731661e-09,1.782260738991681e-08
1860,1.190067794309968e-08,1.6020143434047895e-08
1861,4.71596389717277e-09,5.659156698811785e-09
1862,7.228778020618165e-09,8.584174260306554e-09
1863,5.494082799817335e-09,7.491931519609807e-09
1864,4.315255264231155e-09,6.233146443435089e-09
1865,4.23615986733239e-09,1.5061901947888146e-08
1866,5.352174259343201e-09,1.9462451650298362e-09
1867,5.338092634588065e-09,1.9896527092555516e-08
1868,1.975949626142892e-09,2.321740799615668e-08
1869,4.395167230164532e-09,1.0255390314739543e-08
1870,4.587239033071455e-09,1.204150201772336e-08
1871,3.18635318130589e-09,1.911811864374613e-08
1872,7.861541084785983e-09,2.0560953828407946e-08
1873,8.97900703789034e-09,1.5563610844537834e-08
1874,6.5720701658555924e-09,8.185214284139875e-08
1875,5.149374260327022e-09,1.6592428764283795e-08
1876,6.650616501957529e-09,1.934724735974669e-08
1877,9.27722387800145e-09,6.80329748092845e-09
1878,1.0266450745088918e-08,1.509772218355465e-08
1879,9.774920317617841e-09,3.787781821529279e-08
1880,1.1552123257985158e-08,4.1074216472480884e-08
1881,4.8807553554297556e-09,3.904604128912581e-08
1882,1.0648615766939429e-08,7.320923867126794e-09
1883,5.0554711528150165e-09,6.951272890631799e-09
1884,1.0562715146988921e-08,1.9805090900604227e-08
1885,3.2228177904158883e-09,2.7716232864349877e-08
1886,6.453463929911862e-09,7.744156427236248e-09
1887,5.8760321608453125e-09,7.83470954779375e-09
1888,6.974675947901687e-09,1.9021843655764314e-08
1889,6.265136576200092e-09,7.51816386923565e-09
1890,7.209825181320184e-09,5.2435090935887274e-08
1891,3.824532024410132e-09,2.42220359325529e-08
1892,8.149066310636499e-09,7.522214851007902e-09
1893,9.237624942759481e-09,1.23168328869383e-08
1894,8.192001299534013e-09,2.3315696040526745e-08
1895,8.426059849853118e-09,1.3842813118003505e-08
1896,1.7691086373616827e-09,1.1204354777305525e-08
1897,5.2440420894583895e-09,1.631479840114025e-08
1898,7.355861253444118e-09,9.619203211741478e-09
1899,7.185851913504848e-09,6.633094074004475e-09
1900,5.191053031872173e-09,6.748368974740515e-09
1901,8.941982321264419e-09,1.0059729937950124e-08
1902,2.946170307716045e-09,3.289890315727462e-08
1903,3.7801539676252105e-09,8.100330184390714e-09
1904,5.374625189347171e-09,3.2247751136083025e-09
1905,1.0321518084666081e-09,1.0837593933388234e-08
1906,7.201858220895474e-09,5.658602919567102e-09
1907,4.628559036046198e-09,1.8514235478050978e-08
1908,4.4202501658929805e-09,2.7503778810000767e-08
1909,2.2003934230241384e-09,2.9705311987981986e-08
1910,4.809735720812114e-09,9.619471441624228e-09
1911,6.384448969498635e-09,1.0640748726586935e-08
1912,4.1675369266691575e-09,2.0837685354990754e-08
1913,4.242391826725367e-09,2.0681660051202755e-08
1914,8.705766774141921e-09,2.8795997808472862e-08
1915,3.534228465440492e-09,3.5342285764627945e-09
1916,8.789969863087777e-09,2.966614687238689e-08
1917,4.3865698851064394e-09,9.869782324756216e-09
1918,5.743188147278033e-09,8.040463406189247e-09
1919,5.524709134618888e-09,5.524709134618888e-09
1920,9.086678076641874e-09,2.1202248845497706e-08
1921,4.5436484574779e-09,2.0446417892117097e-08
1922,5.902348276798364e-09,1.9920426197472807e-08
1923,3.1847844361720945e-09,1.6985516992917837e-08
1924,6.4458122173149945e-09,2.578324886925998e-09
1925,9.898360353588487e-09,1.5397448649423495e-08
1926,7.802296586589819e-09,1.0031524944054127e-08
1927,7.804457635707251e-09,8.919379901328739e-09
1928,6.85562484559199e-09,1.0283436990832229e-08
1929,6.684243603061191e-09,1.6710609784809094e-08
1930,5.2518016602221e-09,6.302162347537887e-09
1931,5.7026783295555106e-09,5.7026783295555106e-09
1932,5.479768305782784e-09,5.4797681947604815e-09
1933,4.588264879146209e-09,2.867665571670841e-08
1934,3.5944740517379614e-09,1.4377896206951846e-08
1935,1.555876938397205e-08,4.787313656606784e-09
1936,6.0623572828433225e-09,2.424942913137329e-08
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,2.7893612752905028e-08
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,9.102635090130207e-09,1.517105907566929e-08
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,2.3963544037997053e-08
1946,6.960552134671616e-09,5.568441707737293e-09
1947,1.311295849681926e-08,2.622591566137089e-08
1948,6.523132922708896e-09,5.435944139264848e-09
1949,6.8719057111366055e-09,1.079870937115146e-08
1950,3.190608444114673e-09,1.595304155443955e-08
1951,6.396840945832594e-09,1.0661401539380222e-08
1952,6.326882462381889e-09,1.0544804140977249e-08
1953,7.541679392097933e-09,6.464296653518886e-09
1954,1.7590565448699635e-08,1.2704297169818801e-08
1955,1.407841132561316e-08,1.5016972110259985e-08
1956,7.849027428008526e-09,1.9186511934776718e-08
1957,1.5903067751565914e-08,8.835037590415595e-09
1958,8.272243445794913e-09,5.790570356545288e-09
1959,6.200598368089061e-09,1.6276571201956358e-08
1960,1.1073333361366622e-08,8.997083078554624e-09
1961,8.337791235213388e-09,4.86371165564492e-09
1962,1.0147130691251505e-08,1.9660064243254283e-08
1963,7.759263453976928e-09,6.466053470433053e-09
1964,1.0342746159519578e-08,1.3993127545575135e-08
1965,7.660860390501512e-09,6.566452104284082e-09
1966,8.308612242657887e-09,1.0524241922382771e-08
1967,1.2325838738558303e-08,1.4791006641701188e-08
1968,1.527081389118834e-08,7.186265360559219e-09
1969,9.083515217778171e-09,1.589615195030092e-08
1970,4.5987250119061684e-09,7.3579600190498695e-09
1971,1.2845993935250988e-08,6.166077093361366e-09
1972,5.130146862875051e-09,3.0780880067027283e-09
1973,3.859242758696979e-09,1.1577728109557484e-08
1974,7.875800456247362e-09,7.875800456247362e-09
1975,3.998036124386317e-09,8.567219822452898e-09
1976,5.142174186456572e-09,1.085570117131951e-08
1977,6.464460078348111e-09,5.289103821581875e-09
1978,8.910887139279566e-09,1.4257418801122412e-08
1979,4.681578680276743e-09,8.777959692451986e-09
1980,1.1938816268930452e-08,6.253665585376211e-09
1981,2.5302198114474095e-09,1.4548763971333756e-08
1982,6.828252629986764e-09,1.4898005495922462e-08
1983,1.89459470334441e-09,7.57837881337764e-09
1984,1.1018115753103075e-08,8.118611560803402e-09
1985,6.617113745832626e-09,1.2632671797518924e-08
1986,7.79283104712647e-09,2.997242676272549e-09
1987,6.721898426764739e-09,5.49973533381376e-09
1988,3.5979323409485175e-09,2.6384837370496683e-08
1989,4.939309961038418e-09,1.0427432250992297e-08
1990,5.448650863826288e-09,1.198703181159999e-08
1991,2.344586136349136e-09,1.0550637696837839e-08
1992,4.958949695321735e-09,1.4876849585565566e-08
1993,3.877445031719162e-09,1.2186256448387667e-08
1994,3.6924485691258724e-09,1.5824779708850656e-08
1995,3.253470381991974e-09,1.0844901865425527e-08
1996,3.2028553142993132e-09,9.074756945892659e-09
1997,1.917957792585412e-09,1.2466725429760572e-08
1998,8.582632715636862e-09,1.1920322728897759e-08
1999,5.4842413388378475e-09,1.279656292041409e-08
2000,4.418031274155965e-09,7.510653432518666e-09
2001,5.257454110951798e-09,1.270551397425379e-08
2002,4.8193434798449175e-09,5.257465574004527e-09
2003,7.083768793769707e-09,1.2917460878725251e-08
2004,4.845270240583233e-09,1.805964444656638e-08
2005,4.954124666056714e-09,1.2610498645315715e-08
2006,5.353256948836815e-09,2.0177660431386357e-08
2007,3.1955835755326234e-09,1.5179022483380322e-08
2008,7.237647536850744e-09,1.7881246705542253e-08
2009,5.245011758248097e-09,1.3827758493789588e-08
2010,6.613310343794865e-09,3.117703428756613e-08
2011,1.0324724186716594e-08,3.8622115283715175e-08
2012,1.0212757750593937e-08,5.140421491245384e-08
2013,8.08846234434668e-09,4.769403993964971e-08
2014,9.744502982300673e-09,5.8683563231021196e-08
2015,4.654808205550864e-09,4.987294488500993e-08
2016,7.042556010583567e-09,3.686985294848455e-08
2017,1.7609279590047322e-09,4.829973634934426e-08
2018,3.872200171617379e-09,4.930601349428798e-08
2019,5.867272001580659e-09,5.5101334772711397e-08
