year,bien_ADV acheté_VERB,bien_ADV racheté_VERB
1933,3.326492148403304e-08,8.02946331646126e-09
1934,3.354842448288764e-08,5.990790086229936e-09
1935,2.393656828303392e-08,5.98414207075848e-09
1936,2.3036957230715416e-08,0.0
1937,2.0145789036973838e-08,0.0
1938,1.8151300906765755e-08,0.0
1939,3.058810094103137e-08,4.588215141154706e-09
1940,1.0143131667916805e-08,0.0
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,2.4273694165799498e-08,3.034211770724937e-09
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,2.3963544037997053e-08,1.089252066321933e-08
1946,3.7586982415405146e-08,2.7842208538686464e-09
1947,2.8610090296865565e-08,0.0
1948,2.5005341797168512e-08,2.174377566888097e-09
1949,2.6505922789965553e-08,1.9634016634739737e-09
1950,2.6588404367089424e-08,2.1270722960764488e-09
1951,3.1984203729962246e-08,1.0661401761424827e-09
1952,4.2179216563908994e-08,2.1089607837865287e-09
1953,2.8011951869189033e-08,4.3095309543161875e-09
1954,2.34540866728139e-08,2.9317608341017376e-09
1955,4.598947711542678e-08,1.8771215692936494e-09
1956,2.703553825256222e-08,2.616342476002842e-09
1957,3.6223653410161205e-08,2.6505113659425206e-09
1958,2.4816730004317833e-08,2.4816730892496253e-09
1959,5.348016074435691e-08,2.325224457422337e-09
1960,1.868625076895114e-08,0.0
1961,3.335116360858592e-08,3.47407969059077e-09
1962,3.868593267952747e-08,3.805173953708163e-09
1963,2.0691370394843034e-08,3.879631726988464e-09
1964,3.467862086381501e-08,4.258777774879263e-09
1965,3.994591679656878e-08,6.5664522708175355e-09
1966,3.5450078428311826e-08,3.8773522170743036e-09
1967,4.437302081328198e-08,5.423369309198733e-09
1968,3.5482184301827147e-08,9.431973424511852e-09
1969,3.40631842732364e-08,2.2708788183223305e-09
1970,2.851209579546321e-08,5.518470125309705e-09
1971,3.494110245583215e-08,7.707596338946132e-09
1972,2.0520587895589415e-08,2.565073486948677e-09
1973,2.260413545229767e-08,2.205281512956958e-09
1974,3.3753430273009144e-08,2.2502286700643026e-09
1975,3.712462159910501e-08,3.4268881066168433e-09
1976,3.8851982964160925e-08,1.7140580066410394e-09
1977,3.702372453062708e-08,2.938390863960194e-09
1978,2.970295653881294e-08,1.0693064211864112e-08
1979,3.920822067016161e-08,7.607565244427406e-09
1980,3.865902442612423e-08,5.685150683554241e-10
1981,2.909752794266751e-08,3.1627747087981106e-09
1982,3.9107263205551135e-08,1.8622506869903077e-09
1983,2.5892795463278162e-08,2.5261264191556165e-09
1984,2.8415142239168745e-08,2.3196033982486597e-09
1985,4.511668549866954e-08,2.4062232206745193e-09
1986,3.476801424540099e-08,1.7983456945813714e-09
1987,4.0942474299754394e-08,1.8332451112712533e-09
1988,3.597932263232906e-08,5.996553809062277e-10
1989,4.719785096085616e-08,3.841685636274406e-09
1990,5.775569889010512e-08,4.358920779878872e-09
1991,3.282420379946416e-08,2.9307325455363298e-09
1992,3.967159756257388e-08,2.2039776670368383e-09
1993,4.154405530698568e-08,3.323524566667402e-09
1994,4.0616935592652226e-08,2.637463358823311e-09
1995,3.199246023655178e-08,2.1689803286761844e-09
1996,3.149474281372022e-08,5.3380921904988554e-09
1997,8.295167219785071e-08,3.3564262480467733e-09
1998,3.8621845277475586e-08,3.337690568372409e-09
1999,4.433094957789763e-08,2.285100553223174e-09
2000,3.7111465900352414e-08,4.418031274155965e-09
2001,4.381211837767296e-08,3.066848330846028e-09
2002,4.381221430094229e-08,5.257465574004527e-09
2003,3.7502307037584615e-08,2.5001538617175356e-09
2004,4.184551727348662e-08,3.0833537945085254e-09
2005,3.332774767272895e-08,3.1526248278623825e-09
2006,3.006059756671675e-08,4.529678854225949e-09
2007,4.393927355295091e-08,2.7961355453243186e-09
2008,5.236650935103171e-08,6.3861596011349775e-09
2009,4.815874277142029e-08,2.860915504498962e-09
2010,4.959982646823846e-08,3.7790344187271785e-09
2011,6.95962896202218e-08,7.64794394481072e-10
2012,5.004251590889908e-08,3.063827413996023e-09
2013,7.195942686166745e-08,1.0040849929282558e-08
2014,6.496335203109993e-08,4.980523993225461e-09
2015,7.713682492749285e-08,5.763096222466402e-09
2016,7.31183007474101e-08,5.799752234025846e-09
2017,7.144335967268489e-08,6.5405894034142875e-09
2018,6.247149286764397e-08,2.8396134332808742e-09
2019,7.168275573121718e-08,6.377469219387422e-09
