year,un_DET aliment_NOUN,un_DET ralliement_NOUN
1875,2.044873763651367e-06,2.689117728493784e-08
1876,2.2243287745027374e-06,1.753344314181504e-08
1877,2.3341496593332067e-06,3.216104393910513e-08
1878,1.7163089909288942e-06,4.831270938865373e-09
1879,1.954373130885756e-06,1.8938909107646396e-08
1880,1.920861308235544e-06,1.5402831454736088e-08
1881,1.979494790305125e-06,3.6257040536558094e-08
1882,1.9926223178146074e-06,1.9300616216355593e-08
1883,2.163109756203596e-06,6.319338829996468e-09
1884,2.138289605824184e-06,1.4523733327109767e-08
1885,1.8885712926852705e-06,5.156508553483263e-09
1886,2.0231610324827898e-06,1.1616235084943582e-08
1887,1.8842476423586163e-06,1.4363634337488662e-08
1888,1.9579817234216534e-06,7.60873763994141e-09
1889,2.020506544297973e-06,1.4409814674820609e-08
1890,2.0711861665745346e-06,1.4419650362640368e-08
1891,1.789880991864834e-06,5.736798147637501e-09
1892,1.930074936318249e-06,1.002961980134387e-08
1893,1.907261552247519e-06,1.3548516086814288e-08
1894,2.0019991451292185e-06,2.0164925729204697e-08
1895,1.912113860136344e-06,1.3842813118003505e-08
1896,1.8357451452288842e-06,1.9460195233023114e-08
1897,2.0772233906285464e-06,1.631479840114025e-08
1898,2.098118099702617e-06,1.9804241802034994e-08
1899,2.180629691039826e-06,2.7085134135518274e-08
1900,2.132484594241646e-06,4.775768758236154e-08
1901,2.06056801577148e-06,1.732509075091926e-08
1902,2.140392645344491e-06,2.7988617645746672e-08
1903,2.9528403935330516e-06,4.1581696308412575e-08
1904,2.706123813922545e-06,2.418581424024069e-08
1905,2.4286533122364062e-06,5.1091515018697464e-08
1906,2.6580001168952094e-06,3.3437199398189676e-08
1907,2.1599941941730094e-06,2.108565766434367e-08
1908,2.054925094086002e-06,2.2592390624964764e-08
1909,2.225147800238858e-06,2.3104130164597336e-08
1910,2.4182281777029857e-06,2.9392829392627107e-08
1911,2.0611128288550162e-06,2.2345570727111408e-08
1912,2.080121800140944e-06,2.7088990606216612e-08
1913,2.1731651251855055e-06,2.6514948014977335e-08
1914,2.0438462033922633e-06,3.214437072074361e-08
1915,1.8130592560616776e-06,4.005459075528961e-08
1916,1.974446920627315e-06,4.8344833913915863e-08
1917,3.1034980523259037e-06,3.838248474608008e-08
1918,2.4213281690776967e-06,2.8715941624568586e-08
1919,2.0754489344909643e-06,2.8544329566670967e-08
1920,2.096751074986969e-06,1.2115570768855832e-08
1921,1.9272641464951334e-06,3.862101038976107e-08
1922,2.0119629322579158e-06,2.6560567079059183e-08
1923,1.8726533017598967e-06,2.9724654737606215e-08
1924,1.8318998034061451e-06,5.5433986068109675e-08
1925,1.6046341437814249e-06,3.629398648286042e-08
1926,1.8212789942850804e-06,1.671920735191179e-08
1927,1.8251280735626096e-06,4.0137209111890115e-08
1928,1.8190257176087243e-06,4.6846768242403414e-08
1929,1.7323331622520755e-06,2.785101571589621e-08
1930,1.7530514324626267e-06,6.512234362876512e-08
1931,1.8944297295320212e-06,3.5356606531422585e-08
1932,1.6417386241585064e-06,6.02774505864545e-08
1933,1.7481289233955977e-06,5.735331010114919e-08
1934,1.7780665331201817e-06,7.7880272897346e-08
1935,1.70548047151442e-06,4.6676309040094566e-08
1936,1.8053699655240507e-06,7.517323297179246e-08
1937,1.8068254732384048e-06,6.673292318737367e-08
1938,1.802164817377161e-06,6.871563584809337e-08
1939,1.8001096862008126e-06,7.647025501711369e-08
1940,2.3227772558698234e-06,1.293249303202515e-07
1941,2.0601488479599084e-06,7.37875680556499e-08
1942,2.2968983639515272e-06,1.2136847260535433e-07
1943,2.0061355900935496e-06,1.3354882399951862e-07
1944,1.9118457839084613e-06,1.124615138792251e-07
1945,1.725375257777273e-06,1.0456819099502468e-07
1946,1.6844536112614605e-06,9.048717863890943e-08
1947,1.9121077095007877e-06,1.025194886761227e-07
1948,1.8243028279130158e-06,1.163292000505578e-07
1949,1.3115523476159296e-06,9.9151785226681e-08
1950,1.6484810672068306e-06,1.1167129376765672e-07
1951,1.698361284496741e-06,9.91510368253401e-08
1952,1.5943743481017236e-06,1.0439355691005403e-07
1953,1.6290027033960541e-06,1.0342874334767771e-07
1954,1.3622915577826689e-06,1.0456613352971544e-07
1955,1.5138985745011269e-06,1.0981160869505402e-07
1956,1.4677681008379295e-06,9.244409793218722e-08
1957,1.7272498329390373e-06,9.983592408335795e-08
1958,1.4873493263678483e-06,1.2160198048505322e-07
1959,1.2959250721422677e-06,1.5656511154205077e-07
1960,1.5038970300196297e-06,9.966000180661183e-08
1961,1.4396586403009337e-06,1.1742389416369292e-07
1962,1.4567474249105317e-06,1.2620493583526127e-07
1963,1.3520517576637303e-06,1.390201391782142e-07
1964,1.5629714820164509e-06,1.5027401500944393e-07
1965,1.37621887930095e-06,1.5978366008084777e-07
1966,1.3958468390029566e-06,1.5564799848988287e-07
1967,1.2365281651938176e-06,1.272026568521767e-07
1968,1.246367887119959e-06,1.5540298381466755e-07
1969,1.1626899425465353e-06,1.7122427209415036e-07
1970,1.1257678416143335e-06,1.5129805053248901e-07
1971,1.1597362856718973e-06,1.4387513180835754e-07
1972,1.113241912875651e-06,1.6365169130949653e-07
1973,1.030417784875226e-06,1.6594743268427692e-07
1974,1.1914960342807035e-06,1.5639089956387409e-07
1975,1.0794697971050482e-06,1.690598145920319e-07
1976,9.450173603653411e-07,1.679776955310075e-07
1977,9.978775139529716e-07,1.8864469408796936e-07
1978,9.55247102751855e-07,2.1207910627651927e-07
1979,9.73768317535928e-07,1.7321841605522081e-07
1980,9.369128548541994e-07,1.7567114918293214e-07
1981,9.342836770898089e-07,1.3346910066047712e-07
1982,8.889143519041909e-07,2.1788332738026384e-07
1983,1.1809641478066624e-06,1.7682885333769605e-07
1984,1.0519401687503205e-06,1.9252707872396968e-07
1985,9.053414729010001e-07,2.123491975591918e-07
1986,8.97374468067369e-07,1.9302243292607102e-07
1987,9.593982479572105e-07,1.918796508348919e-07
1988,1.0685858446990437e-06,2.668466545507897e-07
1989,1.0339622189547981e-06,1.8769378407057502e-07
1990,1.017808010317367e-06,1.950616996815313e-07
1991,8.270527338538614e-07,2.0573743153562418e-07
1992,1.1229266316803432e-06,2.1984677145425735e-07
1993,9.001211793702169e-07,1.894409003000419e-07
1994,9.447393800599002e-07,1.9200733358815114e-07
1995,9.830903575647199e-07,2.1744027733916482e-07
1996,8.621019134125163e-07,2.3701129592268444e-07
1997,8.58765600852962e-07,2.2488055018143882e-07
1998,7.085440225651496e-07,2.426977774305783e-07
1999,1.0781104045065604e-06,2.2622495254864816e-07
2000,7.272080093656541e-07,2.3194665921266733e-07
2001,9.165494923024653e-07,2.1380313608432289e-07
2002,9.87089233461802e-07,2.133654928293538e-07
2003,8.496356063147914e-07,2.4834859568834133e-07
2004,1.0553879654651155e-06,2.3521585124086641e-07
2005,1.0106414194410718e-06,2.35546097293593e-07
2006,1.0216484511715862e-06,2.5489737787154354e-07
2007,1.1260437275950608e-06,2.1490299895177145e-07
2008,1.1712216121395613e-06,2.0904028730228674e-07
2009,1.0408964321584335e-06,1.935886169146528e-07
2010,1.3476981628457452e-06,1.9178599863778345e-07
2011,1.2871490042698497e-06,1.376629841232102e-07
2012,1.3705521801909981e-06,1.0519141246945196e-07
2013,1.3131200553573308e-06,1.3304125978663706e-07
2014,1.25747401824583e-06,1.25162732178552e-07
2015,1.4137317876361521e-06,9.486942786907093e-08
2016,1.5725614126438359e-06,8.368213699760929e-08
2017,1.4225782116739083e-06,9.710259663009424e-08
2018,1.4012201035029648e-06,8.647913185555467e-08
2019,1.6356933478789415e-06,8.44376972786165e-08
