year,bien_ADV envoyé_VERB,bien_ADV renvoyé_VERB
2007,6.471056579471224e-08,5.991719120856942e-09
2008,6.599031632248398e-08,2.554463751636149e-09
2009,7.104606858376883e-08,3.337734755248789e-09
2010,8.786255278891986e-08,6.613310343794865e-09
2011,8.221540070962874e-08,7.265546830836911e-09
2012,1.1710629443939524e-07,2.7234021704458655e-09
2013,1.207691120441723e-07,6.136075203500013e-09
2014,1.1953257228469738e-07,6.712880029624557e-09
2015,1.1304534197620342e-07,3.768178213903184e-09
2016,1.1371656682968023e-07,7.042556315894899e-09
2017,1.3584301505886742e-07,3.5218559180094644e-09
2018,1.4507843104638596e-07,7.228107001822082e-09
2019,1.3469215076611363e-07,1.0459049626376782e-08
