year,un_DET athée_NOUN
1907,2.6279929765671284e-07
1908,2.24941612003704e-07
1909,2.0463658145786212e-07
1910,2.5651923230007867e-07
1911,2.4420518007772785e-07
1912,2.453637426569344e-07
1913,2.3227095069522363e-07
1914,2.0759905483558327e-07
1915,1.3076645133391906e-07
1916,1.395407744908539e-07
1917,1.6120643930861434e-07
1918,1.2290422457539307e-07
1919,1.4916715063151287e-07
1920,1.9536358086824634e-07
1921,1.7568773769127688e-07
1922,1.9256412198132011e-07
1923,2.3567404738855657e-07
1924,1.9337436829580668e-07
1925,2.4855882774232896e-07
1926,2.050889487126284e-07
1927,1.6723837825693977e-07
1928,2.2280780864747385e-07
1929,1.8715882998954214e-07
1930,2.6469080904867326e-07
1931,1.7336141944213068e-07
1932,1.4466588560413385e-07
1933,2.1220724644166467e-07
1934,1.7732739188147661e-07
1935,2.321847150099643e-07
1936,1.9763285274976283e-07
1937,1.5235252348588801e-07
1938,1.426173517060647e-07
1939,2.401165906107394e-07
1940,1.5214697723919812e-07
1941,2.0070218376133653e-07
1942,2.3666852189130339e-07
1943,3.658076392909493e-07
1944,1.7993841971986058e-07
1945,2.2874293037489224e-07
1946,2.645009766766293e-07
1947,2.8014046593582975e-07
1948,2.3265839366182206e-07
1949,2.621141135250582e-07
1950,2.5737575093387477e-07
1951,2.1962487628535143e-07
1952,2.2460432536064445e-07
1953,2.6826829213622005e-07
1954,3.899241991511815e-07
1955,2.74059749560962e-07
1956,2.6948326636855313e-07
1957,1.802347733281806e-07
1958,2.1590554677430873e-07
1959,2.759266255480952e-07
1960,2.519183461835439e-07
1961,2.980760260840043e-07
1962,2.7904607424744654e-07
1963,3.4011438998504673e-07
1964,3.455694139731236e-07
1965,3.3762506745915744e-07
1966,3.9327429579572026e-07
1967,3.470956215778642e-07
1968,3.548218447946283e-07
1969,2.538842593935442e-07
1970,3.094941911641058e-07
1971,3.2474673350435523e-07
1972,2.385518282910226e-07
1973,2.376190888497831e-07
1974,2.042082507536236e-07
1975,2.2845920311098666e-07
1976,2.313978342272094e-07
1977,1.8688166109059878e-07
1978,2.0910881159963424e-07
1979,2.680203854410479e-07
1980,2.450299927403421e-07
1981,2.1823145690547108e-07
1982,2.1912482672803435e-07
1983,2.1093155133655728e-07
1984,2.0760450070156367e-07
1985,2.1234920044577166e-07
1986,2.074091991488558e-07
1987,1.9676830564918646e-07
1988,1.9728662303819533e-07
1989,2.1897607771492744e-07
1990,2.1631144564437932e-07
1991,2.145296305045008e-07
1992,1.8513412447518363e-07
1993,2.21568295710739e-07
1994,2.025571874675336e-07
1995,1.946659891061131e-07
1996,2.1565891916708324e-07
1997,2.0138557355053877e-07
1998,2.5747896770234036e-07
1999,2.5456021024439224e-07
2000,2.421081211068099e-07
2001,2.5191968289206557e-07
2002,2.361478417256535e-07
2003,2.2209699501729574e-07
2004,2.7662087642710276e-07
2005,2.5671373604652103e-07
2006,2.676628438891271e-07
2007,3.083738162601435e-07
2008,2.3373344326671486e-07
2009,2.8513792038609154e-07
2010,2.522505440083478e-07
2011,2.1031845862107268e-07
2012,2.2876578587016638e-07
2013,2.3540215332573666e-07
2014,3.116075681930397e-07
2015,2.7108715699997177e-07
2016,2.769381670653104e-07
2017,2.5080645527086887e-07
2018,2.2897610185701467e-07
2019,2.8596573753425503e-07
