year,on_PRON accompagne_VERB,on_PRON raccompagne_VERB
1905,3.664138825687502e-08,0.0
1906,4.321115154581889e-08,5.144184522798412e-10
1907,2.674278576364486e-08,0.0
1908,4.7640472455867666e-08,4.911389073214423e-10
1909,3.080550703415952e-08,0.0
1910,4.435644918032722e-08,0.0
1911,3.032613316023003e-08,0.0
1912,3.438217976992064e-08,0.0
1913,3.606032894509781e-08,1.060597942803554e-09
1914,2.8795997142339047e-08,6.696743715117748e-10
1915,4.830112398934716e-08,0.0
1916,3.186363928264768e-08,0.0
1917,3.070598852961126e-08,1.0966424435210342e-09
1918,1.8378201183111287e-08,0.0
1919,1.1970203050992723e-08,0.0
1920,3.55894886894248e-08,7.572231730534895e-10
1921,3.862101283225172e-08,0.0
1922,3.6889677534901466e-08,0.0
1923,2.9724655625784635e-08,0.0
1924,3.738571008327085e-08,1.289162443462999e-09
1925,4.6192348612805745e-08,0.0
1926,3.6782257240020044e-08,0.0
1927,3.1217830542829006e-08,0.0
1928,2.3994687015083116e-08,1.1426041224282812e-09
1929,1.0026365959703298e-08,0.0
1930,3.6762614286089956e-08,1.0503603542488804e-09
1931,4.676196141417677e-08,0.0
1932,4.1646237569636924e-08,0.0
1933,3.785318591909004e-08,0.0
1934,5.6313426810561396e-08,0.0
1935,3.4708024010399185e-08,0.0
1936,4.486144389304059e-08,0.0
1937,2.6441348222050465e-08,2.5182236296217297e-09
1938,5.8343466058374815e-08,0.0
1939,3.211750598808294e-08,4.588215141154706e-09
1940,5.325144059042941e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,6.068423630267716e-08,0.0
1943,1.7419411024732767e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.9606536838523425e-08,0.0
1946,3.062642939255511e-08,0.0
1947,2.2649654818351905e-08,1.1920870957027319e-09
1948,4.457474145347362e-08,3.2615663503321457e-09
1949,3.0432726338958105e-08,9.817008317369869e-10
1950,2.8715475330898244e-08,0.0
1951,3.3050345571439266e-08,0.0
1952,4.112473384054738e-08,5.272402070488624e-09
1953,4.740484094156727e-08,3.232148326759443e-09
1954,3.9090142678332995e-08,3.9090144454689835e-09
1955,3.848099128234139e-08,1.8771215692936494e-09
1956,3.575668028332757e-08,0.0
1957,1.76700756249204e-08,0.0
1958,2.2335058080802384e-08,4.9633461784992505e-09
1959,3.2553141071645086e-08,1.5501495642666896e-09
1960,4.014083287984249e-08,6.920833350854139e-10
1961,3.4740797572041515e-08,4.16889545107324e-09
1962,3.0441391185576094e-08,6.341956404476434e-10
1963,4.267595077322994e-08,5.1728423766661535e-09
1964,2.798625464706106e-08,0.0
1965,3.3379464525751246e-08,1.0944086747954884e-09
1966,3.6557891824884337e-08,2.7695373772118614e-09
1967,3.20471809089895e-08,1.4791006197611978e-09
1968,3.772789236577978e-08,4.491415850349512e-09
1969,3.905911682977603e-08,2.725054681906869e-09
1970,3.311082008572441e-08,1.839490032518043e-09
1971,5.087013388305195e-08,5.138397485282553e-10
1972,3.796308822856531e-08,2.0520586896388693e-09
1973,3.804110670913019e-08,1.6539611902288698e-09
1974,3.8816445169231883e-08,2.812785782069227e-09
1975,3.826691852282238e-08,1.1422960355389478e-09
1976,3.028169315300033e-08,0.0
1977,4.172514955769202e-08,1.1753563677885381e-09
1978,4.633661099262554e-08,2.9702956760857546e-09
1979,2.633387952144517e-08,5.851973350345929e-10
1980,4.604972092536741e-08,2.2740603289328476e-09
1981,3.415796667738391e-08,6.325549639640826e-09
1982,2.4209258153717883e-08,1.8622506869903077e-09
1983,4.357567950918906e-08,6.315315825844436e-09
1984,3.7693554499895754e-08,1.739702604197646e-09
1985,4.0905794085333014e-08,3.609334831011779e-09
1986,4.3160295781774494e-08,6.593934065435292e-09
1987,3.727598230085505e-08,6.110817019067127e-09
1988,5.816657289159366e-08,4.797243047249822e-09
1989,3.6221607047082216e-08,1.0976244357863152e-09
1990,6.102489180648263e-08,4.903786043897185e-09
1991,6.095923676951998e-08,1.1722930404189924e-09
1992,3.636563139508553e-08,4.407955389584828e-09
1993,4.929894537042401e-08,2.2156829704300662e-09
1994,4.6946847298556804e-08,1.5824779819872958e-09
1995,6.290042975365395e-08,1.6267352465071383e-09
1996,7.793614464901566e-08,4.804282749404365e-09
1997,5.370281819239153e-08,3.3564262480467733e-09
1998,5.292623495023463e-08,2.3840646123929332e-09
1999,7.129513690529166e-08,1.8280804925385752e-09
2000,7.775735433313002e-08,1.7672125984802278e-09
2001,8.105241811051656e-08,5.257454027685071e-09
2002,7.185203187987099e-08,5.695587890208742e-09
2003,7.292114911905401e-08,4.166922806803086e-09
2004,7.57624087910358e-08,3.523833058682868e-09
2005,6.215174330748141e-08,1.8014998381943315e-09
2006,8.853463207003642e-08,5.7650457740976435e-09
2007,8.228627557116397e-08,4.7933754743212376e-09
2008,9.706962789124418e-08,2.554463751636149e-09
2009,1.1491343698821765e-07,7.629108011997232e-09
2010,1.1903958530012915e-07,5.668551628090768e-09
2011,2.1146564321838923e-07,6.883149550329648e-09
2012,1.9302113152264155e-07,4.085103255668798e-09
2013,1.2746301258914627e-07,5.020424964641279e-09
2014,1.3642304708127995e-07,5.41361278028063e-09
2015,1.476239219755371e-07,5.541438696798906e-09
2016,1.3277289312441098e-07,5.178350193091319e-09
2017,1.441445309779965e-07,9.559323110863716e-09
2018,1.321710954016453e-07,5.937373481756936e-09
2019,1.4540630033366142e-07,5.3570741176400816e-09
