year,son_DET emplacement_NOUN,son_DET remplacement_NOUN
1945,9.062576680207712e-07,1.1698567199402987e-06
1946,9.20185016184405e-07,1.031553882313574e-06
1947,8.08235050442363e-07,9.608222111268105e-07
1948,8.947563685524074e-07,9.045410749308758e-07
1949,8.756771663342988e-07,1.0729990194136008e-06
1950,8.29558167936284e-07,1.020994751854687e-06
1951,1.0149654343649672e-06,8.45449175557178e-07
1952,9.933205262768752e-07,8.931448647331308e-07
1953,1.0752279635539708e-06,9.556385123232758e-07
1954,9.225274268942485e-07,1.0231845699593123e-06
1955,8.935098563256361e-07,1.0014443176942223e-06
1956,8.14554631745068e-07,1.0107803376513402e-06
1957,8.67600689957726e-07,1.0390003843951945e-06
1958,1.0497477447302117e-06,9.529624183102214e-07
1959,7.851507461964502e-07,1.0812293318451793e-06
1960,8.567991685026755e-07,9.093975048557468e-07
1961,8.879747568357743e-07,1.0074830889550412e-06
1962,7.730844622244604e-07,9.500250417460165e-07
1963,9.162397240913833e-07,9.550360822174753e-07
1964,9.892532446542646e-07,1.0002043584478315e-06
1965,8.377698250683352e-07,9.80042980103235e-07
1966,7.560837076425742e-07,8.347385929141637e-07
1967,7.380712219173802e-07,8.9682803228186e-07
1968,8.686398516033478e-07,9.939502927380772e-07
1969,8.007119092212633e-07,1.1195433380351005e-06
1970,7.62468616244405e-07,1.2743066548637216e-06
1971,7.995346464895192e-07,9.603664867796624e-07
1972,8.321098405872362e-07,1.0060218365026685e-06
1973,9.543355830032851e-07,1.1759663269828025e-06
1974,8.128950810259994e-07,1.1853079993073834e-06
1975,8.647181175547303e-07,1.1834187070292046e-06
1976,8.901674632966206e-07,1.1969838809022804e-06
1977,8.321523345955484e-07,1.1442094223212962e-06
1978,8.483164677386412e-07,1.2005935072778584e-06
1979,7.952831602153765e-07,1.074422284474963e-06
1980,8.95979759718557e-07,1.0887063766062965e-06
1981,8.229540178206207e-07,1.1613709176572229e-06
1982,9.416780955007198e-07,1.0844506554974487e-06
1983,8.374108801945113e-07,1.1550713026053927e-06
1984,7.805465429555625e-07,1.1064507816627156e-06
1985,9.444426183335963e-07,1.1243078024136821e-06
1986,8.817888073053837e-07,1.2372618076739172e-06
1987,8.720135582507282e-07,1.203219824219559e-06
1988,8.635037502813248e-07,1.1519380187507977e-06
1989,8.16632585554089e-07,1.2518406222739031e-06
1990,8.619765772266419e-07,9.900199131607224e-07
1991,8.194328344757196e-07,1.1465025373524895e-06
1992,8.711221965995719e-07,1.0226456534923045e-06
1993,8.729790934580706e-07,1.0923317539379696e-06
1994,8.793302797016622e-07,1.2258929693587106e-06
1995,8.128253980999034e-07,9.337460422642607e-07
1996,9.55518501655206e-07,1.0542732091778362e-06
1997,8.611630306631923e-07,9.695276794730034e-07
1998,9.507649636475435e-07,9.417055419902454e-07
1999,8.980445258544023e-07,9.624843819722173e-07
2000,9.481095730734523e-07,9.847792199479954e-07
2001,9.353887335805666e-07,1.048862149133356e-06
2002,8.582813180169069e-07,8.784349141421899e-07
2003,9.629759105678204e-07,8.400516708917394e-07
2004,8.74351066215695e-07,9.188394365367003e-07
2005,8.876890618125799e-07,9.372303182431097e-07
2006,8.738162406984884e-07,9.063475960857659e-07
2007,9.45892743686727e-07,8.292539384058273e-07
2008,1.0886273500432253e-06,7.986956802596978e-07
2009,1.0809492394514564e-06,7.905663039764477e-07
2010,1.127569426273567e-06,7.038451474983276e-07
2011,1.6041562389546016e-06,6.259842351141742e-07
2012,1.5577860494886409e-06,5.521698049903989e-07
2013,1.2138272040829179e-06,5.993829903516712e-07
2014,1.2271578384570603e-06,6.000448333765007e-07
2015,1.2884953122238585e-06,5.993619929256511e-07
2016,1.2871306651618397e-06,5.271560468145253e-07
2017,1.2628369390199623e-06,5.881499500759446e-07
2018,1.2819563863786243e-06,5.080326275219704e-07
2019,1.3168198194080105e-06,4.91575345762385e-07
