year,aucun_DET enseignement_NOUN,aucun_DET renseignement_NOUN
1894,9.956432212021582e-08,1.741745450090093e-06
1895,1.2277973926444474e-07,1.6587301203685456e-06
1896,9.848038690085659e-08,1.7384440909040677e-06
1897,1.1769961316687727e-07,1.823761323294093e-06
1898,1.346688449643807e-07,1.7048623384141592e-06
1899,9.39688327150634e-08,2.0385708978665207e-06
1900,1.2769990131999975e-07,1.8750084080920715e-06
1901,1.710154133860442e-07,1.9778546658244522e-06
1902,1.8069844287538217e-07,1.8693450698492597e-06
1903,1.9980814780495848e-07,2.004561736157484e-06
1904,1.6607592101536284e-07,2.024083897822493e-06
1905,2.0333390260418582e-07,1.935284629439593e-06
1906,1.5123903018832152e-07,2.013948225965123e-06
1907,1.5325673796695582e-07,1.9568519107338034e-06
1908,1.8270367974082546e-07,1.8486468178480209e-06
1909,1.6777999967132473e-07,1.8268765842321955e-06
1910,1.7475373148556628e-07,1.620880926367363e-06
1911,1.5269473374601716e-07,1.6764498411703244e-06
1912,1.7503654703432403e-07,1.8493445494982552e-06
1913,1.7871075153053084e-07,1.7361987829644931e-06
1914,1.7143663555430066e-07,1.7558862381861218e-06
1915,1.095610889789711e-07,1.6481286166936115e-06
1916,1.5602196334896234e-07,1.6316381348246978e-06
1917,9.979446335961484e-08,1.661413314479887e-06
1918,7.466144502643601e-08,1.5173503129517485e-06
1919,1.6297891214378524e-07,1.645442559095045e-06
1920,1.9990692390337017e-07,1.6250009124973985e-06
1921,1.8250320898971495e-07,1.5637723649319923e-06
1922,1.5346105097790996e-07,1.8282523654988836e-06
1923,1.539312517451208e-07,1.6242401059685108e-06
1924,1.5727782054497652e-07,1.6075856166253288e-06
1925,1.6607248731759228e-07,1.5408447069376052e-06
1926,1.3375365615075907e-07,1.5103017148021536e-06
1927,1.349056271138238e-07,1.5987988888355176e-06
1928,1.3939770315829492e-07,1.3974047945453094e-06
1929,1.3479891158851842e-07,1.3847525011101425e-06
1930,1.2919431746638566e-07,1.4001303796362663e-06
1931,2.155612364163062e-07,1.835121850035648e-06
1932,1.205549002847306e-07,1.8379143114088947e-06
1933,1.1126542087680491e-07,1.6047456483647693e-06
1934,1.3059922743252628e-07,1.8619375623529777e-06
1935,1.0532090222170609e-07,1.5247593623257671e-06
1936,1.2730949894290688e-07,1.4610281198201847e-06
1937,1.3724318215224685e-07,1.4227963944790645e-06
1938,1.374312699198299e-07,1.3937605913838524e-06
1939,1.3305823909348646e-07,1.5752872002394724e-06
1940,1.5975432621218033e-07,1.5772570094441107e-06
1941,1.6823565474055613e-07,1.525926904832886e-06
1942,1.0316320020464786e-07,1.6172348296095151e-06
1943,1.1903264329760077e-07,1.4429079300271042e-06
1944,1.060351468851195e-07,1.4716392939817524e-06
1945,1.4813827675652647e-07,1.243925801475143e-06
1946,1.6705325123211878e-07,1.2570757661478638e-06
1947,1.5258714358701297e-07,1.2063920920013516e-06
1948,1.58729557941939e-07,1.2872315053868988e-06
1949,1.5118193008589742e-07,1.1642972168601773e-06
1950,1.6059395591128123e-07,1.1635085570560477e-06
1951,1.1727542137407454e-07,1.364659468094942e-06
1952,1.3602797288569946e-07,1.2769757518071856e-06
1953,1.465240533349288e-07,1.3822820648101697e-06
1954,1.3877001592277338e-07,1.2665206412521002e-06
1955,1.1544297340293497e-07,1.3336949109543639e-06
1956,1.3081712690876657e-07,1.289856875530404e-06
1957,1.298750524902914e-07,1.1741765604256216e-06
1958,1.1084806406103098e-07,1.0050775642866938e-06
1959,1.0696032237689224e-07,1.0060470785333564e-06
1960,1.2665124948796347e-07,1.0547350584033666e-06
1961,1.2784613367955444e-07,1.1144847746891173e-06
1962,1.3001010490398812e-07,1.0432518564584825e-06
1963,1.2608803956482006e-07,1.0746580301201902e-06
1964,1.2837172880253434e-07,9.588334108912022e-07
1965,1.2038495444954833e-07,1.132712959872606e-06
1966,1.5786362439484947e-07,1.0103272529704554e-06
1967,1.4199366571432392e-07,9.92969603430538e-07
1968,1.3968303669287252e-07,1.0747958327783635e-06
1969,1.308026202906376e-07,1.1440687330832588e-06
1970,1.3198341264342162e-07,1.0039016444807203e-06
1971,1.1972465818743672e-07,1.003529042975515e-06
1972,1.046549940042496e-07,9.224003818530946e-07
1973,1.3783008778744943e-07,9.675672814069003e-07
1974,9.282193369486436e-08,8.691507957792055e-07
1975,1.2679485905664478e-07,7.704786568751842e-07
1976,1.1541324251851393e-07,8.513155123068827e-07
1977,1.0108065051639414e-07,9.261807889515694e-07
1978,9.564351932667137e-08,8.489105312037282e-07
1979,1.1996545357106925e-07,7.59586157528247e-07
1980,1.0972341080162096e-07,8.510670710393242e-07
1981,1.1259478149838742e-07,7.786751723415364e-07
1982,1.353235541401432e-07,7.039307661216299e-07
1983,1.2188559672665633e-07,7.414180842602036e-07
1984,1.4149580618294522e-07,6.355713324524004e-07
1985,1.1249093789800213e-07,5.738842148161893e-07
1986,1.432682061874857e-07,5.964513114520287e-07
1987,1.2404957860923105e-07,5.267524407770452e-07
1988,1.2652728909046118e-07,5.612774565122436e-07
1989,9.549332524727561e-08,5.855826401557351e-07
1990,9.535139433580753e-08,4.4951369204682123e-07
1991,1.1781544984046377e-07,4.952938184032973e-07
1992,1.1019888379593112e-07,5.377705640796648e-07
1993,1.1632335628064538e-07,5.406266367913304e-07
1994,1.2659823722671604e-07,4.91623161735788e-07
1995,1.1549820122525034e-07,5.01576693068273e-07
1996,1.1583660253222661e-07,4.7562400595779764e-07
1997,1.1795440801876111e-07,4.6270731957065436e-07
1998,1.2778586544470727e-07,4.739520491625626e-07
1999,1.3253583852623763e-07,5.223739876214495e-07
2000,1.1663602883515978e-07,4.122023469221858e-07
2001,1.362556893980127e-07,4.057002040980251e-07
2002,1.007680929809851e-07,4.1008232010142365e-07
2003,1.175072235071184e-07,3.6627252697485346e-07
2004,1.396318785040762e-07,3.550261702400803e-07
2005,1.2565461204872008e-07,3.6120072266498937e-07
2006,1.2436027230222635e-07,3.3478445793377887e-07
2007,1.2382886716011399e-07,3.1796055743882334e-07
2008,1.2176277586206652e-07,3.0355544566873505e-07
2009,1.0585387055783713e-07,2.889524548521649e-07
2010,1.0108917214424196e-07,2.4894389749618995e-07
2011,9.865847871992628e-08,2.355566790512853e-07
2012,8.10212124058296e-08,2.8663808571138816e-07
2013,1.018030619803767e-07,3.20470454617805e-07
2014,8.683435437362164e-08,3.1095793850965947e-07
2015,8.578146992732627e-08,3.413526101780917e-07
2016,8.575348076078626e-08,3.906547458853993e-07
2017,8.578234789169414e-08,2.1860662879902293e-07
2018,7.95091725791508e-08,3.1313191506399107e-07
2019,6.683588260614215e-08,2.925983002555199e-07
